name,value_known,value_curve_ref,value_default,value_unresolved_reason,table,source,note,provenance_origin,provenance_dev_name,provenance_source,provenance_source_authority
DM_WinterGiant.CastSoakDebuff.Debuff.Duration,15.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CastSoakDebuff.Debuff.MaxStacks,4.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CastSoakDebuff.InitialMaxCooldown,18.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CastSoakDebuff.InitialMinCooldown,18.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CastSoakDebuff.MaxCooldown,37.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CastSoakDebuff.MaxRange,3000.0,,,,DungeonModifiers,base,ICEBREAKER,datamine,,,producer_bound
DM_WinterGiant.CastSoakDebuff.MinCooldown,37.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CastSoakDebuff.PostAbilityPadding,2.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CastSoakDebuff.Soak.Radius,600.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.CastingDuration,3.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.ChannelingDuration,4.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.ChannelingTickInterval,0.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.DamageRadius,700.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.InitialMaxCooldown,40.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.InitialMinCooldown,40.0,,,,DungeonModifiers,base,WINTER VORTEX,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.MaxCooldown,40.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.MaxPullSpeed,500.0,,,,DungeonModifiers,base,force at the end,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.MinCooldown,40.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.MinPullSpeed,200.0,,,,DungeonModifiers,base,force at the start,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.PoolMovementSpeedResistance,0.1,,,,DungeonModifiers,base,factor applied when you're being pulled from being in a pool. 0.2 means 80% resistance,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.PostAbilityPadding,4.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.PrimaryAttributeCoefficient,3.21,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.TargetAcquisition.Length,2000.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.ChannelAoePullToSelf.TargetAcquisition.Range,5000.0,,,,DungeonModifiers,base,large so its not avoidable in the fight but does not include people at the other side of the map,datamine,,,producer_bound
DM_WinterGiant.CrossAOE.InitialMaxCooldown,10.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CrossAOE.InitialMinCooldown,10.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CrossAOE.LineLength,4500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CrossAOE.LineWidth,200.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CrossAOE.MaxCooldown,18.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CrossAOE.MaxRange,3000.0,,,,DungeonModifiers,base,HOWLING WINDS,datamine,,,producer_bound
DM_WinterGiant.CrossAOE.MinCooldown,18.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CrossAOE.PostAbilityPadding,4.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CrossAOE.PrimaryAttributeCoefficient,2.12,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.CrossAOE.TriggerDelay,4.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.MeleeChannelDamage.CastingDuration,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.MeleeChannelDamage.Channel.Duration,1.0,,,,DungeonModifiers,base,ticks on start channel,datamine,,,producer_bound
DM_WinterGiant.MeleeChannelDamage.Channel.TickInterval,0.5,,,,DungeonModifiers,base,should match animation,datamine,,,producer_bound
DM_WinterGiant.MeleeChannelDamage.Damage.PrimaryAttributeCoefficient,6.84,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.MeleeChannelDamage.InitialMaxCooldown,7.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.MeleeChannelDamage.InitialMinCooldown,7.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.MeleeChannelDamage.MaxCooldown,20.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiant.MeleeChannelDamage.MaxRange,700.0,,,,DungeonModifiers,base,TANK SLAM,datamine,,,producer_bound
DM_WinterGiant.MeleeChannelDamage.MinCooldown,20.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiantFriendly.BossChannelDamage.CastingDuration,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiantFriendly.BossChannelDamage.Channel.Duration,1.0,,,,DungeonModifiers,base,ticks on start channel,datamine,,,producer_bound
DM_WinterGiantFriendly.BossChannelDamage.Channel.TickInterval,0.5,,,,DungeonModifiers,base,should match animation,datamine,,,producer_bound
DM_WinterGiantFriendly.BossChannelDamage.Damage.MaxHealthPercentagePerTick,0.02,,,,DungeonModifiers,base,max health of the target per tick so if its 3 ticks it will do 6 percent damage total to the boss target,datamine,,,producer_bound
DM_WinterGiantFriendly.BossChannelDamage.InitialMaxCooldown,10.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiantFriendly.BossChannelDamage.InitialMinCooldown,10.0,,,,DungeonModifiers,base,WINTER GIANT FRIENDLY - BOSS SLAM,datamine,,,producer_bound
DM_WinterGiantFriendly.BossChannelDamage.MaxCooldown,40.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiantFriendly.BossChannelDamage.MaxRange,800.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterGiantFriendly.BossChannelDamage.MinCooldown,40.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Boon.DungeonQualifierExtension,60.0,,,,DungeonModifiers,base,how much time the dungeon is allowed to take if you kill it,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.AoeRadius,500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.DamageStrengthCoefficient,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.MoveToTarget.MaxRange,5000.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.MoveToTarget.MovementSpeedMod,0.4,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.MoveToTarget.SelfDetonateTimeoutDuration,20.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.OnDeathAoe.AoeDamageMult,1.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.OnDeathAoe.CastTime,2.0,,,,DungeonModifiers,base,If the rat does not reach the target before the SelfDetonateTimeoutDuration runs out. this is how long it casts before exploding. if it does reach the target it instantly explodes,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.OnDeathAoe.ExplosionRadius,500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.OnDeathAoe.StrengthCoefficient,5.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.OnDeathAoe.TriggerRadius,50.0,,,,DungeonModifiers,base,Radius of the AoE collision,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.ProcsPerMinute,10.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Boon.FriendlyRat.RequireEnemyInRangeRadius,4000.0,,,,DungeonModifiers,base,Only spawn the friendly rat if there is an enemy within this radius of the player.,datamine,,,producer_bound
DM_WinterTrickster.Boon.SpawnTimerMax,3.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Boon.SpawnTimerMin,3.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Charge.AbilityPadding,8.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Charge.CastingDuration,3.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Charge.CheckForBlockCollisionRadius,200.0,,,,DungeonModifiers,base,if something that blocks the charge overlaps the charge path within this distance from the path. the charge will be blocked by it.,datamine,,,producer_bound
DM_WinterTrickster.Charge.DamageIntellectCoefficient,20.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Charge.KnockBackForce,2100.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Charge.MaxCooldown,7.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Charge.MaxRange,5000.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Charge.MinCooldown,7.0,,,,DungeonModifiers,base,Charge cooldown starts *after* throwing gifts always! so this is the time between gifts and charge,datamine,,,producer_bound
DM_WinterTrickster.Charge.MinRange,0.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Charge.Speed,7000.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.Charge.StunDuration,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.Buff.AbsorbDuration,10.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.Buff.AbsorbMaxHealthFraction,0.08,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.Buff.Duration,7.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.Buff.HasteAddMult,1.2,,,,DungeonModifiers,base,For each stack increase haste by 20 percent non compounding,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.Buff.MaxStacks,100.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.Buff.MovementSpeedAddMult,1.2,,,,DungeonModifiers,base,For each stack increase movement speed by 20 percent non compounding,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.MaxDropDistance,2000.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.MaxPostAbilityPadding,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.MinDropDistance,500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.MinPostAbilityPadding,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.NumBuffsToDrop,12.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.PickupDuration,1.0,,,,DungeonModifiers,base,how long it takes for the cane to be picked up,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.StunnedDuration,6.0,,,,DungeonModifiers,base,Is clamped to be above the max air time of the candy canes,datamine,,,producer_bound
DM_WinterTrickster.DropBuffs.TriggerRadius,150.0,,,,DungeonModifiers,base,Radius of the AoE collision,datamine,,,producer_bound
DM_WinterTrickster.JumpToCollectBuffs.EndJumpCastTime,0.25,,,,DungeonModifiers,base,This is how long the last jump cast would take if none of the candy canes get picked up,datamine,,,producer_bound
DM_WinterTrickster.JumpToCollectBuffs.JumpAirTime,0.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.JumpToCollectBuffs.LandingAoE.DamageIntellectCoefficient,3.12,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.JumpToCollectBuffs.LandingAoE.KnockBackForce,1800.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.JumpToCollectBuffs.LandingAoE.Radius,500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.JumpToCollectBuffs.LandingUnavoidableDamage.DamageIntellectCoefficient,1.22,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.JumpToCollectBuffs.LandingUnavoidableDamage.Radius,10000.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.JumpToCollectBuffs.StartJumpCastTime,0.25,,,,DungeonModifiers,base,This is how long the first jump cast takes,datamine,,,producer_bound
DM_WinterTrickster.MeleeAutoAttack.MaxCooldown,2.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.MeleeAutoAttack.MinCooldown,2.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.MeleeAutoAttack.Range,500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.MeleeAutoAttack.StrengthCoefficient,5.12,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ScatterBuffsAndJumpAroundPhase.NumHealthBasedPhaseChanges,3.0,,,,DungeonModifiers,base,How ofter the jumping around phase gets triggered. I.E. if this is set to 1. the phase will be triggeted at 50% health. if this is 3. the phase will be triggered at 75% 50% and 25%,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.ActivationDelay,1.5,,,,DungeonModifiers,base,A delay between Landing -> register overlap events,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.ActiveLifeSpan,240.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.DamageIntellectCoefficient,3.12,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.ExplosionRadius,500.0,,,,DungeonModifiers,base,Radius of the Explosion,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.InitialMaxCooldown,6.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.InitialMinCooldown,6.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.KnockBackForce,1500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.MaxCooldown,15.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.MaxDistanceFromTargetPlayer,650.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.MaxPostAbilityPadding,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.MaxRange,3000.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.MinCooldown,15.0,,,,DungeonModifiers,base,Cooldown starts after candy canes. So this is cast 15 seconds after candy cane rain,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.MinDistanceFromTargetPlayer,400.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.MinPostAbilityPadding,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.NumDombsToThrow,3.0,,,,DungeonModifiers,base,How many gifts and / or rats will be thrown -- how many are rats vs gifts is detirmined by NumRatsToThrow,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.NumRatsToThrowFour,0.0,,,,DungeonModifiers,base,The fifth throw loops back to the first throw number,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.NumRatsToThrowOne,1.0,,,,DungeonModifiers,base,Determines how many rats get thrown -- can be from 0 to NumBombsToThrow -- the amount of presents thrown is (NumDombsToThrow - NumRatsPerThrow),datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.NumRatsToThrowThree,3.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.NumRatsToThrowTwo,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.ProjectileAirtime,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowBomb.TriggerRadius,250.0,,,,DungeonModifiers,base,Radius of the AoE collision,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.InitialMaxCooldown,9.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.InitialMinCooldown,9.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.MaxCooldown,8.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.MaxDistanceFromTargetPlayer,600.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.MinCooldown,8.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.MinDistanceFromTargetPlayer,350.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MaxMoveDuration,9.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MaxPauseDuration,4.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MaxRange,5000.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MinMoveDuration,3.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MinPauseDuration,1.2,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.MoveToTarget.MovementSpeedMod,0.45,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.AoeDamageMult,1.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.CastTime,2.0,,,,DungeonModifiers,base,If the rat does not reach the target before the SelfDetonateTimeoutDuration runs out. this is how long it casts before exploding. if it does reach the target it instantly explodes,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.ExplosionRadius,500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.KnockbackForce,1500.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.StrengthCoefficient,5.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterTrickster.ThrowHomingBomb.Rat.OnDeathAoe.TriggerRadius,50.0,,,,DungeonModifiers,base,Radius of the AoE collision,datamine,,,producer_bound
DM_WinterWitch.AoeBoon.Buff.Absorb.AbsorbConsumptionScaler,0.5,,,,DungeonModifiers,base,was 0.0,datamine,,,producer_bound
DM_WinterWitch.AoeBoon.Buff.Absorb.MaxHealthPercentage,0.25,,,,DungeonModifiers,base,was 0.50,datamine,,,producer_bound
DM_WinterWitch.AoeBoon.Buff.Duration,60.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.AoeBoon.Buff.IncomingDamageMultiplier,0.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.AoeBoon.Buff.MaxHealthHealPerTick,0.05,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.AoeBoon.Buff.StartCombatCooldown,10.0,,,,DungeonModifiers,base,Rune wont spawn right into combat - it always appears atleast this amount of time into the fight,datamine,,,producer_bound
DM_WinterWitch.AoeBoon.Buff.TickInterval,3.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.AoeBoon.Rune.Lifetime,30.0,,,,DungeonModifiers,base,how long the rune remains on the ground should be lower than the SpawnTimerMin to ensure not two runes are visible at the same time,datamine,,,producer_bound
DM_WinterWitch.AoeBoon.Rune.Radius,300.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.AoeBoon.SpawnMaxRadius,1200.0,,,,DungeonModifiers,base,how far it spawns to a player in combat (max),datamine,,,producer_bound
DM_WinterWitch.AoeBoon.SpawnMinRadius,800.0,,,,DungeonModifiers,base,how far it spawns to a player in combat (min),datamine,,,producer_bound
DM_WinterWitch.AoeBoon.SpawnTimerMax,120.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.AoeBoon.SpawnTimerMin,120.0,,,,DungeonModifiers,base,WINTER WITCH - BOON RUNE,datamine,,,producer_bound
DM_WinterWitch.AutoAttackMelee.MaxCooldown,2.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.AutoAttackMelee.MinCooldown,2.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.AutoAttackMelee.PrimaryAttributeCoefficient,4.89,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.AutoAttackMelee.Range,500.0,,,,DungeonModifiers,base,WINTER WITCH - AUTO ATTACK,datamine,,,producer_bound
DM_WinterWitch.Boon.DungeonQualifierExtension,90.0,,,,DungeonModifiers,base,how much time the dungeon is allowed to take if you kill it,datamine,,,producer_bound
DM_WinterWitch.CastAoeImmobalize.CastTime,4.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastAoeImmobalize.Debuff.Duration,8.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastAoeImmobalize.InitialMaxCooldown,19.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastAoeImmobalize.InitialMinCooldown,19.5,,,,DungeonModifiers,base,FROST NOVA - CUT,datamine,,,producer_bound
DM_WinterWitch.CastAoeImmobalize.InterruptCooldown,20.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastAoeImmobalize.MaxCooldown,40.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastAoeImmobalize.MinCooldown,40.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastAoeImmobalize.PrimaryAttributeCoefficient,3.37,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.Aoe.DirectHit.PrimaryAttributeCoefficient,2.73,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.Aoe.DirectHit.Radius,225.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.Aoe.NearbyHit.PrimaryAttributeCoefficient,0.42,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.Aoe.NearbyHit.Radius,6000.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.CastTime,1.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.HitsPerTarget,1.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.HitsPerTargetIncrement,1.0,,,,DungeonModifiers,base,How many new hits each subsequent cast adds per target,datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.InitialMaxCooldown,12.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.InitialMinCooldown,12.0,,,,DungeonModifiers,base,SHATTERING ICE,datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.MaxCooldown,27.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.MeteorActivationDelay,2.0,,,,DungeonModifiers,base,time between spawning the meteor indicator on the ground and actually hitting the player (activation delay),datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.MeteorInterval,0.5,,,,DungeonModifiers,base,how much time between spawning meteors in the sequence (IE if 4 players on the first cast there is 0.5 seconds between each player meteor in the sequence),datamine,,,producer_bound
DM_WinterWitch.CastDelayedAoeSequence.MinCooldown,27.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastProjectile.CastTime,2.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastProjectile.InitialMaxCooldown,5.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastProjectile.InitialMinCooldown,5.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastProjectile.MaxCooldown,0.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastProjectile.MinCooldown,0.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastProjectile.PrimaryAttributeCoefficient,2.5,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastProjectile.Range,3000.0,,,,DungeonModifiers,base,FROST BOLT,datamine,,,producer_bound
DM_WinterWitch.CastSelfAbsorbHot.Absorb.MaxHealthPercentage,0.1,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastSelfAbsorbHot.CastTime,2.0,,,,DungeonModifiers,base,RUNE OF THE WHITE WITCH,datamine,,,producer_bound
DM_WinterWitch.CastSelfAbsorbHot.Hot.MaxHealthHealPerTick,0.01,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastSelfAbsorbHot.Hot.TickInterval,1.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.CastSelfAbsorbHot.RuneLingerTime,4.0,,,,DungeonModifiers,base,Visual ONLY - this version of the rune does nothing as its the enemy rune,datamine,,,producer_bound
DM_WinterWitch.CastSelfAbsorbHot.RuneRadius,300.0,,,,DungeonModifiers,base,Visual ONLY - this version of the rune does nothing as its the enemy rune,datamine,,,producer_bound
DM_WinterWitch.ChannelAoeDamage.Channel.DamageScaleIncreasePerTick,0.2,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.ChannelAoeDamage.Channel.Tick,1.0,,,,DungeonModifiers,base,Continuous channel,datamine,,,producer_bound
DM_WinterWitch.ChannelAoeDamage.Damage.PrimaryAttributeCoefficient,0.686,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.ChannelAoeDamage.Debuff.Duration,40.0,,,,DungeonModifiers,base,,datamine,,,producer_bound
DM_WinterWitch.ChannelAoeDamage.Debuff.MaxStacks,2.0,,,,DungeonModifiers,base,the 10th stack will cause it to overflow,datamine,,,producer_bound
DM_WinterWitch.ChannelAoeDamage.Debuff.MovementSpeedMultiplierPerStack,0.7,,,,DungeonModifiers,base,10% slowed per stack,datamine,,,producer_bound
