id,mechanics_effects_ordinal,role,effect,activation
GA_Lisa_CastedSingleTargetDamage_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Lisa_ChanneledHealOrDamageProjectiles_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Lisa_ChanneledHealOrDamageProjectiles_C,1,DamageEffectRef,GE_Lisa_ChanneledHealOrDamageProjectiles_Damage,baseline_candidate
GA_Lisa_ChanneledHealOrDamageProjectiles_C,2,Heal Effect Ref,GE_Lisa_ChanneledHealOrDamageProjectiles_Heal,baseline_candidate
GA_Lisa_ChanneledHealOrDamageProjectiles_C,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Lisa_InstantDamageSpender_C,0,DamageEffectRef,GE_Lisa_InstantDamageSpender_Damage,baseline_candidate
GA_Lisa_InstantDamageSpender_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Lisa_InstantSelfBuff_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Lisa_InstantSelfBuff_C,1,Self Buff Effect,GE_Lisa_InstantSelfBuff_SelfBuff,baseline_candidate
GA_Lisa_InstantSingleTargetDamageAndDot_C,0,Damage Effect,GE_Lisa_InstantSingleTargetDamageAndDot_Damage,baseline_candidate
GA_Lisa_InstantSingleTargetDamageAndDot_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Lisa_PauseResourcesAndPartyHealth_C,0,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Lisa_PauseResourcesAndPartyHealth_C,1,Party Health Buff Effect,GE_Lisa_PauseResourcesAndPartyHealth_HealthBuff,baseline_candidate
GA_Lisa_PauseResourcesAndPartyHealth_C,2,Self Buff,GE_Lisa_PauseResourcesAndPartyHealth_SelfBuff,baseline_candidate
GA_Lisa_SingleAllyDispel_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Lisa_SingleAllyDispel_C,1,Dispel Effect,GE_Lisa_SingleAllyDispel_Dispel,baseline_candidate
GA_Lisa_SingleAllyDispel_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Lisa_SingleTargetDamageImmunityBuff_C,0,Buff Effect,GE_Lisa_SingleTargetDamageImmunityBuff_Buff,baseline_candidate
GA_Lisa_SingleTargetDamageImmunityBuff_C,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Lisa_SingleTargetDamageImmunityBuff_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Lisa_SingleTargetDot_C,0,ChargeGameplayEffectClass,GE_Shared_ChargeCooldownNoHaste,baseline_candidate
GA_Lisa_SingleTargetDot_C,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Lisa_SingleTargetDot_C,2,Dot Effect,GE_Lisa_SingleTargetDot_Dot,baseline_candidate
GA_Lisa_SingleTargetDot_C,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Lisa_SingleTargetrRemovalSpender_C,0,Gameplay Effect Class,GE_Lisa_SingleTargetStaggerRemovalSpender_RemoveStagger,baseline_candidate
GA_Lisa_SingleTargetrRemovalSpender_C,1,Heal Effect,GE_Lisa_SingleTargetStaggerRemovalSpender_Heal,baseline_candidate
GA_Lisa_SingleTargetrRemovalSpender_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Lisa_TargetedAoeSilence_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Lisa_TargetedAoeSilence_C,1,Interrupt Effect,GE_Lisa_TargetedAoeSilence_Interrupt,baseline_candidate
GA_Lisa_TargetedAoeSilence_C,2,Lockout Effect,GE_Lisa_TargetedAoeSilence_Lockout,baseline_candidate
GA_Lisa_TargetedAoeSilence_C,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Lisa_TargetedAoeSilence_C,4,Silence Effect,GE_Lisa_TargetedAoeSilence_Buff,baseline_candidate
GA_Lisa_TeleportForward_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Lisa_TeleportForward_C,1,Move Speed Buff,GE_Lisa_TeleportForward_MoveSpeedBuff,baseline_candidate
GA_Lisa_TeleportForward_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_AoeAttackBuilder_C,0,DamageEffectRef,GE_Mara_AoeAttackBuilder_Damage,baseline_candidate
GA_Mara_AoeAttackBuilder_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_AoeAttackSpender_C,0,DamageEffectRef,GE_Mara_AoeAttackSpender_Damage,baseline_candidate
GA_Mara_AoeAttackSpender_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_AutoAttack_C,0,HitEffectRef,GE_Mara_AutoAttack_Damage,baseline_candidate
GA_Mara_AutoAttack_C,1,ProcHitEffectRef,GE_Mara_AutoAttackProc_Damage,baseline_candidate
GA_Mara_BleedAttackSpender_C,0,Damage Bleed Effect,GE_Mara_BleedAttackSpender_Bleed,baseline_candidate
GA_Mara_BleedAttackSpender_C,1,Damage Effect,GE_Mara_BleedAttackSpender_Damage,baseline_candidate
GA_Mara_BleedAttackSpender_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_ChargedDoubleAttackBuilder_C,0,AoeDamage PoisonDamageEffect,GE_Mara_Talent_ChargedDoubleAttackBuilder_AoeDamage_PoisonDamage,baseline_candidate
GA_Mara_ChargedDoubleAttackBuilder_C,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mara_ChargedDoubleAttackBuilder_C,2,DamageEffectFirst,GE_Mara_ChargedDoubleAttackBuilder_DamageFirst,baseline_candidate
GA_Mara_ChargedDoubleAttackBuilder_C,3,DamageEffectSecond,GE_Mara_ChargedDoubleAttackBuilder_DamageSecond,baseline_candidate
GA_Mara_ChargedDoubleAttackBuilder_C,4,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_ChargedResourceRefillSelfBuff_C,0,Buff Effect,GE_Mara_ChargedResourceRefillSelfBuff_Buff,baseline_candidate
GA_Mara_ChargedResourceRefillSelfBuff_C,1,ChargedResourceRefillSelfBuff Increased Damage Effect,GE_Mara_Talent_ChargedResourceRefillSelfBuff_IncreasedDamage_Buff,baseline_candidate
GA_Mara_ChargedResourceRefillSelfBuff_C,2,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mara_ChargedResourceRefillSelfBuff_C,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_ChargedTeleportBehindTarget_C,0,ChargeGameplayEffectClass,GE_Shared_ChargeCooldownNoHaste,baseline_candidate
GA_Mara_ChargedTeleportBehindTarget_C,1,Gameplay Effect Class,GE_Mara_Talent_ChargedTeleportBehindTarget_IncreasedDamageOrMovementSpeed_DamageIncrease,baseline_candidate
GA_Mara_ChargedTeleportBehindTarget_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_CopyCharacterDamage_C,0,BuffEffectRef,GE_Mara_CopyCharacterDamage_SelfBuff,baseline_candidate
GA_Mara_CopyCharacterDamage_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_HeavyAttackSpender_C,0,DamageEffectRef,GE_Mara_HeavyAttackSpender_Damage,baseline_candidate
GA_Mara_HeavyAttackSpender_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_MeleeInterrupt_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Mara_MeleeInterrupt_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_ResetCooldownRefillResouces_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mara_ResetCooldownRefillResouces_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_SelfDefenceBuff_C,0,BuffEffectRef,GE_Mara_SelfDefenceBuff_SelfBuff,baseline_candidate
GA_Mara_SelfDefenceBuff_C,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mara_SelfDefenceBuff_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_Stealth_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mara_Stealth_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_Stealth_C,2,Stealth Effect,GE_Mara_Stealth,baseline_candidate
GA_Mara_StrongerBehindAttackBuilder_C,0,Damage Effect Strong,GE_Mara_StrongerBehindAttackBuilder_Damage_Strong,baseline_candidate
GA_Mara_StrongerBehindAttackBuilder_C,1,Damage Effect Weak,GE_Mara_StrongerBehindAttackBuilder_Damage_Weak,baseline_candidate
GA_Mara_StrongerBehindAttackBuilder_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_StunSpender_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mara_StunSpender_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mara_StunSpender_C,2,Stun Effect,GE_Mara_StunSpender_Stun,baseline_candidate
GA_Mara_Talent_ResetCooldownRefillResources_AbilityReplacer_C,0,BuffEffectRef,GE_Mara_CopyCharacterDamage_SelfBuff,baseline_candidate
GA_Mara_Talent_ResetCooldownRefillResources_AbilityReplacer_C,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mara_Talent_ResetCooldownRefillResources_AbilityReplacer_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_AoePull_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Meiko_AoePull_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_AoePull_C,2,Pull Activator Effect,GE_Meiko_AoePull_Activator,baseline_candidate
GA_Meiko_ChanneledHeavyDamage_C,0,DamageEffectRef,GE_Meiko_ChanneledHeavyDamage_Damage,baseline_candidate
GA_Meiko_ChanneledHeavyDamage_C,1,Final Damage Effect Ref,GE_Meiko_ChanneledHeavyDamage_FinalDamage,baseline_candidate
GA_Meiko_ChanneledHeavyDamage_C,2,Resource Increase Buff Effect,GE_Meiko_ChanneledHeavyDamage_ResourceIncrease,baseline_candidate
GA_Meiko_ChanneledHeavyDamage_C,3,Rock Effect Class,GE_Meiko_MeleeDamageLowHealthSelfBuff_SelfBuff,baseline_candidate
GA_Meiko_ChargedForwardDash_C,0,ChargeGameplayEffectClass,GE_Shared_ChargeCooldownNoHaste,baseline_candidate
GA_Meiko_ChargedForwardDash_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_DamageSoakBuff_C,0,Active Effect,GE_Meiko_DamageSoakBuff_Active,baseline_candidate
GA_Meiko_DamageSoakBuff_C,1,Buff Effect,GE_Meiko_DamageSoakBuff_Buff,baseline_candidate
GA_Meiko_DamageSoakBuff_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_DurationalAoeDamageBuff_C,0,DamageEffectRef,GE_Meiko_DurationalAoeDamageBuff_Damage,baseline_candidate
GA_Meiko_DurationalAoeDamageBuff_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_DurationalMultipleTeleportDamage_New,0,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_DurationalMultipleTeleportDamage_New,1,SelfBuffEffectRef,GE_Meiko_DurationalMultipleTeleportDamage_SelfBuff,baseline_candidate
GA_Meiko_FrontalAoeDebuff_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Meiko_FrontalAoeDebuff_C,1,Damage Effect,GE_Meiko_FrontalAoeDebuff_Damage,baseline_candidate
GA_Meiko_FrontalAoeDebuff_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_FrontalAoeDebuff_C,3,Stun Effect,GE_Meiko_FrontalAoeDebuff_Stun,baseline_candidate
GA_Meiko_HighDamageCleave_C,0,DamageEffectRef,GE_Meiko_HighDamageCleave_Damage,baseline_candidate
GA_Meiko_HighDamageCleave_C,1,InstantSelfDefensive Effect,GE_Meiko_InstantSelfDefensive_HealBonusTracker,baseline_candidate
GA_Meiko_HighDamageCleave_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_HighDamageCleave_C,3,Wind Effect Class,GE_Meiko_MeleeDamageSelfBuff_SelfBuff,baseline_candidate
GA_Meiko_InstantSelfDefensive_C,0, Stone Invinsibility Buff Effect,GE_Meiko_DamageSoakBuff_StoneInvinsibilityBuff,baseline_candidate
GA_Meiko_InstantSelfDefensive_C,1,BuffEffectRef,GE_Meiko_InstantSelfDefensive_SelfHeal,baseline_candidate
GA_Meiko_InstantSelfDefensive_C,2,CooldownEffectBaseClass,GE_Shared_Cooldown_HasteScale,baseline_candidate
GA_Meiko_InstantSelfDefensive_C,3,DamageReductionEffect,GE_Meiko_Talent_InstantSelfDefensive_DamageReductionLessHeal,baseline_candidate
GA_Meiko_InstantSelfDefensive_C,4,EffectForShowingStacksAsCharges,GE_Meiko_InstantSelfDefensive_HealBonusTracker,baseline_candidate
GA_Meiko_InstantSelfDefensive_C,5,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_MeleeAutoAttack_C,0,HitEffectRef,GE_Meiko_MeleeAutoAttack_Damage,baseline_candidate
GA_Meiko_MeleeDamageImmediateSelfBuff_C,0,DamageEffectRef,GE_Meiko_MeleeDamageImmediateSelfBuff_Damage,baseline_candidate
GA_Meiko_MeleeDamageImmediateSelfBuff_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_MeleeDamageImmediateSelfBuff_C,2,Self Buff Effect,GE_Meiko_MeleeDamageImmediateSelfBuff_SelfBuff,baseline_candidate
GA_Meiko_MeleeDamageLowHealthSelfBuff_C,0,DamageEffectRef,GE_Meiko_MeleeDamageLowHealthSelfBuff_Damage,baseline_candidate
GA_Meiko_MeleeDamageLowHealthSelfBuff_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_MeleeDamageLowHealthSelfBuff_C,2,Self Buff Effect,GE_Meiko_MeleeDamageLowHealthSelfBuff_SelfBuff,baseline_candidate
GA_Meiko_MeleeDamageSelfBuff_C,0,DamageEffectRef,GE_Meiko_MeleeDamageSelfBuff_Damage,baseline_candidate
GA_Meiko_MeleeDamageSelfBuff_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_MeleeDamageSelfBuff_C,2,Self Buff Effect,GE_Meiko_MeleeDamageSelfBuff_SelfBuff,baseline_candidate
GA_Meiko_MeleeDown_C,0,DamageEffectRef,GE_Meiko_MeleeDown_Damage,baseline_candidate
GA_Meiko_MeleeDown_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_MeleeInterrupt,0,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Meiko_MeleeInterrupt,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_MeleeLeft_C,0,DamageEffectRef,GE_Meiko_MeleeLeft_Damage,baseline_candidate
GA_Meiko_MeleeLeft_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_MeleeRight_C,0,DamageEffectRef,GE_Meiko_MeleeRight_Damage,baseline_candidate
GA_Meiko_MeleeRight_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_MoveToLocationAoeDamage_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Meiko_MoveToLocationAoeDamage_C,1,Damage Effect,GE_Meiko_MoveToLocationAoeDamage_Damage,baseline_candidate
GA_Meiko_MoveToLocationAoeDamage_C,2,Dot Effect,GE_Meiko_MoveToLocationAoeDamage_Dot,baseline_candidate
GA_Meiko_MoveToLocationAoeDamage_C,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,0,Active Effect,GE_Meiko_DamageSoakBuff_Active,baseline_candidate
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,1,Buff Effect,GE_Meiko_DamageSoakBuff_Buff,baseline_candidate
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,2,Damage Effect,GE_Meiko_DamageSoakBuff_Damage,baseline_candidate
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,3,Incoming Damage Multiplier Effect,GE_Meiko_DamageSoakBuff_IncomingDamageMultiplier,baseline_candidate
GA_Meiko_Passive_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_C,0,Effect To Apply,GE_Meiko_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_Debuff,baseline_candidate
GA_Meiko_RangedTaunt_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Meiko_RangedTaunt_C,1,DebuffEffectRef,GE_Meiko_RangedTaunt_Debuff,baseline_candidate
GA_Meiko_RangedTaunt_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_TauntTotem,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Meiko_TauntTotem,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Meiko_TauntTotem,2,SelfBuffEffectRef,GE_Meiko_TauntTotem_SelfBuff,baseline_candidate
GA_Mosse_BlueButterfly_Recall,0,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_BlueButterfly_Recall,1,SelfBuffRef,GE_Mosse_BlueButterfly_SelfBuff,baseline_candidate
GA_Mosse_BlueButterfly_SendOut,0,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_BlueButterfly_SendOut,1,TargetBuffRef,GE_Mosse_BlueButterfly_TargetBuff,baseline_candidate
GA_Mosse_CastedSingleTargetProjectile_C,0,DamageEffectRef,GE_Mosse_CastedSingleTargetProjectile_Damage,baseline_candidate
GA_Mosse_CastedSingleTargetProjectile_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_DurationalAoeHealPlacement_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mosse_DurationalAoeHealPlacement_C,1,Heal Effect,GE_Mosse_DurationalAoeHealPlacement_Heal,baseline_candidate
GA_Mosse_DurationalAoeHealPlacement_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_DurationalAoeHealPlacement_C,3,Visual Effect,GE_Mosse_DurationalAoeHealPlacement_VisualEffect,baseline_candidate
GA_Mosse_ExplosiveMinion_C,0,EffectForShowingStacksAsCharges,GE_Mosse_ExplosiveMinion_Stacker,baseline_candidate
GA_Mosse_ExplosiveMinion_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_HealingAoeTotem,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mosse_HealingAoeTotem,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_InstantSelfEscapeBuff,0,BuffEffectRef,GE_Mosse_InstantSelfEscapeBuff_Buff,baseline_candidate
GA_Mosse_InstantSelfEscapeBuff,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mosse_InstantSelfEscapeBuff,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_InstantSelfEscapeBuff,3,ReduceThreatEffect,GE_Mosse_InstantSelfEscapeBuff_ReduceThreat,baseline_candidate
GA_Mosse_PinkButterfly_Double,0,ChargeUpEffectRef,GE_Mosse_PinkButterfly_Double_Chargeup,baseline_candidate
GA_Mosse_PinkButterfly_Double,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_PinkButterfly_Simple,0,HotEffectRef,GE_Mosse_PinkButterfly_Simple_Hot,baseline_candidate
GA_Mosse_PinkButterfly_Simple,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_PlacedAoeBuff,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mosse_PlacedAoeBuff,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_ProjectileTurrets,0,ChargeGameplayEffectClass,GE_Shared_ChargeCooldownNoHaste,baseline_candidate
GA_Mosse_ProjectileTurrets,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mosse_ProjectileTurrets,2,DamageEffectRef,GE_Mosse_ProjectileTurret_Damage,baseline_candidate
GA_Mosse_ProjectileTurrets,3,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_SharedHealthBuff_C,0,Health Sync Buff Effect,GE_Mosse_SharedHealthBuff_HealthSyncBuff,baseline_candidate
GA_Mosse_SharedHealthBuff_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_SharedHealthBuff_C,2,Shared Health Buff Effect,GE_Mosse_SharedHealthBuff_Buff,baseline_candidate
GA_Mosse_SingleTargetCastedDamageReduction,0,Buff Effect,GE_Mosse_SingleTargetCastedDamageReductionBuff,baseline_candidate
GA_Mosse_SingleTargetCastedDamageReduction,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mosse_SingleTargetCastedDamageReduction,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_SingleTargetDispel_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_Static,baseline_candidate
GA_Mosse_SingleTargetDispel_C,1,Dispel Effect,GE_Mosse_SingleTargetDispel_Dispel,baseline_candidate
GA_Mosse_SingleTargetDispel_C,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Mosse_TurretChannelHeal,0,ChannelEffectRef,GE_Mosse_TurretChannelHeal_Debuff,baseline_candidate
GA_Mosse_TurretChannelHeal,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Mosse_TurretChannelHeal,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_AutoProjectileOnResourceGainBuff,0,BuffEffectRef,GE_Rime_AutoProjectileOnResourceGainBuff_Buff,baseline_candidate
GA_Rime_AutoProjectileOnResourceGainBuff,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Rime_CastedDebuffAoeDamage,0,AoeDamageEffectRef,GE_Rime_CastedDebuffAoeDamage_Damage,baseline_candidate
GA_Rime_CastedDebuffAoeDamage,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Rime_CastedDebuffAoeDamage,2,DebuffEffectRef,GE_Rime_CastedDebuffAoeDamage_Debuff,baseline_candidate
GA_Rime_CastedProjectileDamageFiller,0,DamageEffectRef,GE_Rime_CastedProjectileDamageFiller_Damage,baseline_candidate
GA_Rime_CastedProjectileDamageOrbSpender,0,DamageEffectRef,GE_Rime_CastedProjectileDamageOrbSpender_Damage,baseline_candidate
GA_Rime_CastedProjectileDamageOrbSpender,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_CastedProjectileDamageOrbSpender,2,TalentInstantAndBonusDamageEffectRef,GE_Rime_CastedProjectileDamageOrbSpender_Talent_InstantAndBonusDamage_ProcStacker,talent_candidate
GA_Rime_ChanneledBeamSingleDamage,0,AoeEffectRef,GE_Rime_ChanneledBeamSingleDamage_AoeDamage,baseline_candidate
GA_Rime_ChanneledBeamSingleDamage,1,ChannelBuff,GE_Rime_ChanneledBeamSingleDamage_ChannelBuff,baseline_candidate
GA_Rime_ChanneledBeamSingleDamage,2,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Rime_ChanneledBeamSingleDamage,3,HitEffectRef,GE_Rime_ChanneledBeamSingleDamage_TickDamage,baseline_candidate
GA_Rime_ChanneledBeamSingleDamage,4,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_ChanneledBeamSingleDamage,5,Talent CleaveDamage VisualBuff,GE_Rime_Talent_CleaveBuildUpPerTick_VisualBuff,talent_candidate
GA_Rime_DamageAsAoeHealingBuff,0,BuffEffectRef,GE_Rime_DamageAsAoeHealingBuff_SelfBuff,baseline_candidate
GA_Rime_DamageAsAoeHealingBuff,1,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
GA_Rime_DamageAsAoeHealingBuff,2,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_DamageAsAoeHealingBuff,3,SpiritBuffEffectRef,GE_Rime_DamageAsAoeHealingBuff_SpiritBuff,baseline_candidate
GA_Rime_DashForward_C,0,ChargeGameplayEffectClass,GE_Shared_ChargeCooldownNoHaste,baseline_candidate
GA_Rime_DashForward_C,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_FullResourcesSelfBuff,0,BuffEffectRef,GE_Rime_FullResourcesSelfBuff_Buff,baseline_candidate
GA_Rime_FullResourcesSelfBuff,1,PaddingCooldownEffectBaseClass,GE_Hero_Shared_PaddingCooldown,baseline_candidate
GA_Rime_InstantConeKnockback_C,0,CooldownEffectBaseClass,GE_Shared_Cooldown_DefaultScale,baseline_candidate
