id,enemy_placements_ordinal,character_id,name,category,kill_score,x,y,z
DesertDunes,108,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-18376.0,-33339.0,1745.0
DesertDunes,109,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-17643.0,-27141.0,2047.0
DesertDunes,110,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-17183.0,-27101.0,2063.0
DesertDunes,111,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-17353.0,-27481.0,2120.0
DesertDunes,112,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-17879.0,-26475.0,1973.0
DesertDunes,113,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-17614.0,-26097.0,2000.0
DesertDunes,114,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-17433.0,-26471.0,2037.0
DesertDunes,115,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-17943.0,-33181.0,1713.0
DesertDunes,116,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-9436.0,-6521.0,535.0
DesertDunes,117,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-9633.0,-6261.0,530.0
DesertDunes,118,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-9316.0,-6161.0,595.0
DesertDunes,119,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-9513.0,-5901.0,590.0
DesertDunes,120,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-3632.0,-11269.0,158.0
DesertDunes,121,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-3983.0,-11371.0,138.0
DesertDunes,122,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-3670.0,-12478.0,191.0
DesertDunes,123,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-3403.0,-12001.0,166.0
DesertDunes,124,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-4818.0,-3650.0,296.0
DesertDunes,125,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-4525.0,-3870.0,296.0
DesertDunes,126,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-4245.0,-3691.0,296.0
DesertDunes,127,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-3838.0,-4760.0,296.0
DesertDunes,128,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-4032.0,-5071.0,298.0
DesertDunes,129,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-3829.0,-5335.0,299.0
DesertDunes,130,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-3653.0,-5061.0,298.0
DesertDunes,131,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,409.0,133.0,144.0
DesertDunes,132,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,697.0,359.0,172.0
DesertDunes,133,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,597.0,676.0,167.0
DesertDunes,134,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-17003.0,-30491.0,1721.0
DesertDunes,135,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-16253.0,-30451.0,1796.0
DesertDunes,136,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-16543.0,-31021.0,1744.0
DesertDunes,137,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-21333.0,-31951.0,1800.0
DesertDunes,138,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-21113.0,-31991.0,1740.0
DesertDunes,139,DR_RuinsLasher,Ruins Lasher,Enemy,1.0,-21283.0,-32371.0,1790.0
DesertDunes,140,PR_BarbarousLasher,Barbarous Lasher,Enemy,5.0,-16745.0,-26825.0,2129.0
DesertDunes,141,PR_BarbarousLasher,Barbarous Lasher,Enemy,5.0,-7565.0,-6875.0,478.0
DesertDunes,142,PR_BarbarousLasher,Barbarous Lasher,Enemy,5.0,245.0,465.0,134.0
DesertDunes,143,PR_PirateGrunt,Gravescythe,Enemy,2.5,7851.0,-4589.0,1497.0
DesertDunes,144,PR_PirateGrunt,Gravescythe,Enemy,2.5,5859.0,-8236.0,1491.0
DesertDunes,145,PR_PirateGrunt,Gravescythe,Enemy,2.5,1955.0,-2271.0,227.0
DesertDunes,146,PR_PirateGrunt,Gravescythe,Enemy,2.5,-8461.0,-3746.0,340.0
DesertDunes,147,PR_PirateGrunt,Gravescythe,Enemy,2.5,-9351.0,-4456.0,340.0
DesertDunes,148,PR_PirateGrunt,Gravescythe,Enemy,2.5,6081.0,-7999.0,1491.0
DesertDunes,149,PR_PirateGrunt,Gravescythe,Enemy,2.5,7229.0,-5316.0,1481.0
DesertDunes,150,PR_PirateGrunt,Gravescythe,Enemy,2.5,1065.0,-2721.0,227.0
DesertDunes,151,PR_PirateGrunt,Gravescythe,Enemy,2.5,7501.0,-4509.0,1495.0
DesertDunes,152,PR_PirateGrunt,Gravescythe,Enemy,2.5,1355.0,-2921.0,227.0
DesertDunes,153,PR_PossessedArmor,Greedspawn Sentinel,Enemy,5.0,-9252.0,-3732.0,341.0
DesertDunes,154,PR_PossessedArmor,Greedspawn Sentinel,Enemy,5.0,7188.0,-4892.0,1492.0
DesertDunes,155,PR_PossessedArmor,Greedspawn Sentinel,Enemy,5.0,1798.0,-2782.0,226.0
DesertDunes,156,PR_PossessedArmor,Greedspawn Sentinel,Enemy,5.0,2937.0,1719.0,260.0
DesertDunes,157,SG_WaterElemental,Water Elemental,Enemy,3.0,-20125.0,-29928.0,1778.0
DesertDunes,158,SG_WaterElemental,Water Elemental,Enemy,3.0,-4281.0,-9298.0,115.0
DesertDunes,159,SG_WaterElemental,Water Elemental,Enemy,3.0,-5711.0,-5931.0,100.0
DesertDunes,160,SG_WaterElemental,Water Elemental,Enemy,3.0,-7690.0,-6409.0,327.0
DesertDunes,161,SG_WaterElemental,Water Elemental,Enemy,3.0,-4480.0,-3539.0,327.0
DesertDunes,162,SG_WaterElemental,Water Elemental,Enemy,3.0,-19275.0,-29548.0,1778.0
DesertDunes,163,SG_WaterElemental,Water Elemental,Enemy,3.0,-16595.0,-30698.0,1778.0
DesertDunes,164,SG_WaterElemental,Water Elemental,Enemy,3.0,-3878.0,-11962.0,124.0
DesertDunes,165,SG_WaterElemental,Water Elemental,Enemy,3.0,-2880.0,-8159.0,124.0
ElfMines,0,CM_EarthElemental,Enraged Earth Elemental,Elite,7.0,65142.0,1383.0,-2931.0
ElfMines,1,CM_EarthElemental,Enraged Earth Elemental,Elite,7.0,77761.0,5768.0,-2931.0
ElfMines,2,CM_ElfWarden,Arcane Warden,Elite,4.0,79090.0,11076.0,-3312.0
ElfMines,3,CM_ElfWarden,Arcane Warden,Elite,4.0,67394.0,3279.0,-3034.0
ElfMines,4,CM_ElfWarden,Arcane Warden,Elite,4.0,74208.0,4214.0,-2240.0
ElfMines,5,CM_ElfWarden,Arcane Warden,Elite,4.0,69560.0,4387.0,-2240.0
ElfMines,6,CM_ElfWarden,Arcane Warden,Elite,4.0,55493.0,13046.0,-1288.0
ElfMines,7,CM_ElfWarden,Arcane Warden,Elite,4.0,61519.0,11842.0,-1843.0
ElfMines,8,CM_ElfWarden,Arcane Warden,Elite,4.0,67386.0,2901.0,-3034.0
ElfMines,9,CM_ElfWarden,Arcane Warden,Elite,4.0,59940.0,5498.0,-2493.0
ElfMines,10,CM_ElfEnforcer,Enforcer,Elite,5.0,62837.0,9729.0,-1843.0
ElfMines,11,CM_ElfEnforcer,Enforcer,Elite,5.0,78972.0,11517.0,-3340.0
ElfMines,12,CM_ElfEnforcer,Enforcer,Elite,5.0,63814.0,4687.0,-3034.0
ElfMines,13,CM_ElfEnforcer,Enforcer,Elite,5.0,56246.0,7214.0,-1880.0
ElfMines,14,CM_ElfEnforcer,Enforcer,Elite,5.0,52477.0,20588.0,-2215.0
ElfMines,15,CM_ElfEnforcer,Enforcer,Elite,5.0,57334.0,23184.0,-2733.0
ElfMines,16,CM_ElfEnforcer,Enforcer,Elite,5.0,70870.0,5464.0,-2208.0
ElfMines,17,CM_ElfEnforcer,Enforcer,Elite,5.0,72603.0,8066.0,-2231.0
ElfMines,18,CM_ElfGoon,Dredge,Enemy,1.0,59016.0,21111.0,-2712.0
ElfMines,19,CM_ElfGoon,Dredge,Enemy,1.0,59214.0,20990.0,-2712.0
ElfMines,20,CM_ElfGoon,Dredge,Enemy,1.0,72090.0,2124.0,-2023.0
ElfMines,21,CM_ElfGoon,Dredge,Enemy,1.0,71716.0,2009.0,-2023.0
ElfMines,22,CM_ElfGoon,Dredge,Enemy,1.0,67781.0,3301.0,-3034.0
ElfMines,23,CM_ElfGoon,Dredge,Enemy,1.0,58728.0,8327.0,-1620.0
ElfMines,24,CM_ElfGoon,Dredge,Enemy,1.0,58445.0,8701.0,-1655.0
ElfMines,25,CM_ElfGoon,Dredge,Enemy,1.0,72420.0,2410.0,-2023.0
ElfMines,26,CM_ElfGoon,Dredge,Enemy,1.0,71705.0,2357.0,-2023.0
ElfMines,27,CM_ElfGoon,Dredge,Enemy,1.0,74003.0,4415.0,-2240.0
ElfMines,28,CM_ElfGoon,Dredge,Enemy,1.0,73850.0,4286.0,-2240.0
ElfMines,29,CM_ElfGoon,Dredge,Enemy,1.0,58467.0,9089.0,-1615.0
ElfMines,30,CM_ElfGoon,Dredge,Enemy,1.0,58954.0,21354.0,-2712.0
ElfMines,31,CM_ElfGoon,Dredge,Enemy,1.0,58518.0,8887.0,-1635.0
ElfMines,32,CM_ElfGoon,Dredge,Enemy,1.0,73907.0,4530.0,-2240.0
ElfMines,33,CM_ElfGoon,Dredge,Enemy,1.0,73754.0,4400.0,-2240.0
ElfMines,34,CM_ElfGoon,Dredge,Enemy,1.0,56627.0,15773.0,-1934.0
ElfMines,35,CM_ElfGoon,Dredge,Enemy,1.0,57053.0,15703.0,-1934.0
ElfMines,36,CM_ElfGoon,Dredge,Enemy,1.0,56573.0,6747.0,-1880.0
ElfMines,37,CM_ElfGoon,Dredge,Enemy,1.0,60178.0,15266.0,-1844.0
ElfMines,38,CM_ElfGoon,Dredge,Enemy,1.0,60356.0,13966.0,-1804.0
ElfMines,39,CM_ElfGoon,Dredge,Enemy,1.0,60288.0,14206.0,-1804.0
ElfMines,40,CM_ElfGoon,Dredge,Enemy,1.0,56358.0,6677.0,-1880.0
ElfMines,41,CM_ElfGoon,Dredge,Enemy,1.0,67634.0,2900.0,-3034.0
ElfMines,42,CM_ElfGoon,Dredge,Enemy,1.0,56093.0,6847.0,-1880.0
ElfMines,43,CM_ElfGoon,Dredge,Enemy,1.0,69935.0,4297.0,-2240.0
ElfMines,44,CM_ElfGoon,Dredge,Enemy,1.0,69834.0,4470.0,-2240.0
ElfMines,45,CM_ElfGoon,Dredge,Enemy,1.0,60318.0,15426.0,-1844.0
ElfMines,46,CM_ElfGoon,Dredge,Enemy,1.0,57887.0,4757.0,-1880.0
ElfMines,47,CM_ElfGoon,Dredge,Enemy,1.0,57641.0,4845.0,-1880.0
ElfMines,48,CM_ElfGoon,Dredge,Enemy,1.0,57857.0,5029.0,-1880.0
ElfMines,49,CM_ElfGoon,Dredge,Enemy,1.0,51879.0,23261.0,-1780.0
ElfMines,50,CM_ElfGoon,Dredge,Enemy,1.0,51990.0,23013.0,-1780.0
ElfMines,51,CM_ElfGoon,Dredge,Enemy,1.0,53274.0,18804.0,-2674.0
ElfMines,52,CM_ElfGoon,Dredge,Enemy,1.0,67634.0,3100.0,-3034.0
ElfMines,53,CM_ElfGoon,Dredge,Enemy,1.0,52255.0,19964.0,-2137.0
ElfMines,54,CM_ElfGoon,Dredge,Enemy,1.0,61065.0,7041.0,-2483.0
ElfMines,55,CM_ElfGoon,Dredge,Enemy,1.0,61052.0,6852.0,-2470.0
ElfMines,56,CM_ElfGoon,Dredge,Enemy,1.0,60302.0,5472.0,-2499.0
ElfMines,57,CM_ElfGoon,Dredge,Enemy,1.0,60526.0,5708.0,-2515.0
ElfMines,58,CM_ElfGoon,Dredge,Enemy,1.0,53617.0,18123.0,-2714.0
ElfMines,59,CM_ElfGoon,Dredge,Enemy,1.0,61300.0,12508.0,-1814.0
ElfMines,60,CM_ElfGoon,Dredge,Enemy,1.0,53797.0,18123.0,-2714.0
ElfMines,61,CM_ElfGoon,Dredge,Enemy,1.0,53767.0,18373.0,-2714.0
ElfMines,62,CM_ElfGoon,Dredge,Enemy,1.0,74162.0,8447.0,-2240.0
ElfMines,63,CM_ElfGoon,Dredge,Enemy,1.0,67631.0,3301.0,-3034.0
ElfMines,64,CM_ElfGoon,Dredge,Enemy,1.0,51484.0,20654.0,-2071.0
ElfMines,65,CM_ElfGoon,Dredge,Enemy,1.0,51813.0,20487.0,-2053.0
ElfMines,66,CM_ElfGoon,Dredge,Enemy,1.0,71055.0,2410.0,-2023.0
ElfMines,67,CM_ElfGoon,Dredge,Enemy,1.0,70821.0,2712.0,-2023.0
ElfMines,68,CM_ElfGoon,Dredge,Enemy,1.0,71418.0,2566.0,-2023.0
ElfMines,69,CM_ElfGoon,Dredge,Enemy,1.0,53250.0,18512.0,-2733.0
ElfMines,70,CM_ElfGoon,Dredge,Enemy,1.0,53365.0,18162.0,-2733.0
ElfMines,71,CM_ElfGoon,Dredge,Enemy,1.0,54839.0,17744.0,-2437.0
ElfMines,72,CM_ElfGoon,Dredge,Enemy,1.0,58641.0,8476.0,-1649.0
ElfMines,73,CM_ElfGoon,Dredge,Enemy,1.0,55207.0,17732.0,-2419.0
ElfMines,74,CM_ElfGoon,Dredge,Enemy,1.0,58140.0,23255.0,-2712.0
ElfMines,75,CM_ElfGoon,Dredge,Enemy,1.0,58227.0,23064.0,-2712.0
ElfMines,76,CM_ElfGoon,Dredge,Enemy,1.0,57513.0,23351.0,-2712.0
ElfMines,77,CM_ElfGoon,Dredge,Enemy,1.0,57572.0,23222.0,-2712.0
ElfMines,78,CM_ElfGoon,Dredge,Enemy,1.0,58007.0,23074.0,-2712.0
ElfMines,79,CM_ElfGoon,Dredge,Enemy,1.0,58047.0,22212.0,-2712.0
ElfMines,80,CM_ElfGoon,Dredge,Enemy,1.0,67784.0,2900.0,-3034.0
ElfMines,81,CM_ElfGoon,Dredge,Enemy,1.0,55469.0,20955.0,-2373.0
ElfMines,82,CM_ElfGoon,Dredge,Enemy,1.0,55529.0,20577.0,-2392.0
ElfMines,83,CM_ElfGoon,Dredge,Enemy,1.0,56062.0,20722.0,-2355.0
ElfMines,84,CM_ElfGoon,Dredge,Enemy,1.0,55805.0,20748.0,-2337.0
ElfMines,85,CM_ElfGoon,Dredge,Enemy,1.0,59931.0,18088.0,-2294.0
ElfMines,86,CM_ElfGoon,Dredge,Enemy,1.0,60126.0,17942.0,-2298.0
ElfMines,87,CM_ElfGoon,Dredge,Enemy,1.0,60322.0,17822.0,-2246.0
ElfMines,88,CM_ElfGoon,Dredge,Enemy,1.0,67784.0,3100.0,-3034.0
ElfMines,89,CM_ElfGoon,Dredge,Enemy,1.0,61112.0,12367.0,-1814.0
ElfMines,90,CM_ElfGoon,Dredge,Enemy,1.0,61548.0,12446.0,-1814.0
ElfMines,91,CM_ElfGoon,Dredge,Enemy,1.0,61675.0,14294.0,-1814.0
ElfMines,92,CM_ElfGoon,Dredge,Enemy,1.0,61721.0,14647.0,-1814.0
ElfMines,93,CM_ElfGoon,Dredge,Enemy,1.0,58488.0,8467.0,-1616.0
ElfMines,94,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,74036.0,8145.0,-2240.0
ElfMines,95,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,70010.0,8398.0,-2240.0
ElfMines,96,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,56617.0,7194.0,-1880.0
ElfMines,97,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,63209.0,9940.0,-1812.0
ElfMines,98,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,60693.0,15600.0,-1832.0
ElfMines,99,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,59217.0,19162.0,-2272.0
ElfMines,100,CM_ElfInterrogator,Quarry Stalker,Elite,2.0,69736.0,4074.0,-2211.0
ElfMines,101,CM_ElfLookout,Nezari Bolter,Elite,2.0,61902.0,14080.0,-1841.0
ElfMines,102,CM_ElfLookout,Nezari Bolter,Elite,2.0,59079.0,21611.0,-2680.0
ElfMines,103,CM_ElfLookout,Nezari Bolter,Elite,2.0,59697.0,17787.0,-2351.0
ElfMines,104,CM_ElfLookout,Nezari Bolter,Elite,2.0,61018.0,6617.0,-2490.0
ElfMines,105,CM_ElfLookout,Nezari Bolter,Elite,2.0,57192.0,15150.0,-1921.0
ElfMines,106,CM_ElfLookout,Nezari Bolter,Elite,2.0,73846.0,8537.0,-2237.0
ElfMines,107,CM_ElfLookout,Nezari Bolter,Elite,2.0,76348.0,11107.0,-2184.0
ElfMines,108,CM_ElfLookout,Nezari Bolter,Elite,2.0,73959.0,4046.0,-2240.0
ElfMines,109,CM_ElfLookout,Nezari Bolter,Elite,2.0,78640.0,11764.0,-3292.0
ElfMines,110,CM_ElfLookout,Nezari Bolter,Elite,2.0,76383.0,10749.0,-2186.0
ElfMines,111,CM_ElfLookout,Nezari Bolter,Elite,2.0,56460.0,15260.0,-1911.0
ElfMines,112,CM_ElfLookout,Nezari Bolter,Elite,2.0,61973.0,14810.0,-1816.0
ElfMines,113,CM_ElfLookout,Nezari Bolter,Elite,2.0,58680.0,4858.0,-1861.0
ElfMines,114,CM_ElfLookout,Nezari Bolter,Elite,2.0,58244.0,4743.0,-1886.0
ElfMines,115,CM_ElfLookout,Nezari Bolter,Elite,2.0,53840.0,19145.0,-2637.0
ElfMines,116,CM_ElfLookout,Nezari Bolter,Elite,2.0,54283.0,18690.0,-2578.0
ElfMines,117,CM_ElfLookout,Nezari Bolter,Elite,2.0,59147.0,19604.0,-2310.0
ElfMines,118,CM_ElfTaskmaster,Task Master,Elite,4.0,71349.0,2254.0,-2023.0
ElfMines,119,CM_ElfTaskmaster,Task Master,Elite,4.0,59183.0,21315.0,-2712.0
ElfMines,120,CM_ElfTaskmaster,Task Master,Elite,4.0,69665.0,8367.0,-2240.0
ElfMines,121,CM_ElfTaskmaster,Task Master,Elite,4.0,58843.0,8849.0,-1653.0
ElfMines,122,CM_ElfTaskmaster,Task Master,Elite,4.0,52192.0,20867.0,-2241.0
ElfMines,123,CM_ElfTaskmaster,Task Master,Elite,4.0,55683.0,21023.0,-2366.0
ElfMines,124,CM_ElfTaskmaster,Task Master,Elite,4.0,59920.0,17526.0,-2340.0
ElfMines,125,CM_ElfTaskmaster,Task Master,Elite,4.0,56834.0,15578.0,-1929.0
ElfMines,126,CM_ElfTaskmaster,Task Master,Elite,4.0,61428.0,12158.0,-1829.0
ElfMines,127,CM_ElfTaskmaster,Task Master,Elite,4.0,60054.0,15578.0,-1859.0
ElfMines,128,CM_ElfTaskmaster,Task Master,Elite,4.0,52125.0,23195.0,-1780.0
ElfMines,129,CM_RubiliteAurastone,Godfall Wardstone,Enemy,2.0,57481.0,15150.0,-1954.0
ElfMines,130,CM_RubiliteAurastone,Godfall Wardstone,Enemy,2.0,56071.0,15410.0,-1954.0
ElfMines,131,CM_RubiliteAurastone,Godfall Wardstone,Enemy,2.0,62057.0,14428.0,-1851.0
ElfMines,132,CM_RubiliteAurastone,Godfall Wardstone,Enemy,2.0,78400.0,11810.0,-3254.0
ElfMines,133,CM_RubiliteAurastone,Godfall Wardstone,Enemy,2.0,79112.0,10632.0,-3307.0
ElfMines,134,MF_Skittershard,Skittershard,Enemy,1.0,82689.0,15006.0,-4460.0
ElfMines,135,MF_Skittershard,Skittershard,Enemy,1.0,82954.0,14959.0,-4460.0
ElfMines,136,MF_Skittershard,Skittershard,Enemy,1.0,83224.0,14048.0,-4460.0
ElfMines,137,MF_Skittershard,Skittershard,Enemy,1.0,58909.0,19183.0,-2363.0
ElfMines,138,MF_Skittershard,Skittershard,Enemy,1.0,56192.0,12865.0,-1296.0
ElfMines,139,MF_Skittershard,Skittershard,Enemy,1.0,56445.0,13456.0,-1453.0
ElfMines,140,MF_Skittershard,Skittershard,Enemy,1.0,56938.0,13381.0,-1445.0
ElfMines,141,MF_Skittershard,Skittershard,Enemy,1.0,55466.0,13299.0,-1204.0
ElfMines,142,MF_Skittershard,Skittershard,Enemy,1.0,55731.0,13252.0,-1211.0
ElfMines,143,MF_Skittershard,Skittershard,Enemy,1.0,55710.0,13047.0,-1204.0
ElfMines,144,MF_Skittershard,Skittershard,Enemy,1.0,82934.0,14755.0,-4460.0
ElfMines,145,MF_Skittershard,Skittershard,Enemy,1.0,83022.0,14226.0,-4460.0
ElfMines,146,MF_Skittershard,Skittershard,Enemy,1.0,77049.0,5685.0,-2998.0
ElfMines,147,MF_Skittershard,Skittershard,Enemy,1.0,76678.0,5742.0,-2990.0
ElfMines,148,MF_Skittershard,Skittershard,Enemy,1.0,76876.0,6636.0,-3016.0
ElfMines,149,MF_Skittershard,Skittershard,Enemy,1.0,76373.0,6768.0,-3005.0
ElfMines,150,MF_Skittershard,Skittershard,Enemy,1.0,77566.0,7245.0,-3113.0
ElfMines,151,MF_Skittershard,Skittershard,Enemy,1.0,81833.0,14452.0,-4460.0
ElfMines,152,MF_Skittershard,Skittershard,Enemy,1.0,77903.0,7048.0,-3082.0
ElfMines,153,MF_Skittershard,Skittershard,Enemy,1.0,78085.0,6562.0,-3018.0
ElfMines,154,MF_Skittershard,Skittershard,Enemy,1.0,83146.0,14390.0,-4456.0
ElfMines,155,MF_Skittershard,Skittershard,Enemy,1.0,82052.0,14296.0,-4460.0
ElfMines,156,MF_Skittershard,Skittershard,Enemy,1.0,52421.0,23138.0,-1775.0
ElfMines,157,MF_Skittershard,Skittershard,Enemy,1.0,52087.0,23787.0,-1773.0
ElfMines,158,MF_Skittershard,Skittershard,Enemy,1.0,58893.0,19580.0,-2368.0
ElfMines,159,MF_Skittershard,Skittershard,Enemy,1.0,58931.0,18860.0,-2353.0
ElfMines,160,MF_Skittershard,Skittershard,Enemy,1.0,81947.0,14120.0,-4456.0
ForestMeadow,0,FM_AshenArsonist,Ashen Firestarter,Enemy,,20608.0,13627.0,3518.0
ForestMeadow,1,FM_AshenArsonist,Ashen Firestarter,Enemy,,12059.0,17148.0,3718.0
ForestMeadow,2,FM_AshenArsonist,Ashen Firestarter,Enemy,,10049.0,13368.0,3494.0
ForestMeadow,3,FM_AshenArsonist,Ashen Firestarter,Enemy,,9301.0,16186.0,3643.0
ForestMeadow,4,FM_Bear,Grizzled Bear,Enemy,,7850.0,-9702.0,70.0
ForestMeadow,5,FM_Bear,Grizzled Bear,Enemy,,10623.0,-10485.0,68.0
ForestMeadow,6,FM_Bear,Grizzled Bear,Enemy,,13521.0,-5485.0,1462.0
ForestMeadow,7,FM_Bear,Grizzled Bear,Enemy,,12347.0,5292.0,1883.0
ForestMeadow,8,FM_Facestabber,Knife Prodder,Enemy,,1122.0,-18661.0,-943.0
ForestMeadow,9,FM_Facestabber,Knife Prodder,Enemy,,-5405.0,-20354.0,-943.0
ForestMeadow,10,FM_Facestabber,Knife Prodder,Enemy,,-7475.0,-23049.0,-683.0
ForestMeadow,11,FM_Facestabber,Knife Prodder,Enemy,,-2081.0,-22893.0,-801.0
ForestMeadow,12,FM_Facestabber,Knife Prodder,Enemy,,-3380.0,-18605.0,-904.0
ForestMeadow,13,FM_Facestabber,Knife Prodder,Enemy,,2734.0,-24410.0,-888.0
ForestMeadow,14,FM_Facestabber,Knife Prodder,Enemy,,6049.0,-25181.0,-451.0
ForestMeadow,15,FM_Facestabber,Knife Prodder,Enemy,,6566.0,-20962.0,162.0
ForestMeadow,16,FM_FrenziedLooter,Frenzied Scavenger,Enemy,,4524.0,-19325.0,-935.0
ForestMeadow,17,FM_FrenziedLooter,Frenzied Scavenger,Enemy,,9857.0,-19916.0,853.0
ForestMeadow,18,FM_FrenziedLooter,Frenzied Scavenger,Enemy,,8384.0,-19867.0,739.0
ForestMeadow,19,FM_FrenziedLooter,Frenzied Scavenger,Enemy,,2926.0,-20633.0,-935.0
ForestMeadow,20,FM_FrenziedLooter,Frenzied Scavenger,Enemy,,-7350.0,-23393.0,-732.0
ForestMeadow,21,FM_FrenziedLooter,Frenzied Scavenger,Enemy,,706.0,-24682.0,-854.0
ForestMeadow,22,FM_FrenziedLooter,Frenzied Scavenger,Enemy,,421.0,-24904.0,-920.0
ForestMeadow,23,FM_FrenziedLooter,Frenzied Scavenger,Enemy,,-2843.0,-20075.0,-882.0
ForestMeadow,24,FM_FrenziedLooter,Frenzied Scavenger,Enemy,,-3683.0,-24078.0,-1013.0
ForestMeadow,25,FM_FrenziedLooter,Frenzied Scavenger,Enemy,,3123.0,-24346.0,-881.0
ForestMeadow,26,FM_FrenziedLooter,Frenzied Scavenger,Enemy,,10581.0,-20281.0,817.0
ForestMeadow,27,FM_Invoker,Invoker,Enemy,,16537.0,10029.0,3263.0
ForestMeadow,28,FM_Invoker,Invoker,Enemy,,17964.0,15165.0,3663.0
ForestMeadow,29,FM_Invoker,Invoker,Enemy,,14422.0,18417.0,3930.0
ForestMeadow,30,FM_Invoker,Invoker,Enemy,,11813.0,16355.0,3657.0
ForestMeadow,31,FM_Invoker,Invoker,Enemy,,9411.0,12919.0,3590.0
ForestMeadow,32,FM_Invoker,Invoker,Enemy,,21541.0,10820.0,3284.0
ForestMeadow,33,FM_Pillager,Pillager,Enemy,,19569.0,8781.0,3096.0
ForestMeadow,34,FM_Pillager,Pillager,Enemy,,7512.0,14229.0,3662.0
ForestMeadow,35,FM_Pillager,Pillager,Enemy,,9399.0,16658.0,3711.0
ForestMeadow,36,FM_Pillager,Pillager,Enemy,,7579.0,14735.0,3662.0
ForestMeadow,37,FM_Pillager,Pillager,Enemy,,18828.0,8924.0,3078.0
ForestMeadow,38,FM_Pillager,Pillager,Enemy,,20046.0,12686.0,3518.0
ForestMeadow,39,FM_Pillager,Pillager,Enemy,,17534.0,16434.0,3656.0
ForestMeadow,40,FM_Pillager,Pillager,Enemy,,16617.0,12749.0,3219.0
ForestMeadow,41,FM_Pillager,Pillager,Enemy,,14640.0,13377.0,3243.0
ForestMeadow,42,FM_Pillager,Pillager,Enemy,,15004.0,13936.0,3258.0
ForestMeadow,43,FM_Pillager,Pillager,Enemy,,15168.0,18076.0,3925.0
ForestMeadow,44,FM_Pillager,Pillager,Enemy,,9484.0,13583.0,3576.0
ForestMeadow,45,FM_RotheartRecluse,Rotheart Widow,Enemy,,26725.0,478.0,-2184.0
ForestMeadow,46,FM_RotheartRecluse,Rotheart Widow,Enemy,,30570.0,34.0,-3218.0
ForestMeadow,47,FM_RotheartRecluse,Rotheart Widow,Enemy,,23626.0,-2057.0,-522.0
ForestMeadow,48,FM_RotheartRecluse,Rotheart Widow,Enemy,,26832.0,3440.0,-2018.0
ForestMeadow,49,FM_RotheartRecluse,Rotheart Widow,Enemy,,34178.0,-2315.0,-3218.0
ForestMeadow,50,FM_RotheartRecluse,Rotheart Widow,Enemy,,30407.0,-8612.0,-2097.0
ForestMeadow,51,FM_Shinchopper,Bonechopper,Enemy,,5695.0,-19237.0,-942.0
ForestMeadow,52,FM_Shinchopper,Bonechopper,Enemy,,-4163.0,-23986.0,-977.0
ForestMeadow,53,FM_Shinchopper,Bonechopper,Enemy,,-3632.0,-24496.0,-1041.0
ForestMeadow,54,FM_Shinchopper,Bonechopper,Enemy,,6396.0,-24746.0,-449.0
ForestMeadow,55,FM_Shinchopper,Bonechopper,Enemy,,10327.0,-20478.0,802.0
ForestMeadow,56,FM_Shinchopper,Bonechopper,Enemy,,6294.0,-20717.0,150.0
ForestMeadow,57,FM_Shinchopper,Bonechopper,Enemy,,-707.0,-21450.0,-739.0
ForestMeadow,58,FM_Shinchopper,Bonechopper,Enemy,,-1126.0,-19080.0,-942.0
