name,definitions_ordinal,calculation_modifiers_ordinal,ordinal,aggregator_kind,captured_attribute,captured_source_or_target,captured_snapshot,transient_identifier,operation,magnitude_kind,magnitude_backing_attribute,magnitude_backing_source_or_target,magnitude_backing_snapshot,magnitude_attribute_curve_table,magnitude_attribute_curve_row,magnitude_attribute_calculation_type,magnitude_final_channel,magnitude_calculation_class,magnitude_final_lookup_curve_table,magnitude_final_lookup_curve_row,magnitude_data_name,magnitude_data_tag,evaluation_channel,source_query_token_stream_version,source_query_token_stream,source_query_user_description,source_query_auto_description,target_query_token_stream_version,target_query_token_stream,target_query_user_description,target_query_auto_description
CRIntellectDamageCalculation,134,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,135,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,136,0,0,captured_attribute,Intellect,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,137,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,138,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,138,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,139,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,140,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,140,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,141,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,141,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,142,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,143,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,143,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,144,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,144,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,145,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,145,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,146,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,146,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,147,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,147,1,1,captured_attribute,DamageScale,Source,true,,Multiplicitive,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,147,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_Rime_DamageBonusApplication,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,147,3,3,captured_attribute,CritChance,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,147,4,4,captured_attribute,DamageScale,Source,true,,MultiplyCompound,attribute_based,Spirit,Source,false,,,AttributeMagnitude,Channel0,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,148,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,148,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,148,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,148,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,148,4,4,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale3,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,148,5,5,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale4,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,149,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,150,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,150,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,150,2,2,captured_attribute,CritChance,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,150,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,150,4,4,captured_attribute,CritChance,Source,true,,Additive,set_by_caller,,,,,,,,,,,,SetByCaller.CritChance,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,151,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,151,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,151,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,152,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,152,1,1,captured_attribute,DamageScale,Source,true,,Multiplicitive,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,152,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,152,3,3,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,152,4,4,captured_attribute,CritChance,Source,true,,Additive,set_by_caller,,,,,,,,,,,,SetByCaller.CritChance,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,153,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,153,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,154,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,154,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,154,2,2,captured_attribute,CritChance,Source,true,,Additive,set_by_caller,,,,,,,,,,,,SetByCaller.CritChance,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,155,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,155,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,155,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,156,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,156,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_Rime_DamageBonusApplication,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,156,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale2,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,156,3,3,captured_attribute,CritChance,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,156,4,4,captured_attribute,DamageScale,Source,true,,MultiplyCompound,attribute_based,Spirit,Source,false,,,AttributeMagnitude,Channel0,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,157,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,158,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,158,1,1,captured_attribute,DamageScale,Source,true,,Multiplicitive,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,159,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,set_by_caller,,,,,,,,,,,,SetByCaller.IntellectCoefficient,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,160,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,160,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,160,2,2,captured_attribute,DamageScale,Source,true,,Multiplicitive,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,161,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,161,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,162,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,162,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,163,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,164,0,0,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,164,1,1,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,165,0,0,captured_attribute,Intellect,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,166,0,0,captured_attribute,Intellect,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,167,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,168,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,169,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,169,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,169,2,2,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,170,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,170,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,171,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,171,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,172,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,172,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,173,0,0,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,173,1,1,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,174,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,175,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,175,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,176,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,177,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,177,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,178,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,179,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,179,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,180,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,180,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,181,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,182,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,182,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,182,2,2,captured_attribute,DamageScale,Source,true,,Override,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,183,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,184,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,184,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,185,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,186,0,0,captured_attribute,Intellect,Source,true,,Additive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,187,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,187,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,188,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,189,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,190,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,190,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,190,2,2,captured_attribute,DamageScale,Source,true,,Override,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,191,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,191,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,192,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,193,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,194,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,195,0,0,captured_attribute,Intellect,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,196,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,197,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,198,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,199,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,199,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,200,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,200,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,201,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,202,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,202,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,203,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,203,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,204,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,204,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,205,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,206,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,206,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,207,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,207,1,1,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,208,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,208,1,1,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,209,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,209,1,1,captured_attribute,DamageScale,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,210,0,0,captured_attribute,Intellect,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,211,0,0,captured_attribute,Intellect,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,212,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,212,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,212,2,2,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,213,0,0,captured_attribute,Intellect,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,213,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,214,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,215,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,215,1,1,transient,,,,SetByCallerTags.Spread,Override,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,216,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,217,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,217,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,218,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,218,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,219,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,219,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,custom_calculation,,,,,,,,GMMC_AscensionScaling_NoDispelNoInterrupt_Default,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,220,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,220,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,221,0,0,captured_attribute,Intellect,Source,true,,Multiplicitive,scalable_float,,,,,,,,,,,,,Channel0,0,,,,0,,,
CRIntellectDamageCalculation,221,1,1,captured_attribute,DamageScale,Source,true,,MultiplyCompound,set_by_caller,,,,,,,,,,,,SetByCaller.DamageScale,Channel0,0,,,,0,,,
