id,namespace,tag,numeric_id,provenance_origin,provenance_dev_name,provenance_source,provenance_source_authority
GameplayAbility/GA_Gunde_SingleTargetInterrupt,GameplayAbility,GA_Gunde_SingleTargetInterrupt,1244,datamine,,,legacy_unbound
GameplayAbility/GA_Gunde_SingleTargetPull,GameplayAbility,GA_Gunde_SingleTargetPull,2284,datamine,,,legacy_unbound
GameplayAbility/GA_Gunde_SingleTargetPull_Passive,GameplayAbility,GA_Gunde_SingleTargetPull_Passive,2283,datamine,,,legacy_unbound
GameplayAbility/GA_Gunde_SingleTargetTaunt,GameplayAbility,GA_Gunde_SingleTargetTaunt,1243,datamine,,,legacy_unbound
GameplayAbility/GA_Gunde_Talent_DotTransfer_Aoe,GameplayAbility,GA_Gunde_Talent_DotTransfer_Aoe,2280,datamine,,,legacy_unbound
GameplayAbility/GA_Gunde_TargetedAoeProjectile,GameplayAbility,GA_Gunde_TargetedAoeProjectile,2262,datamine,,,legacy_unbound
GameplayAbility/GA_Gunde_Util_ApplyAccumulatedDotToTarget,GameplayAbility,GA_Gunde_Util_ApplyAccumulatedDotToTarget,2261,datamine,,,legacy_unbound
GameplayAbility/GA_Hero_ExampleProjectileCycler,GameplayAbility,GA_Hero_ExampleProjectileCycler,1385,datamine,,,legacy_unbound
GameplayAbility/GA_Heskyr_Idle_Channel,GameplayAbility,GA_Heskyr_Idle_Channel,2302,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Assassin_AutoAttack,GameplayAbility,GA_IC_Assassin_AutoAttack,716,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Assassin_DamageTakenIncreaseDebuff,GameplayAbility,GA_IC_Assassin_DamageTakenIncreaseDebuff,67,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Assassin_PoisonDagger,GameplayAbility,GA_IC_Assassin_PoisonDagger,66,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Assassin_WickedStrike,GameplayAbility,GA_IC_Assassin_WickedStrike,717,datamine,,,legacy_unbound
GameplayAbility/GA_IC_BossMagistrate_BigStun,GameplayAbility,GA_IC_BossMagistrate_BigStun,715,datamine,,,legacy_unbound
GameplayAbility/GA_IC_BossMagistrate_FrigidMist,GameplayAbility,GA_IC_BossMagistrate_FrigidMist,714,datamine,,,legacy_unbound
GameplayAbility/GA_IC_BossMagistrate_Frostbolt,GameplayAbility,GA_IC_BossMagistrate_Frostbolt,713,datamine,,,legacy_unbound
GameplayAbility/GA_IC_BossMagistrate_IceSpikes,GameplayAbility,GA_IC_BossMagistrate_IceSpikes,712,datamine,,,legacy_unbound
GameplayAbility/GA_IC_BossMagistrate_KnockbackCone,GameplayAbility,GA_IC_BossMagistrate_KnockbackCone,710,datamine,,,legacy_unbound
GameplayAbility/GA_IC_BossMagistrate_MeleeAutoAttack,GameplayAbility,GA_IC_BossMagistrate_MeleeAutoAttack,709,datamine,,,legacy_unbound
GameplayAbility/GA_IC_BossMagistrate_Redemption,GameplayAbility,GA_IC_BossMagistrate_Redemption,708,datamine,,,legacy_unbound
GameplayAbility/GA_IC_BossMagistrate_Redemption_ShootProjectilesOnExpired,GameplayAbility,GA_IC_BossMagistrate_Redemption_ShootProjectilesOnExpired,1621,datamine,,,legacy_unbound
GameplayAbility/GA_IC_GlacialSprite_AutoAttackMelee,GameplayAbility,GA_IC_GlacialSprite_AutoAttackMelee,707,datamine,,,legacy_unbound
GameplayAbility/GA_IC_GlacialSprite_PassiveAOEPools,GameplayAbility,GA_IC_GlacialSprite_PassiveAOEPools,706,datamine,,,legacy_unbound
GameplayAbility/GA_IC_GreaterIceElemental_AutoAttack,GameplayAbility,GA_IC_GreaterIceElemental_AutoAttack,705,datamine,,,legacy_unbound
GameplayAbility/GA_IC_GreaterIceElemental_BurrowedStrike,GameplayAbility,GA_IC_GreaterIceElemental_BurrowedStrike,704,datamine,,,legacy_unbound
GameplayAbility/GA_IC_GreaterIceElemental_EarthBreaker,GameplayAbility,GA_IC_GreaterIceElemental_EarthBreaker,703,datamine,,,legacy_unbound
GameplayAbility/GA_IC_GreaterIceElemental_EarthStomp,GameplayAbility,GA_IC_GreaterIceElemental_EarthStomp,702,datamine,,,legacy_unbound
GameplayAbility/GA_IC_GreaterIceElemental_Upheaval,GameplayAbility,GA_IC_GreaterIceElemental_Upheaval,701,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Healer_AutoAttackMelee,GameplayAbility,GA_IC_Healer_AutoAttackMelee,65,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Healer_ChanneledMultiTargetHeal,GameplayAbility,GA_IC_Healer_ChanneledMultiTargetHeal,64,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Healer_HighThreatChannel,GameplayAbility,GA_IC_Healer_HighThreatChannel,63,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Healer_TwoTargetDot,GameplayAbility,GA_IC_Healer_TwoTargetDot,62,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Healer_TwoTargetDot_MonitorPassive,GameplayAbility,GA_IC_Healer_TwoTargetDot_MonitorPassive,61,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Lookout_GetClosestFriend,GameplayAbility,GA_IC_Lookout_GetClosestFriend,700,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Lookout_HealthMonitor,GameplayAbility,GA_IC_Lookout_HealthMonitor,699,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Lookout_MeleeAutoAttack,GameplayAbility,GA_IC_Lookout_MeleeAutoAttack,698,datamine,,,legacy_unbound
GameplayAbility/GA_IC_Lookout_SingleTargetAttackAndMoveBack,GameplayAbility,GA_IC_Lookout_SingleTargetAttackAndMoveBack,697,datamine,,,legacy_unbound
GameplayAbility/GA_InGameUiInteraction,GameplayAbility,GA_InGameUiInteraction,106,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_AoeAttack,GameplayAbility,GA_Ink_AoeAttack,1242,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_AoeFear,GameplayAbility,GA_Ink_AoeFear,1241,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_AutoAttackBuff,GameplayAbility,GA_Ink_AutoAttackBuff,1240,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_AutoAttackBuff_Attack,GameplayAbility,GA_Ink_AutoAttackBuff_Attack,1239,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_AutoAttackBuff_InstantAttack,GameplayAbility,GA_Ink_AutoAttackBuff_InstantAttack,1929,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_BouncyProjectile,GameplayAbility,GA_Ink_BouncyProjectile,1237,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_ChargedBuff,GameplayAbility,GA_Ink_ChargedBuff,1235,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_CleaveAttack,GameplayAbility,GA_Ink_CleaveAttack,1234,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_CostReductionBuff,GameplayAbility,GA_Ink_CostReductionBuff,1233,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_EnhancedChargedBuff,GameplayAbility,GA_Ink_EnhancedChargedBuff,1231,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_EnhancedChargedBuff_Targeting,GameplayAbility,GA_Ink_EnhancedChargedBuff_Targeting,1501,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_HeavySingleTargetAttack,GameplayAbility,GA_Ink_HeavySingleTargetAttack,1229,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_LowHealthSingleTargetResourceDamage,GameplayAbility,GA_Ink_LowHealthSingleTargetResourceDamage,1228,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_MeleeAutoAttack,GameplayAbility,GA_Ink_MeleeAutoAttack,1227,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_MeleeInterrupt,GameplayAbility,GA_Ink_MeleeInterrupt,1226,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_MoveToLocationAoeDamage,GameplayAbility,GA_Ink_MoveToLocationAoeDamage,1225,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_MoveToLocationAoeDamage_Targeting,GameplayAbility,GA_Ink_MoveToLocationAoeDamage_Targeting,1224,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_AutoAttackBuff_Monitor,GameplayAbility,GA_Ink_Passive_AutoAttackBuff_Monitor,1238,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_BouncyProjectile_ChainDamage,GameplayAbility,GA_Ink_Passive_BouncyProjectile_ChainDamage,1236,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_CleaveAttack_Monitor,GameplayAbility,GA_Ink_Passive_CleaveAttack_Monitor,124,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_CostReductionBuff_Manager,GameplayAbility,GA_Ink_Passive_CostReductionBuff_Manager,1232,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_DodgeGameplayCueHandler,GameplayAbility,GA_Ink_Passive_DodgeGameplayCueHandler,1554,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_EnhancedChargedBuff_PulsatingSingleDamage,GameplayAbility,GA_Ink_Passive_EnhancedChargedBuff_PulsatingSingleDamage,1230,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_RageManager,GameplayAbility,GA_Ink_Passive_RageManager,1223,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_SecondChanceSingleTargetDamage_Monitor,GameplayAbility,GA_Ink_Passive_SecondChanceSingleTargetDamage_Monitor,1220,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_SingleTargetHeavyNonSpender_CritAoe_Monitor,GameplayAbility,GA_Ink_Passive_SingleTargetHeavyNonSpender_CritAoe_Monitor,2241,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_SingleTargetHeavyNonSpender_Monitor,GameplayAbility,GA_Ink_Passive_SingleTargetHeavyNonSpender_Monitor,2240,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_SpiritProcHandler,GameplayAbility,GA_Ink_Passive_SpiritProcHandler,1466,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_SwingTimerManager_GlobalCooldown,GameplayAbility,GA_Ink_Passive_SwingTimerManager_GlobalCooldown,1222,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_SwingTimerMonitor,GameplayAbility,GA_Ink_Passive_SwingTimerMonitor,1221,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_Talent_AutoAttackBuff_GainToIncreasedDamage,GameplayAbility,GA_Ink_Passive_Talent_AutoAttackBuff_GainToIncreasedDamage,1217,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_Talent_BouncyProjectile_FreeCastFromAoeAttack,GameplayAbility,GA_Ink_Passive_Talent_BouncyProjectile_FreeCastFromAoeAttack,2238,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_Talent_BouncyProjectile_FreeCastFromAttack,GameplayAbility,GA_Ink_Passive_Talent_BouncyProjectile_FreeCastFromAttack,1216,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_Talent_ChanceIncreasedSpenderDamage,GameplayAbility,GA_Ink_Passive_Talent_ChanceIncreasedSpenderDamage,1215,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_Talent_ChargedBuff_LifeStealAndStatBoost_HealManager,GameplayAbility,GA_Ink_Passive_Talent_ChargedBuff_LifeStealAndStatBoost_HealManager,1797,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_Talent_CostReductionBuff_MoveToLocationAoeDamage_ChanceToGrantBuff_Monitor,GameplayAbility,GA_Ink_Passive_Talent_CostReductionBuff_MoveToLocationAoeDamage_ChanceToGrantBuff_Monitor,1655,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_Talent_LowHealthSingleTargetResourceDamage_ChanceActiveOnCommit,GameplayAbility,GA_Ink_Passive_Talent_LowHealthSingleTargetResourceDamage_ChanceActiveOnCommit,1556,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_Talent_PassiveFuryGeneration_Applier,GameplayAbility,GA_Ink_Passive_Talent_PassiveFuryGeneration_Applier,1661,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_Talent_SecondChanceSingleTargetAttack_CritAoe_Monitor,GameplayAbility,GA_Ink_Passive_Talent_SecondChanceSingleTargetAttack_CritAoe_Monitor,1654,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_Talent_SecondChanceSingleTargetAttack_CritBleed_Monitor,GameplayAbility,GA_Ink_Passive_Talent_SecondChanceSingleTargetAttack_CritBleed_Monitor,1543,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Passive_Talent_SelfDefenceBuff_IncreasedDurationAndTaunt_Replacer,GameplayAbility,GA_Ink_Passive_Talent_SelfDefenceBuff_IncreasedDurationAndTaunt_Replacer,123,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_SecondChanceSingleTargetAttack,GameplayAbility,GA_Ink_SecondChanceSingleTargetAttack,1219,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_SelfDefenceBuff,GameplayAbility,GA_Ink_SelfDefenceBuff,1218,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_SingleTargetHeavyNonSpender,GameplayAbility,GA_Ink_SingleTargetHeavyNonSpender,2239,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Talent_ExtraResourcesAtStart,GameplayAbility,GA_Ink_Talent_ExtraResourcesAtStart,2237,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Talent_Passive_AutoAttackBuff_AlwaysHitWindowBuff_Monitor,GameplayAbility,GA_Ink_Talent_Passive_AutoAttackBuff_AlwaysHitWindowBuff_Monitor,2063,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Talent_Passive_AutoAttackBuff_StackingBuffConsumedBySpender_Monitor,GameplayAbility,GA_Ink_Talent_Passive_AutoAttackBuff_StackingBuffConsumedBySpender_Monitor,2062,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Talent_Passive_HeavySingleTargetAttack_AoE_Monitor,GameplayAbility,GA_Ink_Talent_Passive_HeavySingleTargetAttack_AoE_Monitor,2061,datamine,,,legacy_unbound
GameplayAbility/GA_Ink_Talent_SelfDefenceBuff_IncreasedDurationAndTaunt_Taunt,GameplayAbility,GA_Ink_Talent_SelfDefenceBuff_IncreasedDurationAndTaunt_Taunt,1214,datamine,,,legacy_unbound
GameplayAbility/GA_Interact,GameplayAbility,GA_Interact,2,datamine,,,legacy_unbound
GameplayAbility/GA_InteractableGrantAbility_Instant,GameplayAbility,GA_InteractableGrantAbility_Instant,2027,datamine,,,legacy_unbound
GameplayAbility/GA_InterruptShield,GameplayAbility,GA_InterruptShield,140,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCRime_CastProjectile,GameplayAbility,GA_JS_NPCRime_CastProjectile,696,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCRime_ChanneledDamageBeam,GameplayAbility,GA_JS_NPCRime_ChanneledDamageBeam,695,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCRime_MeleeAutoAttack,GameplayAbility,GA_JS_NPCRime_MeleeAutoAttack,693,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCRime_OnTargetPulsatingAoe,GameplayAbility,GA_JS_NPCRime_OnTargetPulsatingAoe,694,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCSylvie_CastProjectile,GameplayAbility,GA_JS_NPCSylvie_CastProjectile,690,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCSylvie_GroundHeal,GameplayAbility,GA_JS_NPCSylvie_GroundHeal,689,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCSylvie_LowHealthHot,GameplayAbility,GA_JS_NPCSylvie_LowHealthHot,688,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCSylvie_MeleeAutoAttack,GameplayAbility,GA_JS_NPCSylvie_MeleeAutoAttack,687,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCSylvie_Passive_Butterfly_Monitor,GameplayAbility,GA_JS_NPCSylvie_Passive_Butterfly_Monitor,686,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCSylvie_PinkButterfly,GameplayAbility,GA_JS_NPCSylvie_PinkButterfly,692,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCSylvie_PinkButterfly_OnTarget,GameplayAbility,GA_JS_NPCSylvie_PinkButterfly_OnTarget,691,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCWarmaster_BouncyProjectile,GameplayAbility,GA_JS_NPCWarmaster_BouncyProjectile,684,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCWarmaster_HeavyMelee,GameplayAbility,GA_JS_NPCWarmaster_HeavyMelee,683,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCWarmaster_LightMelee,GameplayAbility,GA_JS_NPCWarmaster_LightMelee,682,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCWarmaster_MeleeAoeSlow,GameplayAbility,GA_JS_NPCWarmaster_MeleeAoeSlow,681,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCWarmaster_MeleeAutoAttack,GameplayAbility,GA_JS_NPCWarmaster_MeleeAutoAttack,685,datamine,,,legacy_unbound
GameplayAbility/GA_JS_NPCWarmaster_MeleeCleave,GameplayAbility,GA_JS_NPCWarmaster_MeleeCleave,680,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialGoblin_MeleeAutoAttack,GameplayAbility,GA_JS_TutorialGoblin_MeleeAutoAttack,679,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialGoblin_RunAway,GameplayAbility,GA_JS_TutorialGoblin_RunAway,678,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialOrcCaster_Heal,GameplayAbility,GA_JS_TutorialOrcCaster_Heal,676,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialOrcCaster_MeleeAutoAttack,GameplayAbility,GA_JS_TutorialOrcCaster_MeleeAutoAttack,675,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialOrc_MeleeAutoAttack,GameplayAbility,GA_JS_TutorialOrc_MeleeAutoAttack,677,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialSmallGoblin_MeleeAutoAttack,GameplayAbility,GA_JS_TutorialSmallGoblin_MeleeAutoAttack,674,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialTroll_ChangePhaseOnStun,GameplayAbility,GA_JS_TutorialTroll_ChangePhaseOnStun,673,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialTroll_ChangePhaseWhenClose,GameplayAbility,GA_JS_TutorialTroll_ChangePhaseWhenClose,672,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialTroll_Cone,GameplayAbility,GA_JS_TutorialTroll_Cone,671,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialTroll_MeleeAutoAttack,GameplayAbility,GA_JS_TutorialTroll_MeleeAutoAttack,666,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialTroll_PassiveAOEPools,GameplayAbility,GA_JS_TutorialTroll_PassiveAOEPools,670,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialTroll_RunAway,GameplayAbility,GA_JS_TutorialTroll_RunAway,669,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialTroll_SpawnAdds,GameplayAbility,GA_JS_TutorialTroll_SpawnAdds,668,datamine,,,legacy_unbound
GameplayAbility/GA_JS_TutorialTroll_ThrowRock,GameplayAbility,GA_JS_TutorialTroll_ThrowRock,667,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_AoeAbsorbSpender,GameplayAbility,GA_Lisa_AoeAbsorbSpender,1895,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_AoeHeal,GameplayAbility,GA_Lisa_AoeHeal,1974,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_AoeHealFromPrevDamageSPender,GameplayAbility,GA_Lisa_AoeHealFromPrevDamageSPender,1928,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_AoeStaggerRemovalSpender,GameplayAbility,GA_Lisa_AoeStaggerRemovalSpender,1973,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_CastedAoeHotFromPreviousDamageSpender,GameplayAbility,GA_Lisa_CastedAoeHotFromPreviousDamageSpender,1894,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_CastedDurationalAoeDebuff,GameplayAbility,GA_Lisa_CastedDurationalAoeDebuff,1893,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_CastedHeal,GameplayAbility,GA_Lisa_CastedHeal,1927,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_CastedHealFromPreviousDamage,GameplayAbility,GA_Lisa_CastedHealFromPreviousDamage,1891,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_CastedProjectileDamageIncreaseDebuff,GameplayAbility,GA_Lisa_CastedProjectileDamageIncreaseDebuff,1890,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_CastedSingleTargetProjectile,GameplayAbility,GA_Lisa_CastedSingleTargetProjectile,1889,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_ChanneledHealOrDamageProjectiles,GameplayAbility,GA_Lisa_ChanneledHealOrDamageProjectiles,1926,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_ChanneledHealOrDamageProjectilesSpender,GameplayAbility,GA_Lisa_ChanneledHealOrDamageProjectilesSpender,1888,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_HotFromPreviousDamageSpender,GameplayAbility,GA_Lisa_HotFromPreviousDamageSpender,1925,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_InstantDamageSpender,GameplayAbility,GA_Lisa_InstantDamageSpender,1970,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_InstantSelfBuff,GameplayAbility,GA_Lisa_InstantSelfBuff,1969,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_InstantSingleTargetDamageAndDot,GameplayAbility,GA_Lisa_InstantSingleTargetDamageAndDot,1887,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_CastedDurationalAoeDebuff_DamageDealer,GameplayAbility,GA_Lisa_Passive_CastedDurationalAoeDebuff_DamageDealer,1892,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_CastedHeal_HealToStagger,GameplayAbility,GA_Lisa_Passive_CastedHeal_HealToStagger,1972,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_CastedProjectileDamageIncreaseDebuff_DamageToAoeDamage,GameplayAbility,GA_Lisa_Passive_CastedProjectileDamageIncreaseDebuff_DamageToAoeDamage,1971,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_IncomingDamageMonitor,GameplayAbility,GA_Lisa_Passive_IncomingDamageMonitor,1886,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_InstantSelfBuff_CooldownApplier,GameplayAbility,GA_Lisa_Passive_InstantSelfBuff_CooldownApplier,1968,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_OutgoingDamageToHealManager,GameplayAbility,GA_Lisa_Passive_OutgoingDamageToHealManager,1885,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_PartyStagger_Manager,GameplayAbility,GA_Lisa_Passive_PartyStagger_Manager,1963,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_PauseResourcesAndPartyHealth_DamageManager,GameplayAbility,GA_Lisa_Passive_PauseResourcesAndPartyHealth_DamageManager,1924,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_PauseResourcesAndPartyHealth_HealingManager,GameplayAbility,GA_Lisa_Passive_PauseResourcesAndPartyHealth_HealingManager,1882,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_PauseResourcesAndPartyHealth_HealthBuff_GCManager,GameplayAbility,GA_Lisa_Passive_PauseResourcesAndPartyHealth_HealthBuff_GCManager,1967,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_ResourceManager,GameplayAbility,GA_Lisa_Passive_ResourceManager,1884,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_SelfBuffSpender_ResourceManager,GameplayAbility,GA_Lisa_Passive_SelfBuffSpender_ResourceManager,1966,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_SingleTargetDamageImmunityBuff_VfxManager,GameplayAbility,GA_Lisa_Passive_SingleTargetDamageImmunityBuff_VfxManager,1878,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_SpiritProcHandler,GameplayAbility,GA_Lisa_Passive_SpiritProcHandler,1883,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_AbilityDamageIncrease,GameplayAbility,GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_AbilityDamageIncrease,2020,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_DamageAbilityBuff,GameplayAbility,GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_DamageAbilityBuff,1921,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_DamageToAoeDamage,GameplayAbility,GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_DamageToAoeDamage,1920,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_InstigatorBuff,GameplayAbility,GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_InstigatorBuff,2019,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_SpendersBuff,GameplayAbility,GA_Lisa_Passive_Talent_CastedProjectileDamageIncreaseDebuff_SpendersBuff,1875,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_CastedSingleTargetDamage_CooldownReduction,GameplayAbility,GA_Lisa_Passive_Talent_CastedSingleTargetDamage_CooldownReduction,1961,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_CastedSingleTargetProjectile_CastedHealFromPreviousDamageProc,GameplayAbility,GA_Lisa_Passive_Talent_CastedSingleTargetProjectile_CastedHealFromPreviousDamageProc,1919,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_ChanneledHealOrDamageProjectilesSpender_OverhealAbsorb,GameplayAbility,GA_Lisa_Passive_Talent_ChanneledHealOrDamageProjectilesSpender_OverhealAbsorb,1874,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_ChanneledHealOrDamageProjectilesSpender_ResourceToEmpower,GameplayAbility,GA_Lisa_Passive_Talent_ChanneledHealOrDamageProjectilesSpender_ResourceToEmpower,1918,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_IncreasedHealingToSelf,GameplayAbility,GA_Lisa_Passive_Talent_IncreasedHealingToSelf,1960,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_InstantDamageSpender_Absorb,GameplayAbility,GA_Lisa_Passive_Talent_InstantDamageSpender_Absorb,1959,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_InstantDamageSpender_SelfBuff,GameplayAbility,GA_Lisa_Passive_Talent_InstantDamageSpender_SelfBuff,2018,datamine,,,legacy_unbound
GameplayAbility/GA_Lisa_Passive_Talent_InstantToDamageSpender_DamageToDot,GameplayAbility,GA_Lisa_Passive_Talent_InstantToDamageSpender_DamageToDot,1958,datamine,,,legacy_unbound
