id,encoding,x,value
CM_ImpatientBrawler,dense,75.0,169.58
CM_ImpatientBrawler,dense,76.0,172.98
CM_ImpatientBrawler,dense,77.0,176.43
CM_ImpatientBrawler,dense,78.0,179.96
CM_ImpatientBrawler,dense,79.0,183.56
CM_ImpatientBrawler,dense,80.0,187.23
CM_ImpatientBrawler,dense,81.0,190.98
CM_ImpatientBrawler,dense,82.0,194.8
CM_ImpatientBrawler,dense,83.0,198.69
CM_ImpatientBrawler,dense,84.0,202.67
CM_ImpatientBrawler,dense,85.0,206.72
CM_ImpatientBrawler,dense,86.0,210.86
CM_ImpatientBrawler,dense,87.0,215.07
CM_ImpatientBrawler,dense,88.0,219.37
CM_ImpatientBrawler,dense,89.0,223.76
CM_ImpatientBrawler,dense,90.0,228.24
CM_ImpatientBrawler,dense,91.0,232.8
CM_ImpatientBrawler,dense,92.0,237.46
CM_ImpatientBrawler,dense,93.0,242.21
CM_ImpatientBrawler,dense,94.0,247.05
CM_ImpatientBrawler,dense,95.0,251.99
CM_ImpatientBrawler,dense,96.0,257.03
CM_ImpatientBrawler,dense,97.0,262.17
CM_ImpatientBrawler,dense,98.0,267.42
CM_ImpatientBrawler,dense,99.0,272.76
CM_ImpatientBrawler,dense,100.0,278.22
CM_ImpatientBrawler,dense,101.0,283.78
CM_ImpatientBrawler,dense,102.0,289.46
CM_ImpatientBrawler,dense,103.0,295.25
CM_ImpatientBrawler,dense,104.0,301.15
CM_ImpatientBrawler,dense,105.0,307.18
CM_ImpatientBrawler,dense,106.0,313.32
CM_ImpatientBrawler,dense,107.0,319.59
CM_ImpatientBrawler,dense,108.0,325.98
CM_ImpatientBrawler,dense,109.0,332.5
CM_ImpatientBrawler,dense,110.0,339.15
CM_ImpatientBrawler,dense,111.0,345.93
CM_ImpatientBrawler,dense,112.0,352.85
CM_ImpatientBrawler,dense,113.0,359.91
CM_ImpatientBrawler,dense,114.0,367.11
CM_ImpatientBrawler,dense,115.0,374.45
CM_ImpatientBrawler,dense,116.0,381.94
CM_ImpatientBrawler,dense,117.0,389.57
CM_ImpatientBrawler,dense,118.0,397.37
CM_ImpatientBrawler,dense,119.0,405.31
CM_ImpatientBrawler,dense,120.0,413.42
CM_ImpatientBrawler,dense,121.0,421.69
CM_ImpatientBrawler,dense,122.0,430.12
CM_ImpatientBrawler,dense,123.0,438.72
CM_ImpatientBrawler,dense,124.0,447.5
CM_ImpatientBrawler,dense,125.0,456.45
CM_ImpatientBrawler,dense,126.0,465.58
CM_ImpatientBrawler,dense,127.0,474.89
CM_ImpatientBrawler,dense,128.0,484.39
CM_ImpatientBrawler,dense,129.0,494.08
CM_ImpatientBrawler,dense,130.0,503.96
CM_ImpatientBrawler,dense,131.0,514.04
CM_ImpatientBrawler,dense,132.0,524.32
CM_ImpatientBrawler,dense,133.0,534.8
CM_ImpatientBrawler,dense,134.0,545.5
CM_ImpatientBrawler,dense,135.0,556.41
CM_ImpatientBrawler,dense,136.0,567.54
CM_ImpatientBrawler,dense,137.0,578.89
CM_ImpatientBrawler,dense,138.0,590.47
CM_ImpatientBrawler,dense,139.0,602.27
CM_ImpatientBrawler,dense,140.0,614.32
CM_ImpatientBrawler,dense,141.0,626.61
CM_ImpatientBrawler,dense,142.0,639.14
CM_ImpatientBrawler,dense,143.0,651.92
CM_ImpatientBrawler,dense,144.0,664.96
CM_ImpatientBrawler,dense,145.0,678.26
CM_ImpatientBrawler,dense,146.0,691.82
CM_ImpatientBrawler,dense,147.0,705.66
CM_ImpatientBrawler,dense,148.0,719.77
CM_ImpatientBrawler,dense,149.0,734.17
CM_ImpatientBrawler,dense,150.0,748.85
CM_ImpatientBrawler,dense,151.0,763.83
CM_ReflectedHero,dense,1.0,1.0
CM_ReflectedHero,dense,2.0,1.31
CM_ReflectedHero,dense,3.0,1.85
CM_ReflectedHero,dense,4.0,2.6
CM_ReflectedHero,dense,5.0,3.67
CM_ReflectedHero,dense,6.0,4.05
CM_ReflectedHero,dense,7.0,4.66
CM_ReflectedHero,dense,8.0,6.11
CM_ReflectedHero,dense,9.0,8.0
CM_ReflectedHero,dense,10.0,10.49
CM_ReflectedHero,dense,11.0,11.23
CM_ReflectedHero,dense,12.0,11.96
CM_ReflectedHero,dense,13.0,14.47
CM_ReflectedHero,dense,14.0,17.51
CM_ReflectedHero,dense,15.0,21.18
CM_ReflectedHero,dense,16.0,21.92
CM_ReflectedHero,dense,17.0,22.98
CM_ReflectedHero,dense,18.0,26.77
CM_ReflectedHero,dense,19.0,31.19
CM_ReflectedHero,dense,20.0,36.34
CM_ReflectedHero,dense,21.0,37.37
CM_ReflectedHero,dense,22.0,39.61
CM_ReflectedHero,dense,23.0,41.99
CM_ReflectedHero,dense,24.0,44.51
CM_ReflectedHero,dense,25.0,47.18
CM_ReflectedHero,dense,26.0,50.01
CM_ReflectedHero,dense,27.0,53.01
CM_ReflectedHero,dense,28.0,56.19
CM_ReflectedHero,dense,29.0,59.56
CM_ReflectedHero,dense,30.0,63.13
CM_ReflectedHero,dense,31.0,66.92
CM_ReflectedHero,dense,32.0,68.93
CM_ReflectedHero,dense,33.0,71.0
CM_ReflectedHero,dense,34.0,73.12
CM_ReflectedHero,dense,35.0,75.32
CM_ReflectedHero,dense,36.0,77.58
CM_ReflectedHero,dense,37.0,79.91
CM_ReflectedHero,dense,38.0,81.5
CM_ReflectedHero,dense,39.0,83.13
CM_ReflectedHero,dense,40.0,84.8
CM_ReflectedHero,dense,41.0,86.49
CM_ReflectedHero,dense,42.0,88.22
CM_ReflectedHero,dense,43.0,89.99
CM_ReflectedHero,dense,44.0,91.79
CM_ReflectedHero,dense,45.0,93.62
CM_ReflectedHero,dense,46.0,95.49
CM_ReflectedHero,dense,47.0,97.4
CM_ReflectedHero,dense,48.0,99.35
CM_ReflectedHero,dense,49.0,101.34
CM_ReflectedHero,dense,50.0,103.37
CM_ReflectedHero,dense,51.0,105.43
CM_ReflectedHero,dense,52.0,107.54
CM_ReflectedHero,dense,53.0,109.69
CM_ReflectedHero,dense,54.0,111.89
CM_ReflectedHero,dense,55.0,114.12
CM_ReflectedHero,dense,56.0,116.41
CM_ReflectedHero,dense,57.0,118.74
CM_ReflectedHero,dense,58.0,121.11
CM_ReflectedHero,dense,59.0,123.53
CM_ReflectedHero,dense,60.0,126.0
CM_ReflectedHero,dense,61.0,128.52
CM_ReflectedHero,dense,62.0,131.09
CM_ReflectedHero,dense,63.0,133.72
CM_ReflectedHero,dense,64.0,136.39
CM_ReflectedHero,dense,65.0,139.12
CM_ReflectedHero,dense,66.0,141.9
CM_ReflectedHero,dense,67.0,144.74
CM_ReflectedHero,dense,68.0,147.63
CM_ReflectedHero,dense,69.0,150.59
CM_ReflectedHero,dense,70.0,153.6
CM_ReflectedHero,dense,71.0,156.67
CM_ReflectedHero,dense,72.0,159.8
CM_ReflectedHero,dense,73.0,163.0
CM_ReflectedHero,dense,74.0,166.26
CM_ReflectedHero,dense,75.0,169.58
CM_ReflectedHero,dense,76.0,172.98
CM_ReflectedHero,dense,77.0,176.43
CM_ReflectedHero,dense,78.0,179.96
CM_ReflectedHero,dense,79.0,183.56
CM_ReflectedHero,dense,80.0,187.23
CM_ReflectedHero,dense,81.0,190.98
CM_ReflectedHero,dense,82.0,194.8
CM_ReflectedHero,dense,83.0,198.69
CM_ReflectedHero,dense,84.0,202.67
CM_ReflectedHero,dense,85.0,206.72
CM_ReflectedHero,dense,86.0,210.86
CM_ReflectedHero,dense,87.0,215.07
CM_ReflectedHero,dense,88.0,219.37
CM_ReflectedHero,dense,89.0,223.76
CM_ReflectedHero,dense,90.0,228.24
CM_ReflectedHero,dense,91.0,232.8
CM_ReflectedHero,dense,92.0,237.46
CM_ReflectedHero,dense,93.0,242.21
CM_ReflectedHero,dense,94.0,247.05
CM_ReflectedHero,dense,95.0,251.99
CM_ReflectedHero,dense,96.0,257.03
CM_ReflectedHero,dense,97.0,262.17
CM_ReflectedHero,dense,98.0,267.42
CM_ReflectedHero,dense,99.0,272.76
CM_ReflectedHero,dense,100.0,278.22
CM_ReflectedHero,dense,101.0,283.78
CM_ReflectedHero,dense,102.0,289.46
CM_ReflectedHero,dense,103.0,295.25
CM_ReflectedHero,dense,104.0,301.15
CM_ReflectedHero,dense,105.0,307.18
CM_ReflectedHero,dense,106.0,313.32
CM_ReflectedHero,dense,107.0,319.59
CM_ReflectedHero,dense,108.0,325.98
CM_ReflectedHero,dense,109.0,332.5
CM_ReflectedHero,dense,110.0,339.15
CM_ReflectedHero,dense,111.0,345.93
CM_ReflectedHero,dense,112.0,352.85
CM_ReflectedHero,dense,113.0,359.91
CM_ReflectedHero,dense,114.0,367.11
CM_ReflectedHero,dense,115.0,374.45
CM_ReflectedHero,dense,116.0,381.94
CM_ReflectedHero,dense,117.0,389.57
CM_ReflectedHero,dense,118.0,397.37
CM_ReflectedHero,dense,119.0,405.31
CM_ReflectedHero,dense,120.0,413.42
CM_ReflectedHero,dense,121.0,421.69
CM_ReflectedHero,dense,122.0,430.12
CM_ReflectedHero,dense,123.0,438.72
CM_ReflectedHero,dense,124.0,447.5
CM_ReflectedHero,dense,125.0,456.45
CM_ReflectedHero,dense,126.0,465.58
CM_ReflectedHero,dense,127.0,474.89
CM_ReflectedHero,dense,128.0,484.39
CM_ReflectedHero,dense,129.0,494.08
CM_ReflectedHero,dense,130.0,503.96
CM_ReflectedHero,dense,131.0,514.04
CM_ReflectedHero,dense,132.0,524.32
CM_ReflectedHero,dense,133.0,534.8
CM_ReflectedHero,dense,134.0,545.5
CM_ReflectedHero,dense,135.0,556.41
CM_ReflectedHero,dense,136.0,567.54
CM_ReflectedHero,dense,137.0,578.89
CM_ReflectedHero,dense,138.0,590.47
CM_ReflectedHero,dense,139.0,602.27
CM_ReflectedHero,dense,140.0,614.32
CM_ReflectedHero,dense,141.0,626.61
CM_ReflectedHero,dense,142.0,639.14
CM_ReflectedHero,dense,143.0,651.92
CM_ReflectedHero,dense,144.0,664.96
CM_ReflectedHero,dense,145.0,678.26
CM_ReflectedHero,dense,146.0,691.82
CM_ReflectedHero,dense,147.0,705.66
CM_ReflectedHero,dense,148.0,719.77
CM_ReflectedHero,dense,149.0,734.17
CM_ReflectedHero,dense,150.0,748.85
CM_ReflectedHero,dense,151.0,763.83
CM_RubiliteAurastone,dense,1.0,1.0
CM_RubiliteAurastone,dense,2.0,1.31
CM_RubiliteAurastone,dense,3.0,1.85
CM_RubiliteAurastone,dense,4.0,2.6
CM_RubiliteAurastone,dense,5.0,3.67
CM_RubiliteAurastone,dense,6.0,4.05
CM_RubiliteAurastone,dense,7.0,4.66
CM_RubiliteAurastone,dense,8.0,6.11
CM_RubiliteAurastone,dense,9.0,8.0
CM_RubiliteAurastone,dense,10.0,10.49
CM_RubiliteAurastone,dense,11.0,11.23
CM_RubiliteAurastone,dense,12.0,11.96
CM_RubiliteAurastone,dense,13.0,14.47
CM_RubiliteAurastone,dense,14.0,17.51
CM_RubiliteAurastone,dense,15.0,21.18
CM_RubiliteAurastone,dense,16.0,21.92
CM_RubiliteAurastone,dense,17.0,22.98
CM_RubiliteAurastone,dense,18.0,26.77
CM_RubiliteAurastone,dense,19.0,31.19
CM_RubiliteAurastone,dense,20.0,36.34
CM_RubiliteAurastone,dense,21.0,37.37
CM_RubiliteAurastone,dense,22.0,39.61
CM_RubiliteAurastone,dense,23.0,41.99
CM_RubiliteAurastone,dense,24.0,44.51
CM_RubiliteAurastone,dense,25.0,47.18
CM_RubiliteAurastone,dense,26.0,50.01
CM_RubiliteAurastone,dense,27.0,53.01
CM_RubiliteAurastone,dense,28.0,56.19
CM_RubiliteAurastone,dense,29.0,59.56
CM_RubiliteAurastone,dense,30.0,63.13
CM_RubiliteAurastone,dense,31.0,66.92
CM_RubiliteAurastone,dense,32.0,68.93
CM_RubiliteAurastone,dense,33.0,71.0
CM_RubiliteAurastone,dense,34.0,73.12
CM_RubiliteAurastone,dense,35.0,75.32
CM_RubiliteAurastone,dense,36.0,77.58
CM_RubiliteAurastone,dense,37.0,79.91
CM_RubiliteAurastone,dense,38.0,81.5
CM_RubiliteAurastone,dense,39.0,83.13
CM_RubiliteAurastone,dense,40.0,84.8
CM_RubiliteAurastone,dense,41.0,86.49
CM_RubiliteAurastone,dense,42.0,88.22
CM_RubiliteAurastone,dense,43.0,89.99
CM_RubiliteAurastone,dense,44.0,91.79
CM_RubiliteAurastone,dense,45.0,93.62
CM_RubiliteAurastone,dense,46.0,95.49
CM_RubiliteAurastone,dense,47.0,97.4
CM_RubiliteAurastone,dense,48.0,99.35
CM_RubiliteAurastone,dense,49.0,101.34
CM_RubiliteAurastone,dense,50.0,103.37
CM_RubiliteAurastone,dense,51.0,105.43
CM_RubiliteAurastone,dense,52.0,107.54
CM_RubiliteAurastone,dense,53.0,109.69
CM_RubiliteAurastone,dense,54.0,111.89
CM_RubiliteAurastone,dense,55.0,114.12
CM_RubiliteAurastone,dense,56.0,116.41
CM_RubiliteAurastone,dense,57.0,118.74
CM_RubiliteAurastone,dense,58.0,121.11
CM_RubiliteAurastone,dense,59.0,123.53
CM_RubiliteAurastone,dense,60.0,126.0
CM_RubiliteAurastone,dense,61.0,128.52
CM_RubiliteAurastone,dense,62.0,131.09
CM_RubiliteAurastone,dense,63.0,133.72
CM_RubiliteAurastone,dense,64.0,136.39
CM_RubiliteAurastone,dense,65.0,139.12
CM_RubiliteAurastone,dense,66.0,141.9
CM_RubiliteAurastone,dense,67.0,144.74
CM_RubiliteAurastone,dense,68.0,147.63
CM_RubiliteAurastone,dense,69.0,150.59
CM_RubiliteAurastone,dense,70.0,153.6
CM_RubiliteAurastone,dense,71.0,156.67
CM_RubiliteAurastone,dense,72.0,159.8
CM_RubiliteAurastone,dense,73.0,163.0
CM_RubiliteAurastone,dense,74.0,166.26
CM_RubiliteAurastone,dense,75.0,169.58
CM_RubiliteAurastone,dense,76.0,172.98
CM_RubiliteAurastone,dense,77.0,176.43
CM_RubiliteAurastone,dense,78.0,179.96
CM_RubiliteAurastone,dense,79.0,183.56
CM_RubiliteAurastone,dense,80.0,187.23
CM_RubiliteAurastone,dense,81.0,190.98
CM_RubiliteAurastone,dense,82.0,194.8
CM_RubiliteAurastone,dense,83.0,198.69
CM_RubiliteAurastone,dense,84.0,202.67
CM_RubiliteAurastone,dense,85.0,206.72
CM_RubiliteAurastone,dense,86.0,210.86
CM_RubiliteAurastone,dense,87.0,215.07
CM_RubiliteAurastone,dense,88.0,219.37
CM_RubiliteAurastone,dense,89.0,223.76
CM_RubiliteAurastone,dense,90.0,228.24
CM_RubiliteAurastone,dense,91.0,232.8
CM_RubiliteAurastone,dense,92.0,237.46
CM_RubiliteAurastone,dense,93.0,242.21
CM_RubiliteAurastone,dense,94.0,247.05
CM_RubiliteAurastone,dense,95.0,251.99
CM_RubiliteAurastone,dense,96.0,257.03
CM_RubiliteAurastone,dense,97.0,262.17
CM_RubiliteAurastone,dense,98.0,267.42
CM_RubiliteAurastone,dense,99.0,272.76
CM_RubiliteAurastone,dense,100.0,278.22
CM_RubiliteAurastone,dense,101.0,283.78
CM_RubiliteAurastone,dense,102.0,289.46
CM_RubiliteAurastone,dense,103.0,295.25
CM_RubiliteAurastone,dense,104.0,301.15
CM_RubiliteAurastone,dense,105.0,307.18
CM_RubiliteAurastone,dense,106.0,313.32
CM_RubiliteAurastone,dense,107.0,319.59
CM_RubiliteAurastone,dense,108.0,325.98
CM_RubiliteAurastone,dense,109.0,332.5
CM_RubiliteAurastone,dense,110.0,339.15
CM_RubiliteAurastone,dense,111.0,345.93
CM_RubiliteAurastone,dense,112.0,352.85
CM_RubiliteAurastone,dense,113.0,359.91
CM_RubiliteAurastone,dense,114.0,367.11
CM_RubiliteAurastone,dense,115.0,374.45
CM_RubiliteAurastone,dense,116.0,381.94
CM_RubiliteAurastone,dense,117.0,389.57
CM_RubiliteAurastone,dense,118.0,397.37
CM_RubiliteAurastone,dense,119.0,405.31
CM_RubiliteAurastone,dense,120.0,413.42
CM_RubiliteAurastone,dense,121.0,421.69
CM_RubiliteAurastone,dense,122.0,430.12
CM_RubiliteAurastone,dense,123.0,438.72
CM_RubiliteAurastone,dense,124.0,447.5
CM_RubiliteAurastone,dense,125.0,456.45
CM_RubiliteAurastone,dense,126.0,465.58
CM_RubiliteAurastone,dense,127.0,474.89
CM_RubiliteAurastone,dense,128.0,484.39
CM_RubiliteAurastone,dense,129.0,494.08
CM_RubiliteAurastone,dense,130.0,503.96
CM_RubiliteAurastone,dense,131.0,514.04
CM_RubiliteAurastone,dense,132.0,524.32
CM_RubiliteAurastone,dense,133.0,534.8
CM_RubiliteAurastone,dense,134.0,545.5
CM_RubiliteAurastone,dense,135.0,556.41
CM_RubiliteAurastone,dense,136.0,567.54
CM_RubiliteAurastone,dense,137.0,578.89
CM_RubiliteAurastone,dense,138.0,590.47
CM_RubiliteAurastone,dense,139.0,602.27
CM_RubiliteAurastone,dense,140.0,614.32
CM_RubiliteAurastone,dense,141.0,626.61
CM_RubiliteAurastone,dense,142.0,639.14
CM_RubiliteAurastone,dense,143.0,651.92
CM_RubiliteAurastone,dense,144.0,664.96
CM_RubiliteAurastone,dense,145.0,678.26
CM_RubiliteAurastone,dense,146.0,691.82
CM_RubiliteAurastone,dense,147.0,705.66
CM_RubiliteAurastone,dense,148.0,719.77
CM_RubiliteAurastone,dense,149.0,734.17
CM_RubiliteAurastone,dense,150.0,748.85
CM_RubiliteAurastone,dense,151.0,763.83
CM_RubiliteFocus,dense,1.0,1.0
CM_RubiliteFocus,dense,2.0,1.31
CM_RubiliteFocus,dense,3.0,1.85
CM_RubiliteFocus,dense,4.0,2.6
CM_RubiliteFocus,dense,5.0,3.67
CM_RubiliteFocus,dense,6.0,4.05
CM_RubiliteFocus,dense,7.0,4.66
CM_RubiliteFocus,dense,8.0,6.11
CM_RubiliteFocus,dense,9.0,8.0
CM_RubiliteFocus,dense,10.0,10.49
CM_RubiliteFocus,dense,11.0,11.23
CM_RubiliteFocus,dense,12.0,11.96
CM_RubiliteFocus,dense,13.0,14.47
CM_RubiliteFocus,dense,14.0,17.51
CM_RubiliteFocus,dense,15.0,21.18
CM_RubiliteFocus,dense,16.0,21.92
CM_RubiliteFocus,dense,17.0,22.98
CM_RubiliteFocus,dense,18.0,26.77
CM_RubiliteFocus,dense,19.0,31.19
CM_RubiliteFocus,dense,20.0,36.34
CM_RubiliteFocus,dense,21.0,37.37
CM_RubiliteFocus,dense,22.0,39.61
CM_RubiliteFocus,dense,23.0,41.99
CM_RubiliteFocus,dense,24.0,44.51
CM_RubiliteFocus,dense,25.0,47.18
CM_RubiliteFocus,dense,26.0,50.01
CM_RubiliteFocus,dense,27.0,53.01
CM_RubiliteFocus,dense,28.0,56.19
CM_RubiliteFocus,dense,29.0,59.56
CM_RubiliteFocus,dense,30.0,63.13
CM_RubiliteFocus,dense,31.0,66.92
CM_RubiliteFocus,dense,32.0,68.93
CM_RubiliteFocus,dense,33.0,71.0
CM_RubiliteFocus,dense,34.0,73.12
CM_RubiliteFocus,dense,35.0,75.32
CM_RubiliteFocus,dense,36.0,77.58
CM_RubiliteFocus,dense,37.0,79.91
CM_RubiliteFocus,dense,38.0,81.5
CM_RubiliteFocus,dense,39.0,83.13
CM_RubiliteFocus,dense,40.0,84.8
CM_RubiliteFocus,dense,41.0,86.49
CM_RubiliteFocus,dense,42.0,88.22
CM_RubiliteFocus,dense,43.0,89.99
CM_RubiliteFocus,dense,44.0,91.79
CM_RubiliteFocus,dense,45.0,93.62
CM_RubiliteFocus,dense,46.0,95.49
CM_RubiliteFocus,dense,47.0,97.4
CM_RubiliteFocus,dense,48.0,99.35
CM_RubiliteFocus,dense,49.0,101.34
CM_RubiliteFocus,dense,50.0,103.37
CM_RubiliteFocus,dense,51.0,105.43
CM_RubiliteFocus,dense,52.0,107.54
CM_RubiliteFocus,dense,53.0,109.69
CM_RubiliteFocus,dense,54.0,111.89
CM_RubiliteFocus,dense,55.0,114.12
CM_RubiliteFocus,dense,56.0,116.41
CM_RubiliteFocus,dense,57.0,118.74
CM_RubiliteFocus,dense,58.0,121.11
CM_RubiliteFocus,dense,59.0,123.53
CM_RubiliteFocus,dense,60.0,126.0
CM_RubiliteFocus,dense,61.0,128.52
CM_RubiliteFocus,dense,62.0,131.09
CM_RubiliteFocus,dense,63.0,133.72
CM_RubiliteFocus,dense,64.0,136.39
CM_RubiliteFocus,dense,65.0,139.12
CM_RubiliteFocus,dense,66.0,141.9
CM_RubiliteFocus,dense,67.0,144.74
CM_RubiliteFocus,dense,68.0,147.63
CM_RubiliteFocus,dense,69.0,150.59
CM_RubiliteFocus,dense,70.0,153.6
CM_RubiliteFocus,dense,71.0,156.67
CM_RubiliteFocus,dense,72.0,159.8
CM_RubiliteFocus,dense,73.0,163.0
CM_RubiliteFocus,dense,74.0,166.26
CM_RubiliteFocus,dense,75.0,169.58
CM_RubiliteFocus,dense,76.0,172.98
CM_RubiliteFocus,dense,77.0,176.43
CM_RubiliteFocus,dense,78.0,179.96
CM_RubiliteFocus,dense,79.0,183.56
CM_RubiliteFocus,dense,80.0,187.23
CM_RubiliteFocus,dense,81.0,190.98
CM_RubiliteFocus,dense,82.0,194.8
CM_RubiliteFocus,dense,83.0,198.69
CM_RubiliteFocus,dense,84.0,202.67
CM_RubiliteFocus,dense,85.0,206.72
CM_RubiliteFocus,dense,86.0,210.86
CM_RubiliteFocus,dense,87.0,215.07
CM_RubiliteFocus,dense,88.0,219.37
CM_RubiliteFocus,dense,89.0,223.76
CM_RubiliteFocus,dense,90.0,228.24
CM_RubiliteFocus,dense,91.0,232.8
CM_RubiliteFocus,dense,92.0,237.46
CM_RubiliteFocus,dense,93.0,242.21
CM_RubiliteFocus,dense,94.0,247.05
CM_RubiliteFocus,dense,95.0,251.99
CM_RubiliteFocus,dense,96.0,257.03
CM_RubiliteFocus,dense,97.0,262.17
CM_RubiliteFocus,dense,98.0,267.42
CM_RubiliteFocus,dense,99.0,272.76
CM_RubiliteFocus,dense,100.0,278.22
CM_RubiliteFocus,dense,101.0,283.78
CM_RubiliteFocus,dense,102.0,289.46
CM_RubiliteFocus,dense,103.0,295.25
CM_RubiliteFocus,dense,104.0,301.15
CM_RubiliteFocus,dense,105.0,307.18
CM_RubiliteFocus,dense,106.0,313.32
CM_RubiliteFocus,dense,107.0,319.59
CM_RubiliteFocus,dense,108.0,325.98
CM_RubiliteFocus,dense,109.0,332.5
CM_RubiliteFocus,dense,110.0,339.15
CM_RubiliteFocus,dense,111.0,345.93
CM_RubiliteFocus,dense,112.0,352.85
CM_RubiliteFocus,dense,113.0,359.91
CM_RubiliteFocus,dense,114.0,367.11
CM_RubiliteFocus,dense,115.0,374.45
CM_RubiliteFocus,dense,116.0,381.94
CM_RubiliteFocus,dense,117.0,389.57
CM_RubiliteFocus,dense,118.0,397.37
CM_RubiliteFocus,dense,119.0,405.31
CM_RubiliteFocus,dense,120.0,413.42
CM_RubiliteFocus,dense,121.0,421.69
CM_RubiliteFocus,dense,122.0,430.12
CM_RubiliteFocus,dense,123.0,438.72
CM_RubiliteFocus,dense,124.0,447.5
CM_RubiliteFocus,dense,125.0,456.45
CM_RubiliteFocus,dense,126.0,465.58
CM_RubiliteFocus,dense,127.0,474.89
CM_RubiliteFocus,dense,128.0,484.39
CM_RubiliteFocus,dense,129.0,494.08
CM_RubiliteFocus,dense,130.0,503.96
CM_RubiliteFocus,dense,131.0,514.04
CM_RubiliteFocus,dense,132.0,524.32
CM_RubiliteFocus,dense,133.0,534.8
CM_RubiliteFocus,dense,134.0,545.5
CM_RubiliteFocus,dense,135.0,556.41
CM_RubiliteFocus,dense,136.0,567.54
CM_RubiliteFocus,dense,137.0,578.89
CM_RubiliteFocus,dense,138.0,590.47
CM_RubiliteFocus,dense,139.0,602.27
CM_RubiliteFocus,dense,140.0,614.32
CM_RubiliteFocus,dense,141.0,626.61
CM_RubiliteFocus,dense,142.0,639.14
CM_RubiliteFocus,dense,143.0,651.92
CM_RubiliteFocus,dense,144.0,664.96
CM_RubiliteFocus,dense,145.0,678.26
CM_RubiliteFocus,dense,146.0,691.82
CM_RubiliteFocus,dense,147.0,705.66
CM_RubiliteFocus,dense,148.0,719.77
CM_RubiliteFocus,dense,149.0,734.17
CM_RubiliteFocus,dense,150.0,748.85
CM_RubiliteFocus,dense,151.0,763.83
CM_VolatileConstruct,dense,1.0,1.0
CM_VolatileConstruct,dense,2.0,1.31
CM_VolatileConstruct,dense,3.0,1.85
CM_VolatileConstruct,dense,4.0,2.6
CM_VolatileConstruct,dense,5.0,3.67
CM_VolatileConstruct,dense,6.0,4.05
CM_VolatileConstruct,dense,7.0,4.66
CM_VolatileConstruct,dense,8.0,6.11
CM_VolatileConstruct,dense,9.0,8.0
CM_VolatileConstruct,dense,10.0,10.49
CM_VolatileConstruct,dense,11.0,11.23
CM_VolatileConstruct,dense,12.0,11.96
CM_VolatileConstruct,dense,13.0,14.47
CM_VolatileConstruct,dense,14.0,17.51
CM_VolatileConstruct,dense,15.0,21.18
CM_VolatileConstruct,dense,16.0,21.92
CM_VolatileConstruct,dense,17.0,22.98
CM_VolatileConstruct,dense,18.0,26.77
CM_VolatileConstruct,dense,19.0,31.19
CM_VolatileConstruct,dense,20.0,36.34
CM_VolatileConstruct,dense,21.0,37.37
CM_VolatileConstruct,dense,22.0,39.61
CM_VolatileConstruct,dense,23.0,41.99
CM_VolatileConstruct,dense,24.0,44.51
CM_VolatileConstruct,dense,25.0,47.18
CM_VolatileConstruct,dense,26.0,50.01
CM_VolatileConstruct,dense,27.0,53.01
CM_VolatileConstruct,dense,28.0,56.19
CM_VolatileConstruct,dense,29.0,59.56
CM_VolatileConstruct,dense,30.0,63.13
CM_VolatileConstruct,dense,31.0,66.92
CM_VolatileConstruct,dense,32.0,68.93
CM_VolatileConstruct,dense,33.0,71.0
CM_VolatileConstruct,dense,34.0,73.12
CM_VolatileConstruct,dense,35.0,75.32
CM_VolatileConstruct,dense,36.0,77.58
CM_VolatileConstruct,dense,37.0,79.91
CM_VolatileConstruct,dense,38.0,81.5
CM_VolatileConstruct,dense,39.0,83.13
CM_VolatileConstruct,dense,40.0,84.8
CM_VolatileConstruct,dense,41.0,86.49
CM_VolatileConstruct,dense,42.0,88.22
CM_VolatileConstruct,dense,43.0,89.99
CM_VolatileConstruct,dense,44.0,91.79
CM_VolatileConstruct,dense,45.0,93.62
CM_VolatileConstruct,dense,46.0,95.49
CM_VolatileConstruct,dense,47.0,97.4
CM_VolatileConstruct,dense,48.0,99.35
CM_VolatileConstruct,dense,49.0,101.34
CM_VolatileConstruct,dense,50.0,103.37
CM_VolatileConstruct,dense,51.0,105.43
CM_VolatileConstruct,dense,52.0,107.54
CM_VolatileConstruct,dense,53.0,109.69
CM_VolatileConstruct,dense,54.0,111.89
CM_VolatileConstruct,dense,55.0,114.12
CM_VolatileConstruct,dense,56.0,116.41
CM_VolatileConstruct,dense,57.0,118.74
CM_VolatileConstruct,dense,58.0,121.11
CM_VolatileConstruct,dense,59.0,123.53
CM_VolatileConstruct,dense,60.0,126.0
CM_VolatileConstruct,dense,61.0,128.52
CM_VolatileConstruct,dense,62.0,131.09
CM_VolatileConstruct,dense,63.0,133.72
CM_VolatileConstruct,dense,64.0,136.39
CM_VolatileConstruct,dense,65.0,139.12
CM_VolatileConstruct,dense,66.0,141.9
CM_VolatileConstruct,dense,67.0,144.74
CM_VolatileConstruct,dense,68.0,147.63
CM_VolatileConstruct,dense,69.0,150.59
CM_VolatileConstruct,dense,70.0,153.6
CM_VolatileConstruct,dense,71.0,156.67
CM_VolatileConstruct,dense,72.0,159.8
CM_VolatileConstruct,dense,73.0,163.0
CM_VolatileConstruct,dense,74.0,166.26
