id,applied_status_ordinal,tag,meaning
GE_Gunde_Talent_TargetedAoeProjectile_Empowered_Proc,0,CustomGrantedTags.Gunde.Talent.TargetedAoeProjectile.Empowered,
GE_IC_Assassin_WickedStrike_HideBuff,0,Status.Untargetable,
GE_IC_Assassin_WickedStrike_HideBuff,1,Status.Stasis,
GE_IC_Assassin_WickedStrike_HideBuff,2,CharacterStatus.Ghosted,
GE_IC_Assassin_WickedStrike_HideBuff,3,CharacterStatus.ForceHideOverheadWidget,
GE_IC_Assassin_WickedStrike_HideBuff,4,CharacterStatus.Invisible,
GE_IC_Assassin_WickedStrike_HideBuff,5,CharacterStatus.Unselectable,
GE_IC_Assassin_WickedStrike_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_IC_Assassin_WickedStrike_Stun,1,CharacterStatus.IgnoreActionInput,cannot act
GE_IC_Assassin_WickedStrike_Stun,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_IC_Assassin_WickedStrike_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_IC_BossMagistrate_BigStun_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_IC_BossMagistrate_BigStun_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_IC_BossMagistrate_BigStun_Stun,2,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_IC_BossMagistrate_KnockbackCone_Root,0,CharacterStatus.Immobilized,
GE_IC_GlacialSprite_PassiveAOEPools_Debuff,0,Event.Debuff.CorruptedBlood,
GE_IC_GreaterIceElemental_BurrowBuff,0,CharacterStatus.Unsensible,
GE_IC_GreaterIceElemental_BurrowBuff,1,CharacterStatus.Uninterruptible,
GE_IC_GreaterIceElemental_BurrowBuff,2,CharacterStatus.Unhittable,
GE_IC_GreaterIceElemental_BurrowBuff,3,CharacterStatus.Untargetable,
GE_IC_GreaterIceElemental_BurrowBuff,4,CharacterStatus.IgnoreOutOfWorldBounds,
GE_IC_GreaterIceElemental_Upheaval_VanishEffect,0,CharacterStatus.ForceHideOverheadWidget,
GE_IC_GreaterIceElemental_Upheaval_VanishEffect,1,CharacterStatus.Unselectable,
GE_IC_GreaterIceElemental_Upheaval_VanishEffect,2,CharacterStatus.Untargetable,
GE_IC_Healer_ChannelMultiTargetHeal_HasteBuff,0,Ability.Skill.IC.Healer.HasteHealBuff,
GE_IC_Healer_ChanneledMultiTargetHeal_HealBuff,0,Ability.Skill.IC.Healer.HasteHealBuff,
GE_IC_Healer_TwoTargetDot_Damage,0,Ability.Skill.IC.Healer.TwoTargetDot,
GE_Ink_AoeAttack_Activated,0,CustomGrantedTags.Ink.AoeAttack.Active,
GE_Ink_AoeFear_Fear,0,CustomGrantedTags.Ink.AoeFear.Active,
GE_Ink_AutoAttackBuff_Buff,0,CustomGrantedTags.Ink.AutoAttackBuff,
GE_Ink_ChargedBuff_Buff,0,CustomGrantedTags.Ink.ChargedBuff,
GE_Ink_CostReductionBuff_SelfBuff,0,CustomGrantedTags.Ink.CostReductionBuff.SelfBuff,
GE_Ink_EnhancedChargedBuff_PulsatingSingleDamage_SelfBuff,0,CustomGrantedTags.Ink.ChargedBuff,
GE_Ink_EnhancedChargedBuff_PulsatingSingleDamage_SelfBuff,1,CustomGrantedTags.Ink.EnhancedChargedBuff,
GE_Ink_MeleeInterrupt_Lockout,0,Status.Silenced,
GE_Ink_MeleeInterrupt_Lockout,1,CharacterStatus.Silenced,cannot cast
GE_Ink_SecondChanceSingleTargetDamage_Proc,0,CustomGrantedTags.Ink.SecondChanceSingleTargetAttack,
GE_Ink_SwingTimerHitWindow,0,CustomGrantedTags.Ink.SwingTimer.HitTimerActive,
GE_Ink_Talent_AutoAttackBuff_AlwaysHitWindowBuff_Buff,0,Talents.Ink.AutoAttackBuff.AlwaysHitWindowBuff,
GE_Ink_Talent_ChanceIncreasedSpenderDamage_AoeAttack_Proc,0,CustomGrantedTags.Ink.Talent.ChanceIncreasedSpenderDamage.AoeAttackProc,
GE_Ink_Talent_ChanceIncreasedSpenderDamage_HeavySingleTargetAttack_Proc,0,CustomGrantedTags.Ink.Talent.ChanceIncreasedSpenderDamage.HeavySingleTargetAttackProc,
GE_Ink_Talent_IncreasedAttackSpeed,0,CustomGrantedTags.Ink.Talent.PassiveAttackSpeedBonus,
GE_Ink_Talent_LowHealthSingleTargetResourceDamage_ChanceActiveOnCommit_Proc,0,CustomGrantedTags.Ink.Talent.LowHealthSingleTargetResourceDamage.ChanceActiveOnCommit.Proc,
GE_JS_TutorialTroll_PassiveAOEPools_Dot,0,Event.Debuff.CorruptedBlood,
GE_Lisa_InstantSelfBuff_SelfBuff,0,CustomGrantedTags.Lisa.InstantSelfBuff.SelfBuff,
GE_Lisa_InstantSingleTargetDamageAndDot_Dot,0,CustomGrantedTags.Lisa.InstantSingleTargetDamageAndDot.Dot,
GE_Lisa_PauseResourcesAndPartyHealth_SelfBuff,0,CustomGrantedTags.Lisa.PauseResourcesAndPartyHealth.SelfBuff,
GE_Lisa_SpiritRefund_GuaranteedSpiritProcBuff__Proc,0,CustomGrantedTags.Lisa.SpiritRefund.NextSpenderFreeProc,
GE_Lisa_Stagger_Attributes,0,CustomGrantedTags.Lisa.Stagger,
GE_Lisa_Talent_CastedProjectileDamageIncreaseDebuff_AbilityDamageIncrease_Proc,0,CustomGrantedTags.Lisa.Talent.CastedProjectileDamageIncreaseDebuff.AbilityDamageIncrease.Proc,
GE_Lisa_Talent_CastedProjectileDamageIncreaseDebuff_DamageAbilityBuff_Buff,0,CustomGrantedTags.Lisa.Talent.CastedProjectileDamageIncreaseDebuff.DamageAbilityBuff.Buff,
GE_Lisa_Talent_CastedProjectileDamageIncreaseDebuff_DamageAbilityBuff_Stun,0,CharacterStatus.IgnoreActionInput,cannot act
GE_Lisa_Talent_CastedProjectileDamageIncreaseDebuff_DamageAbilityBuff_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_Lisa_Talent_CastedProjectileDamageIncreaseDebuff_DamageAbilityBuff_Stun,2,CharacterStatus.Immobilized,
GE_Lisa_Talent_CastedProjectileDamageIncreaseDebuff_DamageAbilityBuff_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_Lisa_Talent_CastedProjectileDamageIncreaseDebuff_DamageAbilityBuff_Stun,4,CharacterStatus.BlockAllSkills,cannot use abilities
GE_Lisa_Talent_CastedSingleTargetProjectile_CastedHealFromPreviousDamageProc_Proc,0,CustomGrantedTags.Lisa.Talent.CastedSingleTargetProjectile.CastedHealFromPreviousDamageProc.Proc,
GE_Lisa_Talent_ChanneledHealOrDamageProjectiles_Proc,0,CustomGrantedTags.Lisa.Talent.ChanneledHealOrDamageProjectiles.Empowered.Proc,
GE_Lisa_Talent_ResourceThresholdBuffs_DamageIncrease,0,CustomGrantedTags.Lisa.Talent.ResourceThresholdBuffs.DamageIncrease,
GE_Lisa_Talent_ResourceThresholdBuffs_DamageReduction,0,CustomGrantedTags.Lisa.Talent.ResourceThresholdBuffs.DamageReduction,
GE_Lisa_Talent_ResourceThresholdBuffs_ResourceIncrease,0,CustomGrantedTags.Lisa.Talent.ResourceThresholdBuffs.ResourceIncrease,
GE_Lisa_Talent_ResourceToFreeSpender_Proc,0,CustomGrantedTags.Lisa.Talent.ResourcesToFreeSpender.Proc,
GE_Lisa_Talent_StaggerOverhealToStackingHeal_Cooldown,0,CustomGrantedTags.Lisa.Talent.StaggerOverhealToStackingHeal.Cooldown,
GE_Lisa_TargetedAoeSilence_Buff,0,CharacterStatus.Silenced,cannot cast
GE_Lisa_TargetedAoeSilence_Lockout,0,Status.Silenced,
GE_Lisa_TargetedAoeSilence_Lockout,1,CharacterStatus.Silenced,cannot cast
GE_MC_BloodFountain_FountainNearby,0,CustomAssetTags.MC.BloodFountain.FountainNearby,
GE_MC_BloodFountain_SuckCooldown,0,CustomAssetTags.MC.BloodFountain.Cooldown,
GE_MC_BloodGrunt_SaveSelf,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_MC_BloodGrunt_SaveSelf,1,CharacterStatus.Immobilized,
GE_MC_BloodGrunt_SaveSelf,2,CharacterStatus.Unhittable,
GE_MC_BloodGrunt_SaveSelf,3,CharacterStatus.Uninterruptible,
GE_MC_BloodGrunt_SaveSelf,4,CharacterStatus.Unselectable,
GE_MC_BloodGrunt_SaveSelf,5,CharacterStatus.Untargetable,
GE_MC_BloodGuard_ChargeHalfHealth_BleedDot,0,CustomGrantedTags.MC.BloodGuard.ChargeHalfHealth.HasDebuff,
GE_MC_BloodHound_CastedAoeDamageAndSilence_Lockout,0,Status.Silenced,
GE_MC_BloodHound_CastedAoeDamageAndSilence_Lockout,1,CharacterStatus.Silenced,cannot cast
GE_MC_BloodHound_CastedAoeDamageAndSilence_Silence,0,CharacterStatus.Silenced,cannot cast
GE_MC_BossDoor_SpecialFallDamage,0,CharacterStatus.IgnoreFallDamage,
GE_MC_BossGuardian_Runes_SelfBuff,0,CharacterStatus.IgnoreDamageReductionForDamageBasedHealing,
GE_MC_BossGuardian_TankSlam_Vanish,0,CharacterStatus.ForceHideOverheadWidget,
GE_MC_WanderingGhostGuard_Slam_Immobilize,0,CharacterStatus.Immobilized,
GE_MC_WanderingGhostGuard_Slam_Immobilize,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_MF_BossNecrolord_SpreadingDot_Damage,0,CustomAssetTags.MF.BossNecrolord.SpreadingDot.Dot,
GE_MF_BossNecrolord_SpreadingDot_Marker,0,CustomAssetTags.MF.BossNecrolord.SpreadingDot.Dot,
GE_MF_BossUnicorn_Charge_Stun,0,CharacterStatus.IgnoreActionInput,cannot act
GE_MF_BossUnicorn_Charge_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_MF_BossUnicorn_Charge_Stun,2,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_MF_BossUnicorn_Charge_Stun,3,CharacterStatus.BlockAllSkills,cannot use abilities
GE_MF_BossUnicorn_DontAggroStuff,0,CharacterStatus.Blind,
GE_MF_BossUnicorn_DontAggroStuff,1,CharacterStatus.Deaf,
GE_MF_BossUnicorn_UntargetableImmune,0,CharacterStatus.Unhittable,
GE_MF_BossUnicorn_UntargetableImmune,1,CharacterStatus.Untargetable,
GE_MF_BossUnicorn_UntargetableImmune,2,CharacterStatus.Unsensible,
GE_MF_Skittershard_Debuff_Stun,0,CharacterStatus.IgnoreActionInput,cannot act
GE_MF_Skittershard_Debuff_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_MF_Skittershard_Debuff_Stun,2,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_MF_Skittershard_Debuff_Stun,3,CharacterStatus.BlockAllSkills,cannot use abilities
GE_MF_Skittershard_OnDeath_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_MF_Skittershard_OnDeath_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_MF_Skittershard_OnDeath_Stun,2,CharacterStatus.IgnoreActionInput,cannot act
GE_MF_Skittershard_OnDeath_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_Mara_BleedAttackSpender_Bleed,0,CustomGrantedTags.Mara.BleedAttackSpender.Bleed,
GE_Mara_ChargedDoubleAttackBuilder_Poison,0,CustomGrantedTags.Mara.ChargedDoubleAttackBuilder.Poison.ActiveTarget,
GE_Mara_ChargedDoubleAttackBuilder_Poison_Buff,0,CustomGrantedTags.Mara.ChargedDoubleAttackBuilder.Poison.Buff,
GE_Mara_CopyCharacterDamage_SelfBuff,0,CustomGrantedTags.Mara.CopyCharacterDamage,
GE_Mara_MeleeInterrupt_Lockout,0,Status.Silenced,
GE_Mara_MeleeInterrupt_Lockout,1,CharacterStatus.Silenced,cannot cast
GE_Mara_Stealth,0,CustomGrantedTags.Mara.Stealth,
GE_Mara_Stealth_Poison_Buff,0,CustomGrantedTags.Mara.Stealth.Poison.Buff,
GE_Mara_StunSpender_Stun,0,CharacterStatus.IgnoreActionInput,cannot act
GE_Mara_StunSpender_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_Mara_StunSpender_Stun,2,CharacterStatus.Immobilized,
GE_Mara_StunSpender_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_Mara_StunSpender_Stun,4,CharacterStatus.BlockAllSkills,cannot use abilities
GE_Mara_Talent_ChargedDoubleAttackBuilder_ResourceIncreaseOT_Proc,0,CustomGrantedTags.Mara.Talent.ChargedDoubleAttackBuilder.ResourceIncreaseOT,
GE_Mara_Talent_DamageSpenders_BuffOtherSpender_AoeAttackSpenderProc,0,CustomGrantedTags.Mara.Talent.DamageSpenders.BuffOtherSpender.AoeAttackSpenderProc,
GE_Mara_Talent_DamageSpenders_BuffOtherSpender_HeavyAttackSpenderProc,0,CustomGrantedTags.Mara.Talent.DamageSpenders.BuffOtherSpender.HeavyAttackSpenderProc,
GE_Mara_Talent_ResourceAttackSpenderCritChance_Proc,0,CustomGrantedTags.Mara.Talent.ResourceAttackSpenderCritChance.Proc,
GE_Mara_Talent_Stealth_SpenderIncreasedDamage_Proc,0,CustomGrantedTags.Mara.Talent.Stealth.SpenderIncreasedDamage.Proc,
GE_Meiko_AoePull_Activator,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_Meiko_AoePull_Activator,1,CharacterStatus.IgnoreActionInput,cannot act
GE_Meiko_AoePull_Activator,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_Meiko_AoePull_Activator,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_Meiko_AoePull_Activator,4,CharacterStatus.IgnorePush,
GE_Meiko_AoePull_Activator,5,CharacterStatus.IgnoreFallDamage,
GE_Meiko_DamageSoakBuff_Buff,0,CustomGrantedTags.Meiko.DamageSoakBuff,
GE_Meiko_DamageSoakBuff_StoneInvinsibilityBuff,0,CustomGrantedTags.Meiko.DamageSoakBuff.StoneInvinsibilityBuff,
GE_Meiko_Expertise_DamageBuff,0,CustomGrantedTags.Meiko.Expertise.FinisherBuff,
GE_Meiko_FrontalAoeDebuff_Stun,0,CharacterStatus.IgnoreActionInput,cannot act
GE_Meiko_FrontalAoeDebuff_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_Meiko_FrontalAoeDebuff_Stun,2,CharacterStatus.BlockAllSkills,cannot use abilities
GE_Meiko_FrontalAoeDebuff_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_Meiko_MeleeDamageImmediateSelfBuff_SelfBuff,0,CustomGrantedTags.Meiko.MeleeDamageImmediateSelfBuff,
GE_Meiko_MeleeDamageLowHealthSelfBuff_SelfBuff,0,CustomGrantedTags.Meiko.MeleeDamageLowHealthSelfBuff,
GE_Meiko_MeleeDamageSelfBuff_SelfBuff,0,CustomGrantedTags.Meiko.MeleeDamageSelfBuff,
GE_Meiko_MeleeInterrupt_Lockout,0,Status.Silenced,
GE_Meiko_MeleeInterrupt_Lockout,1,CharacterStatus.Silenced,cannot cast
GE_Meiko_Talent_ConsumedBuffsToDefensiveBuff_Buff,0,CustomGrantedTags.Meiko.Talent.ConsumedBuffsToDefensiveBuff,
GE_Meiko_Talent_DurationalAoeDamageBuff_IncreasedDamage,0,Talents.Meiko.DurationalAoeDamageBuff.IncreasedDamage,
GE_Meiko_Talent_Earth_IncreasedDamage,0,Talents.Meiko.Earth.IncreasedDamage,
GE_Meiko_Talent_Finishers_IncreasedDamage,0,Talents.Meiko.Finishers.IncreasedDamage,
GE_Meiko_Talent_HighDamageCleave_IncreasedCriticalChance,0,Talents.Meiko.HighDamageCleave.IncreasedCriticalChance,
GE_Meiko_Talent_TauntTotem_DamageReductionWhileCooldown_Buff,0,Talents.Meiko.TauntTotem.DamageReductionWhileCooldown,
GE_Meiko_Talent_TauntTotem_IncreasedHealthAndDuration,0,Talents.Meiko.TauntTotem.IncreasedHealthAndDuration,
GE_Meiko_TauntTotem_SelfBuff,0,CharacterContext.HasActiveThreatProxy,
GE_Mosse_BlueButterfly_SelfBuff,0,CustomGrantedTags.Mosse.BlueButterfly.SelfBuff,
GE_Mosse_BlueButterfly_TargetBuff,0,CustomGrantedTags.Mosse.BlueButterfly.TargetBuff,
GE_Mosse_ExplosiveMinion_Stacker,0,CustomGrantedTags.Mosse.ExplosiveMinion,
GE_Mosse_SharedHealthBuff_Buff,0,CustomGrantedTags.Mosse.SharedHealthBuff.Buff,
GE_Mosse_Talent_ButterflyHeal_CastedSingleTargetProjectile_Proc_Buff,0,CustomGrantedTags.Mosse.Talent.ButterflyHeal.CastedSingleTargetProjectile.Proc,
GE_Mosse_Talent_ButterflyLowHealth_Buff_Cooldown,0,CustomGrantedTags.Mosse.Talent.ButterflyHeal.ButterflyHealLowHealth.Cooldown,
GE_Mosse_Talent_ButterflyLowHealth_Buff_Effect,0,CustomGrantedTags.Mosse.Talent.ButterflyHeal.ButterflyHealLowHealth.Buff,
GE_Mosse_Talent_ExplosiveMinion_IncreasedDamage,0,Talents.Mosse.ExplosiveMinion.IncreasedDamage,
GE_Mosse_Talent_IncreasedHealOnLowHealthTarget,0,CustomGrantedTags.Mosse.Talent.IncreasedHealOnLowHealthTarget,
GE_Mosse_Talent_PinkButterfly_Double_IncreasedHotDuration,0,CustomGrantedTags.Mosse.Talent.PinkButterfly.Double.IncreasedHotDuration,
GE_Mosse_Talent_PinkButterfly_Double_ManaCostReduceBuffOnOtherAbilityCommit_Buff,0,CustomGrantedTags.Mosse.Talent.PinkButterfly.Double.ManaCostReduceProc,
GE_Mosse_Talent_PinkButterfly_Double_MaxHealthIncreaseWhileActive,0,CustomGrantedTags.Mosse.Talent.PinkButterfly.Double.Active,
GE_Mosse_Talent_PinkButterfly_Simple_IncreasedTickSpeed,0,Talents.Mosse.PinkButterfly.Simple.IncreasedTickSpeed,
GE_Mosse_Talent_PinkButterfly_Simple_IncreasedTickSpeed_Duration,0,CustomGrantedTags.Vigor.Talent.PinkButterfly.Simple.IncreasedTickSpeed.Buff,
GE_Mount_Mounted,0,CharacterContext.Mounted,
GE_NP_BossHellcaller_CastedRangedProjectile_PreferSomeoneElse,0,CustomAssetTags.NP.BossHellcaller.CastedRangedProjectile.PreferSomeoneElse,
GE_NP_BossHellcaller_Hide,0,CharacterStatus.Unselectable,
GE_NP_BossHellcaller_Hide,1,CharacterStatus.Untargetable,
GE_NP_BossHellcaller_Hide,2,CharacterStatus.ForceHideOverheadWidget,
GE_NP_BossHellcaller_Hide,3,CharacterStatus.Invisible,
GE_NP_BossHellcaller_Hide,4,CharacterStatus.Unhittable,
GE_NP_BossHellcaller_Retreat_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_NP_BossHellcaller_Retreat_Stun,1,CharacterStatus.IgnoreActionInput,cannot act
GE_NP_BossHellcaller_Retreat_Stun,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_NP_BossHellcaller_Retreat_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_NP_BossHellcaller_Retreat_Stun,4,CustomAssetTags.NP.BossHellcaller.Retreat.Stun,
GE_NP_HalfMancatcher_Grip_Immobilize,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_NP_HalfMancatcher_Grip_Immobilize,1,CharacterStatus.IgnoreActionInput,cannot act
GE_NP_HalfMancatcher_Grip_Immobilize,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_NP_HalfMancatcher_Grip_Immobilize,3,CharacterStatus.IgnoreFallDamage,
GE_NP_HalfMancatcher_Grip_Immobilize,4,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_NP_HalfMancatcher_Grip_Immobilize,5,CharacterStatus.Immobilized,
GE_PR_AttachedChains_Attach_Immobilize,0,CharacterStatus.IgnoreMoveInput,cannot move
GE_PR_AttachedChains_Attach_Immobilize,1,CharacterStatus.Immobilized,
GE_PR_AttachedChains_Attach_Immobilize,2,CustomGrantedTags.PR.AttachedChains.Attached,
GE_PR_BlunderbussPirate_RangedDamageDebuff_FullStackDebuff,0,CustomAssetTags.PR_BlunderbussPirate.FullStackDebuff,
GE_PR_BossAnchor_HighTide_BossBuff,0,CharacterStatus.IgnorePush,
GE_PR_BossAnchor_HighTide_BossBuff,1,CharacterStatus.Intermission,
GE_PR_BossAnchor_HighTide_NpcsIgnorePush,0,CharacterStatus.IgnorePush,
GE_PR_BossAnchor_HighTide_PostAbilityAutoAttackPadding,0,CustomGrantedTags.PR.BossAnchor.AutoAttackPadding,
GE_PR_BossAnchor_Reinforcements_MinionBuff,0,CustomGrantedTags.PR.BossAnchor.SpawnedMinion,
GE_PR_BossPirateCaptain_BecomeGhost_Transition,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_PR_BossPirateCaptain_BecomeGhost_Transition,1,CharacterStatus.IgnoreActionInput,cannot act
GE_PR_BossPirateCaptain_BecomeGhost_Transition,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_PR_BossPirateCaptain_BecomeGhost_Transition,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_PR_BossPirateCaptain_BecomeGhost_Transition,4,CharacterStatus.Unhittable,
GE_PR_BossPirateCaptain_BecomeGhost_Transition,5,CharacterStatus.Untargetable,
GE_PR_BossPirateCaptain_CannonAoe_Stun,0,CharacterStatus.IgnoreActionInput,cannot act
GE_PR_BossPirateCaptain_CannonAoe_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_PR_BossPirateCaptain_CannonAoe_Stun,2,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_PR_BossPirateCaptain_CannonAoe_Stun,3,CharacterStatus.BlockAllSkills,cannot use abilities
GE_PR_BossPirateCaptain_DonutAoe_Fade,0,CharacterStatus.Unselectable,
GE_PR_BossPirateCaptain_EmtpyArenaChannel_Intermission,0,CharacterStatus.Intermission,
GE_PR_BossPirateCaptain_ObstacleCourse_DontSendBack,0,CustomAssetTags.PR_BossPirateCaptain.ObstacleCourse.DontSendBack,
GE_PR_BossPirateCaptain_ObstacleCourse_PlayerGhost,0,CharacterStatus.Silenced,cannot cast
GE_PR_BossPirateCaptain_ObstacleCourse_PlayerGhost,1,CharacterStatus.BlockAllSkills,cannot use abilities
GE_PR_BossPirateCaptain_ObstacleCourse_PlayerGhost,2,CustomAssetTags.PR.BossPirateCaptain.ObstacleCourse.Ghost,
GE_PR_BossPirateCaptain_ObstacleCourse_PlayerGhost,3,CharacterStatus.Intermission,
GE_PR_BossPirateCaptain_Spin_ShootDebuff,0,CustomAssetTags.PR_BlunderbussPirate.FullStackDebuff,
GE_PR_BossTreasureDemon_BallMoverDebuff,0,CustomGrantedTags.PR.BossTreasureDemon.BallMover,
GE_PR_BossTreasureDemon_Ball_CrashIntoBoss_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_PR_BossTreasureDemon_Ball_CrashIntoBoss_Stun,1,CharacterStatus.IgnoreActionInput,cannot act
GE_PR_BossTreasureDemon_Ball_CrashIntoBoss_Stun,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_PR_BossTreasureDemon_Ball_CrashIntoBoss_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_PR_BossTreasureDemon_Ball_CrashIntoBoss_UntargetableEffect,0,CharacterStatus.Untargetable,
GE_PR_BossTreasureDemon_Ball_CrashIntoBoss_UntargetableEffect,1,CharacterStatus.Unhittable,
GE_PR_BossTreasureDemon_Ball_CrashIntoBoss_UntargetableEffect,2,CharacterStatus.ForceHideOverheadWidget,
GE_PR_BossTreasureDemon_Ball_ForceClientUpdateOnSpawn,0,Significance.Client.Force.Highest,
GE_PR_BossTreasureDemon_Tornado_DamageCooldown,0,CustomAssetTags.PR.BossTreasureDemon.Tornado.DamageCooldown,
GE_PR_FoB_CastedStun_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_PR_FoB_CastedStun_Stun,1,CharacterStatus.IgnoreMoveInput,cannot move
GE_PR_FoB_CastedStun_Stun,2,CharacterStatus.IgnoreActionInput,cannot act
GE_PR_FoB_CastedStun_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_PR_PossessedArmor_RampingDamageDebuff_Debuff,0,CustomGrantedTags.PR.PossessedArmor.RampingDebuff.Active,
GE_PR_Shark_Attached,0,CustomAssetTags.PR.Shark.Attached,
GE_PR_Shark_Attached_Linger,0,CustomAssetTags.PR.Shark.AttachedLinger,
GE_PR_ShipRat_SaveSelf,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_PR_ShipRat_SaveSelf,1,CharacterStatus.Immobilized,
GE_PR_ShipRat_SaveSelf,2,CharacterStatus.Unhittable,
GE_PR_ShipRat_SaveSelf,3,CharacterStatus.Uninterruptible,
GE_PR_ShipRat_SaveSelf,4,CharacterStatus.Unselectable,
GE_PR_ShipRat_SaveSelf,5,CharacterStatus.Untargetable,
GE_PR_SpectralSwab_Explode_Stun,0,CharacterStatus.BlockAllSkills,cannot use abilities
GE_PR_SpectralSwab_Explode_Stun,1,CharacterStatus.IgnoreActionInput,cannot act
GE_PR_SpectralSwab_Explode_Stun,2,CharacterStatus.IgnoreMoveInput,cannot move
GE_PR_SpectralSwab_Explode_Stun,3,CharacterStatus.IgnoreRotationInput,cannot rotate
GE_PR_SpectralSwab_Invulnerable,0,CharacterStatus.Unhittable,
GE_PR_SpectralSwab_Invulnerable,1,CharacterStatus.Unselectable,
GE_PR_SpectralSwab_Invulnerable,2,CharacterStatus.Untargetable,
GE_PartyHealAndSelfBuff_SelfBuff,0,AbilityProcced.Vigor.SingleHealAndInstantAoeHealBonusProc,
GE_PartyHealAndSelfBuff_SelfBuff,1,AbilityProcced.Vigor.InstantFrontalConeDamageHealBonusProc,
GE_PartyHealAndSelfBuff_SelfBuff,2,EffectStatus.Vigor.PartyHealAndSelfBuff,
GE_RelicPower_InstantSingleInterrupt_Lockout,0,Status.Silenced,
GE_RelicPower_InstantSingleInterrupt_Lockout,1,CharacterStatus.Silenced,cannot cast
GE_RelicPower_PartyInvisibility,0,CharacterStatus.Unsensible,
GE_RelicPower_Portal_RecentlyUsedPortal,0,CustomGrantedTags.RelicPower.Portal.RecentlyUsedPortal,
GE_Rime_AutoProjectileOnResourceGainBuff_Buff,0,CustomGrantedTags.Rime.AutoProjectileOnResourceGainBuff,
GE_Rime_CastedDebuffAoeDamage_Talent_BuffWhileActive,0,CustomGrantedTags.Rime.Talent.CastedDebuffAoeDamage.BuffWhileActive,
GE_Rime_CastedProjectileDamageOrbSpender_Talent_InstantAndBonusDamage_RealProc,0,CustomGrantedTags.Rime.Talent.CastedProjectileDamageOrbSpender.InstantAndBonusDamage.Proc,
GE_Rime_DamageAsAoeHealingBuff_SpiritBuff,0,CustomGrantedTags.Rime.DamageAsAoeHealingBuff.SpiritBuff,
GE_Rime_FullResourcesSelfBuff_Buff,0,CustomGrantedTags.Rime.FullResourcesSelfBuff.BuffActive,
GE_Rime_InstantSingleInterrupt_Lockout,0,Status.Silenced,
GE_Rime_InstantSingleInterrupt_Lockout,1,CharacterStatus.Silenced,cannot cast
GE_Rime_SelfDefenceBuff_SelfBuff,0,CustomGrantedTags.Rime.SelfDefenceBuff,
GE_Rime_Talent_CastedDebuffAoeDamage_StackingDamageBonus_Buff,0,CustomGrantedTags.Rime.Talent.CastedDebuffAoeDamage.StackingDamageBonus,
GE_Rime_Talent_ChanceOnOrbGain_NextSpenderCritIncrease_Buff,0,CustomGrantedTags.Rime.Talent.ChanceOnOrbGain.NextSpenderCritIncrease,
GE_Rime_Talent_ChanneledBeamSingleDamage_BoostByCritProc_Proc,0,CustomGrantedTags.Rime.Talent.ChanneledBeamSingleDamage.BoostByCritProc.Proc,
GE_Rime_Talent_ChanneledBeamSingleDamage_BoostByCritProc_ProcActive,0,CustomGrantedTags.Rime.Talent.ChanneledBeamSingleDamage.BoostByCritProc.ProcActive,
