id,constants_ordinal,name,curve_ref,value_known,value_curve_ref,value_default,value_unresolved_reason
GA_Ink_AoeAttack_C,0,AoeAttack ReducedDurationIncreasedDamageCost CostMultiplier,Ink.AoeAttack.Talent.ReducedDurationIncreasedDamageCost.CostMultiplier,2.0,,,
GA_Ink_AoeAttack_C,1,AoeAttack ReducedDurationIncreasedDamageCost CostMultiplier Duration Multiplier,Ink.AoeAttack.Talent.ReducedDurationIncreasedDamageCost.DurationMultiplier,0.5,,,
GA_Ink_AoeAttack_C,2,AoeAttack ReducedDurationIncreasedDamageCost DamageExponential,Ink.AoeAttack.Talent.ReducedDurationIncreasedDamageCost.DamageExponential,1.35,,,
GA_Ink_AoeAttack_C,3,AoeAttack ReducedDurationIncreasedDamageCost MaxNumberOfTicks,Ink.AoeAttack.Talent.ReducedDurationIncreasedDamageCost.MaxNumberOfTicks,3.15,,,
GA_Ink_AoeAttack_C,4,ChannelingTickInterval,Ink.AoeAttack.TickInterval,0.5,,,
GA_Ink_AoeAttack_C,5,CostReductionBuff CostReduction,Ink.CostReductionBuff.CostReduction,0.48,,,
GA_Ink_AoeAttack_C,6,Lightning Visual Delay,Ink.AoeAttack.Lightning.VisualDelay,0.08,,,
GA_Ink_AoeAttack_C,7,LightningTargetCountThresholdRef,Ink.AoeAttack.Lightning.TargetThresholdForDamageScale,15.0,,,
GA_Ink_AoeAttack_C,8,Max Attacks,Ink.AoeAttack.MaxAttacks,4.0,,,
GA_Ink_AoeAttack_C,9,Max Rage Cost Percentage,Ink.AoeAttack.MaxRageToSpend,0.25,,,
GA_Ink_AoeAttack_C,10,Radius,Ink.AoeAttack.Radius,700.0,,,
GA_Ink_AoeAttack_C,11,Resource Cost Per Tick,Ink.AoeAttack.CostPerTick,0.04,,,
GA_Ink_AoeAttack_C,12,SchismDamageBonus Scaler,Ink.Talent.ChanceIncreasedSpenderDamage.AoeAttack.DamageMultiplier,2.5,,,
GA_Ink_AoeAttack_C,13,Talent CostReductionBuff DamageScaler,Ink.CostReductionBuff.DamageIncrease,1.1,,,
GA_Ink_AoeAttack_C,14,TargetCountThresholdRef,Ink.AoeAttack.TargetThresholdForDamageScale,12.0,,,
GA_Ink_AoeAttack_C,15,Visual Delay,Ink.AoeAttack.VisualHitDelay,0.0,,,
GA_Ink_AoeAttack_C,16,Visual Delay End,Ink.AoeAttack.VisualEndDelay,0.3,,,
GA_Ink_AoeFear_C,0,CooldownDuration,Ink.AoeFear.Cooldown,90.0,,,
GA_Ink_AoeFear_C,1,Cylinder Radius,Ink.AoeFear.Radius,1200.0,,,
GA_Ink_AoeFear_C,2,Effect Damage Threshold Scaler,Ink.AoeFear.EffectDamageThresholdScaler,30.0,,,
GA_Ink_AoeFear_C,3,Max Range Ref,Ink.MaxRange,550.0,,,
GA_Ink_AoeFear_C,4,Visual Delay,Ink.AoeFear.VisualDelay,0.3,,,
GA_Ink_AutoAttackBuff_Attack_C,0,Aoe Hit Delay,Ink.AutoAttackBuff.Lightning.VisualDelay,0.25,,,
GA_Ink_AutoAttackBuff_Attack_C,1,Max Radius,Ink.AutoAttackBuff.Aoe.PieMaxRadius,,Ink.AutoAttackBuff.Aoe.PieMaxRadius,1.0,
GA_Ink_AutoAttackBuff_Attack_C,2,MaxRangeRef,Ink.MaxRange,550.0,,,
GA_Ink_AutoAttackBuff_Attack_C,3,Min Radius,Ink.AutoAttackBuff.Aoe.PieMinRadius,,Ink.AutoAttackBuff.Aoe.PieMinRadius,1.0,
GA_Ink_AutoAttackBuff_Attack_C,4,Pie Angle Width,Ink.AutoAttackBuff.Aoe.PieAngleWidth,,Ink.AutoAttackBuff.Aoe.PieAngleWidth,1.0,
GA_Ink_AutoAttackBuff_Attack_C,5,Resource Gain,Ink.AutoAttackBuff.ResourceGain,0.12,,,
GA_Ink_AutoAttackBuff_Attack_C,6,Target Count Threshold Ref,Ink.AutoAttackBuff.Aoe.TargetThresholdForDamageScale,,Ink.AutoAttackBuff.Aoe.TargetThresholdForDamageScale,1.0,
GA_Ink_AutoAttackBuff_Attack_C,7,Visual Hit Delay,Ink.MeleeAutoAttack.VisualHitDelay,0.6,,,
GA_Ink_AutoAttackBuff_C,0,Cost,Ink.AutoAttackBuff.Cost,0.0,,,
GA_Ink_AutoAttackBuff_C,1,Max Range,Ink.MaxRange,550.0,,,
GA_Ink_AutoAttackBuff_C,2,Visual Delay,Ink.AutoAttackBuff.VisualDelay,0.6,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,0,CleaveDamageScaler Ref,Ink.AutoAttackBuff.Cleave.DamageMultiplier,0.3,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,1,CooldownDuration,Ink.AutoAttackBuff.Cooldown,8.0,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,2,Hit Delay,Ink.AutoAttackBuff.VisualDelay,0.6,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,3,Hit Window Duration,Ink.HitWindowDuration,29.4,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,4,Lightning Hit Delay,Ink.AutoAttackBuff.Lightning.VisualDelay,0.25,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,5,LightningAoE StrengthCoefficient Ref,Ink.AutoAttackBuff.Lightning.StrengthCoefficient,1.98,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,6,Max Radius,Ink.AutoAttackBuff.Cleave.PieMaxRadius,800.0,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,7,Max Range,Ink.MaxRange,550.0,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,8,Min Radius,Ink.AutoAttackBuff.Cleave.PieMinRadius,10.0,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,9,Pie Angle Width,Ink.AutoAttackBuff.Cleave.PieAngleWidth,270.0,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,10,Resource Gain,Ink.AutoAttackBuff.ResourceGain,0.12,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,11,StrenthCoefficient Damage Ref,Ink.AutoAttackBuff.StrengthCoefficient,5.66,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,12,Talent AutoAttackBuff_GainToIncreasedDamage CooldownReduction Ref,Ink.AutoAttackBuff.Talent.GainToIncreasedDamage.ConsumeStacks.CooldownReduction,0.4,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,13,Target Count Threshold Lightning,Ink.AutoAttackBuff.Lightning.TargetThresholdForDamageScale,8.0,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,14,Target Count Threshold Ref,Ink.AutoAttackBuff.Cleave.TargetThresholdForDamageScale,8.0,,,
GA_Ink_AutoAttackBuff_InstantAttack_C,15,Weak Resource Multiplier,Ink.AutoAttackBuff.Weak.ResourceGainMultiplier,0.2,,,
GA_Ink_BouncyProjectile_C,0,CooldownDuration,Ink.BouncyProjectile.Cooldown,8.0,,,
GA_Ink_BouncyProjectile_C,1,Max Range,Ink.BouncyProjectile.MaxRange,3000.0,,,
GA_Ink_BouncyProjectile_C,2,ProjectileVisualsDelay,Ink.BouncyProjectile.VisualDelayProjectile,0.06,,,
GA_Ink_BouncyProjectile_C,3,Talent BouncyProjectile Charged MaxCharges,Ink.BouncyProjectile.Talent.Charged.MaxCharges,2.0,,,
GA_Ink_ChargedBuff_C,0,CooldownDuration,Ink.ChargedBuff.Cooldown,45.0,,,
GA_Ink_ChargedBuff_C,1,Resource Gain,Ink.ChargedBuff.ResourceGain,0.0,,,
GA_Ink_ChargedBuff_C,2,Visual Delay,Ink.ChargedBuff.VisualDelay,0.27,,,
GA_Ink_CleaveAttack_C,0,MaxRangeRef,Ink.MaxRange,550.0,,,
GA_Ink_CleaveAttack_C,1,Radius,Ink.CleaveAttack.Radius,500.0,,,
GA_Ink_CleaveAttack_C,2,Resource Gain,Ink.CleaveAttack.ResourceGain,0.03,,,
GA_Ink_CleaveAttack_C,3,StrengthCoefficient Damage Ref,Ink.CleaveAttack.StrengthCoefficient,1.2914,,,
GA_Ink_CleaveAttack_C,4,Target Count Threshold Ref,Ink.CleaveAttack.TargetThresholdForDamageScale,5.0,,,
GA_Ink_CleaveAttack_C,5,Visual Hit Delay,Ink.CleaveAttack.VisualHitDelay,0.15,,,
GA_Ink_CostReductionBuff_C,0,CooldownDuration,Ink.CostReductionBuff.Cooldown,90.0,,,
GA_Ink_CostReductionBuff_C,1,MaxRangeRef,Ink.MaxRange,550.0,,,
GA_Ink_CostReductionBuff_C,2,Modifier,Ink.CostReductionBuff.Talent.CooldownReductionInSeconds,45.0,,,
GA_Ink_CostReductionBuff_C,3,Stacks,Ink.CostReductionBuff.NumOfStacks,2.0,,,
GA_Ink_CostReductionBuff_C,4,Visual Delay,Ink.CostReductionBuff.VisualDelay,0.3,,,
GA_Ink_EnhancedChargedBuff,0,Damage Radius,Ink.EnhancedChargedBuff.AoeImpact.DamageRadius,500.0,,,
GA_Ink_EnhancedChargedBuff,1,MaxRangeDown,Ink.EnhancedChargedBuff.MaxRangeHorizontal,3000.0,,,
GA_Ink_EnhancedChargedBuff,2,MaxRangeHorizontal,Ink.EnhancedChargedBuff.MaxRangeHorizontal,3000.0,,,
GA_Ink_EnhancedChargedBuff,3,MaxRangeUp,Ink.EnhancedChargedBuff.MaxRangeHorizontal,3000.0,,,
GA_Ink_EnhancedChargedBuff,4,Move Duration,Ink.EnhancedChargedBuff.MoveDuration,0.3,,,
GA_Ink_EnhancedChargedBuff,5,ResourceGainRef,Ink.EnhancedChargedBuff.ResourceGain,0.0,,,
GA_Ink_EnhancedChargedBuff,6,TargetCountThresholdRef,Ink.EnhancedChargedBuff.AoeImpact.TargetThresholdForDamageScale,5.0,,,
GA_Ink_EnhancedChargedBuff,7,Visual Hit Delay,Ink.EnhancedChargedBuff.VisualHitDelay,0.2,,,
GA_Ink_HeavySingleTargetAttack_C,0,Lightning Visual Delay,Ink.HeavySingleTargetAttack.Lightning.VisualHitDelay,0.35,,,
GA_Ink_HeavySingleTargetAttack_C,1,Max Range,Ink.MaxRange,550.0,,,
GA_Ink_HeavySingleTargetAttack_C,2,SchismDamageBonus Scaler,Ink.Talent.ChanceIncreasedSpenderDamage.HeavySingleTargetAttack.DamageMultiplier,2.5,,,
GA_Ink_HeavySingleTargetAttack_C,3,Talent CostReductionBuff DamageScaler,Ink.CostReductionBuff.DamageIncrease,1.1,,,
GA_Ink_HeavySingleTargetAttack_C,4,Talent ProcAddedCritChance AddedCritChance Ref,Ink.HeavySingleTargetAttack.Talent.ProcAddedCritChance.AddedCritChance,1.0,,,
GA_Ink_HeavySingleTargetAttack_C,5,Talent ProcAddedCritChance Chance Ref,Ink.HeavySingleTargetAttack.Talent.ProcAddedCritChance.Chance,0.3,,,
GA_Ink_HeavySingleTargetAttack_C,6,Visual Delay,Ink.HeavySingleTargetAttack.VisualHitDelay,0.52,,,
GA_Ink_LowHealthSingleTargetResourceDamage_C,0,CooldownDuration,Ink.LowHealthSingleTargetResourceDamage.Cooldown,6.0,,,
GA_Ink_LowHealthSingleTargetResourceDamage_C,1,CostReductionBuff CostReduction,Ink.CostReductionBuff.CostReduction,0.48,,,
GA_Ink_LowHealthSingleTargetResourceDamage_C,2,Damage Increase Per Resource,Ink.LowHealthSingleTargetResourceDamage.DamageIncreasePerResource,0.4,,,
GA_Ink_LowHealthSingleTargetResourceDamage_C,3,Max Range,Ink.MaxRange,550.0,,,
GA_Ink_LowHealthSingleTargetResourceDamage_C,4,Resource Limit,Ink.LowHealthSingleTargetResourceDamage.MaxResourceToSpend,0.1,,,
GA_Ink_LowHealthSingleTargetResourceDamage_C,5,Talent ResourceAmountToDamage,Ink.LowHealthSingleTargetResourceDamage.Talent.ResourceAmountToDamage,0.3,,,
GA_Ink_LowHealthSingleTargetResourceDamage_C,6,Visual Delay,Ink.LowHealthSingleTargetResourceDamage.VisualHitDelay,0.23,,,
GA_Ink_MeleeAutoAttack_C,0,HitTime,Ink.MeleeAutoAttack.VisualHitDelay,0.6,,,
GA_Ink_MeleeAutoAttack_C,1,MaxRangeRef,Ink.MaxRange,550.0,,,
GA_Ink_MeleeAutoAttack_C,2,Resource Gain,Ink.MeleeAutoAttack.ResourceGain,0.01,,,
GA_Ink_MeleeInterrupt_C,0,CooldownDuration,Ink.MeleeInterrupt.Cooldown,16.0,,,
GA_Ink_MeleeInterrupt_C,1,Max Range Ref,Ink.MeleeInterrupt.Range,550.0,,,
GA_Ink_MoveToLocationAoeDamage_C,0,CooldownDuration,Ink.MoveToLocationAoeDamage.Cooldown,20.0,,,
GA_Ink_MoveToLocationAoeDamage_C,1,CooldownReducedIfNoTargets,Ink.MoveToLocationAoeDamage.Talent.ReducedCooldownIfNoHit.CooldownReductionInSeconds,10.0,,,
GA_Ink_MoveToLocationAoeDamage_C,2,Move Duration,Ink.MoveToLocationAoeDamage.MoveDuration,0.25,,,
GA_Ink_MoveToLocationAoeDamage_C,3,Radius,Ink.MoveToLocationAoeDamage.DamageRadius,500.0,,,
GA_Ink_MoveToLocationAoeDamage_C,4,RangeDown,Ink.MoveToLocationAoeDamage.MaxRangeDown,5000.0,,,
GA_Ink_MoveToLocationAoeDamage_C,5,RangeHorizontal,Ink.MoveToLocationAoeDamage.MaxRangeHorizontal,3000.0,,,
GA_Ink_MoveToLocationAoeDamage_C,6,RangeUp,Ink.MoveToLocationAoeDamage.MaxRangeUp,1000.0,,,
GA_Ink_MoveToLocationAoeDamage_C,7,Resource Gain,Ink.MoveToLocationAoeDamage.ResourceGain,0.2,,,
GA_Ink_MoveToLocationAoeDamage_C,8,TargetCountThresholdRef,Ink.MoveToLocationAoeDamage.TargetThresholdForDamageScale,8.0,,,
GA_Ink_MoveToLocationAoeDamage_C,9,Visual Hit Delay,Ink.MoveToLocationAoeDamage.VisualHitDelay,0.03,,,
GA_Ink_SecondChanceSingleTargetAttack_C,0,CooldownDuration,Ink.SecondChanceSingleTargetAttack.Cooldown,9.0,,,
GA_Ink_SecondChanceSingleTargetAttack_C,1,DamageMultiplierWhenNOTProcced Ref,Ink.SecondChanceSingleTargetAttack.Proc.NotActive.DamageMultiplier,0.2,,,
GA_Ink_SecondChanceSingleTargetAttack_C,2,Max Range,Ink.MaxRange,550.0,,,
GA_Ink_SecondChanceSingleTargetAttack_C,3,Resource Gain,Ink.SecondChanceSingleTargetAttack.ResourceGain,0.05,,,
GA_Ink_SecondChanceSingleTargetAttack_C,4,StrengthCoefficient Damage Ref,Ink.SecondChanceSingleTargetAttack.StrengthCoefficient,5.915,,,
GA_Ink_SecondChanceSingleTargetAttack_C,5,Visual Delay,Ink.SecondChanceSingleTargetAttack.VisualHitDelay,0.23,,,
GA_Ink_SelfDefenceBuff_C,0,CooldownDuration,Ink.SelfDefenceBuff.Cooldown,30.0,,,
GA_Ink_SelfDefenceBuff_C,1,Visual Delay,Ink.SelfDefenceBuff.VisualDelay,0.3,,,
GA_Ink_SingleTargetHeavyNonSpender_C,0,CooldownDuration,Ink.SingleTargetHeavyNonSpender.Cooldown,6.0,,,
GA_Ink_SingleTargetHeavyNonSpender_C,1,DamageMultiplierWhenNOTProcced Ref,Ink.SecondChanceSingleTargetAttack.Proc.NotActive.DamageMultiplier,0.2,,,
GA_Ink_SingleTargetHeavyNonSpender_C,2,Max Range,Ink.MaxRange,550.0,,,
GA_Ink_SingleTargetHeavyNonSpender_C,3,Resource Gain,Ink.SingleTargetHeavyNonSpender.ResourceGain,0.07,,,
GA_Ink_SingleTargetHeavyNonSpender_C,4,StrengthCoefficient Damage Ref,Ink.SecondChanceSingleTargetAttack.StrengthCoefficient,5.915,,,
GA_Ink_SingleTargetHeavyNonSpender_C,5,Visual Delay,Ink.SingleTargetHeavyNonSpender.VisualHitDelay,0.23,,,
GA_Ink_Taunt_C,0,CooldownDuration,Ink.SelfDefenceBuff.Talent.IncreasedDurationAndTaunt.Taunt.Cooldown,15.0,,,
GA_Ink_Taunt_C,1,EffectDelay,Ink.SelfDefenceBuff.Talent.IncreasedDurationAndTaunt.Taunt.VisualDelay,0.18,,,
GA_Ink_Taunt_C,2,Max Range,Ink.SelfDefenceBuff.Talent.IncreasedDurationAndTaunt.Taunt.MaxRange,4000.0,,,
GA_Lisa_AoeStaggerRemovalSpender_C,0,AoeStaggerRemovalPercentageToManaGained ManaFactor Ref,Lisa.AoeStaggerRemovalSpender.StaggerRemovalPercentageToManaGained.ManaFactor,0.32,,,
GA_Lisa_AoeStaggerRemovalSpender_C,1,Heal Multiplier,Lisa.AoeStaggerRemovalSpender.StaggerToHealMultiplier,2.75,,,
GA_Lisa_AoeStaggerRemovalSpender_C,2,Health Multiplier Stagger Threshold,Lisa.AoeStaggerRemovalSpender.StaggerThreshold.MaxHealthMultiplier,0.3,,,
GA_Lisa_AoeStaggerRemovalSpender_C,3,Removal Percentage,Lisa.AoeStaggerRemovalSpender.StaggerRemovalPercentage,0.08,,,
GA_Lisa_AoeStaggerRemovalSpender_C,4,StaggerRemoval IntCoefficient Ref,Lisa.AoeStaggerRemovalSpender.StaggerRemovalIntCoefficient,5.727,,,
GA_Lisa_AoeStaggerRemovalSpender_C,5,StaggerRemoval SpreadMax Ref,Lisa.AoeStaggerRemovalSpender.StaggerRemovalSpreadMax,1.1,,,
GA_Lisa_AoeStaggerRemovalSpender_C,6,StaggerRemoval SpreadMin Ref,Lisa.AoeStaggerRemovalSpender.StaggerRemovalSpreadMin,0.9,,,
GA_Lisa_CastedHeal_C,0,AdditionalTarget Cylinder Radius,Lisa.CastedHeal.Talent.AdditionalTarget.Radius,1500.0,,,
GA_Lisa_CastedHeal_C,1,AdditionalTarget Heal Multiplier,Lisa.CastedHeal.Talent.AdditionalTarget.HealMultiplier,1.0,,,
GA_Lisa_CastedHeal_C,2,CastingDuration,Lisa.CastedHeal.CastTime,1.5,,,
GA_Lisa_CastedHeal_C,3,MaxRangeRef,Lisa.RangedMaxRange,3000.0,,,
GA_Lisa_CastedHeal_C,4,Resource Gain,Lisa.CastedHeal.ResourceGain,6.0,,,
GA_Lisa_CastedHeal_C,5,Resource Gain Crit,Lisa.CastedHeal.ResourceGainCrit,9.0,,,
GA_Lisa_CastedProjectileDamageIncreaseDebuff_C,0,CastingDuration,Lisa.CastedProjectileDamageIncreaseDebuff.CastTime,2.0,,,
GA_Lisa_CastedProjectileDamageIncreaseDebuff_C,1,ChargesAndCrit NumOfCharges,Lisa.CastedProjectileDamageIncreaseDebuff.Talent.ChargesAndCrit.NumOfCharges,2.0,,,
GA_Lisa_CastedProjectileDamageIncreaseDebuff_C,2,CooldownDuration,Lisa.CastedProjectileDamageIncreaseDebuff.Cooldown,45.0,,,
GA_Lisa_CastedProjectileDamageIncreaseDebuff_C,3,MaxRangeRef,Lisa.RangedMaxRange,3000.0,,,
GA_Lisa_CastedProjectileDamageIncreaseDebuff_C,4,Modifier,Lisa.CastedProjectileDamageIncreaseDebuff.Talent.AbilityDamageIncrease.CooldownMultiplier,0.66667,,,
GA_Lisa_CastedProjectileDamageIncreaseDebuff_C,5,Modifier,Perk.IncreasedDurationOrReducedCooldown.Lisa.ReducedCooldownInSeconds,5.0,,,
GA_Lisa_CastedProjectileDamageIncreaseDebuff_C,6,Resource Gain,Lisa.CastedProjectileDamageIncreaseDebuff.ResourceGain,20.0,,,
GA_Lisa_CastedProjectileDamageIncreaseDebuff_C,7,Resource Gain Crit,Lisa.CastedProjectileDamageIncreaseDebuff.ResourceGainCrit,30.0,,,
GA_Lisa_CastedSingleTargetDamage_C,0,Cast Duration,Lisa.CastedSingleTargetProjectile.CastTime,1.5,,,
GA_Lisa_CastedSingleTargetDamage_C,1,CastingDuration,Lisa.CastedSingleTargetProjectile.CastTime,1.5,,,
GA_Lisa_CastedSingleTargetDamage_C,2,CooldownReduction ReductionInSeconds,Lisa.CastedSingleTargetProjectile.Talent.CooldownReduction.ReductionInSeconds,2.0,,,
GA_Lisa_CastedSingleTargetDamage_C,3,DamageAbilityBuff DamageMultiplier,Lisa.CastedProjectileDamageIncreaseDebuff.Talent.DamageAbilityBuff.CastedSingleTargetProjectile.DamageMultiplier,10.0,,,
GA_Lisa_CastedSingleTargetDamage_C,4,DamageAbilityBuff DurationMultiplier,Lisa.CastedProjectileDamageIncreaseDebuff.Talent.DamageAbilityBuff.CastedSingleTargetProjectile.DurationMultiplier,2.0,,,
GA_Lisa_CastedSingleTargetDamage_C,5,DamageAbilityBuff ProjectileScale,Lisa.CastedProjectileDamageIncreaseDebuff.Talent.DamageAbilityBuff.CastedSingleTargetProjectile.ProjectileVFXScale,2.0,,,
GA_Lisa_CastedSingleTargetDamage_C,6,DamageAbilityBuff ResourceMultiplier,Lisa.CastedProjectileDamageIncreaseDebuff.Talent.DamageAbilityBuff.CastedSingleTargetProjectile.ResourceMultiplier,10.0,,,
GA_Lisa_CastedSingleTargetDamage_C,7,MaxRangeRef,Lisa.RangedMaxRange,3000.0,,,
GA_Lisa_CastedSingleTargetDamage_C,8,Resource Gain,Lisa.CastedSingleTargetProjectile.ResourceGain,6.0,,,
GA_Lisa_CastedSingleTargetDamage_C,9,Resource Gain Crit,Lisa.CastedSingleTargetProjectile.ResourceGainCrit,9.0,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,0,Angle Degrees,Lisa.ChanneledHealOrDamageProjectilesSpender.MaxAngle,270.0,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,1,ChannelingDuration,Lisa.ChanneledHealOrDamageProjectilesSpender.ChannelDuration,2.0,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,2,ChannelingTickInterval,Lisa.ChanneledHealOrDamageProjectilesSpender.ChannelTickInterval,0.5,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,3,CooldownDuration,Lisa.ChanneledHealOrDamageProjectilesSpender.Cooldown,15.0,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,4,CooldownReduction Increase Seconds,Lisa.ChanneledHealOrDamageProjectilesSpender.Talent.CooldownReduction.DurationIncreaseSeconds,0.3,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,5,CooldownReduction Reduction Seconds,Lisa.ChanneledHealOrDamageProjectilesSpender.Talent.CooldownReduction.ReductionInSeconds,0.3,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,6,DamageIntellectCoefficient,Lisa.ChanneledHealOrDamageProjectilesSpender.Damage.IntellectCoefficient,1.91,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,7,Empowered CleaveDamageScale,Lisa.ChanneledHealOrDamageProjectilesSpender.Talent.Empowered.Cleave.DamageMultiplier,0.4,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,8,Empowered CleaveProjectileSize,Lisa.ChanneledHealOrDamageProjectilesSpender.Talent.Empowered.Cleave.ProjectileSizeMultiplier,0.5,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,9,Empowered CleaveRadius,Lisa.ChanneledHealOrDamageProjectilesSpender.Talent.Empowered.Cleave.Radius,800.0,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,10,Empowered CleaveResourceGain,Lisa.ChanneledHealOrDamageProjectilesSpender.Talent.Empowered.Cleave.ResourceGainPerAdditionalTarget,1.0,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,11,Empowered DamageScale,Lisa.ChanneledHealOrDamageProjectilesSpender.Talent.Empowered.DamageMultiplier,1.5,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,12,Empowered StaggerPercentage,Lisa.ChanneledHealOrDamageProjectilesSpender.Talent.Empowered.StaggerRemovalInPercentage,0.03,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,13,HealIntellectCoefficient,Lisa.ChanneledHealOrDamageProjectilesSpender.Heal.IntellectCoefficient,5.22,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,14,MaxRange,Lisa.RangedMaxRange,3000.0,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,15,MaxRangeRef,Lisa.RangedMaxRange,3000.0,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,16,Resource Gain,Lisa.ChanneledHealOrDamageProjectilesSpender.ResourceGain,4.0,,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,17,Resource Gain Crit,Lisa.ChanneledHealOrDamageProjectilesSpender.ResourceGainCrit,6.0,,,
GA_Lisa_InstantDamageSpender_C,0,MaxRangeRef,Lisa.RangedMaxRange,3000.0,,,
GA_Lisa_InstantDamageSpender_C,1,Resource Cost In Percentage,Lisa.InstantDamageSpender.ResourceCostInPercentage,0.3,,,
GA_Lisa_InstantSelfBuff_C,0,CooldownDuration,Lisa.InstantSelfBuff.Cooldown,20.0,,,
GA_Lisa_InstantSelfBuff_C,1,MaxRangeRef,Lisa.RangedMaxRange,3000.0,,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,0,CastingDuration,Lisa.InstantSingleTargetDamageAndDot.Talent.ChargeUpMultiple.CastDuration,2.0,,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,1,Charge Up Cost,Lisa.InstantSingleTargetDamageAndDot.Talent.ChargeUpMultiple.Cost,10.0,,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,2,Cylinder Radius,Lisa.InstantSingleTargetDamageAndDot.Talent.ChargeUpMultiple.RadiusAroundTarget,800.0,,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,3,Dot Duration,Lisa.InstantSingleTargetDamageAndDot.Dot.Duration,21.0,,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,4,Duration Multiplier,Lisa.InstantSingleTargetDamageAndDot.Talent.ChargeUpMultiple.DurationMultiplier,0.8,,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,5,MaxRangeRef,Lisa.RangedMaxRange,3000.0,,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,6,Resource Gain,Lisa.InstantSingleTargetDamageAndDot.Dot.ResourceGainPerCast,6.0,,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,7,Resource Gain Crit,Lisa.InstantSingleTargetDamageAndDot.Dot.ResourceGainPerCastCrit,9.0,,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,8,Resource Gain Multiplier,Lisa.InstantSingleTargetDamageAndDot.Talent.ChargeUpMultiple.ResourceGainMultiplier,1.5,,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,9,Resource Gain Per Tick,Lisa.InstantSingleTargetDamageAndDot.Dot.ResourceGainPerTick,0.0,,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,10,Resource Gain Per Tick Crit,Lisa.InstantSingleTargetDamageAndDot.Dot.ResourceGainPerTickCrit,0.0,,,
GA_Lisa_PauseResourcesAndPartyHealth_C,0,MaxRangeRef,Lisa.RangedMaxRange,3000.0,,,
GA_Lisa_SingleAllyDispel_C,0,CooldownDuration,Lisa.SingleAllyDispel.CooldownDuration,6.0,,,
GA_Lisa_SingleAllyDispel_C,1,Modifier,Perk.IncreasedDurationOrReducedCooldown.Lisa.Dispel.ReducedCooldownInSeconds,1.0,,,
GA_Lisa_SingleAllyDispel_C,2,Range,Lisa.RangedMaxRange,3000.0,,,
GA_Lisa_SingleTargetDamageImmunityBuff_C,0,CooldownDuration,Lisa.SingleTargetDamageImmunityBuff.CooldownDuration,180.0,,,
GA_Lisa_SingleTargetDamageImmunityBuff_C,1,MaxRangeRef,Lisa.RangedMaxRange,3000.0,,,
GA_Lisa_SingleTargetDot_C,0,CastingDuration,Lisa.SingleTargetDot.CastTime,1.5,,,
GA_Lisa_SingleTargetDot_C,1,Charged AdditionalDuration,Lisa.SingleTargetDot.Talent.Charged.AdditionalDuration,2.0,,,
GA_Lisa_SingleTargetDot_C,2,Charged MaxCharges,Lisa.SingleTargetDot.Talent.Charged.MaxCharges,2.0,,,
