id,source_category,dispellable,duration_policy,ui_name,ui_description,stacking,period,provenance_origin,provenance_dev_name,provenance_source
GE_GemBonus_StaminaAndSpiritRatingBonusSmall,gem,true,Infinite,,,,,datamine,,
GE_GlobalCooldown,shared,true,HasDuration,,,,,datamine,,
GE_GlobalCooldownStatic,shared,true,,,,,,datamine,,
GE_GlobalCooldown_TariqHeavySingleTarget,hero,true,,,,,,datamine,,
GE_Gunde_AbilityToBuffChance_Buff,other,true,HasDuration,Ancestral Instinct,,AggregateBySource,,datamine,,
GE_Gunde_AoeDamageAndStun_Damage,hero,true,,,,,,datamine,,
GE_Gunde_AoeDamageAndStun_Stun,hero,true,HasDuration,Stunned,Stunned for a short duration.,AggregateBySource,,datamine,,
GE_Gunde_BasicSingleTargetAttack_Damage,other,true,,,,,,datamine,,
GE_Gunde_BasicSingleTargetMelee_Damage,hero,true,,,,,,datamine,,
GE_Gunde_BoostedDotDamage_TargetDamageMod,other,true,,,,,,datamine,,
GE_Gunde_BoostedDotDamage_TargetDebuff,other,true,HasDuration,Open Wounds,Your <rt.warning>Rend</> and <rt.absorb>Slaughter</> deals 20% more damage.,AggregateBySource,,datamine,,
GE_Gunde_ClampedHealthWithEruption_Bleed,hero,true,HasDuration,Bloodletter Bleed,Bleeding over time,AggregateBySource,1.0,datamine,,
GE_Gunde_ClampedHealthWithEruption_Damage,hero,true,,,,,,datamine,,
GE_Gunde_ClampedHealthWithEruption_SelfBuff,hero,true,HasDuration,Bloodletter Onslaught,"Prevents health from going below 1 for 12s.
All damage taken is accumulated into the buff.
When buff is removed it erupts, dealing X% damage instantly, and applying a Y% damage as bleed to all enemies within 1500 over 18s.",AggregateBySource,,datamine,,
GE_Gunde_ClampedHealthWithEruption_SpiritPointCost,hero,true,,,,,,datamine,,
GE_Gunde_DamageBlockHealthDrain_SelfBleed,hero,true,HasDuration,Bleeding,Exsanguinate makes you bleed instead of taking direct damage,,1.0,datamine,,
GE_Gunde_DamageBlockHealthDrain_SelfBuff,hero,true,HasDuration,Exsanguinate,For the next 10s all damage taken will instead make you bleed every 1s for 12s.,,,datamine,,
GE_Gunde_DamageReductionSelfBuff_SelfBuff,other,true,HasDuration,Reckless Abandon,,AggregateBySource,,datamine,,
GE_Gunde_DashAttack_Damage,other,true,,,,,,datamine,,
GE_Gunde_DotTransfer_SelfBuff,other,true,HasDuration,Owed in Blood,Holding on to <rt.warning>Rend</> damage.,AggregateBySource,,datamine,,
GE_Gunde_DurationalAoeDotAndBuff_Damage,other,true,,,,,,datamine,,
GE_Gunde_DurationalAoeDotAndBuff_SelfBuff,other,true,HasDuration,Bloodbound Spirit,,AggregateBySource,,datamine,,
GE_Gunde_ExtraDotDamageBuff_SelfBuff,other,true,HasDuration,Reign in Blood,,,,datamine,,
GE_Gunde_ExtraDotDamageGain_SelfBuff,other,true,HasDuration,Serrated Edge,Your next damaging ability converts an additional <rt.warning>+20% of the damage dealt</> into <rt.warning>Rend</>.,AggregateByTarget,,datamine,,
GE_Gunde_ForwardDualProjectile_Bleed,hero,true,HasDuration,Wild Throw,"Bleeds for 150% strength over 18s, ticking every 2s",AggregateBySource,1.0,datamine,,
GE_Gunde_ForwardDualProjectile_Damage,hero,true,,,,,,datamine,,
GE_Gunde_HealingStance,hero,false,Infinite,Sanguine Feast,"Taking 30% reduced damage.

Death's Arc and Rage Cleave now heals Gunde instead of hurting him, but cost Pain.

Rebellious Strike now gives Pain rather than heals Gunde.",,,datamine,,
GE_Gunde_HealthAndBleedSelfBuff_SelfBuff,hero,true,HasDuration,Reign in Blood,Your Bleeds deal 30% increased damage and 100% of all Bleed damage you deal is accumulated and heals you every 1 second.,AggregateByTarget,,datamine,,
GE_Gunde_HealthCost_InstantDamage,hero,true,,,,,,datamine,,
GE_Gunde_HealthGain_InstantHeal,hero,true,,,,,,datamine,,
GE_Gunde_HeavyMeleeDotBased_Damage,other,true,,,,,,datamine,,
GE_Gunde_HeavyMeleeDotBased_DotBonusDamage,other,true,,,,,,datamine,,
GE_Gunde_HeavyMeleeDotBased_IncreasedCritChance,other,true,,,,AggregateBySource,,datamine,,
GE_Gunde_HeavyMeleeDotBoost_Damage,other,true,,,,,,datamine,,
GE_Gunde_HeavySingleTargetMeleeWithHeal_Damage,hero,true,,,,,,datamine,,
GE_Gunde_HeavySingleTargetMelee_Damage,hero,true,,,,,,datamine,,
GE_Gunde_HeavySingleTargetMelee_InHealingStance_ResourceCost,hero,true,,,,,,datamine,,
GE_Gunde_InstantAoeDot_Dot,other,true,HasDuration,Slaughter,Dealing damage over time.,,1.0,datamine,,
GE_Gunde_InstantAoeWithBuff_Damage,other,true,,,,,,datamine,,
GE_Gunde_InstantSpinAoe_Damage_Old,hero,true,,,,,,datamine,,
GE_Gunde_InstantSpinAoe_InHealingStance_ResourceCost,hero,true,,,,,,datamine,,
GE_Gunde_InstantWhirlwindAoe_Damage,other,true,,,,,,datamine,,
GE_Gunde_MaxOrbResource,other,true,Infinite,,,,,datamine,,
GE_Gunde_MeleeAutoAttack_Damage,other,true,,,,,,datamine,,
GE_Gunde_MeleeAutoAttack_Damage_Old,hero,true,,,,,,datamine,,
GE_Gunde_MoveToTargetBleed_Bleed,hero,true,HasDuration,Relentless Rush,Taking 100% strength damage over 15s,AggregateBySource,1.0,datamine,,
GE_Gunde_PerTargetAccumulatedBleed,other,true,HasDuration,Rend,"Damage done by your abilities build up this bleed, damaging the target over time.

Each stack of Rend corresponds to 100% Strength damage over its full duration.",AggregateBySource,1.0,datamine,,
GE_Gunde_PerTargetAccumulatedBleed_Damage,other,true,,,,,,datamine,,
GE_Gunde_SingleInstantPullEnemy_Damage,hero,true,,,,,,datamine,,
GE_Gunde_SingleInstantPullEnemy_Pull,hero,true,HasDuration,,,AggregateByTarget,,datamine,,
GE_Gunde_SingleTargetInterrupt_Interrupt,other,true,,,,,,datamine,,
GE_Gunde_SingleTargetInterrupt_Lockout,other,true,,,,,,datamine,,
GE_Gunde_SingleTargetPull_Damage,other,true,,,,,,datamine,,
GE_Gunde_SingleTargetPull_PullActivator,other,true,Infinite,,,AggregateByTarget,,datamine,,
GE_Gunde_SingleTargetTaunt_Taunt,hero,true,HasDuration,Taunted,Forced to attack Gunde,AggregateBySource,,datamine,,
GE_Gunde_Talent_BasicSingleTargetMelee_BleedProc_Bleed,hero,true,HasDuration,Serrated Blade Bleed,Damage over time,AggregateBySource,1.0,datamine,,
GE_Gunde_Talent_BasicSingleTargetMelee_BleedProc_Proc,hero,true,Infinite,Primed Serrated Blades,Your next Double Strike applies a bleed that deals 103% Strength damage every 2 seconds over 12 seconds.,AggregateBySource,,datamine,,
GE_Gunde_Talent_BasicSingleTargetMelee_BleedProc_ProcCooldown,hero,true,HasDuration,,,AggregateBySource,,datamine,,
GE_Gunde_Talent_DashAttack_EmpoweredAbilities_Proc,other,true,,Crimson Strikes,,AggregateBySource,,datamine,,
GE_Gunde_Talent_DotTransfer_AoeBasedOnStacks_Aoe,other,true,HasDuration,Bloodcraze,,AggregateBySource,1.0,datamine,,
GE_Gunde_Talent_DotTransfer_AoeBasedOnStacks_Damage,other,true,,,,,,datamine,,
GE_Gunde_Talent_DotTransfer_Aoe_SelfBuff,other,true,,,,,,datamine,,
GE_Gunde_Talent_DotTransfer_ExplosionOnPickup_Damage,other,true,,,,,,datamine,,
GE_Gunde_Talent_DotTransfer_IncreasedDamageOnSelf_Buff,other,true,HasDuration,Harvesters Toll,,AggregateBySource,,datamine,,
GE_Gunde_Talent_DotTransfer_IncreasedDamageOnSelf_VisualBuff,other,true,HasDuration,Harvesters Toll,,AggregateBySource,,datamine,,
GE_Gunde_Talent_DotTransfer_InstantAoeWithBuff_DamageAndOrbs_OrbDropper,other,true,,Carrion Onslaught,,AggregateBySource,1.0,datamine,,
GE_Gunde_Talent_DotTransfer_InstantAoeWithBuff_DamageAndOrbs_Proc,other,true,HasDuration,Carrion Onslaught,,AggregateBySource,,datamine,,
GE_Gunde_Talent_ExtraDotDamageBuff_Haste,other,true,Infinite,,,AggregateBySource,,datamine,,
GE_Gunde_Talent_HeavyMeleeDotBased_CooldownAcceleration_Proc,other,true,HasDuration,Bloodbath,,AggregateBySource,,datamine,,
GE_Gunde_Talent_HeavyMeleeDotBased_IncreasedDamageLowHealthTarget,other,true,,,,,,datamine,,
GE_Gunde_Talent_HeavyMeleeDotBoost_GuaranteedSpiritProcBuff__Proc,other,true,HasDuration,Murder of Crows,Your next ability has a 100% chance to trigger Spirit Refund.,AggregateByTarget,,datamine,,
GE_Gunde_Talent_InstantAoeDot_IncreasedCritChance,other,true,,,,,,datamine,,
GE_Gunde_Talent_InstantAoeWithBuff_AdditionalStack_SelfBuff,other,true,,,,,,datamine,,
GE_Gunde_Talent_InstantAoeWithBuff_Empowered_Proc,other,true,HasDuration,Death's Arc,,AggregateBySource,,datamine,,
GE_Gunde_Talent_InstantDeathFromDot_Damage,other,true,,,,,,datamine,,
GE_Gunde_Talent_TargetedAoeProjectile_DamageCooldownReduction_IncreasedDamage,other,true,,,,,,datamine,,
GE_Gunde_Talent_TargetedAoeProjectile_Empowered_Proc,other,true,HasDuration,Grim Harvest,,AggregateBySource,,datamine,,
GE_Gunde_TargetedAoeProjectile_Damage,other,true,,,,,,datamine,,
GE_HeroAttributesBase,shared,true,Infinite,,,,,datamine,,
GE_Hero_Shared_PaddingCooldown,shared,true,HasDuration,,,,,datamine,,
GE_IC_Assassin_AutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_IC_Assassin_PoisonDagger_ConvertHealingDebuff,ability_system,true,HasDuration,Shadebloom Poison,70% reduced Healing received.,AggregateByTarget,1.0,datamine,,
GE_IC_Assassin_PoisonDagger_Damage,ability_system,true,,,,,,datamine,,
GE_IC_Assassin_WickedStrike_Damage,ability_system,true,,,,,,datamine,,
GE_IC_Assassin_WickedStrike_HideBuff,ability_system,true,HasDuration,,,AggregateByTarget,,datamine,,
GE_IC_Assassin_WickedStrike_Marked,ability_system,true,HasDuration,,,AggregateByTarget,,datamine,,
GE_IC_Assassin_WickedStrike_Stun,ability_system,true,HasDuration,Wicked Strikes: Stun,Stunned.,AggregateByTarget,,datamine,,
GE_IC_BossMagistrate_BigStun_Stun,ability_system,true,HasDuration,Frozen,,,,datamine,,
GE_IC_BossMagistrate_FrigidMist_Damage,ability_system,false,Infinite,,,AggregateByTarget,1.0,datamine,,
GE_IC_BossMagistrate_FrigidMist_Slow,ability_system,false,Infinite,Frigid Mist,You are slowed and take damage periodically.,,,datamine,,
GE_IC_BossMagistrate_Frostbolt_Damage,ability_system,true,,,,,,datamine,,
GE_IC_BossMagistrate_Frostbolt_Debuff,ability_system,true,HasDuration,Frostbolt Slow,You are slowed,AggregateByTarget,,datamine,,
GE_IC_BossMagistrate_IceSpikes_Damage,ability_system,true,,,,,,datamine,,
GE_IC_BossMagistrate_KnockbackCone_AoeDamage,ability_system,true,,,,,,datamine,,
GE_IC_BossMagistrate_KnockbackCone_Root,ability_system,true,HasDuration,Frozen,Can not move,AggregateByTarget,,datamine,,
GE_IC_BossMagistrate_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_IC_BossMagistrate_Redemption_Dot,ability_system,true,HasDuration,Splintering Ice,Deals high damage to targeted player upon expiration,,1.0,datamine,,
GE_IC_BossMagistrate_Redemption_ShootProjectileOnExpired_Damage,ability_system,true,,,,,,datamine,,
GE_IC_GlacialSprite_AutoAttackMelee_Damage,ability_system,true,,,,,,datamine,,
GE_IC_GlacialSprite_PassiveAOEPools_Damage,ability_system,false,Infinite,,,AggregateByTarget,1.0,datamine,,
GE_IC_GlacialSprite_PassiveAOEPools_Debuff,ability_system,false,Infinite,Freezing Pool,Movement Speed reduced by 65% and taking Frost Damage.,,,datamine,,
GE_IC_GlacialSprite_PassiveAOEPools_Slow,ability_system,false,Infinite,,,,,datamine,,
GE_IC_GreaterIceElemental_AutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_IC_GreaterIceElemental_BurrowBuff,ability_system,true,Infinite,,,AggregateByTarget,,datamine,,
GE_IC_GreaterIceElemental_EarthBreaker_Damage,ability_system,true,,,,,,datamine,,
GE_IC_GreaterIceElemental_EarthBreaker_Slow,ability_system,true,HasDuration,Slow,Movement Speed is reduced by 50%.,,,datamine,,
GE_IC_GreaterIceElemental_EarthStomp_Damage,ability_system,true,,,,,,datamine,,
GE_IC_GreaterIceElemental_Upheaval_Damage,ability_system,true,,,,,,datamine,,
GE_IC_GreaterIceElemental_Upheaval_VanishEffect,ability_system,true,Infinite,,,,,datamine,,
GE_IC_Healer_AutoAttackMelee_Damage,ability_system,true,,,,,,datamine,,
GE_IC_Healer_ChannelMultiTargetHeal_HasteBuff,ability_system,false,Infinite,Temporal Manipulation,20% increased Haste.,,,datamine,,
GE_IC_Healer_ChanneledMultiTargetHeal_HealBuff,ability_system,true,Infinite,Arcane Reconstruction,Healing over time.,,1.0,datamine,,
GE_IC_Healer_TwoTargetDot_Damage,ability_system,true,HasDuration,Erosion of Time,Taking Arcane Damage over time.,,1.0,datamine,,
GE_IC_Healer_highThreatChannel_Damage,ability_system,true,,Disentegrate,Taking Arcane Damage each tick.,,,datamine,,
GE_IC_Lookout_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_IC_Lookout_SingelTargetAttackAndMoveBack_Damage,ability_system,true,,,,,,datamine,,
GE_IngameUiInteraction,ability_system,true,Infinite,,,,,datamine,,
GE_Ink_AoeAttack_Activated,hero,true,Infinite,,,AggregateBySource,,datamine,,
GE_Ink_AoeAttack_Cost,hero,true,,,,,,datamine,,
GE_Ink_AoeAttack_Damage,hero,true,,,,,,datamine,,
GE_Ink_AoeAttack_LightningDamage,hero,true,,,,,,datamine,,
GE_Ink_AoeFear_Fear,hero,false,HasDuration,Intimidate,Cowering in place.,AggregateByTarget,,datamine,,
GE_Ink_AutoAttackBuff_AoeDamage,hero,true,,,,,,datamine,,
GE_Ink_AutoAttackBuff_Buff,hero,true,Infinite,,,AggregateBySource,,datamine,,
GE_Ink_AutoAttackBuff_CleaveDamage,hero,true,,,,,,datamine,,
GE_Ink_AutoAttackBuff_Damage,hero,true,,,,,,datamine,,
GE_Ink_BouncyProjectile_Damage,hero,true,,,,,,datamine,,
GE_Ink_ChargedBuff_Buff,hero,true,HasDuration,Thunder Call,Your attacks are enhanced by lightning and you have access to your Chain Lightning ability.,AggregateBySource,,datamine,,
GE_Ink_CleaveAttack_Cost,hero,true,,,,,,datamine,,
GE_Ink_CleaveAttack_Damage,hero,true,,,,,,datamine,,
GE_Ink_CostReductionBuff_SelfBuff,hero,true,HasDuration,Focused Wrath,Your next Skull Crusher or Hammer Storm has it's Fury cost reduced by 52% and its damage increased by 10%.,AggregateBySource,,datamine,,
GE_Ink_EnhancedChargedBuff_AoeImpactDamage,hero,true,,,,,,datamine,,
GE_Ink_EnhancedChargedBuff_Cost,hero,true,,,,,,datamine,,
GE_Ink_EnhancedChargedBuff_PulsatingSingleDamage_Damage,hero,true,,,,,,datamine,,
GE_Ink_EnhancedChargedBuff_PulsatingSingleDamage_SelfBuff,hero,true,HasDuration,Raging Tempest,"Shocking enemies around you with Raging Currents.

Your expertise is increased by 1% per stack.",AggregateBySource,,datamine,,
GE_Ink_HeavySingleTargetAttack_Cost,hero,true,,,,,,datamine,,
GE_Ink_HeavySingleTargetAttack_Damage,hero,true,,,,,,datamine,,
GE_Ink_HeavySingleTargetAttack_LightningDamage,hero,true,,,,,,datamine,,
GE_Ink_LowHealthSingleTargetResourceDamage_Damage,hero,true,,,,,,datamine,,
GE_Ink_MaxRage,hero,true,Infinite,,,,,datamine,,
GE_Ink_MeleeAutoAttack_Damage,hero,true,,,,,,datamine,,
GE_Ink_MeleeInterrupt_Interrupt,hero,true,,,,,,datamine,,
GE_Ink_MeleeInterrupt_Lockout,hero,true,,Tremble!,Locked out of magic usage,,,datamine,,
GE_Ink_MoveToLocationAoeDamage_Damage,hero,true,,,,,,datamine,,
GE_Ink_RageHandler_SetByCaller,hero,true,,,,,,datamine,,
GE_Ink_SecondChanceSingleTargetAttack_Cost,hero,true,,,,,,datamine,,
GE_Ink_SecondChanceSingleTargetAttack_Damage,hero,true,,,,,,datamine,,
GE_Ink_SecondChanceSingleTargetDamage_Proc,hero,true,Infinite,Flash of Anger,Your next Face Breaker is enhanced.,AggregateByTarget,,datamine,,
GE_Ink_SelfDefenceBuff_SelfBuff_First,hero,true,HasDuration,Unbreakable Will,Damage taken reduced by 40%.,AggregateBySource,,datamine,,
GE_Ink_SingleTargetHeavyNonSpenderSecondChanceSingleTargetAttack_CritAoe_Damage,hero,true,,,,,,datamine,,
GE_Ink_SingleTargetHeavyNonSpender_Damage,hero,true,,,,,,datamine,,
GE_Ink_SwingTimerHitWindow,hero,true,HasDuration,,,AggregateBySource,,datamine,,
GE_Ink_Talent_AutoAttackBuffDurationalStatBonus,hero,true,HasDuration,Far Beyond Driven,+1.5% Spirit per stack,AggregateBySource,,datamine,,
GE_Ink_Talent_AutoAttackBuff_AlwaysHitWindowBuff_Buff,hero,true,HasDuration,Kill Em All,,AggregateBySource,,datamine,,
GE_Ink_Talent_AutoAttackBuff_CritStrikePowerIncrease,hero,true,Infinite,,,AggregateBySource,,datamine,,
GE_Ink_Talent_AutoAttackBuff_GainToChainLightningDamage,hero,true,Infinite,Thundering Vortex,Chain Lightning consumes 20 stacks to deal 60% more damage.,AggregateByTarget,,datamine,,
GE_Ink_Talent_AutoAttackBuff_GainToIncreasedDamage_Stacker,hero,true,Infinite,Square Hammer,Your next <bold>Heavy Strike</> deals 8% more damage per stack.,AggregateBySource,,datamine,,
GE_Ink_Talent_AutoAttackBuff_StackingBuffConsumedBySpender_Buff,hero,true,HasDuration,Square Hammer: Active,,AggregateBySource,,datamine,,
GE_Ink_Talent_AutoAttackBuff_StackingBuffConsumedBySpender_Stacker,hero,true,HasDuration,Square Hammer,"Your next <bold>Skull Crusher</> or <bold>Hammer Storm</> grants you <rt.bold>+5% Expertise</> 4 seconds.

All stacks are consumed and the cooldown of your <bold>Thunder Call</> is reduced by 1 second per stack consumed.",AggregateBySource,,datamine,,
GE_Ink_Talent_ChanceIncreasedSpenderDamage_AoeAttack_Proc,hero,true,HasDuration,Schism - Hammer Storm,,AggregateBySource,,datamine,,
GE_Ink_Talent_ChanceIncreasedSpenderDamage_HeavySingleTargetAttack_Proc,hero,true,HasDuration,Schism - Skull Crusher,,AggregateBySource,,datamine,,
GE_Ink_Talent_ChargedBuff_AddedHasteBuff,hero,true,Infinite,,,AggregateBySource,,datamine,,
GE_Ink_Talent_ChargedBuff_LifestealAndStatBoost,hero,true,HasDuration,Pneuma,"Taking 10% less damage.

+5% Lifesteal.",AggregateByTarget,,datamine,,
GE_Ink_Talent_ChargedBuff_LifestealAndStatboost_Heal,hero,true,,,,,,datamine,,
GE_Ink_Talent_ChargedBuff_RageIncrease_Buff,hero,true,HasDuration,,,AggregateBySource,1.0,datamine,,
GE_Ink_Talent_IncreasedAttackSpeed,hero,true,Infinite,,,AggregateBySource,,datamine,,
GE_Ink_Talent_IncreasedMovementSpeed,hero,true,Infinite,,,AggregateByTarget,,datamine,,
GE_Ink_Talent_LowHealthSingleTargetResourceDamage_ChanceActiveOnCommit_Proc,hero,true,HasDuration,Executioner's Grin,Your next <bold>Culling Strike</> has no cost and deals damage as if it consumed 20 fury.,AggregateByTarget,,datamine,,
GE_Ink_Talent_MoveToLocationAoeDamage_TargetExtraInkDamage_Debuff,hero,true,HasDuration,Slayer's Mosh,Taking 20% additional damage from your attacks.,AggregateBySource,,datamine,,
GE_Ink_Talent_MoveToLocationAoeDamage_TargetExtraInkDamage_Debuff_OwnerEffect,hero,true,,,,AggregateBySource,,datamine,,
GE_Ink_Talent_PassiveFuryGeneration,hero,true,Infinite,,,AggregateBySource,1.0,datamine,,
GE_Ink_Talent_Passive_HeavySingleTargetAttack_Aoe_Damage,hero,true,,,,,,datamine,,
GE_Ink_Talent_SecondChanceSingleTargetAttack_CritBleed_Bleed,hero,true,HasDuration,Splintered Bone,Taking damage over time.,AggregateBySource,1.0,datamine,,
GE_Ink_Talent_SelfDefenceBuff_IncreasedDurationAndTaunt_Taunt_Debuff,hero,true,HasDuration,Taunted,Forced to attack Tariq for a short duration.,AggregateBySource,,datamine,,
GE_JS_NPCRime_CastProjectile_Damage,ability_system,true,,,,,,datamine,,
GE_JS_NPCRime_ChanneledDamageBeam_Damage,ability_system,true,,,,,,datamine,,
GE_JS_NPCRime_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_JS_NPCRime_OnTargetPulsatingAoe_Damage,ability_system,true,,,,,,datamine,,
GE_JS_NPCSylvie_CastProjectile_Damage,ability_system,true,,,,,,datamine,,
GE_JS_NPCSylvie_GroundHeal_Heal,ability_system,true,,,,,,datamine,,
GE_JS_NPCSylvie_GroundHeal_Hot,ability_system,true,HasDuration,,,AggregateBySource,1.0,datamine,,
GE_JS_NPCSylvie_LowHealthHot_Chargeup,ability_system,true,HasDuration,,,,,datamine,,
GE_JS_NPCSylvie_LowHealthHot_FlashHeal,ability_system,true,,,,,,datamine,,
GE_JS_NPCSylvie_LowHealthHot_Hot,ability_system,true,HasDuration,Fluttercall: Restore Life,"Heals you every 2 sec, for 14 sec.",AggregateBySource,1.0,datamine,,
GE_JS_NPCSylvie_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_JS_NPCSylvie_PinkButterfly_Hot,ability_system,false,Infinite,Fluttercall: Heal,Heals you every 3 sec.,,1.0,datamine,,
GE_JS_NPCSylvie_PinkButterfly_Idle,ability_system,true,Infinite,,,,,datamine,,
GE_JS_TutorialGoblin_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_JS_TutorialOrcCaster_Heal_Heal,ability_system,true,,,,,,datamine,,
GE_JS_TutorialOrcCaster_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_JS_TutorialOrc_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_JS_TutorialSmallGoblin_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_JS_TutorialTroll_Cone_Damage,ability_system,true,,,,,,datamine,,
GE_JS_TutorialTroll_MeleeAutoAttack_Damage,ability_system,true,,,,,,datamine,,
GE_JS_TutorialTroll_PassiveAOEPools_Dot,ability_system,true,Infinite,Corrupted Blood,While standing in the blood you take damage every 1 second.,AggregateByTarget,1.0,datamine,,
GE_JS_TutorialTroll_SetHealth,ability_system,true,,,,,,datamine,,
GE_JS_TutorialTroll_ThrowRock_Damage,ability_system,true,,,,,,datamine,,
GE_JS_TutorialTroll_ThrowRock_Phase1Damage,ability_system,true,,,,,,datamine,,
GE_JS_TutorialTroll_ThrowRocksMinHealth,ability_system,true,Infinite,,,,,datamine,,
GE_LegendaryStat_IncreasedCooldownReduction,ability_system,true,Infinite,,,,,datamine,,
GE_LegendaryStat_IncreasedDamageReduction,ability_system,true,Infinite,,,,,datamine,,
GE_LegendaryStat_IncreasedPrimaryStat,ability_system,true,Infinite,,,,,datamine,,
GE_Lisa_AoeStaggerRemovalSpender_Cost,hero,true,,,,,,datamine,,
GE_Lisa_AoeStaggerRemovalSpender_Heal,hero,true,,,,,,datamine,,
GE_Lisa_AoeStaggerRemovalSpender_RemoveStagger,hero,true,,,,,,datamine,,
GE_Lisa_CastedHeal_Cost,hero,true,,,,,,datamine,,
GE_Lisa_CastedHeal_Heal,hero,true,,,,,,datamine,,
GE_Lisa_CastedProjectileDamageIncreaseDebuff_Cost,hero,true,,,,,,datamine,,
GE_Lisa_CastedProjectileDamageIncreaseDebuff_Damage,hero,true,,,,,,datamine,,
GE_Lisa_CastedProjectileDamageIncreaseDebuff_Debuff,hero,true,HasDuration,Unfolding Doom,Taking 20% more damage from you.,AggregateBySource,,datamine,,
GE_Lisa_CastedProjectileDamageIncreaseDebuff_Debuff_OwnerEffect,hero,true,,,,AggregateBySource,,datamine,,
GE_Lisa_CastedSingleTargetProjectile_Cost,hero,true,,,,,,datamine,,
GE_Lisa_CastedSingleTargetProjectile_Damage,hero,true,,,,,,datamine,,
GE_Lisa_ChanneledHealOrDamageProjectiles_Cost,hero,true,,,,,,datamine,,
GE_Lisa_ChanneledHealOrDamageProjectiles_Damage,hero,true,,,,,,datamine,,
GE_Lisa_ChanneledHealOrDamageProjectiles_Heal,hero,true,,,,,,datamine,,
GE_Lisa_InstantDamageSpender_Absorb_Absorb,hero,true,HasDuration,Oblivion's Embrace,Absorbs incoming damage.,AggregateByTarget,,datamine,,
GE_Lisa_InstantDamageSpender_Cost,hero,true,,,,,,datamine,,
GE_Lisa_InstantDamageSpender_Damage,hero,true,,,,,,datamine,,
GE_Lisa_InstantDamageSpender_SelfBuff_Buff,hero,true,HasDuration,Converging Timelines,Cooldown Acceleration increased,AggregateBySource,,datamine,,
GE_Lisa_InstantSelfBuff_Cost,hero,true,,,,,,datamine,,
GE_Lisa_InstantSelfBuff_SelfBuff,hero,true,HasDuration,Fleeting Hour,,AggregateBySource,,datamine,,
GE_Lisa_InstantSingleTargetDamageAndDot_Cost,hero,true,,,,,,datamine,,
GE_Lisa_InstantSingleTargetDamageAndDot_Damage,hero,true,,,,,,datamine,,
GE_Lisa_InstantSingleTargetDamageAndDot_Dot,hero,true,HasDuration,Echoes of Ruin,Taking damage over time,AggregateBySource,1.0,datamine,,
GE_Lisa_OutgoingDamageToHealManager_Heal,hero,true,,,,,,datamine,,
GE_Lisa_Passive_ReducedIncomingDamage,hero,true,Infinite,Chronomatic Shell,,,,datamine,,
GE_Lisa_PauseResourcesAndPartyHealth_Cost,hero,true,,,,,,datamine,,
GE_Lisa_PauseResourcesAndPartyHealth_Heal,hero,true,,,,,,datamine,,
GE_Lisa_PauseResourcesAndPartyHealth_HealthBuff,hero,true,HasDuration,Epoch Break,Your health is paused. All damage and healing taken is stored and will be dealt once this expires.,AggregateBySource,,datamine,,
GE_Lisa_PauseResourcesAndPartyHealth_SelfBuff,hero,true,HasDuration,,,AggregateBySource,,datamine,,
GE_Lisa_SingleAllyDispel_Dispel,hero,true,,,,,,datamine,,
GE_Lisa_SingleAllyDispel_ResourceCost,hero,true,,,,,,datamine,,
GE_Lisa_SingleTargetDamageImmunityBuff_Buff,hero,true,HasDuration,Chrono Veil,You are immune to all enemy damage,AggregateBySource,,datamine,,
GE_Lisa_SingleTargetDamageImmunityBuff_Cost,hero,true,,,,,,datamine,,
GE_Lisa_SingleTargetDot_Cost,hero,true,,,,,,datamine,,
GE_Lisa_SingleTargetDot_Dot,hero,true,HasDuration,Entropy's Claim,,,1.0,datamine,,
GE_Lisa_SingleTargetStaggerRemovalSpender_Cost,hero,true,,,,,,datamine,,
GE_Lisa_SingleTargetStaggerRemovalSpender_Heal,hero,true,,,,,,datamine,,
GE_Lisa_SingleTargetStaggerRemovalSpender_RemoveStagger,hero,true,,,,,,datamine,,
GE_Lisa_SpiritRefund_GuaranteedSpiritProcBuff__Proc,hero,true,HasDuration,Clairvoyance,Your next <rt.mana>Chrona</> spender is <rt.mana>Free</>.,AggregateByTarget,,datamine,,
GE_Lisa_Stagger_Attributes,hero,true,Infinite,Aura of Deferred Fate,,,,datamine,,
GE_Lisa_Talent_CastedProjectileDamageIncreaseDebuff_AbilityDamageIncrease_Proc,hero,true,,,,AggregateBySource,,datamine,,
GE_Lisa_Talent_CastedProjectileDamageIncreaseDebuff_DamageAbilityBuff_Buff,hero,true,Infinite,Continuum Shift,"Your next <bold>Time Shard</>, <bold>Echoes of Ruin</>, or <bold>Entropy's Claim</> is enhanced.",AggregateBySource,,datamine,,
