id,guid,hero,name,gameplay_ability_asset,enabled_in_game,category,damage_school,attack_range,offensive,description,dynamic_description,cost_effect,global_cooldown_effect,icon_id,icon_kind,icon_width,icon_height,provenance_origin,provenance_dev_name,provenance_source
GA_Gunde_SingleTargetInterrupt,910af1dd-fba7-515d-b58c-7c8a2a5fb866,Gunde,Jawbreaker,GA_Gunde_SingleTargetInterrupt_C,true,Utility,Physical,,,,"<rt.absorb>Interrupt</> the target's spellcasting and prevent it from casting for 4 sec. 
Must interrupt a spell, or it will have no effect.

<rt.meikoability2>Can be used during Global Cooldown</>",,,t_gunde_Interrupt,AbilityIcon,512,512,datamine,,
GA_Gunde_SingleTargetPull,a05af413-a222-512b-a58f-ca272e54e522,Gunde,Butcher's Hook,GA_Gunde_SingleTargetPull_C,true,Control,Physical,Ranged,true,,"Throw a chained axe at target enemy, dealing {ButchersHookDmg} and pulling them to you.

<rt.meikoability2>Can be used during Global Cooldown</>",,,T_Gunde_Grip,AbilityIcon,256,256,datamine,,
GA_Gunde_Talent_DotTransfer_Aoe,24da2b16-6e16-54f9-8a3e-6b7866b8b7c1,Gunde,Owed in Blood,GA_Gunde_Talent_DotTransfer_Aoe_C,true,,Physical,,true,,"Consumes <rt.warning>Rend</> on all nearby targets and applies ""<rt.absorb>Owed in Blood</>"" buff on you for 10 seconds.
When used again, applies the ""Saved Rend"" (<rt.absorb>Owed in Blood</> buff) on the new target.",,GE_GlobalCooldown,T_Gunde_SanguineFeast,AbilityIcon,512,512,datamine,,
GA_Gunde_TargetedAoeProjectile,d48763a8-5c23-5392-b185-8c96a8aea545,Gunde,Grim Carve,GA_Gunde_TargetedAoeProjectile_C,true,Power,Physical,,true,,"Throw your axe at the target enemy, where it spins like a sawblade, hitting all nearby enemies three times and dealing {GrimCarveDmg} with each spin.

Applies <rt.warning>Rend</> to the targets for {Rend} of the damage dealt.",,GE_GlobalCooldown,T_Gunde_Sawblade,AbilityIcon,512,512,datamine,,
GA_Ink_AoeAttack_C,b17b3905-bcc3-559d-9517-5cf009fbb1f0,Ink,Hammer Storm,GA_Ink_AoeAttack_C,true,Power,Physical,,true,,"Spin with your Hammer <rt.warning>up to 3 times</>, dealing <rt.warning>{HamrStormTickDmg}</> physical damage to all nearby enemies <rt.bold>every</> <rt.warning>{HamrStormPeriod}</> <rt.bold>seconds</>.

<rt.absorb>Hammer Storm</> deals <rt.warning>35% more damage</> with each spin.

<rt.effect>Thunder Call</>
<rt.absorb>Hammer Storm</> causes lightning to strike you as you spin, shocking enemies for an additional <rt.warning>{HamrStormLightningDmg}</> lightning damage each time they are hit.",GE_Ink_AoeAttack_Cost,GE_GlobalCooldown,T_Ink_Hammerstorm,AbilityIcon,256,256,datamine,,
GA_Ink_AoeFear_C,a0f51600-0459-5cc0-bd9d-24c87888d7f0,Ink,Intimidate,GA_Ink_AoeFear_C,true,Control,,,true,,"Instantly <rt.effect>Intimidate</> up to 40 nearby enemies, causing them to cower in place for <rt.bold>12 seconds</>.

If an enemy afflicted by <rt.effect>Intimidate</> takes damage equal to <rt.warning>{IntimidateDmgBreak}</>, they will break out of the effect. (Strength scaled)

<rt.meikoability2>Can be used during Global Cooldown</>",,,T_Ink_IntimidatingRoar,AbilityIcon,256,256,datamine,,
GA_Ink_AutoAttackBuff_Attack_C,17d8f97a-c597-54d6-9775-576af67ddea2,Ink,Heavy Strike,GA_Ink_AutoAttackBuff_Attack_C,true,Core,Physical,,true,,,,,T_Ink_TimerAbility,AbilityIcon,512,512,datamine,,
GA_Ink_AutoAttackBuff_C,c6a55c38-4d6f-5fb6-a874-4a285ab935c8,Ink,Heavy Strike,GA_Ink_AutoAttackBuff_C,true,Core,,,,,"When the <rt.meikoability2>Swing Timer</> is in the red, <rt.absorb>Heavy Strike</> instantly smashes the target for <rt.warning>{HeavyStrikeDmg}</> physical damage and deals <rt.warning>{HeavyStrikeClvDmg}</> physical damage to all enemies near the target.

<rt.effect>Thunder Call</>
<rt.absorb>Heavy Strike</> also charges the ground in front of you with lightning, dealing <rt.warning>{HeavyStrikeLightnDmg}</> lightning damage to the target and nearby enemies.

<rt.mana>Generates Fury relative to damage dealt if used in hit window</>

<rt.meikoability2>Can be queued during Global Cooldown</>


<rt.meikoability2>Swing Timer</>
Your swing timer is displayed as a bar to the right of your hero. When you see the red area light up on the swing timer it is time to queue your <rt.absorb>Heavy Strike</> and wait for it to finish.

<rt.meikoability2>Queueing Heavy Strike</>
<rt.absorb>Heavy Strike's</> queue is displayed as a golden border around the ability icon on your action bar. The queue is canceled when you use any other ability, so make sure the last button you press before the swing timer reaches the end of the red area is Heavy Strike.",,,T_Ink_TimerAbility,AbilityIcon,512,512,datamine,,
GA_Ink_AutoAttackBuff_InstantAttack_C,63d865c3-dc13-581e-8d87-33f3ce55a149,Ink,Heavy Strike,GA_Ink_AutoAttackBuff_InstantAttack_C,true,Core,Physical,,true,,"Instantly smash the target for <rt.warning>{HeavyStrikeDmg}</> physical damage and deal <rt.warning>{HeavyStrikeClvDmg}</> physical damage to all enemies near the target.

<rt.effect>Thunder Call</>
<rt.absorb>Heavy Strike</> also charges the ground in front of you with lightning, dealing <rt.warning>{HeavyStrikeLightnDmg}</> lightning damage to the target and nearby enemies.

<rt.mana>Generates 12 Fury</>",,GE_GlobalCooldown,T_Ink_TimerAbility,AbilityIcon,512,512,datamine,,
GA_Ink_BouncyProjectile_C,410f0c05-6d6d-53e3-ae5f-29f206788326,Ink,Chain Lightning,GA_Ink_BouncyProjectile_C,true,Core,Magic.Lightning,Ranged,true,,"Conjure an arc of lightning onto target enemy that chains between you and other enemies until it has <rt.warning>dealt damage a total of 6 times</>. Each hit of <rt.absorb>Chain Lightning</> deals <rt.warning>{ChainLightDmg}</> lightning damage.

<rt.absorb>Chain Lightning</> does not deal damage to you.

<rt.effect>Thunder Call</>
You can only cast <rt.absorb>Chain Lightning</> while <rt.effect>Thunder Call</> is active.

<rt.mana>Generates 1.2 Fury per hit</>",,GE_GlobalCooldown,T_Ink_ChainLightning,AbilityIcon,256,256,datamine,,
GA_Ink_ChargedBuff_C,cd4c8701-9bb2-59d8-b1e8-82cad47eb27a,Ink,Thunder Call,GA_Ink_ChargedBuff_C,true,Major,Magic.Lightning,,,"Call on thunder to charge your hammer with immense power, <rt.effect>enhancing your abilities for 21 seconds</>.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Ink_Selfbuff,AbilityIcon,256,256,datamine,,
GA_Ink_CleaveAttack_C,216d932e-cf2f-5025-8bc2-4c18b67b391e,Ink,Wild Swing,GA_Ink_CleaveAttack_C,true,Basic,Physical,,true,,"Swing your hammer in a wide arc toward target enemy dealing <rt.warning>{WildSwingDmg}</> physical damage to it and any nearby enemies.

<rt.absorb>Recklessness</>
- Enemies have an increased chance to <rt.bold>Dodge</> <rt.absorb>Wild Swing</>.
- Wild Swing cannot critically strike.
- The damage of <rt.absorb>Wild Swing</> is increased by an amount equal to your critical strike chance percentage.

<rt.mana>Generates 3 Fury</>",GE_Ink_CleaveAttack_Cost,GE_GlobalCooldown,T_Ink_Wildswing,AbilityIcon,256,256,datamine,,
GA_Ink_CostReductionBuff_C,0ed1fd9d-a654-5850-9931-aa63cf8f1ade,Ink,Focused Wrath,GA_Ink_CostReductionBuff_C,true,Major,,,,"Your next two casts of <rt.absorb>Skull Crusher</> or <rt.absorb>Hammer Storm</> cost <rt.mana>52% less Fury</> and deal <rt.warning>10% more damage</>.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Ink_FocusedWrath,AbilityIcon,256,256,datamine,,
GA_Ink_EnhancedChargedBuff,438ae986-8517-59f0-83d8-a1929f238d7a,Ink,Raging Tempest,GA_Ink_EnhancedChargedBuff_C,true,Spirit,Magic.Lightning,,true,,"Instantly Leap to target area and smash the ground, dealing <rt.warning>{TempestLeapDmg}</> lightning damage to all nearby enemies.You also gain an <rt.effect>Enhanced Thunder Call</> for 20 seconds that causes you to release <rt.effect>Raging Currents</> at enemies over time.

<rt.effect>Raging Currents</>
Strike a random nearby enemy <rt.bold>every</> <rt.warning>{RagingCurPeriod}</> <rt.bold>seconds</> with lightning, dealing <rt.warning>{RagingCurDmg}</> lightning damage with each strike. Each time <rt.effect>Raging Currents</> hits an enemy your <rt.bold>Expertise is increased by 1%, stacking up to 20 times</>.

<rt.absorb>SPIRIT ABILITY</>
<rt.greyitalic>When you activate your Spirit ability you gain </><rt.absorb> Spirit of Heroism</><rt.greyitalic>, granting +30% Haste for 20 sec.</>

<rt.meikoability2>Can be used during Global Cooldown</>",GE_Ink_EnhancedChargedBuff_Cost,,T_Ink_Spirit,AbilityIcon,512,512,datamine,,
GA_Ink_HeavySingleTargetAttack_C,abf40831-0fbc-5f46-8645-1621811fa6b7,Ink,Skull Crusher,GA_Ink_HeavySingleTargetAttack_C,true,Power,Physical,,true,,"Instantly deal <rt.warning>{SkullCrushDmg}</> physical damage to target enemy.

<rt.meikoability2>Skull Crusher triggers a shortened Global Cooldown</>

<rt.effect>Thunder Call</>
<rt.absorb>Skull Crusher</> beckons a thunder bolt to strike the target from above, dealing <rt.warning>{SkullCrushLightnDmg}</> lightning damage.",GE_Ink_HeavySingleTargetAttack_Cost,GE_GlobalCooldown_TariqHeavySingleTarget,T_Ink_Skullcrusher,AbilityIcon,256,256,datamine,,
GA_Ink_LowHealthSingleTargetResourceDamage_C,976d40fd-e749-5294-a65b-e010149dca1e,Ink,Culling Strike,GA_Ink_LowHealthSingleTargetResourceDamage_C,true,Power,Physical,,true,,"Instantly deal <rt.warning>{CullStrikeDmg}</> physical damage to target enemy. <rt.absorb>Culling Strike</> spends up to <rt.mana>10 Fury</>, <rt.warning>increasing the damage it deals by up to 400%</>. The more <rt.mana>Fury</> it consumes, the higher the damage it deals.

<rt.absorb>Execution</>
Can only be used against enemies that have 30% or less health.",,,T_Ink_Cullingstrike,AbilityIcon,256,256,datamine,,
GA_Ink_MeleeAutoAttack_C,544876df-f223-56d1-8b53-b0fec431b81d,Ink,Attack,GA_Ink_MeleeAutoAttack_C,true,,Physical,,true,,,,,Tex_bl_04_bg,AbilityIcon,256,256,datamine,,
GA_Ink_MeleeInterrupt_C,8e235349-16cc-5de5-b294-8c9a286f77d1,Ink,Pummel,GA_Ink_MeleeInterrupt_C,true,Utility,Physical,,,"Instantly interrupt target enemy's spell cast, and silence them for 4 seconds.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_InkPummel,AbilityIcon,256,256,datamine,,
GA_Ink_MoveToLocationAoeDamage_C,661ffadc-ad14-5f92-bb09-3937838042cc,Ink,Leap Smash,GA_Ink_MoveToLocationAoeDamage_C,true,Movement,Physical,,true,,"Instantly Leap to target area and smash the ground, dealing <rt.warning>{LeapSmashDmg}</> physical damage to all nearby enemies.

<rt.meikoability2>Can be used during Global Cooldown</>",,,T_Ink_Leap,AbilityIcon,1024,1024,datamine,,
GA_Ink_SecondChanceSingleTargetAttack_C,0a8d316b-eeaa-5d19-9850-5b828c8ec90a,Ink,Face Breaker (old),GA_Ink_SecondChanceSingleTargetAttack_C,true,Basic,Physical,,true,,"Instantly attack target enemy dealing <rt.warning>{FaceBreakDmg}</> physical damage.

<rt.meikoability2>Face Breaker resets the Swing Timer</>

<rt.effect>Flash of Anger</>
Whenever one of your attacks <rt.bold>Misses</> or is <rt.bold>Dodged</> by an enemy, you gain <rt.effect>Flash of Anger</>, causing your next <rt.absorb>Face Breaker</> to <rt.bold>not trigger it's cooldown</>, <rt.meikoability2>not reset the Swing Timer</> and deal <rt.warning>+400% increased damage</>.

<rt.mana>Generates 6 Fury plus an amount based on the total damage it dealt</>

<rt.meikoability2>Can be used during Global Cooldown</>",GE_Ink_SecondChanceSingleTargetAttack_Cost,GE_GlobalCooldown,T_Ink_Facebreaker,AbilityIcon,256,256,datamine,,
GA_Ink_SelfDefenceBuff_C,f8296722-6121-5094-a096-f2c62dd58fcb,Ink,Unbreakable Will,GA_Ink_SelfDefenceBuff_C,true,Defensive,,,,"You take <rt.absorb>40% reduced damage</> for 4 seconds.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Ink_TankBuff,AbilityIcon,1098,1098,datamine,,
GA_Ink_SingleTargetHeavyNonSpender_C,7e51d2f9-be3a-5952-a2c4-40b269858a99,Ink,Face Breaker,GA_Ink_SingleTargetHeavyNonSpender_C,true,Basic,Physical,,true,,"Instantly attack target enemy dealing <rt.warning>{FaceBreakDmg}</> physical damage to the target.

<rt.absorb>Face Breaker</> deals <rt.warning>50% of its damage to enemies near your target</>.

<rt.mana>Generates 7 Fury</>",GE_Ink_SecondChanceSingleTargetAttack_Cost,GE_GlobalCooldown,T_Ink_Facebreaker,AbilityIcon,256,256,datamine,,
GA_Ink_Taunt_C,55e5796f-ad0e-5355-b5d6-876b5b3a3679,Ink,Taunt,GA_Ink_Talent_SelfDefenceBuff_IncreasedDurationAndTaunt_Taunt_C,true,,Physical,,true,"Taunt target enemy, forcing it to attack you for 6 seconds.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,T_Ink_Taunt,AbilityIcon,256,256,datamine,,
GA_Lisa_AoeStaggerRemovalSpender_C,b80815fd-16e4-5b81-b06e-22fd2873c49c,Lisa,Restore Continuity,GA_Lisa_AoeStaggerRemovalSpender_C,true,Power,Magic.Arcane,Ranged,,,"Rearrange the flow of events unfolding around you, instantly <rt.bold>cleansing all allies</> of up to <rt.effect>{StaggerCleanse}</> accumulated <rt.effect>stagger</> stored in <rt.absorb>Aura of Deferred Fate</>.

<rt.absorb>Restore Continuity</> heals each ally for <rt.heal>{CleanHeal} of the amount cleansed</>.

<rt.effect>CONVERGING TIMELINES</>
Each time you cast <rt.absorb>Restore Continuity</> you gain <rt.meikoability2>+100% Cooldown Acceleration</> for <rt.bold>0.5 seconds</>.

<rt.mana>Generates Mana based on the amount of Stagger cleansed</>",GE_Lisa_AoeStaggerRemovalSpender_Cost,GE_GlobalCooldown,T_Lisa_ChronaWave,AbilityIcon,256,256,datamine,,
GA_Lisa_CastedHeal_C,0f21a9a8-6901-5657-8d4c-7ca116d3cd18,Lisa,Flash Revision,GA_Lisa_CastedHeal_C,true,Core,Magic.Arcane,Ranged,,,"Borrow time to mend a single ally, healing them for {LisaCastHeal}.

<rt.effect>Stagger</> is applied to the target for <rt.warning>{percentage} of the healing</> as temporal debt ripples through their being.

<rt.mana>Generates 5 Chrona.</>",GE_Lisa_CastedHeal_Cost,GE_GlobalCooldown,T_Lisa_TimeMend,AbilityIcon,256,256,datamine,,
GA_Lisa_CastedProjectileDamageIncreaseDebuff_C,78cef4ba-c6d5-5c11-99ab-16dc9652fae8,Lisa,Unfolding Doom,GA_Lisa_CastedProjectileDamageIncreaseDebuff_C,true,Major,Magic.Arcane,Ranged,true,Affects Arcane Beacon.,"Deliver a heavy strike of temporal energy to the target, dealing <rt.warning>{UnfoldDoomDmg}</> magic damage. <rt.effect>Unfolding Doom</> tears at the threads of their destiny, <rt.warning>increasing all damage you deal to them by 20% for 20 seconds</>.

<rt.effect>DEFERRED FATE: RELAY</>
100% of any damage dealt by <rt.absorb>Unfolding Doom</> heals an ally within your <rt.absorb>Aura of Deferred Fate</>. The lowest health ally is preferred.

<rt.mana>Generates 20 Chrona.</>
<rt.mana>Critical Strike chance to generate 30 Chrona.</>",GE_Lisa_CastedProjectileDamageIncreaseDebuff_Cost,GE_GlobalCooldown,T_Lisa_StrandsofTime,AbilityIcon,256,256,datamine,,
GA_Lisa_CastedSingleTargetDamage_C,bdfb78a5-d4e0-56f9-9e61-2f36dc5a2fd8,Lisa,Time Shard,GA_Lisa_CastedSingleTargetProjectile_C,true,Basic,Magic.Arcane,Ranged,true,,"Hurl a fragment of condensed time at target enemy, dealing <rt.warning>{TimeShardDmg}</> magic damage to it.

<rt.effect>DEFERRED FATE: RELAY</>
100% of any damage dealt by <rt.absorb>Time Shard</> heals an ally within your <rt.absorb>Aura of Deferred Fate</>. The lowest health ally is preferred.

<rt.mana>Generates 6 Chrona.</>
<rt.mana>Critical Strike chance to generate 9 Chrona.</>",GE_Lisa_CastedSingleTargetProjectile_Cost,GE_GlobalCooldown,T_Lisa_FillerCast,AbilityIcon,256,256,datamine,,
GA_Lisa_ChanneledHealOrDamageProjectiles_C,069b72cc-60be-5cc9-a880-99bea2f087aa,Lisa,Temporal Barrage,GA_Lisa_ChanneledHealOrDamageProjectiles_C,true,Core,Magic.Arcane,Ranged,true,,"Launch a series of bolts of temporal energy at a single target, each fracturing the flow of fate and turning the tide of battle in your favor.

Each bolt of <rt.absorb>Temporal Barrage</> deals <rt.warning>{TemporBarrDmg}</> magic damage to an enemy or <rt.heal>{TemporBarrHeal}</> healing to an ally.

<rt.meikoability2>Can move while channeling</>

<rt.effect>DEFERRED FATE: RELAY</>
100% of any damage dealt by <rt.absorb>Temporal Barrage</> heals an ally within your <rt.absorb>Aura of Deferred Fate</>. The lowest health ally is preferred.

<rt.mana>Generates 4 Chrona per bolt.</>
<rt.mana>Critical Strike chance to generate 6 Chrona.</>",GE_Lisa_ChanneledHealOrDamageProjectiles_Cost,GE_GlobalCooldown,T_Lisa_Barrage,AbilityIcon,512,512,datamine,,
GA_Lisa_InstantDamageSpender_C,7526dae7-cb00-5898-b77b-c73f8d02905e,Lisa,Oblivion,GA_Lisa_InstantDamageSpender_C,true,Power,Magic.Arcane,Ranged,true,,"Instantly unleash a concentrated pulse of destructive temporal energy at the target, shattering the threads of fate around them.

Deals <rt.warning>{ChronaBurstDmg}</> magic damage to the target.

<rt.effect>CONVERGING TIMELINES</>
Each time you cast <rt.absorb>Oblivion</> you gain <rt.meikoability2>+100% Cooldown Acceleration</> for <rt.bold>0.5 seconds</>.

<rt.effect>DEFERRED FATE: MASS RELAY</>
50% of any damage dealt by <rt.absorb>Oblivion</> heals all allies within your <rt.absorb>Aura of Deferred Fate</>.",GE_Lisa_InstantDamageSpender_Cost,GE_GlobalCooldown,T_Lisa_ChronaBlast,AbilityIcon,256,256,datamine,,
GA_Lisa_InstantSelfBuff_C,841ab490-98d6-562e-8a08-98885e553646,Lisa,Fleeting Hour,GA_Lisa_InstantSelfBuff_C,true,Major,Magic.Arcane,,,,"You step into the flow of time itself, and it quickens at your touch, granting you <rt.meikoability2>+50% Cooldown Acceleration</> for <rt.bold>15 seconds</>.

The cooldown of <rt.absorb>Fleeting Hour</> does not count down until its active duration ends.

<rt.meikoability2>Can be used during Global Cooldown and while casting or channeling</>",GE_Lisa_InstantSelfBuff_Cost,,T_Lisa_TimeBuff,AbilityIcon,256,256,datamine,,
GA_Lisa_InstantSingleTargetDamageAndDot_C,fd93450d-6040-54a2-a1d7-1d7edc263c25,Lisa,Echoes of Ruin,GA_Lisa_InstantSingleTargetDamageAndDot_C,true,Core,Magic.Arcane,,true,,"Release splinters of ruinous energy into the target and up to 2 additional nearby enemies, dealing <rt.warning>{SplinterTickDmg}</> magic damage every <rt.warning>{SplinterPeriod} seconds</> over <rt.bold>{SplinterDuration} seconds</>. 

<rt.effect>DEFERRED FATE: RELAY</>
100% of any damage dealt by <rt.absorb>Echoes of Ruin</> heals an ally within your <rt.absorb>Aura of Deferred Fate</>. The lowest health ally is preferred.

<rt.mana>Generates 6 Chrona.</>
<rt.mana>Critical Strike chance to generate 9 Chrona.</>",GE_Lisa_InstantSingleTargetDamageAndDot_Cost,GE_GlobalCooldown,T_Lisa_Burst,AbilityIcon,256,256,datamine,,
GA_Lisa_PauseResourcesAndPartyHealth_C,4d1c9914-f6c4-5b39-bb8c-840e4d46c771,Lisa,Epoch Break,GA_Lisa_PauseResourcesAndPartyHealth_C,true,Spirit,Magic.Arcane,,,"Invoke the strands of time to reshape a pivotal moment. Time stops for the next <rt.bold>6 seconds</>, pausing all allies' health bars.

Any <rt.heal>Damage and Healing dealt during</> <rt.absorb>Epoch Break</> is <rt.heal>stored</> to be dealt all at once when <rt.absorb>Epoch Break</> expires.

During <rt.absorb>Epoch Break</>, your abilities have no <rt.mana>Mana</> or <rt.mana>Chrona</> costs.

<rt.absorb>SPIRIT ABILITY</>
<rt.greyitalic>When you activate your Spirit ability you gain </><rt.absorb> Spirit of Heroism</><rt.greyitalic>, granting +30% Haste and +600% Mana Recovery for 20 sec.</>",,GE_Lisa_PauseResourcesAndPartyHealth_Cost,GE_GlobalCooldown,T_Lisa_Spirit,AbilityIcon,256,256,datamine,,
GA_Lisa_SingleAllyDispel_C,1922147f-ecc7-5fac-884f-f7e36152c94e,Lisa,Revert Magic,GA_Lisa_SingleAllyDispel_C,true,Utility,Magic.Arcane,,,Remove all <rt.debuff>Harmful</> <rt.bold>Magic Effects</> from target ally.,,GE_Lisa_SingleAllyDispel_ResourceCost,GE_GlobalCooldown,T_Lisa_Dispel,AbilityIcon,256,256,datamine,,
GA_Lisa_SingleTargetDamageImmunityBuff_C,b110b018-1ae4-5b35-8990-a91a7f8abcf6,Lisa,Chrono Veil (OLD),GA_Lisa_SingleTargetDamageImmunityBuff_C,true,,Magic.Arcane,,,"Protect an ally in a Veil of Time and sand for X seconds, making them immune to all damage and removes the targets current threat.",,GE_Lisa_SingleTargetDamageImmunityBuff_Cost,GE_GlobalCooldown,Tex_SpellBook06_54,AbilityIcon,256,256,datamine,,
GA_Lisa_SingleTargetDot_C,387e65fd-d429-5e2c-b918-e1b39f541116,Lisa,Entropy's Claim,GA_Lisa_SingleTargetDot_C,true,Core,Magic.Arcane,,true,,"Erode the vitality of target enemy, dealing <rt.warning>{ErodeVitalityTickDmg}</> magic damage every <rt.warning>{ErodeVitalityPeriod} seconds</> over <rt.bold>{ErodeVitalityDuration} seconds</> as their life force begins to slip away.

<rt.effect>DEFERRED FATE: RELAY</>
100% of any damage dealt by <rt.absorb>Entropy's Claim</> heals an ally within your <rt.absorb>Aura of Deferred Fate</>. The lowest health ally is preferred.

<rt.mana>Each time</> <rt.absorb>Entrropy's Claim</> <rt.mana>deals damage, it generates 4 Chrona.</>
<rt.mana>Critical Strike chance to generate 6 Chrona.</>",GE_Lisa_SingleTargetDot_Cost,GE_GlobalCooldown,T_Lisa_Wither,AbilityIcon,256,256,datamine,,
GA_Lisa_SingleTargetrRemovalSpender_C,42dd9a5e-1506-52b9-8259-e83ec810d18a,Lisa,Amend Fate,GA_Lisa_SingleTargetStaggerRemovalSpender_C,true,Power,Magic.Arcane,Ranged,,,"Redesign an ally's fate as it unfolds, instantly <rt.bold>cleansing target ally</> of up to <rt.effect>{StaggerCleanse}</> accumulated <rt.effect>stagger</> stored in <rt.absorb>Aura of Deferred Fate</>.

<rt.absorb>Amend Fate</> heals the target for <rt.heal>{CleanHeal} of the amount cleansed</>.

<rt.effect>CONVERGING TIMELINES</>
Each time you cast <rt.absorb>Amend Fate</> you gain <rt.meikoability2>+100% Cooldown Acceleration</> for <rt.bold>0.5 seconds</>.

<rt.mana>Generates Mana based on the amount of Stagger cleansed</>",GE_Lisa_SingleTargetStaggerRemovalSpender_Cost,GE_GlobalCooldown,T_Lisa_Stagger,AbilityIcon,256,256,datamine,,
GA_Lisa_TargetedAoeSilence_C,202ddeb3-b95e-5178-916b-7d061a19f085,Lisa,Intercession,GA_Lisa_TargetedAoeSilence_C,true,Control,Magic.Arcane,,true,,Instantly <rt.effect>Silence</> all enemies in the target area for <rt.bold>7 seconds</>.,GE_Lisa_TargetedAoeSilence_Cost,GE_GlobalCooldown,T_Lisa_AoESilence,AbilityIcon,256,256,datamine,,
GA_Lisa_TeleportForward_C,a2a41189-cab9-5c1a-addd-6c926a259700,Lisa,Time Skip,GA_Lisa_TeleportForward_C,true,Defensive,,,,,"Instantly teleport forward a short distance and gain <rt.absorb>{movespeed} Movement Speed</> for {duration}.

<rt.meikoability2>Can be used during Global Cooldown and while casting or channeling</>",,,T_Lisa_Blink,AbilityIcon,256,256,datamine,,
GA_Mara_AoeAttackBuilder_C,37d3a136-c5c5-5aed-89c2-e46b2e6fe21e,Mara,Skittering Blades,GA_Mara_AoeAttackBuilder_C,true,Basic,Physical,,true,,"Spins and throws daggers in all direction, dealing <rt.warning>{SkitterDmg}</> to all nearby enemies.

<rt.meikoability1>Generates 1 Combo Point for each enemy hit. Critical Strikes generate 2 Combo Points.</>",GE_Mara_AoEAttackBuilder_Cost,GE_GlobalCooldownStatic,Mara_AOEBuilder,AbilityIcon,256,256,datamine,,
GA_Mara_AoeAttackSpender_C,2b02feae-437a-533a-b0ca-32dc15ccabb9,Mara,Arachnid Assault,GA_Mara_AoeAttackSpender_C,true,Power,Physical,,true,,"Deal <rt.warning>{ArachniedDmg}</> to all targets in a radius around Mara. The damage is increased per combo point spent.

<rt.meikoability1>1 Combo Point: +20% damage</>
<rt.meikoability1>2 Combo Points: +40% damage</>
<rt.meikoability1>3 Combo Points: +60% damage</>
<rt.meikoability1>4 Combo Points: +80% damage</>
<rt.meikoability1>5 Combo Points: +100% damage</>
<rt.meikoability1>6 Combo Points: +120% damage</>",GE_Mara_AoEAttackSpender_Cost,GE_GlobalCooldownStatic,Mara_SpiderAOE,AbilityIcon,256,256,datamine,,
GA_Mara_AutoAttack_C,1a642a27-1d6a-5b0f-a510-08a5e87ca5d6,Mara,Attack,GA_Mara_AutoAttack_C,true,,Physical,,true,,,,,Tex_swords_05_bg,AbilityIcon,256,256,datamine,,
GA_Mara_BleedAttackSpender_C,ec6094b8-1c0a-5992-af74-8579e816731a,Mara,Hemorrhaging Strike,GA_Mara_BleedAttackSpender_C,true,Power,,,true,,"Strike the target dealing <rt.warning>{HemoStrikeDirect}</> damage and apply a bleed dealing <rt.warning>{HemoStrikeTickDmg}</> <rt.bold>every</> <rt.warning>{HemoStrikePeriod}</> <rt.bold>seconds for 12 seconds</>. The bleed's duration is increased per combo point spent.

<rt.meikoability2>1 Combo Point: 15 seconds</>
<rt.meikoability2>2 Combo Points: 18 seconds</>
<rt.meikoability2>3 Combo Points: 21 seconds</>
<rt.meikoability2>4 Combo Points: 24 seconds</>
<rt.meikoability2>5 Combo Points: 27 seconds</>
<rt.meikoability2>6 Combo Points: 30 seconds</>

<rt.effect>CREEPING DEATH</>
<rt.absorb>Hemorrhaging Strike</> deals <rt.warning>0.5% increased</> <rt.effect>Bleed damage</> for every <rt.warning>1% Haste you have</>.

<rt.mana>Each tick of Hemorrhaging Strike's bleed replenishes 2 energy.</>",GE_Mara_BleedAttackSpender_Cost,GE_GlobalCooldownStatic,Mara_Bleed,AbilityIcon,512,512,datamine,,
GA_Mara_ChargedDoubleAttackBuilder_C,fe273b0e-285c-5580-bca7-4750735bc82a,Mara,Widow's Bite,GA_Mara_ChargedDoubleAttackBuilder_C,true,Core,Physical,,true,,"Plunges both daggers into single target, dealing <rt.warning>{WidowBiteDmg1}</> with the right hand and <rt.warning>{WidowBiteDmg2}</> with the left hand.

<rt.absorb>Widow's Bite</> gains <rt.meikoability2>Cooldown Acceleration</> equal to your Haste.

<rt.meikoability1>Generates 2 Combo Points with each strike. Critical Strikes generate 3 Combo Points.</>

<rt.mana>Generates 30 Energy</>",,GE_GlobalCooldownStatic,Mara_RegainEnergyHit,AbilityIcon,512,512,datamine,,
GA_Mara_ChargedResourceRefillSelfBuff_C,26f72ea5-ba4e-536c-8740-f38c867829b5,Mara,Maiden of Death,GA_Mara_ChargedResourceRefillSelfBuff_C,true,Major,,,,"For the next 10 seconds, you deal <rt.warning>20% more damage</> and all combo point generating abilities generate <rt.meikoability1>6 Combo Points</>.

Additionally, your <rt.mana>Energy Generation is increased by 20%</> while <rt.absorb>Maiden of Death</> is active.

<rt.meikoability2>Can be used during Global Cooldown</>",,,,Mara_Maiden,AbilityIcon,512,512,datamine,,
