id,numeric_id,slot,rule_set,stat_weights_key,display_name,drops_in_all_dungeons,provenance_origin,provenance_dev_name,provenance_source
ItemID.HeroItem.Dynamic.Shoulders.B_Haste,5289,Shoulders,DynamicHeroItemRuleSet.Default_NoGemSlot,40.17.27,Shoulders_B_Haste,false,datamine,,
ItemID.HeroItem.Dynamic.Shoulders.C_Expertise,5290,Shoulders,DynamicHeroItemRuleSet.Default_NoGemSlot,28.28.28,Shoulders_C_Expertise,false,datamine,,
ItemID.HeroItem.Dynamic.Shoulders.C_Haste,5291,Shoulders,DynamicHeroItemRuleSet.Default_NoGemSlot,28.28.28,Shoulders_C_Haste,false,datamine,,
ItemID.HeroItem.Dynamic.Shoulders.SetA_B_Spirit,5292,Shoulders,DynamicHeroItemRuleSet.SetBonus_NoGemSlot,40.17.27,Shoulders_SetA_B_Spirit,false,datamine,,
ItemID.HeroItem.Dynamic.Shoulders.SetB_C_Expertise,5293,Shoulders,DynamicHeroItemRuleSet.SetBonus_NoGemSlot,28.28.28,Shoulders_SetB_C_Experience,false,datamine,,
ItemID.HeroItem.Dynamic.Shoulders.SetC_B_Spirit,5294,Shoulders,DynamicHeroItemRuleSet.SetBonus_NoGemSlot,40.17.27,Shoulders_SetC_B_Spirit,false,datamine,,
ItemID.HeroItem.Dynamic.Shoulders.SetD_C_Crit,5295,Shoulders,DynamicHeroItemRuleSet.SetBonus_NoGemSlot,28.28.28,Shoulders_SetD_C_Crit,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.A_Crit,5297,Waist,DynamicHeroItemRuleSet.Default_NoGemSlot,22.22.40,Waist_A_Crit,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.A_Haste,5298,Waist,DynamicHeroItemRuleSet.Default_NoGemSlot,22.22.40,Waist_A_Haste,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.A_Spirit,5299,Waist,DynamicHeroItemRuleSet.Default_NoGemSlot,22.22.40,Waist_A_Spirit,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.B_Expertise,5300,Waist,DynamicHeroItemRuleSet.Default_NoGemSlot,40.17.27,Waist_B_Expertise,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.B_Haste,5301,Waist,DynamicHeroItemRuleSet.Default_NoGemSlot,40.17.27,Waist_B_Haste,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.B_Spirit,5302,Waist,DynamicHeroItemRuleSet.Default_NoGemSlot,40.17.27,Waist_B_Spirit,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.C_Crit,5303,Waist,DynamicHeroItemRuleSet.Default_NoGemSlot,28.28.28,Waist_C_Crit,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.C_Haste,5304,Waist,DynamicHeroItemRuleSet.Default_NoGemSlot,28.28.28,Waist_C_Haste,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.C_Spirit,5305,Waist,DynamicHeroItemRuleSet.Default_NoGemSlot,28.28.28,Waist_C_Spirit,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.SetA_C_Expertise,5306,Waist,DynamicHeroItemRuleSet.SetBonus_NoGemSlot,28.28.28,Waist_SetA_C_Expertise,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.SetB_A_Crit,5307,Waist,DynamicHeroItemRuleSet.SetBonus_NoGemSlot,22.22.40,Waist_SetB_A_Crit,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.SetC_A_Haste,5308,Waist,DynamicHeroItemRuleSet.SetBonus_NoGemSlot,22.22.40,Waist_SetC_A_Haste,false,datamine,,
ItemID.HeroItem.Dynamic.Waist.SetD_B_Expertise,5309,Waist,DynamicHeroItemRuleSet.SetBonus_NoGemSlot,40.17.27,Waist_SetD_B_Expertise,false,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Bowguy,5312,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Frozen Longbow of An'zhyr,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Firemage,5313,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Weapon_A_Haste,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Gunde,5314,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Weapon_A_Haste,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Ink,5315,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Weapon_A_Haste,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Lisa,5316,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Weapon_A_Haste,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Mara,5317,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Weapon_A_Haste,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Meiko,5318,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Weapon_A_Haste,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Mosse,5319,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Weapon_A_Haste,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Rime,5320,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Weapon_A_Haste,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Sune,5321,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Weapon_A_Haste,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Vigor,5322,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Weapon_A_Haste,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.A_Haste.Warmaster,5323,Weapon,DynamicHeroItemRuleSet.Weapon,22.22.40,Weapon_A_Haste,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Bowguy,5325,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Firemage,5326,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Gunde,5327,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Ink,5328,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Lisa,5329,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Mara,5330,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Meiko,5331,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Mosse,5332,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Rime,5333,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Sune,5334,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Vigor,5335,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.B_Expertise.Warmaster,5336,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_B_Expertise,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Bowguy,5351,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Firemage,5352,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Gunde,5353,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Ink,5354,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Lisa,5355,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Mara,5356,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Meiko,5357,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Mosse,5358,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Rime,5359,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Sune,5360,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Vigor,5361,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.C_Crit.Warmaster,5362,Weapon,DynamicHeroItemRuleSet.Weapon,28.28.28,Weapon_C_Crit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Bowguy,5364,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Firemage,5365,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Gunde,5366,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Ink,5367,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Lisa,5368,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Mara,5369,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Meiko,5370,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Mosse,5371,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Rime,5372,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Sune,5373,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Vigor,5374,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Weapon.D_Spirit.Warmaster,5375,Weapon,DynamicHeroItemRuleSet.Weapon,40.17.27,Weapon_D_Spirit,,datamine,,
ItemID.HeroItem.Dynamic.Wrist.A_Expertise,5377,Wrists,DynamicHeroItemRuleSet.Default_GemSlot,22.22.40,Wrists_A_Expertise,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.A_Spirit,5378,Wrists,DynamicHeroItemRuleSet.Default_GemSlot,22.22.40,Wrists_A_Spirit,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.B_Crit,5379,Wrists,DynamicHeroItemRuleSet.Default_GemSlot,40.17.27,Wrists_B_Crit,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.B_Haste,5380,Wrists,DynamicHeroItemRuleSet.Default_GemSlot,22.22.40,Wrists_B_Haste,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.C_Crit,5381,Wrists,DynamicHeroItemRuleSet.Default_GemSlot,28.28.28,Wrists_C_Crit,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.C_Expertise,5382,Wrists,DynamicHeroItemRuleSet.Default_GemSlot,28.28.28,Wrists_C_Expertise,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.C_Haste,5383,Wrists,DynamicHeroItemRuleSet.Default_GemSlot,28.28.28,Wrists_C_Haste,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.C_Spirit,5384,Wrists,DynamicHeroItemRuleSet.Default_GemSlot,28.28.28,Wrists_C_Spirit,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.SetA_B_Haste,5385,Wrists,DynamicHeroItemRuleSet.SetBonus_GemSlot,22.22.40,Wrists_SetA_B_Haste,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.SetA_B_Spirit,5386,Wrists,DynamicHeroItemRuleSet.SetBonus_GemSlot,40.17.27,Wrists.SetA_B_Spirit,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.SetB_A_Spirit,5387,Wrists,DynamicHeroItemRuleSet.SetBonus_GemSlot,22.22.40,Wrists_SetB_A_Spirit,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.SetB_B_Crit,5388,Wrists,DynamicHeroItemRuleSet.SetBonus_GemSlot,40.17.27,Wrists_SetB_B_Crit,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.SetC_A_Crit,5389,Wrists,DynamicHeroItemRuleSet.SetBonus_GemSlot,22.22.40,Wrists_SetC_A_Crit,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.SetC_B_Expertise,5390,Wrists,DynamicHeroItemRuleSet.SetBonus_GemSlot,28.28.28,Wrists_SetC_B_Expertise,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.SetD_A_Expertise,5391,Wrists,DynamicHeroItemRuleSet.SetBonus_GemSlot,22.22.40,Wrists_SetD_A_Expertise,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.SetD_A_Haste,5392,Wrists,DynamicHeroItemRuleSet.SetBonus_GemSlot,22.22.40,Wrists_SetD_A_Haste,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.SetD_C_Crit,5393,Wrists,DynamicHeroItemRuleSet.SetBonus_GemSlot,28.28.28,Wrists_SetD_C_Crit,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.SetE_C_Crit,5394,Wrists,DynamicHeroItemRuleSet.SetBonus_GemSlot,28.28.28,Wrists_SetE_C_Crit,false,datamine,,
ItemID.HeroItem.Dynamic.Wrist.SetE_C_Spirit,5395,Wrists,DynamicHeroItemRuleSet.SetBonus_GemSlot,28.28.28,Wrists_SetE_C_Spirit,false,datamine,,
