name,rows_ordinal,rows_name
CT_DungeonModifiers,273,DM_WinterWitch.ChannelAoeDamage.Debuff.MaxStacks
CT_DungeonModifiers,274,DM_WinterWitch.ChannelAoeDamage.Debuff.MovementSpeedMultiplierPerStack
CT_DungeonModifiers,275,DM_WinterWitch.ChannelAoeDamage.Debuff.OverflowExplosion.PrimaryAttributeCoefficient
CT_DungeonModifiers,276,DM_WinterWitch.ChannelAoeDamage.PostAbilityPadding
CT_DungeonModifiers,277,DM_WinterWitch.SwitchPhaseBubble.InitialMaxCooldown
CT_DungeonModifiers,278,DM_WinterWitch.SwitchPhaseBubble.InitialMinCooldown
CT_DungeonModifiers,279,DM_WinterWitch.SwitchPhaseBubble.MaxCooldown
CT_DungeonModifiers,280,DM_WinterWitch.SwitchPhaseBubble.MinCooldown
CT_DungeonModifiers,281,EmpoweredMinions.EnemyBuff.KillscoreScale
CT_DungeonModifiers,282,EmpoweredMinions.EnemyBuff.MaxHealthMultiplier
CT_DungeonModifiers,283,EmpoweredMinions.EnemyBuff.OutgoingDamageScale
CT_DungeonModifiers,284,EmpoweredMinions.HeroKilledMinionBuff.MaxHealthAndMainStatMultiplier
CT_DungeonModifiers,285,EmpoweredMinions.MinionKilledBuff.Duration
CT_DungeonModifiers,286,EmpoweredMinions.MinionKilledBuff.HasteIncrease
CT_DungeonModifiers,287,EmpoweredMinions.MinionKilledBuff.PassiveMoveSpeedIncrease
CT_DungeonModifiers,288,MalevolentSpirits.HasteMultiplier
CT_DungeonModifiers,289,MalevolentSpirits.HeroBuff.MaxHealthScaler
CT_DungeonModifiers,290,MalevolentSpirits.HeroBuff.MaxManaScaler
CT_DungeonModifiers,291,MalevolentSpirits.IncomingDamageMultiplier
CT_DungeonModifiers,292,MalevolentSpirits.LifeTime
CT_DungeonModifiers,293,MalevolentSpirits.OnDeathAbility.PlayerRestoreMaxHealthPercentage
CT_DungeonModifiers,294,MalevolentSpirits.OnDeathAbility.PlayerRestoreMaxManaPercentage
CT_DungeonModifiers,295,MalevolentSpirits.Range
CT_DungeonModifiers,296,MalevolentSpirits.SpawnDistanceFromTarget
CT_DungeonModifiers,297,MalevolentSpirits.SpawnPerPercent.Adventure
CT_DungeonModifiers,298,MalevolentSpirits.SpawnPerPercent.Dungeon
CT_DungeonModifiers,299,MeteorRain.Fragment.FlatDamage
CT_DungeonModifiers,300,MeteorRain.Fragment.LifeTime
CT_DungeonModifiers,301,MeteorRain.Fragment.Radius
CT_DungeonModifiers,302,MeteorRain.Fragment.Speed
CT_DungeonModifiers,303,MeteorRain.Fragment.StunDuration
CT_DungeonModifiers,304,MeteorRain.HeroBuff.MovementSpeedScaler
CT_DungeonModifiers,305,MeteorRain.HeroGainSpiritPointsPerMeteorImpact
CT_DungeonModifiers,306,MeteorRain.IndicatorDuration
CT_DungeonModifiers,307,MeteorRain.Meteor.FlatDamage
CT_DungeonModifiers,308,MeteorRain.Meteor.Radius
CT_DungeonModifiers,309,MeteorRain.Meteor.StunDuration
CT_DungeonModifiers,310,MeteorRain.PlacementMaxRadius
CT_DungeonModifiers,311,MeteorRain.SpawnPeriodMax
CT_DungeonModifiers,312,MeteorRain.SpawnPeriodMin
CT_DungeonModifiers,313,PathFinder.Rank1.HasteIncrease
CT_DungeonModifiers,314,PathFinder.Rank2.HasteIncrease
CT_DungeonModifiers,315,PathFinder.Rank3.HasteIncrease
CT_DungeonModifiers,316,PathFinder.Rank4.HasteIncrease
CT_DungeonModifiers,317,Shadowlord.AutoAttack.MaxCooldown
CT_DungeonModifiers,318,Shadowlord.AutoAttack.MinCooldown
CT_DungeonModifiers,319,Shadowlord.AutoAttack.Range
CT_DungeonModifiers,320,Shadowlord.AutoAttack.StrengthCoefficient
CT_DungeonModifiers,321,Shadowlord.NumLords.Adventure
CT_DungeonModifiers,322,Shadowlord.NumLords.Dungeon
CT_DungeonModifiers,323,Shadowlord.NumOrbsForLordSpawn
CT_DungeonModifiers,324,Shadowlord.OnDeathGrantBuff.Buff.DamageMultiplier
CT_DungeonModifiers,325,Shadowlord.OnDeathGrantBuff.Buff.Duration
CT_DungeonModifiers,326,Shadowlord.OnDeathGrantBuff.Buff.HasteMultiplier
CT_DungeonModifiers,327,Shadowlord.OnDeathGrantBuff.Buff.PassiveMoveSpeedIncrease
CT_DungeonModifiers,328,Shadowlord.Orb.AirTime
CT_DungeonModifiers,329,Shadowlord.Orb.LobSpawnMaxDistance
CT_DungeonModifiers,330,Shadowlord.Orb.LobSpawnMinDistance
CT_DungeonModifiers,331,Shadowlord.Orb.Radius
CT_DungeonModifiers,332,Shadowlord.Orb.SpawnPercentage.Adventure
CT_DungeonModifiers,333,Shadowlord.TickingAoE.Debuff.Duration
CT_DungeonModifiers,334,Shadowlord.TickingAoE.Debuff.IncomingAoEDamagePerStack
CT_DungeonModifiers,335,Shadowlord.TickingAoE.Debuff.MaxStackSize
CT_DungeonModifiers,336,Shadowlord.TickingAoE.PrimaryAttributeCoefficient
CT_DungeonModifiers,337,Shadowlord.TickingAoE.Range
CT_DungeonModifiers,338,Shadowlord.TickingAoE.TickPeriod
CT_DungeonModifiers,339,Shadowlord.TickingAoE.VisualRadius
CT_DungeonModifiers,340,StoneSkin.EnemyBuff.MaxHealthMultiplier
CT_DungeonModifiers,341,StoneSkin.Explosion.Dot.Duration
CT_DungeonModifiers,342,StoneSkin.Explosion.Dot.MaxHealthAsTickDamage
CT_DungeonModifiers,343,StoneSkin.Explosion.Dot.Period
CT_DungeonModifiers,344,StoneSkin.Explosion.Radius
CT_DungeonModifiers,345,StoneSkin.PlayerBuff.PhysicalIncomingDamageMultiplier
CT_DungeonModifiers,346,StormShield.BaseDamage
CT_DungeonModifiers,347,StormShield.CountdownTimer
CT_DungeonModifiers,348,StormShield.CritBonusBuff.AdditionalCritChance
CT_DungeonModifiers,349,StormShield.CritBonusBuff.Duration
CT_DungeonModifiers,350,StormShield.MaxTriggerDistance
CT_DungeonModifiers,351,StormShield.ShieldBuff.IncomingDamageMultiplier
CT_DungeonModifiers,352,StormShield.ShieldBuff.LinkMaxDistance
CT_DungeonModifiers,353,StormShield.SpawnPeriodMax
CT_DungeonModifiers,354,StormShield.SpawnPeriodMin
CT_DungeonModifiers,355,Ultimatum.BossBoost.DamageScaler
CT_DungeonModifiers,356,Ultimatum.BossBoost.HealthScaler
CT_DungeonModifiers,357,Ultimatum.BossBoost.HeroBuff.CooldownReductionIncrease
CT_DungeonRewardItemTimesUpgraded,0,AdventureViewOnly
CT_DungeonRewardItemTimesUpgraded,1,Default
CT_DungeonRewardItemTimesUpgraded,2,DefaultOvertime1
CT_DungeonRewardItemTimesUpgraded,3,DungeonHigh
CT_DungeonRewardItemTimesUpgraded,4,DungeonViewOnly
CT_DungeonRewardItemTimesUpgraded,5,WeeklyChest
CT_DungeonRewardMaxItemUpgrades,0,AdventureViewOnly
CT_DungeonRewardMaxItemUpgrades,1,Default
CT_DungeonRewardMaxItemUpgrades,2,DefaultOvertime1
CT_DungeonRewardMaxItemUpgrades,3,DungeonHigh
CT_DungeonRewardMaxItemUpgrades,4,DungeonViewOnly
CT_DungeonRewardMaxItemUpgrades,5,WeeklyChest
CT_DungeonXPRewards,0,Adventure
CT_DungeonXPRewards,1,Dungeon
CT_GemConstants,0,GemBonus.AddedMaxSpiritPoints.Medium
CT_GemConstants,1,GemBonus.AddedMaxSpiritPoints.Small
CT_GemConstants,2,GemBonus.ApplyPeriodicAbsorb.AbsorbConsumptionScaler
CT_GemConstants,3,GemBonus.ApplyPeriodicAbsorb.AbsorbMaxHealthFraction.Medium
CT_GemConstants,4,GemBonus.ApplyPeriodicAbsorb.AbsorbMaxHealthFraction.Small
CT_GemConstants,5,GemBonus.ApplyPeriodicAbsorb.Base.Duration
CT_GemConstants,6,GemBonus.AutoHealOnLowHealth.Cooldown
CT_GemConstants,7,GemBonus.AutoHealOnLowHealth.HealthPercentageHeal.Medium
CT_GemConstants,8,GemBonus.AutoHealOnLowHealth.HealthPercentageHeal.Small
CT_GemConstants,9,GemBonus.AutoHealOnLowHealth.HealthThreshold
CT_GemConstants,10,GemBonus.CriticalChanceBonusAgainstHealthyTarget.Medium.CriticalChancePercentageIncrease
CT_GemConstants,11,GemBonus.CriticalChanceBonusAgainstHealthyTarget.Small.CriticalChancePercentageIncrease
CT_GemConstants,12,GemBonus.CriticalChanceHasteExpertisePercentageBonusWhileHeroism.Medium.CriticalChancePercentageIncrease
CT_GemConstants,13,GemBonus.CriticalChanceHasteExpertisePercentageBonusWhileHeroism.Medium.ExpertisePercentageIncrease
CT_GemConstants,14,GemBonus.CriticalChanceHasteExpertisePercentageBonusWhileHeroism.Medium.HastePercentageIncrease
CT_GemConstants,15,GemBonus.CriticalChanceHasteExpertisePercentageBonusWhileHeroism.Small.CriticalChancePercentageIncrease
CT_GemConstants,16,GemBonus.CriticalChanceHasteExpertisePercentageBonusWhileHeroism.Small.ExpertisePercentageIncrease
CT_GemConstants,17,GemBonus.CriticalChanceHasteExpertisePercentageBonusWhileHeroism.Small.HastePercentageIncrease
CT_GemConstants,18,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Medium.CriticalChanceIncrease
CT_GemConstants,19,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Medium.Duration
CT_GemConstants,20,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Medium.ExpertiseIncrease
CT_GemConstants,21,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Medium.HasteIncrease
CT_GemConstants,22,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Medium.MaxStacks
CT_GemConstants,23,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Medium.SpiritIncrease
CT_GemConstants,24,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Medium.TargetMaxRange
CT_GemConstants,25,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Small.CriticalChanceIncrease
CT_GemConstants,26,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Small.Duration
CT_GemConstants,27,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Small.ExpertiseIncrease
CT_GemConstants,28,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Small.HasteIncrease
CT_GemConstants,29,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Small.MaxStacks
CT_GemConstants,30,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Small.SpiritIncrease
CT_GemConstants,31,GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Small.TargetMaxRange
CT_GemConstants,32,GemBonus.CriticalPowerPercentageBonus.Medium.CriticalStrikeScaler
CT_GemConstants,33,GemBonus.CriticalPowerPercentageBonus.Small.CriticalStrikeScaler
CT_GemConstants,34,GemBonus.CriticalStrikePercentageBonus.Medium.CriticalStrikeScaler
CT_GemConstants,35,GemBonus.CriticalStrikePercentageBonus.Small.CriticalStrikeScaler
CT_GemConstants,36,GemBonus.DamageHealingAsborbBonusInBossBattle.Medium.Scaler
CT_GemConstants,37,GemBonus.DamageHealingAsborbBonusInBossBattle.Small.Scaler
CT_GemConstants,38,GemBonus.DamageReductionPercentageBonus.Medium.DamageReductionIncrease
CT_GemConstants,39,GemBonus.DamageReductionPercentageBonus.Small.DamageReductionIncrease
CT_GemConstants,40,GemBonus.ExpertisePercentageBonus.Medium.ExpertiseIncrease
CT_GemConstants,41,GemBonus.ExpertisePercentageBonus.Small.ExpertiseIncrease
CT_GemConstants,42,GemBonus.ExpertisePercentageBonusWhenMultipleEnemiesEngaged.Medium.ExpertiseIncrease
CT_GemConstants,43,GemBonus.ExpertisePercentageBonusWhenMultipleEnemiesEngaged.Small.ExpertiseIncrease
CT_GemConstants,44,GemBonus.ExpertisePercentageBonusWhenSingleEnemyEngaged.Medium.ExpertiseIncrease
CT_GemConstants,45,GemBonus.ExpertisePercentageBonusWhenSingleEnemyEngaged.Small.ExpertiseIncrease
CT_GemConstants,46,GemBonus.ExpertiseStacksOnFirstDamage.Base.Duration
CT_GemConstants,47,GemBonus.ExpertiseStacksOnFirstDamage.ExpertiseBonusPerStack.Small
CT_GemConstants,48,GemBonus.ExpertiseStacksOnFirstDamageExpertiseBonusPerStack.Medium
CT_GemConstants,49,GemBonus.GlobalGemPowerCapValue
CT_GemConstants,50,GemBonus.HastePercentageBonus.Medium.HasteIncrease
CT_GemConstants,51,GemBonus.HastePercentageBonus.Small.HasteIncrease
CT_GemConstants,52,GemBonus.HastePercentageBonusWhenTargettingUnhealthyTargets.Medium.Duration
CT_GemConstants,53,GemBonus.HastePercentageBonusWhenTargettingUnhealthyTargets.Medium.HastePercentageIncrease
CT_GemConstants,54,GemBonus.HastePercentageBonusWhenTargettingUnhealthyTargets.Small.Duration
CT_GemConstants,55,GemBonus.HastePercentageBonusWhenTargettingUnhealthyTargets.Small.HastePercentageIncrease
CT_GemConstants,56,GemBonus.HastePercentageBonusWhileNotHeroism.Medium.HastePercentageIncrease
CT_GemConstants,57,GemBonus.HastePercentageBonusWhileNotHeroism.Small.HastePercentageIncrease
CT_GemConstants,58,GemBonus.HealthPercentageAsAbsorbBonus.Medium.HealthPercentage
CT_GemConstants,59,GemBonus.HealthPercentageAsAbsorbBonus.Medium.HealthPercentageLimit
CT_GemConstants,60,GemBonus.HealthPercentageAsAbsorbBonus.Medium.Period
CT_GemConstants,61,GemBonus.HealthPercentageAsAbsorbBonus.Small.HealthPercentage
CT_GemConstants,62,GemBonus.HealthPercentageAsAbsorbBonus.Small.HealthPercentageLimit
CT_GemConstants,63,GemBonus.HealthPercentageAsAbsorbBonus.Small.Period
CT_GemConstants,64,GemBonus.HealthRegenBonusInCombat.Medium.HealthRegenFactor
CT_GemConstants,65,GemBonus.HealthRegenBonusInCombat.Medium.HealthRegenPeriod
CT_GemConstants,66,GemBonus.HealthRegenBonusInCombat.Small.HealthRegenFactor
CT_GemConstants,67,GemBonus.HealthRegenBonusInCombat.Small.HealthRegenPeriod
CT_GemConstants,68,GemBonus.HeroismDurationBonus.Medium.DurationBonus
CT_GemConstants,69,GemBonus.HeroismDurationBonus.Small.DurationBonus
CT_GemConstants,70,GemBonus.HoTOnTouchedTargetDeath.Duration
CT_GemConstants,71,GemBonus.HoTOnTouchedTargetDeath.Medium.HealPercentagePerTick
CT_GemConstants,72,GemBonus.HoTOnTouchedTargetDeath.Period
CT_GemConstants,73,GemBonus.HoTOnTouchedTargetDeath.Small.HealPercentagePerTick
CT_GemConstants,74,GemBonus.IncomingHealMultiplierForMissingHealth.MultiplierPerMissingHealthPercentage.Medium
CT_GemConstants,75,GemBonus.IncomingHealMultiplierForMissingHealth.MultiplierPerMissingHealthPercentage.Small
CT_GemConstants,76,GemBonus.MagicResistBonusOnDamageTaken.Cooldown
CT_GemConstants,77,GemBonus.MagicResistBonusOnDamageTaken.IncomingMagicDamageScale.Duration
CT_GemConstants,78,GemBonus.MagicResistBonusOnDamageTaken.IncomingMagicDamageScale.Medium
CT_GemConstants,79,GemBonus.MagicResistBonusOnDamageTaken.IncomingMagicDamageScale.Small
CT_GemConstants,80,GemBonus.MaxHealthPercentageBonus.Medium.MaxHealthScaler
CT_GemConstants,81,GemBonus.MaxHealthPercentageBonus.Small.MaxHealthScaler
CT_GemConstants,82,GemBonus.Overcap.BonusMultiplier
CT_GemConstants,83,GemBonus.PassiveCooldownReduction.Medium.CooldownReduction
CT_GemConstants,84,GemBonus.PassiveCooldownReduction.Small.CooldownReduction
CT_GemConstants,85,GemBonus.PrimaryAttributeAndStaminaBonus.Medium.ArmorIncrease
CT_GemConstants,86,GemBonus.PrimaryAttributeAndStaminaBonus.Medium.PrimaryAttributeIncrease
CT_GemConstants,87,GemBonus.PrimaryAttributeAndStaminaBonus.Small.ArmorIncrease
CT_GemConstants,88,GemBonus.PrimaryAttributeAndStaminaBonus.Small.PrimaryAttributeIncrease
CT_GemConstants,89,GemBonus.PrimaryAttributeBonusWhenHealthy.Medium
CT_GemConstants,90,GemBonus.PrimaryAttributeBonusWhenHealthy.Small
CT_GemConstants,91,GemBonus.PrimaryAttributeBonusWhileHeroism.Medium
CT_GemConstants,92,GemBonus.PrimaryAttributeBonusWhileHeroism.Small
CT_GemConstants,93,GemBonus.PrimaryBonus.Medium
CT_GemConstants,94,GemBonus.PrimaryBonus.Small
CT_GemConstants,95,GemBonus.RelicCooldownReductionBonus.Medium.CooldownReductionPercentage
CT_GemConstants,96,GemBonus.RelicCooldownReductionBonus.Small.CooldownReductionPercentage
CT_GemConstants,97,GemBonus.SpiritAbilityCostReduction.Medium
CT_GemConstants,98,GemBonus.SpiritAbilityCostReduction.Small
CT_GemConstants,99,GemBonus.SpiritGenerationBonusInBossBattle.Medium.SpiritGenerationScaler
CT_GemConstants,100,GemBonus.SpiritGenerationBonusInBossBattle.Small.SpiritGenerationScaler
CT_GemConstants,101,GemBonus.SpiritPercentageBonus.Medium.SpiritIncrease
CT_GemConstants,102,GemBonus.SpiritPercentageBonus.Small.SpiritIncrease
CT_GemConstants,103,GemBonus.StaminaAndCriticalBonus.Medium.CritRatingIncrease
CT_GemConstants,104,GemBonus.StaminaAndCriticalBonus.Medium.StaminaIncrease
CT_GemConstants,105,GemBonus.StaminaAndCriticalBonus.Small.CritRatingIncrease
CT_GemConstants,106,GemBonus.StaminaAndCriticalBonus.Small.StaminaIncrease
CT_GemConstants,107,GemBonus.StaminaAndExpertiseBonus.Medium.ExpertiseRatingIncrease
CT_GemConstants,108,GemBonus.StaminaAndExpertiseBonus.Medium.StaminaIncrease
CT_GemConstants,109,GemBonus.StaminaAndExpertiseBonus.Small.ExpertiseRatingIncrease
CT_GemConstants,110,GemBonus.StaminaAndExpertiseBonus.Small.StaminaIncrease
CT_GemConstants,111,GemBonus.StaminaAndHasteBonus.Medium.HasteRatingIncrease
CT_GemConstants,112,GemBonus.StaminaAndHasteBonus.Medium.StaminaIncrease
CT_GemConstants,113,GemBonus.StaminaAndHasteBonus.Small.HasteRatingIncrease
CT_GemConstants,114,GemBonus.StaminaAndHasteBonus.Small.StaminaIncrease
CT_GemConstants,115,GemBonus.StaminaAndPrimaryAttributeBonus.Medium.PrimaryAttributeIncrease
CT_GemConstants,116,GemBonus.StaminaAndPrimaryAttributeBonus.Medium.StaminaIncrease
CT_GemConstants,117,GemBonus.StaminaAndPrimaryAttributeBonus.Small.PrimaryAttributeIncrease
CT_GemConstants,118,GemBonus.StaminaAndPrimaryAttributeBonus.Small.StaminaIncrease
CT_GemConstants,119,GemBonus.StaminaAndSpiritBonus.Medium.SpiritRatingIncrease
CT_GemConstants,120,GemBonus.StaminaAndSpiritBonus.Medium.StaminaIncrease
CT_GemConstants,121,GemBonus.StaminaAndSpiritBonus.Small.SpiritRatingIncrease
CT_GemConstants,122,GemBonus.StaminaAndSpiritBonus.Small.StaminaIncrease
CT_GemDropChance,0,DifficultyChance
CT_GemDropChance,1,TierDropChanceMultiplier
CT_GemSocketDropWeights,0,NoSocketDifficultyWeight
CT_GemSocketDropWeights,1,Tier1DifficultyWeight
CT_GemSocketDropWeights,2,Tier2DifficultyWeight
CT_GemSocketDropWeights,3,Tier3DifficultyWeight
CT_HeroLevelToTP,0,Default
CT_ItemBaseCosts,0,ItemId.Currency.Chip
CT_ItemBaseCosts,1,ItemId.Currency.MATS
CT_ItemBaseCosts,2,ItemId.Currency.PMAG
CT_LootBadLuckWeightScaling,0,ItemKey
CT_LootBadLuckWeightScaling,1,ItemType
CT_LootBadLuckWeightScaling,2,Rarity
CT_LootDifficultyToBadLuckSection,0,Default
CT_MaxDungeonScore,0,MaxDungeonScore
CT_MercenaryMasteryToItemLevelDifficultySubtraction,0,Default
CT_ModiferSlotDiffcultyThresholds,0,Curve
CT_MountConstants,0,Mount.Default.MovementSpeed
CT_MountConstants,1,Mount.RatBrown.MovementSpeed
CT_TraitNodeUpgradeCosts,0,ItemId.Currency.Chip
CT_TransmutationCurrencyDropchance,0,itemid.currency.CacheKeys
CT_TransmutationCurrencyDropchance,1,itemid.currency.EpicDust
CT_TransmutationCurrencyDropchance,2,itemid.currency.EpicWeaponReroll
CT_TransmutationCurrencyDropchance,3,itemid.currency.LegendaryDust
CT_TransmutationCurrencyDropchance,4,itemid.currency.LegendaryGemReroll
CT_TransmutationCurrencyDropchance,5,itemid.currency.LegendaryItemReroll
CT_TransmutationCurrencyDropchance,6,itemid.currency.LegendaryWeaponReroll
CT_TransmutationCurrencyDropchance,7,itemid.currency.RareDust
CT_TransmutationCurrencyDropchance,8,itemid.currency.RareWeaponReroll
CT_TransmutationCurrencyDropchance,9,itemid.currency.UncommonDust
CT_TransmutationCurrencyDropchance,10,itemid.currency.UncommonWeaponReroll
CT_TransmutationCurrencyDropchance,11,itemid.currency.bham
CT_TransmutationCurrencyDropchance,12,itemid.currency.bscl
CT_TransmutationCurrencyDropchance,13,itemid.currency.fham
CT_TransmutationCurrencyDropchance,14,itemid.currency.fscl
CT_TransmutationCurrencyDropchance,15,itemid.currency.gham
CT_TransmutationCurrencyDropchance,16,itemid.currency.gscl
CT_TransmutationGoldCost,0,ItemID.Currency.BHAM
CT_TransmutationGoldCost,1,ItemID.Currency.BSCL
CT_TransmutationGoldCost,2,ItemID.Currency.FHAM
CT_TransmutationGoldCost,3,ItemID.Currency.FSCL
CT_TransmutationGoldCost,4,ItemID.Currency.GHAM
CT_TransmutationGoldCost,5,ItemID.Currency.GSCL
