name,rows_ordinal,encoding,x,value
CT_DungeonModifiers,143,dense,1.0,20.0
CT_DungeonModifiers,144,dense,1.0,2100.0
CT_DungeonModifiers,145,dense,1.0,7.0
CT_DungeonModifiers,146,dense,1.0,5000.0
CT_DungeonModifiers,147,dense,1.0,7.0
CT_DungeonModifiers,148,dense,1.0,0.0
CT_DungeonModifiers,149,dense,1.0,7000.0
CT_DungeonModifiers,150,dense,1.0,2.0
CT_DungeonModifiers,151,dense,1.0,10.0
CT_DungeonModifiers,152,dense,1.0,0.08
CT_DungeonModifiers,153,dense,1.0,7.0
CT_DungeonModifiers,154,dense,1.0,1.2
CT_DungeonModifiers,155,dense,1.0,100.0
CT_DungeonModifiers,156,dense,1.0,1.2
CT_DungeonModifiers,157,dense,1.0,2000.0
CT_DungeonModifiers,158,dense,1.0,2.0
CT_DungeonModifiers,159,dense,1.0,500.0
CT_DungeonModifiers,160,dense,1.0,2.0
CT_DungeonModifiers,161,dense,1.0,12.0
CT_DungeonModifiers,162,dense,1.0,1.0
CT_DungeonModifiers,163,dense,1.0,6.0
CT_DungeonModifiers,164,dense,1.0,150.0
CT_DungeonModifiers,165,dense,1.0,0.25
CT_DungeonModifiers,166,dense,1.0,0.5
CT_DungeonModifiers,167,dense,1.0,3.12
CT_DungeonModifiers,168,dense,1.0,1800.0
CT_DungeonModifiers,169,dense,1.0,500.0
CT_DungeonModifiers,170,dense,1.0,1.22
CT_DungeonModifiers,171,dense,1.0,10000.0
CT_DungeonModifiers,172,dense,1.0,0.25
CT_DungeonModifiers,173,dense,1.0,2.5
CT_DungeonModifiers,174,dense,1.0,2.5
CT_DungeonModifiers,175,dense,1.0,500.0
CT_DungeonModifiers,176,dense,1.0,5.12
CT_DungeonModifiers,177,dense,1.0,3.0
CT_DungeonModifiers,178,dense,1.0,1.5
CT_DungeonModifiers,179,dense,1.0,240.0
CT_DungeonModifiers,180,dense,1.0,3.12
CT_DungeonModifiers,181,dense,1.0,500.0
CT_DungeonModifiers,182,dense,1.0,6.0
CT_DungeonModifiers,183,dense,1.0,6.0
CT_DungeonModifiers,184,dense,1.0,1500.0
CT_DungeonModifiers,185,dense,1.0,15.0
CT_DungeonModifiers,186,dense,1.0,650.0
CT_DungeonModifiers,187,dense,1.0,2.0
CT_DungeonModifiers,188,dense,1.0,3000.0
CT_DungeonModifiers,189,dense,1.0,15.0
CT_DungeonModifiers,190,dense,1.0,400.0
CT_DungeonModifiers,191,dense,1.0,2.0
CT_DungeonModifiers,192,dense,1.0,3.0
CT_DungeonModifiers,193,dense,1.0,0.0
CT_DungeonModifiers,194,dense,1.0,1.0
CT_DungeonModifiers,195,dense,1.0,3.0
CT_DungeonModifiers,196,dense,1.0,2.0
CT_DungeonModifiers,197,dense,1.0,2.0
CT_DungeonModifiers,198,dense,1.0,250.0
CT_DungeonModifiers,199,dense,1.0,9.0
CT_DungeonModifiers,200,dense,1.0,9.0
CT_DungeonModifiers,201,dense,1.0,8.0
CT_DungeonModifiers,202,dense,1.0,600.0
CT_DungeonModifiers,203,dense,1.0,8.0
CT_DungeonModifiers,204,dense,1.0,350.0
CT_DungeonModifiers,205,dense,1.0,9.0
CT_DungeonModifiers,206,dense,1.0,4.5
CT_DungeonModifiers,207,dense,1.0,5000.0
CT_DungeonModifiers,208,dense,1.0,3.5
CT_DungeonModifiers,209,dense,1.0,1.2
CT_DungeonModifiers,210,dense,1.0,0.45
CT_DungeonModifiers,211,dense,1.0,1.0
CT_DungeonModifiers,212,dense,1.0,2.0
CT_DungeonModifiers,213,dense,1.0,500.0
CT_DungeonModifiers,214,dense,1.0,1500.0
CT_DungeonModifiers,215,dense,1.0,5.5
CT_DungeonModifiers,216,dense,1.0,50.0
CT_DungeonModifiers,217,dense,1.0,0.5
CT_DungeonModifiers,218,dense,1.0,0.25
CT_DungeonModifiers,219,dense,1.0,60.0
CT_DungeonModifiers,220,dense,1.0,0.5
CT_DungeonModifiers,221,dense,1.0,0.05
CT_DungeonModifiers,222,dense,1.0,10.0
CT_DungeonModifiers,223,dense,1.0,3.0
CT_DungeonModifiers,224,dense,1.0,30.0
CT_DungeonModifiers,225,dense,1.0,300.0
CT_DungeonModifiers,226,dense,1.0,1200.0
CT_DungeonModifiers,227,dense,1.0,800.0
CT_DungeonModifiers,228,dense,1.0,120.0
CT_DungeonModifiers,229,dense,1.0,120.0
CT_DungeonModifiers,230,dense,1.0,2.5
CT_DungeonModifiers,231,dense,1.0,2.5
CT_DungeonModifiers,232,dense,1.0,4.89
CT_DungeonModifiers,233,dense,1.0,500.0
CT_DungeonModifiers,234,dense,1.0,90.0
CT_DungeonModifiers,235,dense,1.0,4.0
CT_DungeonModifiers,236,dense,1.0,8.0
CT_DungeonModifiers,237,dense,1.0,19.5
CT_DungeonModifiers,238,dense,1.0,19.5
CT_DungeonModifiers,239,dense,1.0,20.0
CT_DungeonModifiers,240,dense,1.0,40.0
CT_DungeonModifiers,241,dense,1.0,40.0
CT_DungeonModifiers,242,dense,1.0,3.37
CT_DungeonModifiers,243,dense,1.0,2.73
CT_DungeonModifiers,244,dense,1.0,225.0
CT_DungeonModifiers,245,dense,1.0,0.42
CT_DungeonModifiers,246,dense,1.0,6000.0
CT_DungeonModifiers,247,dense,1.0,1.5
CT_DungeonModifiers,248,dense,1.0,1.0
CT_DungeonModifiers,249,dense,1.0,1.0
CT_DungeonModifiers,250,dense,1.0,12.0
CT_DungeonModifiers,251,dense,1.0,12.0
CT_DungeonModifiers,252,dense,1.0,27.0
CT_DungeonModifiers,253,dense,1.0,2.0
CT_DungeonModifiers,254,dense,1.0,0.5
CT_DungeonModifiers,255,dense,1.0,27.0
CT_DungeonModifiers,256,dense,1.0,2.0
CT_DungeonModifiers,257,dense,1.0,5.0
CT_DungeonModifiers,258,dense,1.0,5.0
CT_DungeonModifiers,259,dense,1.0,0.0
CT_DungeonModifiers,260,dense,1.0,0.0
CT_DungeonModifiers,261,dense,1.0,2.5
CT_DungeonModifiers,262,dense,1.0,3000.0
CT_DungeonModifiers,263,dense,1.0,0.1
CT_DungeonModifiers,264,dense,1.0,2.0
CT_DungeonModifiers,265,dense,1.0,0.01
CT_DungeonModifiers,266,dense,1.0,1.0
CT_DungeonModifiers,267,dense,1.0,4.0
CT_DungeonModifiers,268,dense,1.0,300.0
CT_DungeonModifiers,269,dense,1.0,0.2
CT_DungeonModifiers,270,dense,1.0,1.0
CT_DungeonModifiers,271,dense,1.0,0.686
CT_DungeonModifiers,272,dense,1.0,40.0
CT_DungeonModifiers,273,dense,1.0,2.0
CT_DungeonModifiers,274,dense,1.0,0.7
CT_DungeonModifiers,275,dense,1.0,5.06
CT_DungeonModifiers,276,dense,1.0,4.0
CT_DungeonModifiers,277,dense,1.0,34.0
CT_DungeonModifiers,278,dense,1.0,34.0
CT_DungeonModifiers,279,dense,1.0,36.0
CT_DungeonModifiers,280,dense,1.0,36.0
CT_DungeonModifiers,281,dense,1.0,3.0
CT_DungeonModifiers,282,dense,1.0,1.0
CT_DungeonModifiers,283,dense,1.0,1.5
CT_DungeonModifiers,284,dense,1.0,1.0
CT_DungeonModifiers,285,dense,1.0,40.0
CT_DungeonModifiers,286,dense,1.0,0.2
CT_DungeonModifiers,287,dense,1.0,0.2
CT_DungeonModifiers,288,dense,1.0,1.2
CT_DungeonModifiers,289,dense,1.0,1.1
CT_DungeonModifiers,290,dense,1.0,1.05
CT_DungeonModifiers,291,dense,1.0,0.5
CT_DungeonModifiers,292,dense,1.0,30.0
CT_DungeonModifiers,293,dense,1.0,0.85
CT_DungeonModifiers,294,dense,1.0,0.5
CT_DungeonModifiers,295,dense,1.0,4000.0
CT_DungeonModifiers,296,dense,1.0,150.0
CT_DungeonModifiers,297,dense,1.0,22.0
CT_DungeonModifiers,298,dense,1.0,15.0
CT_DungeonModifiers,299,dense,1.0,240.0
CT_DungeonModifiers,300,dense,1.0,10.0
CT_DungeonModifiers,301,dense,1.0,72.0
CT_DungeonModifiers,302,dense,1.0,1500.0
CT_DungeonModifiers,303,dense,1.0,2.0
CT_DungeonModifiers,304,dense,1.0,1.1
CT_DungeonModifiers,305,dense,1.0,2.0
CT_DungeonModifiers,306,dense,1.0,3.0
CT_DungeonModifiers,307,dense,1.0,650.0
CT_DungeonModifiers,308,dense,1.0,100.0
CT_DungeonModifiers,309,dense,1.0,4.0
CT_DungeonModifiers,310,dense,1.0,500.0
CT_DungeonModifiers,311,dense,1.0,55.0
CT_DungeonModifiers,312,dense,1.0,40.0
CT_DungeonModifiers,313,dense,1.0,0.2
CT_DungeonModifiers,314,dense,1.0,0.15
CT_DungeonModifiers,315,dense,1.0,0.1
CT_DungeonModifiers,316,dense,1.0,0.05
CT_DungeonModifiers,317,dense,1.0,1.7
CT_DungeonModifiers,318,dense,1.0,1.7
CT_DungeonModifiers,319,dense,1.0,500.0
CT_DungeonModifiers,320,dense,1.0,4.89
CT_DungeonModifiers,321,dense,1.0,2.0
CT_DungeonModifiers,322,dense,1.0,3.0
CT_DungeonModifiers,323,dense,1.0,30.0
CT_DungeonModifiers,324,dense,1.0,1.2
CT_DungeonModifiers,325,dense,1.0,60.0
CT_DungeonModifiers,326,dense,1.0,1.2
CT_DungeonModifiers,327,dense,1.0,1.2
CT_DungeonModifiers,328,dense,1.0,1.5
CT_DungeonModifiers,329,dense,1.0,1100.0
CT_DungeonModifiers,330,dense,1.0,800.0
CT_DungeonModifiers,331,dense,1.0,100.0
CT_DungeonModifiers,332,dense,1.0,0.016667
CT_DungeonModifiers,333,dense,1.0,20.0
CT_DungeonModifiers,334,dense,1.0,1.05
CT_DungeonModifiers,335,dense,1.0,30.0
CT_DungeonModifiers,336,dense,1.0,0.37
CT_DungeonModifiers,337,dense,1.0,3500.0
CT_DungeonModifiers,338,dense,1.0,2.0
CT_DungeonModifiers,339,dense,1.0,1000.0
CT_DungeonModifiers,340,dense,1.0,0.3
CT_DungeonModifiers,341,dense,1.0,6.0
CT_DungeonModifiers,342,dense,1.0,0.025
CT_DungeonModifiers,343,dense,1.0,1.0
CT_DungeonModifiers,344,dense,1.0,800.0
CT_DungeonModifiers,345,dense,1.0,1.0
CT_DungeonModifiers,346,dense,1.0,1728.0
CT_DungeonModifiers,347,dense,1.0,8.0
CT_DungeonModifiers,348,dense,1.0,0.2
CT_DungeonModifiers,349,dense,1.0,20.0
CT_DungeonModifiers,350,dense,1.0,8000.0
CT_DungeonModifiers,351,dense,1.0,0.5
CT_DungeonModifiers,352,dense,1.0,700.0
CT_DungeonModifiers,353,dense,1.0,72.0
CT_DungeonModifiers,354,dense,1.0,59.0
CT_DungeonModifiers,355,dense,1.0,1.05
CT_DungeonModifiers,356,dense,1.0,1.1
CT_DungeonModifiers,357,dense,1.0,0.1
CT_DungeonRewardItemTimesUpgraded,0,keyframes,0.0,1.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,1.0,2.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,2.0,2.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,3.0,3.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,4.0,3.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,5.0,4.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,6.0,4.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,7.0,5.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,8.0,0.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,9.0,2.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,10.0,2.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,11.0,3.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,12.0,3.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,13.0,4.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,14.0,4.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,15.0,5.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,16.0,0.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,17.0,2.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,18.0,2.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,19.0,3.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,20.0,3.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,21.0,4.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,22.0,4.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,23.0,5.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,24.0,0.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,25.0,2.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,26.0,2.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,27.0,3.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,28.0,3.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,29.0,4.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,30.0,4.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,31.0,5.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,32.0,0.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,33.0,2.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,36.0,2.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,37.0,3.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,41.0,3.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,42.0,4.0
CT_DungeonRewardItemTimesUpgraded,0,keyframes,150.0,4.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,0.0,1.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,1.0,2.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,2.0,2.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,3.0,3.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,4.0,3.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,5.0,4.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,6.0,4.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,7.0,5.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,8.0,5.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,9.0,2.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,10.0,2.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,11.0,3.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,12.0,3.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,13.0,4.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,14.0,4.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,15.0,5.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,16.0,5.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,17.0,2.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,18.0,2.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,19.0,3.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,20.0,3.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,21.0,4.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,22.0,4.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,23.0,5.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,24.0,5.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,25.0,2.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,26.0,2.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,27.0,3.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,28.0,3.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,29.0,4.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,30.0,4.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,31.0,5.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,32.0,5.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,33.0,2.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,36.0,2.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,37.0,3.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,41.0,3.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,42.0,4.0
CT_DungeonRewardItemTimesUpgraded,1,keyframes,150.0,4.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,0.0,1.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,2.0,1.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,3.0,2.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,4.0,2.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,5.0,3.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,6.0,3.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,7.0,4.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,8.0,4.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,9.0,1.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,10.0,1.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,11.0,2.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,12.0,2.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,13.0,3.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,14.0,3.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,15.0,4.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,16.0,4.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,17.0,1.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,18.0,1.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,19.0,2.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,20.0,2.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,21.0,3.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,22.0,3.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,23.0,4.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,24.0,4.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,25.0,1.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,26.0,1.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,27.0,2.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,28.0,2.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,29.0,3.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,30.0,3.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,31.0,4.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,32.0,4.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,33.0,1.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,36.0,1.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,37.0,2.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,41.0,2.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,42.0,3.0
CT_DungeonRewardItemTimesUpgraded,2,keyframes,150.0,3.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,0.0,0.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,6.0,0.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,7.0,1.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,8.0,1.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,9.0,0.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,14.0,0.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,15.0,1.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,16.0,1.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,17.0,0.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,22.0,0.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,23.0,1.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,24.0,1.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,25.0,0.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,30.0,0.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,31.0,1.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,32.0,1.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,33.0,2.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,36.0,2.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,37.0,3.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,41.0,3.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,42.0,4.0
CT_DungeonRewardItemTimesUpgraded,3,keyframes,150.0,4.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,0.0,0.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,6.0,0.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,7.0,1.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,8.0,0.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,14.0,0.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,15.0,1.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,16.0,0.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,22.0,0.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,23.0,1.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,24.0,0.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,30.0,0.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,31.0,1.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,32.0,0.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,33.0,2.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,36.0,2.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,37.0,3.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,41.0,3.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,42.0,4.0
CT_DungeonRewardItemTimesUpgraded,4,keyframes,150.0,4.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,0.0,8.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,7.0,8.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,8.0,0.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,9.0,8.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,15.0,8.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,16.0,0.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,17.0,8.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,23.0,8.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,24.0,0.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,25.0,8.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,31.0,8.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,32.0,0.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,33.0,8.0
CT_DungeonRewardItemTimesUpgraded,5,keyframes,150.0,8.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,0.0,8.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,7.0,8.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,8.0,0.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,9.0,8.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,15.0,8.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,16.0,0.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,17.0,8.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,23.0,8.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,24.0,0.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,25.0,8.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,31.0,8.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,32.0,0.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,33.0,8.0
CT_DungeonRewardMaxItemUpgrades,0,keyframes,150.0,8.0
CT_DungeonRewardMaxItemUpgrades,1,keyframes,0.0,8.0
CT_DungeonRewardMaxItemUpgrades,1,keyframes,150.0,8.0
CT_DungeonRewardMaxItemUpgrades,2,keyframes,0.0,8.0
CT_DungeonRewardMaxItemUpgrades,2,keyframes,150.0,8.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,0.0,0.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,6.0,0.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,7.0,8.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,8.0,8.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,9.0,0.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,14.0,0.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,15.0,8.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,16.0,8.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,17.0,0.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,22.0,0.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,23.0,8.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,24.0,8.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,25.0,0.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,30.0,0.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,31.0,8.0
CT_DungeonRewardMaxItemUpgrades,3,keyframes,150.0,8.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,0.0,8.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,7.0,8.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,8.0,0.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,9.0,8.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,15.0,8.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,16.0,0.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,17.0,8.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,23.0,8.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,24.0,0.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,25.0,8.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,31.0,8.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,32.0,0.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,33.0,8.0
CT_DungeonRewardMaxItemUpgrades,4,keyframes,150.0,8.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,0.0,8.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,7.0,8.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,8.0,0.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,9.0,8.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,15.0,8.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,16.0,0.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,17.0,8.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,23.0,8.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,24.0,0.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,25.0,8.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,31.0,8.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,32.0,0.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,33.0,8.0
CT_DungeonRewardMaxItemUpgrades,5,keyframes,150.0,8.0
CT_DungeonXPRewards,0,keyframes,0.0,100.0
CT_DungeonXPRewards,0,keyframes,1.0,115.0
CT_DungeonXPRewards,0,keyframes,2.0,132.0
CT_DungeonXPRewards,0,keyframes,3.0,152.0
CT_DungeonXPRewards,0,keyframes,4.0,175.0
CT_DungeonXPRewards,0,keyframes,5.0,201.0
CT_DungeonXPRewards,0,keyframes,6.0,231.0
