name,definitions_ordinal,calculation_modifiers_ordinal,magnitude_scalars_ordinal,role,value,curve_table,curve_row,registry_type
CRIntellectDamageCalculation,133,0,0,magnitude,1.0,,NP_BossHellcaller.TankSlamCone.AoeDamage.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,134,0,0,magnitude,1.0,,NP_Stormscreamer.CastProjectile.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,135,0,0,magnitude,1.0,,NP_Stormscreamer.CastedAoeProjectile.Projectile.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,136,0,0,magnitude,1.0,,NP_Stormscreamer.CastedAoeProjectile.Zap.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,137,0,0,magnitude,1.0,,PR_BossPirateCaptain.CannonAoe.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,138,0,0,magnitude,1.0,,PR_BossTreasureDemon.CastedRangedProjectile.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,138,1,0,magnitude,0.01,,,
CRIntellectDamageCalculation,139,0,0,magnitude,1.0,,PR_BossTreasureDemon.ConeAttack.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,140,0,0,magnitude,1.0,,PR_FoB.CastedStun.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,140,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,140,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,140,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,141,0,0,magnitude,1.0,,PR_FoB.RangedAutoAttack.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,141,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,141,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,141,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,142,0,0,magnitude,1.0,,PR_PossessedArmor.MeleeAutoAttack.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,143,0,0,magnitude,1.0,,PR_PossessedArmor.RampingDamageDebuff.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,143,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,143,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,143,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,144,0,0,magnitude,1.0,,PR_Watercaster.CastedAoeProjectile.Projectile.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,144,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,144,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,144,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,145,0,0,magnitude,1.0,,PR_Watercaster.CastedRangedProjectile.Aoe.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,145,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,145,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,145,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,146,0,0,magnitude,1.0,,PR_Watercaster.CastedRangedProjectile.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,146,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,146,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,146,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,147,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.AutoDamageProjectile.IntellectCoefficient,
CRIntellectDamageCalculation,147,2,0,coefficient,1.0,,,
CRIntellectDamageCalculation,147,2,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,147,2,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,147,3,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.AutoDamageProjectile.Talent.CritChanceAndCritDamage.CritChanceIncrease,
CRIntellectDamageCalculation,147,4,0,coefficient,1.0,,Rime.AutoDamageProjectile.BonusDamageFromSpiritCoefficient,AbilityConstants
CRIntellectDamageCalculation,147,4,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,147,4,2,post_multiply_additive,1.0,,,
CRIntellectDamageCalculation,148,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.CastedDebuffAoeDamage.AoeDamageIntellectCoefficient,
CRIntellectDamageCalculation,148,2,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.CastedDebuffAoeDamage.Talent.IncreasedCastedDebuffAoeDamageDamage.DamageScaler,
CRIntellectDamageCalculation,149,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.CastedProjectileDamageFiller.IntellectCoefficient,
CRIntellectDamageCalculation,150,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.CastedProjectileDamageOrbSpender.IntellectCoefficient,
CRIntellectDamageCalculation,150,2,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.CastedProjectileDamageOrbSpender.Talent.IncreasedCritChance.CritChanceIncrease,
CRIntellectDamageCalculation,150,3,0,magnitude,1.0,,Rime.CastedProjectileDamageOrbSpender.Talent.DamageIncreaseAndCastTimeIncrease.AdditionalDamage,AbilityConstants
CRIntellectDamageCalculation,151,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.ChanneledBeamSingleDamage.IntellectCoefficientPerTick,
CRIntellectDamageCalculation,152,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.ChanneledBeamSingleDamage.IntellectCoefficientPerTick,
CRIntellectDamageCalculation,152,2,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.ChanneledBeamSingleDamageAndCastedDebuffAoeDamage.Talent.IncreasedDamage.DamageScaler,
CRIntellectDamageCalculation,153,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.InstantSingleDamage.DamageIntellectCoefficient,
CRIntellectDamageCalculation,154,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.OnTargetPulsatingAoe.DamageIntellectCoefficient,
CRIntellectDamageCalculation,155,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.InstantSingleDamage.DamageIntellectCoefficient,
CRIntellectDamageCalculation,156,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.TargetedPeriodicProjectileAoe.Aoe.Damage.IntellectCoefficient,
CRIntellectDamageCalculation,156,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,156,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,156,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,156,3,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Rime.AutoDamageProjectile.Talent.CritChanceAndCritDamage.CritChanceIncrease,
CRIntellectDamageCalculation,156,4,0,coefficient,1.0,,Rime.AutoDamageProjectile.BonusDamageFromSpiritCoefficient,AbilityConstants
CRIntellectDamageCalculation,156,4,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,156,4,2,post_multiply_additive,1.0,,,
CRIntellectDamageCalculation,157,0,0,magnitude,1.0,,SG_GhostEruptor.CastedPartyAoeDebuff.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,158,0,0,magnitude,1.0,,UB_SoulSpreader.CastedRangedProjectileInstantDamage.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,158,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,158,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,158,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,160,0,0,magnitude,1.0,,SG_WaterElemental.CastedAoeProjectile.Projectile.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,160,1,0,magnitude,1.0,,SG_WaterElemental.CastedAoeProjectile.Projectile.Spread,AbilityConstants
CRIntellectDamageCalculation,160,2,0,coefficient,1.0,,,
CRIntellectDamageCalculation,160,2,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,160,2,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,161,0,0,magnitude,1.0,,SG_WaterElemental.CastedRangedProjectile.Aoe.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,161,1,0,magnitude,0.01,,,
CRIntellectDamageCalculation,162,0,0,magnitude,1.0,,SG_WaterElemental.CastedRangedProjectile.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,162,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,162,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,162,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,163,0,0,magnitude,1.0,,ST_BloodBrute.BloodSpikes.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,164,0,0,magnitude,1.0,,ST_BossDefenseEye.PlatformAoEDamage.Debuff.Spread,AbilityConstants
CRIntellectDamageCalculation,164,1,0,magnitude,1.0,,ST_BossDefenseEye.PlatformAoEDamage.Debuff.PrimaryAttributeCoefficient,AbilityConstants
CRIntellectDamageCalculation,165,0,0,magnitude,1.0,,ST_BossDefenseEye.RotatingCross.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,166,0,0,magnitude,1.0,,ST_BossDefenseEye.RotatingCross.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,167,0,0,magnitude,1.0,,UB_BossArchbishop.AlternatingAOE.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,168,0,0,magnitude,1.0,,UB_BossArchbishop.RandomImpactsAOE.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,169,0,0,magnitude,1.0,,UB_BossArchbishop.OrbOfDeath.Orb.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,169,1,0,magnitude,0.01,,,
CRIntellectDamageCalculation,170,0,0,magnitude,1.0,,UB_BossLifebringer.Caster.CastedProjectile.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,170,1,0,magnitude,1.0,,UB_BossLifebringer.Caster.CastedProjectile.Spread,AbilityConstants
CRIntellectDamageCalculation,171,0,0,magnitude,1.0,,UB_BossLifebringer.Lunatic.BombToss.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,171,1,0,magnitude,1.0,,UB_BossLifebringer.Lunatic.BombToss.Spread,AbilityConstants
CRIntellectDamageCalculation,172,0,0,magnitude,1.0,,UB_BossLifebringer.Lunatic.ChasePlayer.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,172,1,0,magnitude,1.0,,UB_BossLifebringer.Lunatic.ChasePlayer.Spread,AbilityConstants
CRIntellectDamageCalculation,173,0,0,magnitude,1.0,,UB_BossWarband.DotAura.Aura.Spread,AbilityConstants
CRIntellectDamageCalculation,173,1,0,magnitude,1.0,,UB_BossWarband.DotAura.Aura.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,174,0,0,magnitude,1.0,,UB_CadavrianBannerman.ChargeFurthestTargetAoe.AoeIntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,175,0,0,magnitude,1.0,,UB_SoulstainedIncinerator.CastedRangedProjectile.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,175,1,0,magnitude,1.0,,UB_SoulstainedIncinerator.CastedRangedProjectile.Spread,AbilityConstants
CRIntellectDamageCalculation,176,0,0,magnitude,1.0,,UB_SoulstainedIncinerator.CastedTargetAoeCone.IntellectCoefficientPerPulse,AbilityConstants
CRIntellectDamageCalculation,177,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_BossBaptist.CastedPushBack.IntellectCoefficient,
CRIntellectDamageCalculation,177,1,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_BossBaptist.CastedPushBack.Spread,
CRIntellectDamageCalculation,178,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_BossBaptist.CircleDebuff.DebuffDotIntCoefficient,
CRIntellectDamageCalculation,179,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_BossBaptist.CircleDebuff.WaveIntCoefficient,
CRIntellectDamageCalculation,179,1,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_BossBaptist.CircleDebuff.WaveDamageSpread,
CRIntellectDamageCalculation,180,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_BossBaptist.HighestThreatSplitDamageDot.IntellectCoefficient,
CRIntellectDamageCalculation,180,1,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_BossBaptist.HighestThreatSplitDamageDot.Spread,
CRIntellectDamageCalculation,181,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_BossSoulKing.LargeSpewAOE.IntellectCoefficient,
CRIntellectDamageCalculation,182,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_BossSoulKing.PassiveAOEPools.Pool.IntellectCoefficientPerTick,
CRIntellectDamageCalculation,182,1,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_BossSoulKing.PassiveAOEPools.Pool.Spread,
CRIntellectDamageCalculation,183,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_CadavrianDeathPriest.TwoTargetDot.IntellectCoefficient,
CRIntellectDamageCalculation,184,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_CadavrianDeathPriest.TwoTargetDot.AoeIntellectCoefficient,
CRIntellectDamageCalculation,184,1,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_CadavrianDeathPriest.TwoTargetDot.AoeDamageSpread,
CRIntellectDamageCalculation,185,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_CadavrianDeathPriest.HighThreatChannel.IntellectCoefficient,
CRIntellectDamageCalculation,186,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_RotBringer.MagicProjectile.IntellectCoefficient,
CRIntellectDamageCalculation,187,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_RotBringer.SpreadingAoeDot.Debuff.Pool.IntellectCoefficientPerTick,
CRIntellectDamageCalculation,187,1,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_RotBringer.SpreadingAoeDot.Debuff.Pool.Spread,
CRIntellectDamageCalculation,188,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_RotBringer.SpreadingAoeDot.IntellectCoefficient,
CRIntellectDamageCalculation,189,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_RotBringer.SpreadingAoeDot.Debuff.OnExpireInstantDamage.IntellectCoefficient,
CRIntellectDamageCalculation,190,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_RottenWretchHands.PassiveAOEPools.Pool.IntellectCoefficientPerTick,
CRIntellectDamageCalculation,190,1,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,UC_RottenWretchHands.PassiveAOEPools.Pool.Spread,
CRIntellectDamageCalculation,191,0,0,magnitude,1.0,,UM_BossSlavetraderBrull.CastDebuffProjectile.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,191,1,0,magnitude,0.01,,,
CRIntellectDamageCalculation,192,0,0,magnitude,1.0,,UM_BossSlavetraderBrull.CastFillerProjectile.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,193,0,0,magnitude,1.0,,UM_BossSlavetraderBrull.PlacedSlowAOE.Area.Dot.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,194,0,0,magnitude,1.0,,UM_HornedSeer.CastProjectile.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,195,0,0,magnitude,1.0,,UM_HornedSeer.OrbProjectile.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,196,0,0,magnitude,1.0,,UM_UrrakWitch.CastProjectile.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,197,0,0,magnitude,1.0,,VC_BossBrute.DotAura.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,198,0,0,magnitude,1.0,,VV_BlackburnMystic.CastProjectile.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,199,0,0,magnitude,1.0,,VV_BlackburnMystic.RotatingOrb.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,199,1,0,magnitude,1.0,,VV_BlackburnMystic.RotatingOrb.Spread,AbilityConstants
CRIntellectDamageCalculation,200,0,0,magnitude,1.0,,VV_BlackmistShadow.MagicSlam.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,200,1,0,magnitude,1.0,,VV_BlackmistShadow.MagicSlam.Spread,AbilityConstants
CRIntellectDamageCalculation,201,0,0,magnitude,1.0,,VV_BlackmistWhisperer.CastProjectile.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,202,0,0,magnitude,1.0,,VV_BossChilgar.LinearProjectiles.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,202,1,0,magnitude,1.0,,VV_BossChilgar.LinearProjectiles.Spread,AbilityConstants
CRIntellectDamageCalculation,203,0,0,magnitude,1.0,,VV_BossChilgar.Orbs.Explode.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,203,1,0,magnitude,1.0,,VV_BossChilgar.Orbs.Explode.Spread,AbilityConstants
CRIntellectDamageCalculation,204,0,0,magnitude,1.0,,VV_BossChilgar.Orbs.PulsingDamage.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,204,1,0,magnitude,1.0,,VV_BossChilgar.Orbs.PulsingDamage.Spread,AbilityConstants
CRIntellectDamageCalculation,205,0,0,magnitude,1.0,,VV_BossChilgar.SwirlProjectile.IntellectCoefficient,AbilityConstants
CRIntellectDamageCalculation,206,0,0,magnitude,1.0,,VV_BossFrostTroll.DotAura.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,207,0,0,magnitude,1.0,,VV_BossFrostTroll.StationaryDot.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,207,1,0,magnitude,1.0,,VV_BossFrostTroll.Kaldurson.Ice.AuraDamageScale,AbilityConstants
CRIntellectDamageCalculation,208,0,0,magnitude,1.0,,VV_BossKaldursonFire.DotAura.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,208,1,0,magnitude,1.0,,VV_BossFrostTroll.Kaldurson.Fire.AuraDamageScale,AbilityConstants
CRIntellectDamageCalculation,209,0,0,magnitude,1.0,,VV_BossKaldursonIce.StationaryDot.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,209,1,0,magnitude,1.0,,VV_BossFrostTroll.Kaldurson.Ice.AuraDamageScale,AbilityConstants
CRIntellectDamageCalculation,210,0,0,magnitude,1.0,,VV_BossVikingMystic.ChanneledAoeDamage.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,211,0,0,magnitude,1.0,,VV_BossVikingMystic.CrossLines.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,212,0,0,magnitude,1.0,,VV_BossVikingMystic.TeleportAttack.Soak.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,212,2,0,magnitude,0.01,,,
CRIntellectDamageCalculation,213,0,0,magnitude,1.0,,VV_BossVikingMystic.TransferableDebuff.Dot.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,213,1,0,magnitude,1.0,,VV_BossVikingMystic.TransferableDebuff.Dot.Spread,AbilityConstants
CRIntellectDamageCalculation,214,0,0,magnitude,1.0,,VV_ColdbrineElementalist.CastProjectile.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,215,0,0,magnitude,1.0,,VV_ColdbrineFiend.CastBigProjectile.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,215,1,0,magnitude,1.0,,VV_ColdbrineFiend.CastBigProjectile.Spread,AbilityConstants
CRIntellectDamageCalculation,216,0,0,magnitude,1.0,,VV_ColdbrineFiend.CastProjectile.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,217,0,0,magnitude,1.0,,VV_SootstainedArsonist.LobProjectile.Damage.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,217,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,217,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,217,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,218,0,0,magnitude,1.0,,VV_SootstainedArsonist.Cone.Damage.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,218,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,218,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,218,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,219,0,0,magnitude,1.0,,VV_SootstainedArsonist.Dot.IntCoefficient,AbilityConstants
CRIntellectDamageCalculation,219,1,0,coefficient,1.0,,,
CRIntellectDamageCalculation,219,1,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,219,1,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,220,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Vigor.CastedSingleTargetDamage.IntellectDamageCoefficient,
CRIntellectDamageCalculation,220,1,0,magnitude,1.0,,Vigor.CastedSingleTargetDamage.Talent.IncreasedDamage.DamageMultiplier,AbilityConstants
CRIntellectDamageCalculation,221,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Vigor.InstantFrontalConeDamageHeal.DamageIntellectCoefficient,
CRIntellectDamageCalculation,221,3,0,magnitude,1.0,,Vigor.PartyHealAndSelfBuff.DamageMultiplier,AbilityConstants
CRIntellectDamageCalculation,221,4,0,magnitude,1.0,,Vigor.InstantFrontalConeDamageHeal.Talent.DotProc.CritChanceOverride,AbilityConstants
CRIntellectDamageCalculation,221,5,0,magnitude,1.0,,Vigor.InstantFrontalConeDamageHeal.Talent.IncreasedHealandDamage.Multiplier,AbilityConstants
CRIntellectDamageCalculation,222,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Vigor.SingleTargetDot.IntellectDamageCoefficient,
CRIntellectDamageCalculation,222,1,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Vigor.SingleTargetDot.BuffActiveAdditionalDirectDamage.NumberOfTicks,
CRIntellectDamageCalculation,222,2,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Vigor.InstantResourceGain.Buff.RuneAbilityEnhancementMultiplier,
CRIntellectDamageCalculation,222,3,0,magnitude,1.0,,Vigor.InstantFrontalConeDamageHeal.Talent.DotHotExtension.DoTHotCoefficientScaler,AbilityConstants
CRIntellectDamageCalculation,222,4,0,magnitude,1.0,,Vigor.Talent.SpiritProcBuff.NextRuneSpenderIncreasedPower.Multiplier,AbilityConstants
CRIntellectDamageCalculation,222,5,0,magnitude,1.0,,Vigor.Runes.Talent.ChargeUpMultiple.DamageMultiplier,AbilityConstants
CRIntellectDamageCalculation,223,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Vigor.SingleTargetDot.IntellectDamageCoefficient,
CRIntellectDamageCalculation,223,1,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Vigor.InstantResourceGain.Buff.RuneAbilityEnhancementMultiplier,
CRIntellectDamageCalculation,223,2,0,magnitude,1.0,,Vigor.InstantFrontalConeDamageHeal.Talent.DotHotExtension.DoTHotCoefficientScaler,AbilityConstants
CRIntellectDamageCalculation,223,3,0,magnitude,1.0,,Vigor.Talent.SpiritProcBuff.NextRuneSpenderIncreasedPower.Multiplier,AbilityConstants
CRIntellectDamageCalculation,223,4,0,magnitude,1.0,,Vigor.Runes.Talent.ChargeUpMultiple.DamageMultiplier,AbilityConstants
CRIntellectDamageCalculation,224,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Vigor.SkillshotAoeProjectile.Damage.IntellectCoefficient,
CRIntellectDamageCalculation,224,1,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Vigor.InstantResourceGain.Buff.RuneAbilityEnhancementMultiplier,
CRIntellectDamageCalculation,224,2,0,magnitude,1.0,,Vigor.SkillshotAoeProjectile.Talent.IncreasedCriticalStrikeChance,AbilityConstants
CRIntellectDamageCalculation,224,3,0,magnitude,1.0,,Vigor.Talent.SpiritProcBuff.NextRuneSpenderIncreasedPower.Multiplier,AbilityConstants
CRIntellectDamageCalculation,224,4,0,coefficient,1.0,,,
CRIntellectDamageCalculation,224,4,1,pre_multiply_additive,0.0,,,
CRIntellectDamageCalculation,224,4,2,post_multiply_additive,0.0,,,
CRIntellectDamageCalculation,224,5,0,magnitude,1.0,,Vigor.SkillshotAoeProjectile.Talent.PingPong.PassiveDamageAndHealScaler,AbilityConstants
CRIntellectHealCalculation,0,0,0,magnitude,1.0,,DR_BossSummonedDemon.ChanneledHellfire.Heal.IntCoefficient,AbilityConstants
CRIntellectHealCalculation,1,0,0,magnitude,1.0,,DR_CultistMajorCaster.CastedSingleTargetHeal.IntellectCoefficient,AbilityConstants
CRIntellectHealCalculation,1,1,0,coefficient,1.0,,,
CRIntellectHealCalculation,1,1,1,pre_multiply_additive,0.0,,,
CRIntellectHealCalculation,1,1,2,post_multiply_additive,0.0,,,
CRIntellectHealCalculation,2,0,0,magnitude,1.0,,IC_Healer.ChannelMultiTargetHeal.IntellectCoefficient,AbilityConstants
CRIntellectHealCalculation,2,1,0,coefficient,1.0,,,
CRIntellectHealCalculation,2,1,1,pre_multiply_additive,0.0,,,
CRIntellectHealCalculation,2,1,2,post_multiply_additive,0.0,,,
CRIntellectHealCalculation,3,0,0,magnitude,1.0,,JS_NPCSylvie.GroundHeal.Heal.IntellectCoefficient,AbilityConstants
CRIntellectHealCalculation,4,0,0,magnitude,1.0,,JS_NPCSylvie.GroundHeal.Hot.IntellectCoefficient,AbilityConstants
CRIntellectHealCalculation,4,1,0,coefficient,1.0,,,
CRIntellectHealCalculation,4,1,1,pre_multiply_additive,0.0,,,
CRIntellectHealCalculation,4,1,2,post_multiply_additive,0.0,,,
CRIntellectHealCalculation,5,0,0,magnitude,1.0,,JS_NPCSylvie.LowHealthHot.FlashHeal.IntellectCoefficient,AbilityConstants
CRIntellectHealCalculation,6,0,0,magnitude,1.0,,JS_NPCSylvie.LowHealthHot.Hot.IntellectCoefficientPerTick,AbilityConstants
CRIntellectHealCalculation,7,0,0,magnitude,1.0,,JS_NPCSylvie.PinkButterfly.Hot.IntCoefficient,AbilityConstants
CRIntellectHealCalculation,8,0,0,magnitude,1.0,,Lisa.CastedHeal.IntellectCoefficient,AbilityConstants
CRIntellectHealCalculation,9,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Mosse.HealingTotem.Heal.IntellectCoefficient,
CRIntellectHealCalculation,9,2,0,magnitude,1.0,,Mosse.CastedSingleTargetHeal.Talent.IncreasedHealOnLowHealthTarget.HealMultiplier,AbilityConstants
CRIntellectHealCalculation,9,3,0,magnitude,1.0,,Mosse.PlacedAoeBuff.Talent.HealingTotem.IncreasedCritChance,AbilityConstants
CRIntellectHealCalculation,10,0,0,magnitude,1.0,/Game/Abilities/DataTables/CT_AbilityConstants,Mosse.PinkButterfly.Double.FlashHeal.IntellectCoefficient,
CRIntellectHealCalculation,10,1,0,coefficient,1.0,,,
CRIntellectHealCalculation,10,1,1,pre_multiply_additive,0.0,,,
CRIntellectHealCalculation,10,1,2,post_multiply_additive,0.0,,,
