id,mechanics_effects_ordinal,ordinal,value
GA_Mosse_InstantSelfEscapeBuff,2,0,PaddingCooldownEffectBaseClass
GA_Mosse_InstantSelfEscapeBuff,3,0,ReduceThreatEffect
GA_Mosse_PinkButterfly_Double,0,0,ChargeUpEffectRef
GA_Mosse_PinkButterfly_Double,1,0,PaddingCooldownEffectBaseClass
GA_Mosse_PinkButterfly_Simple,0,0,HotEffectRef
GA_Mosse_PinkButterfly_Simple,1,0,PaddingCooldownEffectBaseClass
GA_Mosse_PlacedAoeBuff,0,0,CooldownEffectBaseClass
GA_Mosse_PlacedAoeBuff,1,0,PaddingCooldownEffectBaseClass
GA_Mosse_ProjectileTurrets,0,0,ChargeGameplayEffectClass
GA_Mosse_ProjectileTurrets,1,0,CooldownEffectBaseClass
GA_Mosse_ProjectileTurrets,2,0,DamageEffectRef
GA_Mosse_ProjectileTurrets,3,0,PaddingCooldownEffectBaseClass
GA_Mosse_SharedHealthBuff_C,0,0,Health Sync Buff Effect
GA_Mosse_SharedHealthBuff_C,1,0,PaddingCooldownEffectBaseClass
GA_Mosse_SharedHealthBuff_C,2,0,Shared Health Buff Effect
GA_Mosse_SingleTargetCastedDamageReduction,0,0,Buff Effect
GA_Mosse_SingleTargetCastedDamageReduction,1,0,CooldownEffectBaseClass
GA_Mosse_SingleTargetCastedDamageReduction,2,0,PaddingCooldownEffectBaseClass
GA_Mosse_SingleTargetDispel_C,0,0,CooldownEffectBaseClass
GA_Mosse_SingleTargetDispel_C,1,0,Dispel Effect
GA_Mosse_SingleTargetDispel_C,2,0,PaddingCooldownEffectBaseClass
GA_Mosse_TurretChannelHeal,0,0,ChannelEffectRef
GA_Mosse_TurretChannelHeal,1,0,CooldownEffectBaseClass
GA_Mosse_TurretChannelHeal,2,0,PaddingCooldownEffectBaseClass
GA_Rime_AutoProjectileOnResourceGainBuff,0,0,BuffEffectRef
GA_Rime_AutoProjectileOnResourceGainBuff,1,0,CooldownEffectBaseClass
GA_Rime_CastedDebuffAoeDamage,0,0,AoeDamageEffectRef
GA_Rime_CastedDebuffAoeDamage,1,0,CooldownEffectBaseClass
GA_Rime_CastedDebuffAoeDamage,2,0,DebuffEffectRef
GA_Rime_CastedProjectileDamageFiller,0,0,DamageEffectRef
GA_Rime_CastedProjectileDamageOrbSpender,0,0,DamageEffectRef
GA_Rime_CastedProjectileDamageOrbSpender,1,0,PaddingCooldownEffectBaseClass
GA_Rime_CastedProjectileDamageOrbSpender,2,0,TalentInstantAndBonusDamageEffectRef
GA_Rime_ChanneledBeamSingleDamage,0,0,AoeEffectRef
GA_Rime_ChanneledBeamSingleDamage,1,0,ChannelBuff
GA_Rime_ChanneledBeamSingleDamage,2,0,CooldownEffectBaseClass
GA_Rime_ChanneledBeamSingleDamage,3,0,HitEffectRef
GA_Rime_ChanneledBeamSingleDamage,4,0,PaddingCooldownEffectBaseClass
GA_Rime_ChanneledBeamSingleDamage,5,0,Talent CleaveDamage VisualBuff
GA_Rime_DamageAsAoeHealingBuff,0,0,BuffEffectRef
GA_Rime_DamageAsAoeHealingBuff,1,0,CooldownEffectBaseClass
GA_Rime_DamageAsAoeHealingBuff,2,0,PaddingCooldownEffectBaseClass
GA_Rime_DamageAsAoeHealingBuff,3,0,SpiritBuffEffectRef
GA_Rime_DashForward_C,0,0,ChargeGameplayEffectClass
GA_Rime_DashForward_C,1,0,PaddingCooldownEffectBaseClass
GA_Rime_FullResourcesSelfBuff,0,0,BuffEffectRef
GA_Rime_FullResourcesSelfBuff,1,0,PaddingCooldownEffectBaseClass
GA_Rime_InstantConeKnockback_C,0,0,CooldownEffectBaseClass
GA_Rime_InstantConeKnockback_C,1,0,DebuffEffectRef
GA_Rime_InstantConeKnockback_C,2,0,PaddingCooldownEffectBaseClass
GA_Rime_InstantSingleDamage,0,0,CooldownEffectBaseClass
GA_Rime_InstantSingleDamage,1,0,DamageEffectRef
GA_Rime_InstantSingleDamage,2,0,PaddingCooldownEffectBaseClass
GA_Rime_InstantSingleDamage,3,0,TalentInstantAndBonusDamageEffectRef
GA_Rime_InstantSingleDamage,4,0,TalentStackBuffForInstantSingleDamageCleaveRef
GA_Rime_InstantSingleInterrupt_C,0,0,CooldownEffectBaseClass
GA_Rime_InstantSingleInterrupt_C,1,0,PaddingCooldownEffectBaseClass
GA_Rime_OnTargetPulsatingAoe_C,0,0,PaddingCooldownEffectBaseClass
GA_Rime_SelfDefenceBuff_C,0,0,BuffEffectRef
GA_Rime_SelfDefenceBuff_C,1,0,CooldownEffectBaseClass
GA_Rime_SelfDefenceBuff_C,2,0,PaddingCooldownEffectBaseClass
GA_Rime_Talent_SpendersSwap_MultiTargets,0,0,PaddingCooldownEffectBaseClass
GA_Rime_Talent_SpendersSwap_SingleTarget,0,0,PaddingCooldownEffectBaseClass
GA_Rime_TargetedPeriodicProjectileAoe,0,0,BuffEffectRef
GA_Rime_TargetedPeriodicProjectileAoe,1,0,CooldownEffectBaseClass
GA_Rime_TargetedPeriodicProjectileAoe,2,0,PaddingCooldownEffectBaseClass
GA_Rime_TargetedPeriodicProjectileAoe,3,0,Talent ChanneledBeamSingleDamage TickRateAndDamageIncrease
GA_Sune_AoeMelee,0,0,CooldownEffectBaseClass
GA_Sune_AoeMelee,1,0,HitEffectRef
GA_Sune_AoeMelee,2,0,PaddingCooldownEffectBaseClass
GA_Sune_AtTargetInstantAoe,0,0,AoeEffectRef
GA_Sune_AtTargetInstantAoe,1,0,CooldownEffectBaseClass
GA_Sune_AtTargetInstantAoe,2,0,PaddingCooldownEffectBaseClass
GA_Sune_AtTargetInstantAoe,3,0,Talent_AddsDot_Effect
GA_Sune_BuffedTargetedCastedHealOrDamage,0,0,BuffEffectRef
GA_Sune_BuffedTargetedCastedHealOrDamage,1,0,CooldownEffectBaseClass
GA_Sune_CastedSingleTargetHeal,0,0,HealingEffectRef
GA_Sune_CastedSingleTargetHeal,1,0,PaddingCooldownEffectBaseClass
GA_Sune_DamageTransferAura,0,0,CooldownEffectBaseClass
GA_Sune_DamageTransferAura,1,0,PaddingCooldownEffectBaseClass
GA_Sune_DamageTransferAura,2,0,SelfBuffEffectRef
GA_Sune_DroppedPulseAoe,0,0,AoeEffectRef
GA_Sune_DroppedPulseAoe,1,0,AoePulseEffectRef
GA_Sune_DroppedPulseAoe,2,0,CooldownEffectBaseClass
GA_Sune_DroppedPulseAoe,3,0,PaddingCooldownEffectBaseClass
GA_Sune_DroppedPulseAoe,4,0,Talent_DebuffsTargets_Debuff
GA_Sune_InstantCleaveMelee,0,0,CooldownEffectBaseClass
GA_Sune_InstantCleaveMelee,1,0,HitEffectRef
GA_Sune_InstantCleaveMelee,2,0,PaddingCooldownEffectBaseClass
GA_Sune_InstantConeStunAndPull,0,0,CooldownEffectBaseClass
GA_Sune_InstantConeStunAndPull,1,0,DamageEffectRef
GA_Sune_InstantConeStunAndPull,2,0,PaddingCooldownEffectBaseClass
GA_Sune_InstantConeStunAndPull,3,0,PullActivatorEffectRef
GA_Sune_InstantConeStunAndPull,4,0,StunEffectRef
GA_Sune_InstantSingleTargetHealOrDamage,0,0,DamageEffectRef
GA_Sune_InstantSingleTargetHealOrDamage,1,0,HealingEffectRef
GA_Sune_InstantSingleTargetHealOrDamage,2,0,PaddingCooldownEffectBaseClass
GA_Sune_InstantSingleTargetHealOrDamage,3,0,Talent_DotHot_Dot
GA_Sune_InstantSingleTargetHealOrDamage,4,0,Talent_DotHot_Hot
GA_Sune_MeleeAutoAttack,0,0,HitEffectRef
GA_Sune_SelfImmunityAndAoeHeal,0,0,ImmunityBuffEffectRef
GA_Sune_SelfImmunityAndAoeHeal,1,0,PaddingCooldownEffectBaseClass
GA_Sune_SelfImmunityAndAoeHeal,2,0,SelfBuffEffectRef
GA_Sune_SingleTargetAbsorb,0,0,AbsorbEffectRef
GA_Sune_SingleTargetAbsorb,1,0,CooldownEffectBaseClass
GA_Sune_SingleTargetAbsorb,2,0,PaddingCooldownEffectBaseClass
GA_Sune_SingleTargetDamageTransfer,0,0,BuffEffectRef
GA_Sune_SingleTargetDamageTransfer,1,0,CooldownEffectBaseClass
GA_Sune_SingleTargetDamageTransfer,2,0,PaddingCooldownEffectBaseClass
GA_Sune_SingleTargetFillerMelee,0,0,DamageEffectRef
GA_Sune_SingleTargetFillerMelee,1,0,DebuffEffectRef
GA_Sune_SingleTargetFillerMelee,2,0,PaddingCooldownEffectBaseClass
GA_Sune_SingleTargetFillerMelee,3,0,Talent_AoeProcBuff_AoeDamageEffect
GA_Sune_SingleTargetInterrupt,0,0,CooldownEffectBaseClass
GA_Sune_SingleTargetInterrupt,1,0,PaddingCooldownEffectBaseClass
GA_Sune_SingleTargetTaunt,0,0,CooldownEffectBaseClass
GA_Sune_SingleTargetTaunt,1,0,DebuffEffectRef
GA_Sune_SingleTargetTaunt,2,0,PaddingCooldownEffectBaseClass
GA_Sune_TargetedCastedHealOrDamage,0,0,DamageEffectRef
GA_Sune_TargetedCastedHealOrDamage,1,0,HealingEffectRef
GA_Sune_TargetedCastedHealOrDamage,2,0,PaddingCooldownEffectBaseClass
GA_Sune_TargetedLeapAoe,0,0,AoeDamageEffectRef
GA_Sune_TargetedLeapAoe,1,0,ChargeGameplayEffectClass
GA_Sune_TargetedLeapAoe,2,0,PaddingCooldownEffectBaseClass
GA_Sune_TargetedLeapAoe,3,0,SelfBuffEffectRef
GA_Sune_TargetedLeapAoe,4,0,Talent_MoveSpeedAndArmorBuff_Effect
GA_Sune_TargetedLeapAoe,5,0,Talent_ParryBuff_BuffEffect
GA_Vigor_CastedSingleTargetDamage_C,0,0,Damage Effect
GA_Vigor_CastedSingleTargetDamage_C,1,0,TalentSingleTargetChargedHotHealAllyHealEffectRef
GA_Vigor_CastedSingleTargetHeal_C,0,0,DefaultHealEffect
GA_Vigor_CastedSingleTargetHeal_C,1,0,PaddingCooldownEffectBaseClass
GA_Vigor_ChargedMovementSpeedSelfBuff_C,0,0,Buff Effect
GA_Vigor_ChargedMovementSpeedSelfBuff_C,1,0,ChargeGameplayEffectClass
GA_Vigor_ChargedMovementSpeedSelfBuff_C,2,0,PaddingCooldownEffectBaseClass
GA_Vigor_ChargedMovementSpeedSelfBuff_C,3,0,Talent Self Buff Effect
GA_Vigor_ChargedMovementSpeedSelfBuff_C,4,0,TalentSelfBuffVisualEffect
GA_Vigor_DamageReductionAndImmunityBuff_C,0,0,Buff Effect
GA_Vigor_DamageReductionAndImmunityBuff_C,1,0,CooldownEffectBaseClass
GA_Vigor_DamageReductionAndImmunityBuff_C,2,0,PaddingCooldownEffectBaseClass
GA_Vigor_InstantAoeHeal_C,0,0,CooldownEffectBaseClass
GA_Vigor_InstantAoeHeal_C,1,0,DamageReductionTalentBuffEffectRef
GA_Vigor_InstantAoeHeal_C,2,0,Heal Effect
GA_Vigor_InstantAoeHeal_C,3,0,PaddingCooldownEffectBaseClass
GA_Vigor_InstantAoeHeal_C,4,0,Talent InstantAoeHeal FreePowerProc ActualProc Stacker
GA_Vigor_InstantFrontalConeDamageHeal_C,0,0,CooldownEffectBaseClass
GA_Vigor_InstantFrontalConeDamageHeal_C,1,0,Damage Effect Class
GA_Vigor_InstantFrontalConeDamageHeal_C,2,0,Heal Effect Class
GA_Vigor_InstantFrontalConeDamageHeal_C,3,0,PaddingCooldownEffectBaseClass
GA_Vigor_InstantFrontalConeDamageHeal_C,4,0,Talent InstantFrontalCone Proc Effect
GA_Vigor_InstantResourceGain,0,0,BuffEffectRef
GA_Vigor_InstantResourceGain,1,0,CooldownEffectBaseClass
GA_Vigor_InstantResourceGain,2,0,EffectRef
GA_Vigor_InstantResourceGain,3,0,PaddingCooldownEffectBaseClass
GA_Vigor_PartyHealAndSelfBuff_C,0,0,CooldownEffectBaseClass
GA_Vigor_PartyHealAndSelfBuff_C,1,0,Heal Effect
GA_Vigor_PartyHealAndSelfBuff_C,2,0,PaddingCooldownEffectBaseClass
GA_Vigor_PartyHealAndSelfBuff_C,3,0,Self Buff Effect
GA_Vigor_Passive_Echo_Monitor_C,0,0,Relevant Echo Trigger Effect Array
GA_Vigor_Passive_Echo_Monitor_C,0,1,[0]
GA_Vigor_Passive_Echo_Monitor_C,1,0,Relevant Echo Trigger Effect Array
GA_Vigor_Passive_Echo_Monitor_C,1,1,[1]
GA_Vigor_Passive_Echo_Monitor_C,2,0,Relevant Echo Trigger Effect Array
GA_Vigor_Passive_Echo_Monitor_C,2,1,[2]
GA_Vigor_Passive_Echo_Monitor_C,3,0,Relevant Echo Trigger Effect Array
GA_Vigor_Passive_Echo_Monitor_C,3,1,[3]
GA_Vigor_Passive_Echo_Monitor_C,4,0,Relevant Echo Trigger Effect Array
GA_Vigor_Passive_Echo_Monitor_C,4,1,[5]
GA_Vigor_Passive_Echo_Monitor_C,5,0,Relevant Echo Trigger Effect Array
GA_Vigor_Passive_Echo_Monitor_C,5,1,[4]
GA_Vigor_SingleAllyDispel_C,0,0,CooldownEffectBaseClass
GA_Vigor_SingleAllyDispel_C,1,0,Dispel Effect
GA_Vigor_SingleAllyDispel_C,2,0,PaddingCooldownEffectBaseClass
GA_Vigor_SingleTargetAbsorb,0,0,BuffEffectRef
GA_Vigor_SingleTargetAbsorb,1,0,CooldownEffectBaseClass
GA_Vigor_SingleTargetAbsorb,2,0,PaddingCooldownEffectBaseClass
GA_Vigor_SingleTargetAbsorb,3,0,SpiritProcBuff_NextRuneSpenderIncreasedPower EffectRef
GA_Vigor_SingleTargetChargedHot_C,0,0,Direct Heal Effect
GA_Vigor_SingleTargetChargedHot_C,1,0,Echo Heal Effect
GA_Vigor_SingleTargetChargedHot_C,2,0,PaddingCooldownEffectBaseClass
GA_Vigor_SingleTargetChargedHot_C,3,0,SpiritProcBuff_NextRuneSpenderIncreasedPower EffectRef
GA_Vigor_SingleTargetDot_C,0,0,DotEffect
GA_Vigor_SingleTargetDot_C,1,0,PaddingCooldownEffectBaseClass
GA_Vigor_SingleTargetDot_C,2,0,SpiritProcBuff_NextRuneSpenderIncreasedPower EffectRef
GA_Vigor_SingleTargetDot_C,3,0,TalentAllyHealEffectRef
GA_Vigor_SkillshotAoeProjectile,0,0,Active Proc Effect
GA_Vigor_SkillshotAoeProjectile,1,0,CooldownEffectBaseClass
GA_Vigor_SkillshotAoeProjectile,2,0,DamageEffectRef
GA_Vigor_SkillshotAoeProjectile,3,0,HealingEffectRef
GA_Vigor_SkillshotAoeProjectile,4,0,PaddingCooldownEffectBaseClass
GA_Vigor_SkillshotAoeProjectile,5,0,SpiritProcBuff_NextRuneSpenderIncreasedPower EffectRef
GA_Warmaster_AoeIncite,0,0,AoeBuffRef
GA_Warmaster_AoeIncite,1,0,CooldownEffectBaseClass
GA_Warmaster_AoeIncite,2,0,SelfBuffRef
GA_Warmaster_AoeIncite,3,0,TargetDebuffRef
GA_Warmaster_BouncyProjectile_C,0,0,CooldownEffectBaseClass
GA_Warmaster_BouncyProjectile_C,1,0,DamageEffectRef
GA_Warmaster_BouncyProjectile_C,2,0,PaddingCooldownEffectBaseClass
GA_Warmaster_DefenceBuff_C,0,0,BuffEffectRef
GA_Warmaster_DefenceBuff_C,1,0,PaddingCooldownEffectBaseClass
GA_Warmaster_HeavyMelee_C,0,0,CleaveEffectRef
GA_Warmaster_HeavyMelee_C,1,0,CooldownEffectBaseClass
GA_Warmaster_HeavyMelee_C,2,0,DamageEffectRef
GA_Warmaster_HeavyMelee_C,3,0,MeleeCleaveBonusProcEffectRef
GA_Warmaster_HeavyMelee_C,4,0,PaddingCooldownEffectBaseClass
GA_Warmaster_InstantMeleeCleave,0,0,CooldownEffectBaseClass
GA_Warmaster_InstantMeleeCleave,1,0,DamageEffectRef
GA_Warmaster_InstantMeleeCleave,2,0,DebuffEffectRef
GA_Warmaster_InstantMeleeCleave,3,0,EnfeebleEffectRef
GA_Warmaster_InstantMeleeCleave,4,0,PaddingCooldownEffectBaseClass
GA_Warmaster_InstantMeleeCleave,5,0,PassiveHealthRegenEffectRef
GA_Warmaster_InstantMeleeCleave,6,0,Talent AttackSpeedSlowDebuff Ref
GA_Warmaster_LightMelee_C,0,0,DamageEffectRef
GA_Warmaster_LightMelee_C,1,0,PaddingCooldownEffectBaseClass
GA_Warmaster_LightMelee_C,2,0,Talent MeleeCleave Tier2 MeleeCleaveDamageIncreaseFreeCastProc Effect
GA_Warmaster_MeleeAoeSlow_C,0,0,CooldownEffectBaseClass
GA_Warmaster_MeleeAoeSlow_C,1,0,DamageEffectRef
GA_Warmaster_MeleeAoeSlow_C,2,0,PaddingCooldownEffectBaseClass
GA_Warmaster_MeleeAoeSlow_C,3,0,RegularDebuffEffectRef
GA_Warmaster_MeleeAoeSlow_C,4,0,TalentStunEffectRef
GA_Warmaster_MeleeAoeSlow_C,5,0,VisibleDebuffEffectRef
GA_Warmaster_MeleeAutoAttack_C,0,0,HitEffectRef
GA_Warmaster_MeleeCleave_C,0,0,AbsorbEffectRef
GA_Warmaster_MeleeCleave_C,1,0,CleaveEffectRef
GA_Warmaster_MeleeCleave_C,2,0,DamageEffectRef
GA_Warmaster_MeleeCleave_C,3,0,DamageReductionEffectRef
GA_Warmaster_MeleeCleave_C,4,0,PaddingCooldownEffectBaseClass
GA_Warmaster_MeleeInterrupt_C,0,0,CooldownEffectBaseClass
GA_Warmaster_MeleeInterrupt_C,1,0,PaddingCooldownEffectBaseClass
GA_Warmaster_MoveSpeedBuff,0,0,AllyBuffEffectRef
GA_Warmaster_MoveSpeedBuff,1,0,CooldownEffectBaseClass
GA_Warmaster_MoveSpeedBuff,2,0,MeleeCleaveAbsorbBuffEffect Ref
GA_Warmaster_MoveSpeedBuff,3,0,PaddingCooldownEffectBaseClass
GA_Warmaster_MoveSpeedBuff,4,0,SelfBuffEffectRef
GA_Warmaster_MoveToTargetStun_C,0,0,CooldownEffectBaseClass
GA_Warmaster_MoveToTargetStun_C,1,0,DebuffEffectRef
GA_Warmaster_MoveToTargetStun_C,2,0,HitEffectRef
GA_Warmaster_MoveToTargetStun_C,3,0,PaddingCooldownEffectBaseClass
GA_Warmaster_MoveToTargetStun_C,4,0,Talent Move Speed Effect
GA_Warmaster_NoResourceLossSelfBuff_C,0,0,BuffEffectRef
GA_Warmaster_NoResourceLossSelfBuff_C,1,0,CooldownEffectBaseClass
GA_Warmaster_NoResourceLossSelfBuff_C,2,0,PaddingCooldownEffectBaseClass
GA_Warmaster_RangedTaunt_C,0,0,CooldownEffectBaseClass
GA_Warmaster_RangedTaunt_C,1,0,DebuffEffectRef
GA_Warmaster_RangedTaunt_C,2,0,PaddingCooldownEffectBaseClass
GA_Warmaster_ShieldSelfBuff,0,0,BuffEffectRef
GA_Warmaster_ShieldSelfBuff,1,0,PaddingCooldownEffectBaseClass
GE_Firemage_PlacedProjectileAoe_DirectDamageBased_Dot,0,0,DamageEffectRef
GE_Firemage_PlacedProjectileAoe_DirectDamageBased_Dot,1,0,DotEffectRef
