id,effects_ordinal,asset,duration_policy,activation
GA_Lisa_InstantDamageSpender_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Lisa_InstantDamageSpender_C,2,GE_Lisa_InstantDamageSpender_Cost,,unresolved
GA_Lisa_InstantDamageSpender_C,3,GE_Lisa_InstantDamageSpender_Cost,,unresolved
GA_Lisa_InstantSelfBuff_C,0,GE_Lisa_InstantSelfBuff_SelfBuff,HasDuration,unresolved
GA_Lisa_InstantSelfBuff_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Lisa_InstantSelfBuff_C,2,GE_Lisa_InstantSelfBuff_Cost,,unresolved
GA_Lisa_InstantSelfBuff_C,3,GE_Lisa_InstantSelfBuff_Cost,,unresolved
GA_Lisa_InstantSelfBuff_C,4,GE_Lisa_InstantSelfBuff_SelfBuff,HasDuration,unresolved
GA_Lisa_InstantSingleTargetDamageAndDot_C,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Lisa_InstantSingleTargetDamageAndDot_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Lisa_InstantSingleTargetDamageAndDot_C,2,GE_Lisa_InstantSingleTargetDamageAndDot_Cost,,unresolved
GA_Lisa_InstantSingleTargetDamageAndDot_C,3,GE_Lisa_InstantSingleTargetDamageAndDot_Cost,,unresolved
GA_Lisa_InstantSingleTargetDamageAndDot_C,4,GE_Lisa_InstantSingleTargetDamageAndDot_Dot,HasDuration,unresolved
GA_Lisa_PauseResourcesAndPartyHealth_C,0,GE_Lisa_PauseResourcesAndPartyHealth_HealthBuff,HasDuration,unresolved
GA_Lisa_PauseResourcesAndPartyHealth_C,1,GE_Lisa_PauseResourcesAndPartyHealth_SelfBuff,HasDuration,unresolved
GA_Lisa_PauseResourcesAndPartyHealth_C,2,GE_GlobalCooldown,HasDuration,unresolved
GA_Lisa_PauseResourcesAndPartyHealth_C,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Lisa_PauseResourcesAndPartyHealth_C,4,GE_Lisa_PauseResourcesAndPartyHealth_Cost,,unresolved
GA_Lisa_PauseResourcesAndPartyHealth_C,5,GE_Lisa_PauseResourcesAndPartyHealth_Cost,,unresolved
GA_Lisa_PauseResourcesAndPartyHealth_C,6,GE_Lisa_PauseResourcesAndPartyHealth_HealthBuff,HasDuration,unresolved
GA_Lisa_PauseResourcesAndPartyHealth_C,7,GE_Lisa_PauseResourcesAndPartyHealth_SelfBuff,HasDuration,unresolved
GA_Lisa_SingleAllyDispel_C,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Lisa_SingleAllyDispel_C,1,GE_Shared_Cooldown_Static,HasDuration,unresolved
GA_Lisa_SingleAllyDispel_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Lisa_SingleAllyDispel_C,3,GE_Lisa_SingleAllyDispel_ResourceCost,,unresolved
GA_Lisa_SingleAllyDispel_C,4,GE_Lisa_SingleAllyDispel_ResourceCost,,unresolved
GA_Lisa_SingleTargetDamageImmunityBuff_C,0,GE_Lisa_SingleTargetDamageImmunityBuff_Buff,HasDuration,unresolved
GA_Lisa_SingleTargetDamageImmunityBuff_C,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Lisa_SingleTargetDamageImmunityBuff_C,2,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Lisa_SingleTargetDamageImmunityBuff_C,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Lisa_SingleTargetDamageImmunityBuff_C,4,GE_Lisa_SingleTargetDamageImmunityBuff_Cost,,unresolved
GA_Lisa_SingleTargetDamageImmunityBuff_C,5,GE_Lisa_SingleTargetDamageImmunityBuff_Buff,HasDuration,unresolved
GA_Lisa_SingleTargetDamageImmunityBuff_C,6,GE_Lisa_SingleTargetDamageImmunityBuff_Cost,,unresolved
GA_Lisa_SingleTargetDot_C,0,GE_Lisa_SingleTargetDot_Dot,HasDuration,unresolved
GA_Lisa_SingleTargetDot_C,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Lisa_SingleTargetDot_C,2,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Lisa_SingleTargetDot_C,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Lisa_SingleTargetDot_C,4,GE_Lisa_SingleTargetDot_Cost,,unresolved
GA_Lisa_SingleTargetDot_C,5,GE_Lisa_SingleTargetDot_Cost,,unresolved
GA_Lisa_SingleTargetDot_C,6,GE_Lisa_SingleTargetDot_Dot,HasDuration,unresolved
GA_Lisa_SingleTargetrRemovalSpender_C,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Lisa_SingleTargetrRemovalSpender_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Lisa_SingleTargetrRemovalSpender_C,2,GE_Lisa_SingleTargetStaggerRemovalSpender_Cost,,unresolved
GA_Lisa_SingleTargetrRemovalSpender_C,3,GE_Lisa_SingleTargetStaggerRemovalSpender_Cost,,unresolved
GA_Lisa_TargetedAoeSilence_C,0,GE_Lisa_TargetedAoeSilence_Buff,HasDuration,unresolved
GA_Lisa_TargetedAoeSilence_C,1,GE_Lisa_TargetedAoeSilence_Lockout,,unresolved
GA_Lisa_TargetedAoeSilence_C,2,GE_GlobalCooldown,HasDuration,unresolved
GA_Lisa_TargetedAoeSilence_C,3,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Lisa_TargetedAoeSilence_C,4,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Lisa_TargetedAoeSilence_C,5,GE_Lisa_TargetedAoeSilence_Cost,,unresolved
GA_Lisa_TargetedAoeSilence_C,6,GE_Lisa_TargetedAoeSilence_Buff,HasDuration,unresolved
GA_Lisa_TargetedAoeSilence_C,7,GE_Lisa_TargetedAoeSilence_Cost,,unresolved
GA_Lisa_TargetedAoeSilence_C,8,GE_Lisa_TargetedAoeSilence_Lockout,,unresolved
GA_Lisa_TeleportForward_C,0,GE_Lisa_TeleportForward_MoveSpeedBuff,HasDuration,unresolved
GA_Lisa_TeleportForward_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Lisa_TeleportForward_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Lisa_TeleportForward_C,3,GE_Lisa_TeleportForward_MoveSpeedBuff,HasDuration,unresolved
GA_Mara_AoeAttackBuilder_C,0,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_AoeAttackBuilder_C,1,GE_Mara_AoEAttackBuilder_Cost,,unresolved
GA_Mara_AoeAttackBuilder_C,2,GE_Mara_AoEAttackBuilder_Cost,,unresolved
GA_Mara_AoeAttackBuilder_C,3,GE_Mara_AoeAttackBuilder_Poison,HasDuration,unresolved
GA_Mara_AoeAttackSpender_C,0,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_AoeAttackSpender_C,1,GE_Mara_AoEAttackSpender_Cost,,unresolved
GA_Mara_AoeAttackSpender_C,2,GE_Mara_AoEAttackSpender_Cost,,unresolved
GA_Mara_BleedAttackSpender_C,0,GE_Mara_BleedAttackSpender_Bleed,HasDuration,unresolved
GA_Mara_BleedAttackSpender_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_BleedAttackSpender_C,2,GE_Mara_BleedAttackSpender_Cost,,unresolved
GA_Mara_BleedAttackSpender_C,3,GE_Mara_BleedAttackSpender_Bleed,HasDuration,unresolved
GA_Mara_BleedAttackSpender_C,4,GE_Mara_BleedAttackSpender_Cost,,unresolved
GA_Mara_ChargedDoubleAttackBuilder_C,0,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mara_ChargedDoubleAttackBuilder_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_ChargedDoubleAttackBuilder_C,2,GE_Mara_ChargedDoubleAttackBuilder_Poison,HasDuration,unresolved
GA_Mara_ChargedDoubleAttackBuilder_C,3,GE_Mara_ChargedDoubleAttackBuilder_Poison_Buff,Infinite,unresolved
GA_Mara_ChargedResourceRefillSelfBuff_C,0,GE_Mara_Talent_ChargedResourceRefillSelfBuff_IncreasedDamage_Buff,HasDuration,unresolved
GA_Mara_ChargedResourceRefillSelfBuff_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mara_ChargedResourceRefillSelfBuff_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_ChargedTeleportBehindTarget_C,0,GE_Mara_Talent_ChargedTeleportBehindTarget_IncreasedDamageOrMovementSpeed_DamageIncrease,HasDuration,unresolved
GA_Mara_ChargedTeleportBehindTarget_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_CopyCharacterDamage_C,0,GE_Mara_CopyCharacterDamage_SelfBuff,HasDuration,unresolved
GA_Mara_CopyCharacterDamage_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_CopyCharacterDamage_C,2,GE_Mara_CopyCharacterDamage_Cost,,unresolved
GA_Mara_CopyCharacterDamage_C,3,GE_Mara_CopyCharacterDamage_Cost,,unresolved
GA_Mara_CopyCharacterDamage_C,4,GE_Mara_CopyCharacterDamage_SelfBuff,HasDuration,unresolved
GA_Mara_HeavyAttackSpender_C,0,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_HeavyAttackSpender_C,1,GE_Mara_HeavyAttackSpender_Cost,,unresolved
GA_Mara_HeavyAttackSpender_C,2,GE_Mara_HeavyAttackSpender_Cost,,unresolved
GA_Mara_MeleeInterrupt_C,0,GE_Shared_Cooldown_Static,HasDuration,unresolved
GA_Mara_MeleeInterrupt_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_MeleeInterrupt_C,2,GE_Mara_MeleeInterrupt_Lockout,,unresolved
GA_Mara_ResetCooldownRefillResouces_C,0,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mara_ResetCooldownRefillResouces_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_SelfDefenceBuff_C,0,GE_Mara_SelfDefenceBuff_SelfBuff,HasDuration,unresolved
GA_Mara_SelfDefenceBuff_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mara_SelfDefenceBuff_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_SelfDefenceBuff_C,3,GE_Mara_SelfDefenceBuff_SelfBuff,HasDuration,unresolved
GA_Mara_Stealth_C,0,GE_Mara_Stealth,Infinite,unresolved
GA_Mara_Stealth_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mara_Stealth_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_Stealth_C,3,GE_Mara_Stealth,Infinite,unresolved
GA_Mara_StrongerBehindAttackBuilder_C,0,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_StrongerBehindAttackBuilder_C,1,GE_Mara_StrongerBehindAttackBuilder_Cost,,unresolved
GA_Mara_StrongerBehindAttackBuilder_C,2,GE_Mara_StrongerBehindAttackBuilder_Cost,,unresolved
GA_Mara_StunSpender_C,0,GE_Mara_StunSpender_Stun,HasDuration,unresolved
GA_Mara_StunSpender_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mara_StunSpender_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mara_StunSpender_C,3,GE_Mara_StunSpender_Stun,HasDuration,unresolved
GA_Mara_Talent_ResetCooldownRefillResources_AbilityReplacer_C,0,GE_Mara_CopyCharacterDamage_SelfBuff,HasDuration,unresolved
GA_Mara_Talent_ResetCooldownRefillResources_AbilityReplacer_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mara_Talent_ResetCooldownRefillResources_AbilityReplacer_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_AoePull_C,0,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Meiko_AoePull_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_ChanneledHeavyDamage_C,0,GE_Meiko_ChanneledHeavyDamage_ResourceIncrease,HasDuration,unresolved
GA_Meiko_ChanneledHeavyDamage_C,1,GE_Meiko_MeleeDamageLowHealthSelfBuff_SelfBuff,Infinite,unresolved
GA_Meiko_ChanneledHeavyDamage_C,2,GE_Meiko_ChanneledHeavyDamage_ResourceIncrease,HasDuration,unresolved
GA_Meiko_ChargedForwardDash_C,0,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_DamageSoakBuff_C,0,GE_Meiko_DamageSoakBuff_Buff,Infinite,unresolved
GA_Meiko_DamageSoakBuff_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_DamageSoakBuff_C,2,GE_Meiko_DamageSoakBuff_Buff,Infinite,unresolved
GA_Meiko_DamageSoakBuff_C,3,GE_Meiko_DamageSoakBuff_IncomingDamageMultiplier,Infinite,unresolved
GA_Meiko_DamageSoakBuff_C,4,GE_Meiko_DamageSoakBuff_StoneInvinsibilityBuff,HasDuration,unresolved
GA_Meiko_DurationalAoeDamageBuff_C,0,GE_Meiko_DurationalAoeDamageBuff_BuffIcon,HasDuration,unresolved
GA_Meiko_DurationalAoeDamageBuff_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_DurationalAoeDamageBuff_C,2,GE_Meiko_DurationalAoeBuff_EnfeeblingEffect,HasDuration,unresolved
GA_Meiko_DurationalAoeDamageBuff_C,3,GE_Meiko_DurationalAoeDamageBuff_BuffIcon,HasDuration,unresolved
GA_Meiko_DurationalAoeDamageBuff_C,4,GE_Meiko_DurationalAoeDamageBuff_DecreasedMovementSpeed,HasDuration,unresolved
GA_Meiko_DurationalMultipleTeleportDamage_New,0,GE_Meiko_DurationalMultipleTeleportDamage_SelfBuff,HasDuration,unresolved
GA_Meiko_DurationalMultipleTeleportDamage_New,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_DurationalMultipleTeleportDamage_New,2,GE_Meiko_DurationalMultipleTeleportDamage_SpiritCost,,unresolved
GA_Meiko_DurationalMultipleTeleportDamage_New,3,GE_Meiko_DurationalMultipleTeleportDamage_SelfBuff,HasDuration,unresolved
GA_Meiko_DurationalMultipleTeleportDamage_New,4,GE_Meiko_DurationalMultipleTeleportDamage_SpiritCost,,unresolved
GA_Meiko_FrontalAoeDebuff_C,0,GE_Meiko_FrontalAoeDebuff_Stun,HasDuration,unresolved
GA_Meiko_FrontalAoeDebuff_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Meiko_FrontalAoeDebuff_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_FrontalAoeDebuff_C,3,GE_Meiko_FrontalAoeDebuff_Stun,HasDuration,unresolved
GA_Meiko_HighDamageCleave_C,0,GE_Meiko_MeleeDamageSelfBuff_SelfBuff,Infinite,unresolved
GA_Meiko_HighDamageCleave_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_InstantSelfDefensive_C,0,GE_Meiko_DamageSoakBuff_StoneInvinsibilityBuff,HasDuration,unresolved
GA_Meiko_InstantSelfDefensive_C,1,GE_Meiko_Talent_InstantSelfDefensive_DamageReductionLessHeal,HasDuration,unresolved
GA_Meiko_InstantSelfDefensive_C,2,GE_Shared_Cooldown_HasteScale,HasDuration,unresolved
GA_Meiko_InstantSelfDefensive_C,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_MeleeDamageImmediateSelfBuff_C,0,GE_Meiko_MeleeDamageImmediateSelfBuff_SelfBuff,HasDuration,unresolved
GA_Meiko_MeleeDamageImmediateSelfBuff_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_MeleeDamageImmediateSelfBuff_C,2,GE_Meiko_MeleeDamageImmediateSelfBuff_SelfBuff,HasDuration,unresolved
GA_Meiko_MeleeDamageLowHealthSelfBuff_C,0,GE_Meiko_MeleeDamageLowHealthSelfBuff_SelfBuff,Infinite,unresolved
GA_Meiko_MeleeDamageLowHealthSelfBuff_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_MeleeDamageLowHealthSelfBuff_C,2,GE_Meiko_MeleeDamageLowHealthSelfBuff_SelfBuff,Infinite,unresolved
GA_Meiko_MeleeDamageSelfBuff_C,0,GE_Meiko_MeleeDamageSelfBuff_SelfBuff,Infinite,unresolved
GA_Meiko_MeleeDamageSelfBuff_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_MeleeDamageSelfBuff_C,2,GE_Meiko_MeleeDamageSelfBuff_SelfBuff,Infinite,unresolved
GA_Meiko_MeleeDown_C,0,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_MeleeInterrupt,0,GE_Shared_Cooldown_Static,HasDuration,unresolved
GA_Meiko_MeleeInterrupt,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_MeleeInterrupt,2,GE_Meiko_MeleeInterrupt_Lockout,,unresolved
GA_Meiko_MeleeLeft_C,0,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_MeleeRight_C,0,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_MoveToLocationAoeDamage_C,0,GE_Meiko_MoveToLocationAoeDamage_Dot,Infinite,unresolved
GA_Meiko_MoveToLocationAoeDamage_C,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Meiko_MoveToLocationAoeDamage_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_MoveToLocationAoeDamage_C,3,GE_Meiko_MoveToLocationAoeDamage_Cost,,unresolved
GA_Meiko_MoveToLocationAoeDamage_C,4,GE_Meiko_MoveToLocationAoeDamage_Cost,,unresolved
GA_Meiko_MoveToLocationAoeDamage_C,5,GE_Meiko_MoveToLocationAoeDamage_Dot,Infinite,unresolved
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,0,GE_Meiko_DamageSoakBuff_IncomingDamageMultiplier,Infinite,unresolved
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,1,GE_Meiko_DamageSoakBuff_Buff,Infinite,unresolved
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,2,GE_Meiko_DamageSoakBuff_Buff,Infinite,unresolved
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,3,GE_Meiko_DamageSoakBuff_IncomingDamageMultiplier,Infinite,unresolved
GA_Meiko_Passive_DamageSoakBuff_Monitor_C,4,GE_Meiko_DamageSoakBuff_StoneInvinsibilityBuff,HasDuration,unresolved
GA_Meiko_Passive_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_C,0,GE_Meiko_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_Debuff,HasDuration,unresolved
GA_Meiko_Passive_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_C,1,GE_Meiko_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_Buff,HasDuration,unresolved
GA_Meiko_Passive_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_C,2,GE_Meiko_Talent_MeleeDamageImmediateSelfBuff_DamageBuilder_Debuff,HasDuration,unresolved
GA_Meiko_PlaceHolderFinisher_C,0,GE_Meiko_PlaceHolderFinisher_Cost,,unresolved
GA_Meiko_PlaceHolderFinisher_C,1,GE_Meiko_PlaceHolderFinisher_Cost,,unresolved
GA_Meiko_RangedTaunt_C,0,GE_Meiko_RangedTaunt_Debuff,HasDuration,unresolved
GA_Meiko_RangedTaunt_C,1,GE_Shared_Cooldown_Static,HasDuration,unresolved
GA_Meiko_RangedTaunt_C,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_RangedTaunt_C,3,GE_Meiko_RangedTaunt_Debuff,HasDuration,unresolved
GA_Meiko_TauntTotem,0,GE_Meiko_TauntTotem_SelfBuff,HasDuration,unresolved
GA_Meiko_TauntTotem,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Meiko_TauntTotem,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Meiko_TauntTotem,3,GE_Meiko_TauntTotem_SelfBuff,HasDuration,unresolved
GA_Meiko_TauntTotem,4,GE_Meiko_TauntTotem_Taunt,Infinite,unresolved
GA_Meiko_TauntTotem,5,GE_TauntTotem_Stats,Infinite,unresolved
GA_Mosse_BlueButterfly_Recall,0,GE_Mosse_BlueButterfly_SelfBuff,Infinite,unresolved
GA_Mosse_BlueButterfly_Recall,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_BlueButterfly_Recall,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_BlueButterfly_Recall,3,GE_Mosse_BlueButterfly_ManaCost,,unresolved
GA_Mosse_BlueButterfly_Recall,4,GE_Mosse_BlueButterfly_SelfBuff,Infinite,unresolved
GA_Mosse_BlueButterfly_Recall,5,GE_Mosse_BlueButterfly_TargetBuff,Infinite,unresolved
GA_Mosse_BlueButterfly_SendOut,0,GE_Mosse_BlueButterfly_TargetBuff,Infinite,unresolved
GA_Mosse_BlueButterfly_SendOut,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_BlueButterfly_SendOut,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_BlueButterfly_SendOut,3,GE_Mosse_BlueButterfly_ManaCost,,unresolved
GA_Mosse_BlueButterfly_SendOut,4,GE_Mosse_BlueButterfly_ManaCost,,unresolved
GA_Mosse_BlueButterfly_SendOut,5,GE_Mosse_BlueButterfly_SelfBuff,Infinite,unresolved
GA_Mosse_BlueButterfly_SendOut,6,GE_Mosse_BlueButterfly_TargetBuff,Infinite,unresolved
GA_Mosse_CastedSingleTargetProjectile_C,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_CastedSingleTargetProjectile_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_CastedSingleTargetProjectile_C,2,GE_Mosse_CastedSingleTargetProjectile_ManaCost,,unresolved
GA_Mosse_CastedSingleTargetProjectile_C,3,GE_Mosse_CastedSingleTargetProjectile_ManaCost,,unresolved
GA_Mosse_DurationalAoeHealPlacement_C,0,GE_Mosse_DurationalAoeHealPlacement_VisualEffect,Infinite,unresolved
GA_Mosse_DurationalAoeHealPlacement_C,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_DurationalAoeHealPlacement_C,2,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mosse_DurationalAoeHealPlacement_C,3,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_DurationalAoeHealPlacement_C,4,GE_Mosse_DurationalAoeHealPlacement_ManaCost,,unresolved
GA_Mosse_DurationalAoeHealPlacement_C,5,GE_Mosse_DurationalAoeHealPlacement_ManaCost,,unresolved
GA_Mosse_DurationalAoeHealPlacement_C,6,GE_Mosse_DurationalAoeHealPlacement_VisualEffect,Infinite,unresolved
GA_Mosse_ExplosiveMinion_C,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_ExplosiveMinion_C,1,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_HealingAoeTotem,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_HealingAoeTotem,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mosse_HealingAoeTotem,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_HealingAoeTotem,3,GE_Mosse_HealingAoeTotem_ManaCost,,unresolved
GA_Mosse_HealingAoeTotem,4,GE_Mosse_HealingAoeTotem_ManaCost,,unresolved
GA_Mosse_InstantSelfEscapeBuff,0,GE_Mosse_InstantSelfEscapeBuff_Buff,HasDuration,unresolved
GA_Mosse_InstantSelfEscapeBuff,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mosse_InstantSelfEscapeBuff,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_InstantSelfEscapeBuff,3,GE_Mosse_InstantSelfEscapeBuff_ManaCost,,unresolved
GA_Mosse_InstantSelfEscapeBuff,4,GE_Mosse_InstantSelfEscapeBuff_Buff,HasDuration,unresolved
GA_Mosse_InstantSelfEscapeBuff,5,GE_Mosse_InstantSelfEscapeBuff_ManaCost,,unresolved
GA_Mosse_PinkButterfly_Double,0,GE_Mosse_PinkButterfly_Double_Chargeup,HasDuration,unresolved
GA_Mosse_PinkButterfly_Double,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_PinkButterfly_Double,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_PinkButterfly_Double,3,GE_Mosse_PinkButterfly_Double_ManaCost,,unresolved
GA_Mosse_PinkButterfly_Double,4,GE_Mosse_PinkButterfly_Double_Chargeup,HasDuration,unresolved
GA_Mosse_PinkButterfly_Double,5,GE_Mosse_PinkButterfly_Double_Hot,HasDuration,unresolved
GA_Mosse_PinkButterfly_Double,6,GE_Mosse_PinkButterfly_Double_ManaCost,,unresolved
GA_Mosse_PinkButterfly_Double,7,GE_Mosse_PinkButterfly_Simple_Hot,Infinite,unresolved
GA_Mosse_PinkButterfly_Double,8,GE_Mosse_PinkButterfly_Simple_ManaCost,,unresolved
GA_Mosse_PinkButterfly_Simple,0,GE_Mosse_PinkButterfly_Simple_Hot,Infinite,unresolved
GA_Mosse_PinkButterfly_Simple,1,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_PinkButterfly_Simple,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_PinkButterfly_Simple,3,GE_Mosse_PinkButterfly_Simple_ManaCost,,unresolved
GA_Mosse_PinkButterfly_Simple,4,GE_Mosse_PinkButterfly_Double_Chargeup,HasDuration,unresolved
GA_Mosse_PinkButterfly_Simple,5,GE_Mosse_PinkButterfly_Double_Hot,HasDuration,unresolved
GA_Mosse_PinkButterfly_Simple,6,GE_Mosse_PinkButterfly_Double_ManaCost,,unresolved
GA_Mosse_PinkButterfly_Simple,7,GE_Mosse_PinkButterfly_Simple_Hot,Infinite,unresolved
GA_Mosse_PinkButterfly_Simple,8,GE_Mosse_PinkButterfly_Simple_ManaCost,,unresolved
GA_Mosse_PlacedAoeBuff,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_PlacedAoeBuff,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mosse_PlacedAoeBuff,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_PlacedAoeBuff,3,GE_Mosse_PlacedAoeBuff_Cost,,unresolved
GA_Mosse_PlacedAoeBuff,4,GE_Mosse_PlacedAoeBuff_Cost,,unresolved
GA_Mosse_PlacedAoeBuff,5,GE_Mosse_PlacedAoeBuff_IncreasedHealingTakenBuff,Infinite,unresolved
GA_Mosse_ProjectileTurrets,0,GE_GlobalCooldown,HasDuration,unresolved
GA_Mosse_ProjectileTurrets,1,GE_Shared_Cooldown_DefaultScale,HasDuration,unresolved
GA_Mosse_ProjectileTurrets,2,GE_Hero_Shared_PaddingCooldown,HasDuration,unresolved
GA_Mosse_ProjectileTurrets,3,GE_Mosse_ProjectileTurrets_ManaCost,,unresolved
GA_Mosse_ProjectileTurrets,4,GE_Mosse_ProjectileTurrets_ManaCost,,unresolved
