name,ordinal,value
CRPrimaryAttributeDamageCalculation,1,GE_DM_FriendlyClockworkRat_OnHit_Dammage
CRPrimaryAttributeDamageCalculation,2,GE_DM_WInterWitch_CastProjectile_Damage
CRPrimaryAttributeDamageCalculation,3,GE_DM_WinterGiant_AutoAttackCleave_Damage
CRPrimaryAttributeDamageCalculation,4,GE_DM_WinterGiant_CastSoakDebuff_Damage
CRPrimaryAttributeDamageCalculation,5,GE_DM_WinterGiant_ChannelAoePullToSelf_Damage
CRPrimaryAttributeDamageCalculation,6,GE_DM_WinterGiant_CrossAOE_Damage
CRPrimaryAttributeDamageCalculation,7,GE_DM_WinterGiant_MeleeChannelDamage_Damage
CRPrimaryAttributeDamageCalculation,8,GE_DM_WinterWitch_AutoAttackMelee_Damage
CRPrimaryAttributeDamageCalculation,9,GE_DM_WinterWitch_CastAoeImmobalize_Damage
CRPrimaryAttributeDamageCalculation,10,GE_DM_WinterWitch_CastDelayedAoeSequence_DirectDamage
CRPrimaryAttributeDamageCalculation,11,GE_DM_WinterWitch_CastDelayedAoeSequence_NearbyDamage
CRPrimaryAttributeDamageCalculation,12,GE_DM_WinterWitch_ChannelAoeDamage_Damage
CRPrimaryAttributeDamageCalculation,13,GE_DM_WinterWitch_ChannelAoeDamage_SlowDebuffOverflow
CRPrimaryAttributeDamageCalculation,14,GE_DR_BossDemonPlant_TankSlamAoe_Damage
CRPrimaryAttributeDamageCalculation,15,GE_DungeonModifier_ShadowLord_TickingAoE_Damage
CRPrimaryAttributeDamageCalculation,16,GE_EM_BossGiantTroll_MeleeAutoAttack_Damage
CRPrimaryAttributeDamageCalculation,17,GE_EM_BossVaerith_PassiveProjectiles_Damage
CRPrimaryAttributeDamageCalculation,18,GE_FM_GravesnareKidnapper_ConeAoeProjectiles_Damage
CRPrimaryAttributeDamageCalculation,19,GE_FM_GravesnareKidnapper_ConeAoeProjectiles_Dot
CRPrimaryAttributeDamageCalculation,20,GE_Finesse_CritChanceToHealOrDamage_Damage
CRPrimaryAttributeDamageCalculation,21,GE_Finesse_DrainHealthBasedOnPrimaryStat_Damage
CRPrimaryAttributeDamageCalculation,22,GE_MC_BloodAnimation_AutoAttackMelee_Damage
CRPrimaryAttributeDamageCalculation,23,GE_MC_BloodCaster_CastProjectile_Damage
CRPrimaryAttributeDamageCalculation,24,GE_MC_BloodGrunt_Jump_DebuffMovementDealsDamage_Damage
CRPrimaryAttributeDamageCalculation,25,GE_MC_BloodGrunt_Jump_LandDamage
CRPrimaryAttributeDamageCalculation,26,GE_MC_BloodGuard_ChargeHalfHealth_BleedDot
CRPrimaryAttributeDamageCalculation,27,GE_MC_BloodSummoner_AutoAttackMelee_Damage
CRPrimaryAttributeDamageCalculation,28,GE_MC_BloodSummoner_ChannelSpawnBloodAnimation_TickDamage
CRPrimaryAttributeDamageCalculation,29,GE_MC_BossGuardian_AutoAttackMeleeCleave
CRPrimaryAttributeDamageCalculation,30,GE_MC_BossGuardian_Runes_Damage
CRPrimaryAttributeDamageCalculation,31,GE_MC_BossGuardian_Soaks_Damage
CRPrimaryAttributeDamageCalculation,32,GE_MC_BossGuardian_TankSlam_Damage
CRPrimaryAttributeDamageCalculation,33,GE_MC_BossGuardian_TankSlam_ProjectileDamage
CRPrimaryAttributeDamageCalculation,34,GE_MC_BossGuardian_TickingDamageAllPlayers_Damage
CRPrimaryAttributeDamageCalculation,35,GE_MF_BossNecrolord_DispellableSoakDot_Dot
CRPrimaryAttributeDamageCalculation,36,GE_MF_BossNecrolord_DispellableSoakDot_SoakExplodeDamage
CRPrimaryAttributeDamageCalculation,37,GE_MF_BossNecrolord_ShootDeer_Damage
CRPrimaryAttributeDamageCalculation,38,GE_MF_BossTotem_AoePulse_Damage
CRPrimaryAttributeDamageCalculation,39,GE_MF_Totem_AoePulse_Damage
CRPrimaryAttributeDamageCalculation,40,GE_MF_Totem_OnDeathExplosion_Damage
CRPrimaryAttributeDamageCalculation,41,GE_NP_BossHellcaller_MeleeAutoAttack_Damage
CRPrimaryAttributeDamageCalculation,42,GE_PR_BossAnchor_PeriodicMultiSoak_Dot
CRPrimaryAttributeDamageCalculation,43,GE_PR_BossAnchor_PeriodicMultiSoak_InstantAoeDamage
CRPrimaryAttributeDamageCalculation,44,GE_PR_BossPirateCaptain_DebuffAoePool_PlacementAoeDamage
CRPrimaryAttributeDamageCalculation,45,GE_PR_BossPirateCaptain_DebuffAoePool_PoolDamage
CRPrimaryAttributeDamageCalculation,46,GE_SH_GravesnareKidnapper_ConeAoeProjectiles_Damage
CRPrimaryAttributeDamageCalculation,47,GE_SH_GravesnareKidnapper_ConeAoeProjectiles_Dot
CRPrimaryAttributeDamageCalculation,48,GE_SH_Venomdrinker_CastSlowHomingProjectile_Damage
CRPrimaryAttributeDamageCalculation,49,GE_SP_BossMarcass_ChanneledPulsingDamage_Damage
CRPrimaryAttributeDamageCalculation,50,GE_SP_BossMarcass_MultiCone_Damage
CRPrimaryAttributeDamageCalculation,51,GE_SP_BossMarcass_PairUp_BreakDamage
CRPrimaryAttributeDamageCalculation,52,GE_SP_FrostWolf_Bite_Damage
CRPrimaryAttributeDamageCalculation,53,GE_SP_FrostWolf_Pursuit_Damage
CRPrimaryAttributeDamageCalculation,54,GE_SP_PolarBear_Tornadoes_Damage
CRPrimaryAttributeDamageCalculation,55,GE_ST_BigBloodElemental_ChannelBeam_Damage
CRPrimaryAttributeDamageCalculation,56,GE_ST_BloodBrute_TankSlamAoe_Damage
CRPrimaryAttributeDamageCalculation,57,GE_ST_BossArbiterIllusion_CastBeam_AoeDamage
CRPrimaryAttributeDamageCalculation,58,GE_ST_BossArbiterIllusion_CastBeam_TargetDamage
CRPrimaryAttributeDamageCalculation,59,GE_ST_BossArbiterIllusion_Damage
CRPrimaryAttributeDamageCalculation,60,GE_ST_BossArbiterIllusion_Tick
CRPrimaryAttributeDamageCalculation,61,GE_ST_BossDefenseEye_AoePlacementDebuff_Stack_Damage
CRPrimaryAttributeDamageCalculation,62,GE_ST_BossDefenseEye_ApplyDelayedAoePlacementDebuffToAll_ExplosionDamage
CRPrimaryAttributeDamageCalculation,63,GE_ST_BossDefenseEye_Beams_Increasing_Dammage
CRPrimaryAttributeDamageCalculation,64,GE_ST_BossDefenseEye_RotatingCross_Hard_IncreasingStacks_Debuff
CRPrimaryAttributeDamageCalculation,65,GE_ST_BossDefenseEye_SearchLight_Pulse_Damage
CRPrimaryAttributeDamageCalculation,66,GE_ST_BossDefenseEye_SlowDotAoe_Dot
CRPrimaryAttributeDamageCalculation,67,GE_ST_BossGateKeeper_AuraProximityDamage_Damage
CRPrimaryAttributeDamageCalculation,68,GE_ST_BossGatekeeper_Conduit_Circle_ProjectileDamage
CRPrimaryAttributeDamageCalculation,69,GE_ST_BossGatekeeper_Conduit_Square_AttachedSoak_SoakExplodeDamage
CRPrimaryAttributeDamageCalculation,70,GE_ST_BossGatekeeper_Conduit_Triangle_AoeDamage
CRPrimaryAttributeDamageCalculation,71,GE_ST_BossGatekeeper_MeleeAutoAttack_Damage
CRPrimaryAttributeDamageCalculation,72,GE_ST_BossGatekeeper_MultiCastedMeleeStrike_Damage
CRPrimaryAttributeDamageCalculation,73,GE_ST_BossGatekeeper_PullAndCastedAoe_AoeDamage
CRPrimaryAttributeDamageCalculation,74,GE_ST_BossGatekeeper_TankCone_Damage
CRPrimaryAttributeDamageCalculation,75,GE_ST_SmallBloodElemental_CastProjectile_Damage
CRPrimaryAttributeDamageCalculation,76,GE_ST_SmallBloodElemental_SpinProjectiles_Damage
CRPrimaryAttributeDamageCalculation,77,GE_Trait_ExtraDotHotOnEffectApplicationProc_Dot
CRPrimaryAttributeDamageCalculation,78,GE_Trait_GemSingleTargetProcOnDamageHeal_Damage
CRPrimaryAttributeDamageCalculation,79,GE_Trait_GemTargetedSpikeProc_Damage
CRPrimaryAttributeDamageCalculation,80,GE_Trait_IncomingDamageToDefenceAndDamage_Damage
CRPrimaryAttributeDamageCalculation,81,GE_UB_BossArchbishop_ArenaAoeBeam_Damage
CRPrimaryAttributeDamageCalculation,82,GE_VV_BlackmistCutthroat_ChannelCone_Damage
CRPrimaryAttributeDamageCalculation,83,GE_Weapon_AbsorbDelayedAoeDamage_AoeDamage
CRPrimaryAttributeDamageCalculation,84,GE_Weapon_CastedChainHealDamage_Damage
CRPrimaryAttributeDamageCalculation,85,GE_Weapon_CastedHealAndDamageChannel_Damage
CRPrimaryAttributeDamageCalculation,86,GE_Weapon_CastedRepetitivelyAOEDamageDebuff_Damage
CRPrimaryAttributeDamageCalculation,87,GE_Weapon_CastedRepetitivelyAOEDamageDebuff_Dot
CRPrimaryAttributeDamageCalculation,88,GE_Weapon_ChanneledCooldownReducer_AoeDamage
CRPrimaryAttributeDamageCalculation,89,GE_Weapon_CleaveDamageBuffCooldownReduction_CleaveDamage
CRPrimaryAttributeDamageCalculation,90,GE_Weapon_CleaveDamageBuffCooldownReduction_MainDamage
CRPrimaryAttributeDamageCalculation,91,GE_Weapon_FrontalAOEConeRepeatingStunDamage_Damage_Final
CRPrimaryAttributeDamageCalculation,92,GE_Weapon_FrontalAOEConeRepeatingStunDamage_Damage_Initial
CRPrimaryAttributeDamageCalculation,93,GE_Weapon_FrontalAOEConeRepeatingStunDamage_Damage_Repeating
CRPrimaryAttributeDamageCalculation,94,GE_Weapon_InstantAoeDamageBuff_Damage
CRPrimaryAttributeDamageCalculation,95,GE_Weapon_InstantChargedProjectileHealOrDamage_Damage
CRPrimaryAttributeDamageCalculation,96,GE_Weapon_StunDotAoeDamageSlow_AoeDamage
CRPrimaryAttributeDamageCalculation,97,GE_Weapon_StunDotAoeDamageSlow_SlowDot
CRPrimaryAttributeDamageCalculation,98,GE_Weapon_StunDotAoeDamageSlow_StunDot
CRPrimaryAttributeHealCalculation,0,GE_Finesse_CritChanceToHealOrDamage_Heal
CRPrimaryAttributeHealCalculation,1,GE_Trait_CritsToIncreasedPrimaryStatBuff_Hot
CRPrimaryAttributeHealCalculation,2,GE_Trait_ExtraDotHotOnEffectApplicationProc_Hot
CRPrimaryAttributeHealCalculation,3,GE_Trait_GemSingleTargetProcOnDamageHeal_Heal
CRPrimaryAttributeHealCalculation,4,GE_Trait_IncomingDamageToHotAndAbsorb_Hot
CRPrimaryAttributeHealCalculation,5,GE_Trait_IncomingHealToStackingHealWithThreshold_Heal
CRPrimaryAttributeHealCalculation,6,GE_Trait_StandingStillHealStacking_Heal
CRPrimaryAttributeHealCalculation,7,GE_Weapon_CastedBuffStacksHealOnDamage_Heal
CRPrimaryAttributeHealCalculation,8,GE_Weapon_CastedChainHealDamage_Heal
CRPrimaryAttributeHealCalculation,9,GE_Weapon_InstantChargedProjectileHealOrDamage_Heal
CRRemoveAllGeneratedThreatExecution,0,GE_Shared_RemoveAllGeneratedThreat
CRReviveCharacterExecution,0,GE_Shared_InstantlyReviveCharacter
CRReviveCharacterExecution,1,GE_Shared_ZoneAIRespawn_Revive
CRScaleAllThreatExecution,0,GE_Mosse_InstantSelfEscapeBuff_ReduceThreat
CRScaleAllThreatExecution,1,GE_Shared_ScaleAllThreat
CRSendSignalToGrantedAbilityExecution,0,GE_Gunde_InstantAoeDot_Dot
CRSendSignalToGrantedAbilityExecution,1,GE_Gunde_PerTargetAccumulatedBleed
CRSendSignalToGrantedAbilityExecution,2,GE_Gunde_Talent_DotTransfer_InstantAoeWithBuff_DamageAndOrbs_OrbDropper
CRSendSignalToSourceAbilityExecution,0,GE_DR_BossGateWizard_FirePillar_Damage
CRSendSignalToSourceAbilityExecution,1,GE_DR_BossGateWizard_FirePillar_Dot
CRSendSignalToSourceAbilityExecution,2,GE_Firemage_CastedSingleDot_Dot
CRSendSignalToSourceAbilityExecution,3,GE_Firemage_CastedSingleHeavyDot_Dot
CRSendSignalToSourceAbilityExecution,4,GE_Firemage_ChanneledForwardAoeDamage_Dot
CRSendSignalToSourceAbilityExecution,5,GE_Firemage_FireFrog_Dot
CRSendSignalToSourceAbilityExecution,6,GE_Firemage_InstantSingleTargetDot_Dot
CRSendSignalToSourceAbilityExecution,7,GE_Firemage_PlacedProjectileAoe_DirectDamageBased_Dot
CRSendSignalToSourceAbilityExecution,8,GE_Firemage__Talent_CastedDotBoostProjectile_DirectDamageBased_Dot
CRSendSignalToSourceAbilityExecution,9,GE_Gunde_PerTargetAccumulatedBleed
CRSendSignalToSourceAbilityExecution,10,GE_Gunde_Talent_DotTransfer_AoeBasedOnStacks_Aoe
CRSendSignalToSourceAbilityExecution,11,GE_Lisa_ChanneledHealOrDamageProjectiles_Heal
CRSendSignalToSourceAbilityExecution,12,GE_Lisa_InstantSingleTargetDamageAndDot_Dot
CRSendSignalToSourceAbilityExecution,13,GE_Lisa_SingleTargetDot_Dot
CRSendSignalToSourceAbilityExecution,14,GE_Mara_BleedAttackSpender_Bleed
CRSendSignalToSourceAbilityExecution,15,GE_Mara_ChargedDoubleAttackBuilder_Poison
CRSendSignalToSourceAbilityExecution,16,GE_Mara_Talent_ChargedDoubleAttackBuilder_ResourceIncreaseOT_Buff
CRSendSignalToSourceAbilityExecution,17,GE_Rime_CastedDebuffAoeDamage_Debuff
CRSendSignalToSourceAbilityExecution,18,GE_Vigor_SingleTargetDot_Dot
CRSendSignalToSourceAbilityExecution,19,GE_Vigor_SkillshotAoeProjectile_Damage
CRSendSignalToSourceAbilityExecution,20,GE_Vigor_SkillshotAoeProjectile_Heal
CRStrengthDamageCalculation,0,GE_CM_BlackburnMantrader_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,1,GE_CM_BossAina_Charge_Damage
CRStrengthDamageCalculation,2,GE_CM_BossAina_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,3,GE_CM_BossTroll_AutoAttack_Damage
CRStrengthDamageCalculation,4,GE_CM_BossTroll_Charge_BumpDamage
CRStrengthDamageCalculation,5,GE_CM_BossTroll_Charge_ImpactDamage
CRStrengthDamageCalculation,6,GE_CM_BossTroll_Enrage_Damage
CRStrengthDamageCalculation,7,GE_CM_BossTroll_FallingRocks_Damage
CRStrengthDamageCalculation,8,GE_CM_BossWhisperingCore_RangedAutoAttack_Damage
CRStrengthDamageCalculation,9,GE_CM_BossWhisperingCore_TankSlam_Damage
CRStrengthDamageCalculation,10,GE_CM_BossYrsa_AoEDamageSlow_Damage
CRStrengthDamageCalculation,11,GE_CM_BossYrsa_AoeSoak_SoakedDamage
CRStrengthDamageCalculation,12,GE_CM_BossYrsa_AoeSoak_UnsoakedDamage
CRStrengthDamageCalculation,13,GE_CM_BossYrsa_AutoAttack_Damage
CRStrengthDamageCalculation,14,GE_CM_BossYrsa_ConjureScythe_Damage
CRStrengthDamageCalculation,15,GE_CM_Charged_Construct_Ghost_SelfDamageDebuff
CRStrengthDamageCalculation,16,GE_CM_Construct_Charged_AutoAttack
CRStrengthDamageCalculation,17,GE_CM_Construct_Charged_Ghost_AutoAttack
CRStrengthDamageCalculation,18,GE_CM_CrystalConstructCharged_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,19,GE_CM_EarthElemental_AutoAttack_Damage
CRStrengthDamageCalculation,20,GE_CM_EarthElemental_BurrowedStrike_Damage
CRStrengthDamageCalculation,21,GE_CM_EarthElemental_CastAoeDamage_Damage
CRStrengthDamageCalculation,22,GE_CM_EarthElemental_EarthBreaker_Damage
CRStrengthDamageCalculation,23,GE_CM_EarthElemental_EarthStomp_Damage
CRStrengthDamageCalculation,24,GE_CM_EarthElemental_Upheaval_Damage
CRStrengthDamageCalculation,25,GE_CM_ElfEnforcer_AutoAttack_Damage
CRStrengthDamageCalculation,26,GE_CM_ElfEnforcer_TankSlam_Damage
CRStrengthDamageCalculation,27,GE_CM_ElfGoon_FirstThreatProjectile_Damage
CRStrengthDamageCalculation,28,GE_CM_ElfInterrogator_AutoAttack_Damage
CRStrengthDamageCalculation,29,GE_CM_ElfInterrogator_PoisonDagger_Damage
CRStrengthDamageCalculation,30,GE_CM_ElfInterrogator_WickedStrike_Damage
CRStrengthDamageCalculation,31,GE_CM_ElfInterrogator_WickedStrike_Dot
CRStrengthDamageCalculation,32,GE_CM_ElfLookout_AutoAttack_Damage
CRStrengthDamageCalculation,33,GE_CM_ElfLookout_QuickShots_Damage
CRStrengthDamageCalculation,34,GE_CM_ElfTaskmaster_ConePull_Damage
CRStrengthDamageCalculation,35,GE_CM_ElfTaskmaster_ConePull_Dot
CRStrengthDamageCalculation,36,GE_CM_Elf_Goon_AutoAttack_Damage
CRStrengthDamageCalculation,37,GE_CM_Elf_Taskmaster_AutoAttack_Damage
CRStrengthDamageCalculation,38,GE_CM_ImpatientBrawler_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,39,GE_CM_ReflectedHero_AutoAttack_Damage
CRStrengthDamageCalculation,40,GE_CM_TrollBoss_CrushAoeDamage
CRStrengthDamageCalculation,41,GE_CM_VolatileConstruct_AutoAttack_Damage
CRStrengthDamageCalculation,42,GE_CM_VolatileConstruct_DeathBomb_Damage
CRStrengthDamageCalculation,43,GE_CM_VolatileConstruct_ExplosiveCrystal_Damage
CRStrengthDamageCalculation,44,GE_CM_VolatileConstruct_JaggedCrystal_Damage
CRStrengthDamageCalculation,45,GE_Critter_Chicken_AutoAttack_Damage
CRStrengthDamageCalculation,46,GE_DD_Arbalist_AutoAttack_Damage
CRStrengthDamageCalculation,47,GE_DD_Arbalist_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,48,GE_DD_BossCadavrianMagi_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,49,GE_DD_BossCadavrianMagi_MoonCast_Damage
CRStrengthDamageCalculation,50,GE_DD_BossCadavrianMagi_ShadowCast_Damage
CRStrengthDamageCalculation,51,GE_DD_BossCadavrianMagi_SunCast_Debuff
CRStrengthDamageCalculation,52,GE_DD_DesertBrute_AoEPulse_Damage
CRStrengthDamageCalculation,53,GE_DD_DesertBrute_CastedGrowingEarthStomp_Damage
CRStrengthDamageCalculation,54,GE_DD_DesertBrute_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,55,GE_DD_DesertNomad_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,56,GE_DD_DesertWarrior_AutoAttackMelee_Damage
CRStrengthDamageCalculation,57,GE_DD_DesertWarrior_ChanneledAOE_Damage
CRStrengthDamageCalculation,58,GE_DD_DesertWarrior_Charge_Bleed
CRStrengthDamageCalculation,59,GE_DD_DesertWarrior_Charge_Damage
CRStrengthDamageCalculation,60,GE_DD_NightboundMagi_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,61,GE_DD_NightboundMagi_MultiAoeSoak_SoakedDamage
CRStrengthDamageCalculation,62,GE_DD_NightboundMagi_MultiAoeSoak_UnsoakedDamage
CRStrengthDamageCalculation,63,GE_DD_WitheringMagiPeriodicDamage_Damage
CRStrengthDamageCalculation,64,GE_DD_WitheringMagi_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,65,GE_DM_ClockworkRat_OnDeathAoe_Damage
CRStrengthDamageCalculation,66,GE_DM_FriendlyClockworkRat_Projectile_Damage
CRStrengthDamageCalculation,67,GE_DM_WinterTrickster_Charge_Damage
CRStrengthDamageCalculation,68,GE_DR_BarbedRoot_AutoAttackMelee_Damage
CRStrengthDamageCalculation,69,GE_DR_BarbedRoot_CastedSlam_Damage
CRStrengthDamageCalculation,70,GE_DR_BarbedRoot_Grip_Damage
CRStrengthDamageCalculation,71,GE_DR_BloodfangMauler_AOECone_Damage
CRStrengthDamageCalculation,72,GE_DR_BloodfangMauler_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,73,GE_DR_BossCultLeader_Grip_Damage
CRStrengthDamageCalculation,74,GE_DR_BossCultLeader_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,75,GE_DR_BossCultLeader_ResizingAoeCircles_Damage
CRStrengthDamageCalculation,76,GE_DR_BossCultLeader_ResizingAoeCircles_Dot
CRStrengthDamageCalculation,77,GE_DR_BossDemonPlant_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,78,GE_DR_BossDemonPlant_SpawnVine_Damage
CRStrengthDamageCalculation,79,GE_DR_BossGateWizard_FirePillar_Damage
CRStrengthDamageCalculation,80,GE_DR_BossGateWizard_FootballHitPulse_Damage
CRStrengthDamageCalculation,81,GE_DR_BossGateWizard_Football_PlayerDamage
CRStrengthDamageCalculation,82,GE_DR_BossGateWizard_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,83,GE_DR_BossGateWizard_TankDot_Bleed
CRStrengthDamageCalculation,84,GE_DR_BossSummonedDemon_ChanneledHellfire_Damage
CRStrengthDamageCalculation,85,GE_DR_BossSummonedDemon_LeapSlam_BurningGround_Damage
CRStrengthDamageCalculation,86,GE_DR_BossSummonedDemon_LeapSlam_Damage
CRStrengthDamageCalculation,87,GE_DR_BossSummonedDemon_LeapSlam_FriendlyDamage
CRStrengthDamageCalculation,88,GE_DR_BossSummonedDemon_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,89,GE_DR_BossSummonedDemon_PortalDemon_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,90,GE_DR_BossSummonedDemon_Portal_Demon_AoePulse_Damage
CRStrengthDamageCalculation,91,GE_DR_BossSummonedDemon_TankSlam_Damage
CRStrengthDamageCalculation,92,GE_DR_BurningDemon_Bombardment_Damage
CRStrengthDamageCalculation,93,GE_DR_BurningDemon_MeleeAutoAttack
CRStrengthDamageCalculation,94,GE_DR_CultistCaster_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,95,GE_DR_CultistMajorCaster_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,96,GE_DR_CultistSickle_InitialRangedAttack_Damage
CRStrengthDamageCalculation,97,GE_DR_CultistSickle_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,98,GE_DR_DangerousBrute_Cleave_Damage
CRStrengthDamageCalculation,99,GE_DR_DangerousBrute_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,100,GE_DR_FlyingImp_MeleeAutoAttack
CRStrengthDamageCalculation,101,GE_DR_FranticImp_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,102,GE_DR_FranticImp_SingelTargetAttackAndMoveBack_Damage
CRStrengthDamageCalculation,103,GE_DR_HornedDemon_Charge_Damage
CRStrengthDamageCalculation,104,GE_DR_HornedDemon_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,105,GE_DR_Mancatcher_AOECone_Damage
CRStrengthDamageCalculation,106,GE_DR_Mancatcher_Grip_Damage
CRStrengthDamageCalculation,107,GE_DR_Mancatcher_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,108,GE_DR_RuinsLasher_AutoAttackMelee_Damage
CRStrengthDamageCalculation,109,GE_DR_SlaughtervineArchephyte_AutoAttackMelee_Damage
CRStrengthDamageCalculation,110,GE_DR_SlaughtervineArchephyte_SlowMovingAOE_Damage
CRStrengthDamageCalculation,111,GE_DR_Slaughtervine_AutoAttackMelee_Damage
CRStrengthDamageCalculation,112,GE_DungeonModifier_ShadowLord_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,113,GE_EM_BossGiantTroll_AoeSequence_Damage
CRStrengthDamageCalculation,114,GE_EM_BossGiantTroll_ChanneledAoeDamage_Damage
CRStrengthDamageCalculation,115,GE_EM_BossGiantTroll_MultiSoak_SoakedDamage
CRStrengthDamageCalculation,116,GE_EM_BossGiantTroll_MultiSoak_UnsoakedDamage
CRStrengthDamageCalculation,117,GE_EM_BossVaerith_BombDebuff_Damage
CRStrengthDamageCalculation,118,GE_EM_BossVaerith_BombDebuff_Dot
CRStrengthDamageCalculation,119,GE_EM_Miner_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,120,GE_FK_BossElfDragon_MultiDashArrivalBleedDebuff
CRStrengthDamageCalculation,121,GE_FK_BossFreezingWaterLord_AutoAttackDamage
CRStrengthDamageCalculation,122,GE_FK_BossFreezingWaterlord_ExplodePuddles_Damage
CRStrengthDamageCalculation,123,GE_FK_BossRangerCaptain_AutoAttackMelee_Damage
CRStrengthDamageCalculation,124,GE_FK_BossRangerCaptain_AutoAttack_Damage
CRStrengthDamageCalculation,125,GE_FK_Elf_Cleric_AutoAttackMelee_Damage
CRStrengthDamageCalculation,126,GE_FK_Elf_Duelist_AutoAttack_Damage
CRStrengthDamageCalculation,127,GE_FK_Elf_Duelist_SpinningIceSword_Damage
CRStrengthDamageCalculation,128,GE_FK_Elf_Goon_AutoAttack_Damage
CRStrengthDamageCalculation,129,GE_FK_Elf_Guard_AutoAttack_Damage
CRStrengthDamageCalculation,130,GE_FK_Elf_Illusionist_AutoAttackMelee_Damage
CRStrengthDamageCalculation,131,GE_FK_Elf_Ranger_AutoAttack_Damage
CRStrengthDamageCalculation,132,GE_FK_Elf_Ranger_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,133,GE_FK_Elf_Shardling_AutoAttack_Damage
CRStrengthDamageCalculation,134,GE_FK_IceGolem_AutoAttack_Damage
CRStrengthDamageCalculation,135,GE_FK_IceGolem_SpikeAOE_Damage
CRStrengthDamageCalculation,136,GE_FK_MirroredElementalImage_AutoAttack_Damage
CRStrengthDamageCalculation,137,GE_FM_AshenArsonist_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,138,GE_FM_Bear_AutoAttack_Damage
CRStrengthDamageCalculation,139,GE_FM_Bear_HomingCharge_Damage
CRStrengthDamageCalculation,140,GE_FM_BigSpider_AutoAttack_Damage
CRStrengthDamageCalculation,141,GE_FM_BullyBasher_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,142,GE_FM_BullyBasher_TankSlam_Damage
CRStrengthDamageCalculation,143,GE_FM_Facestabber_AttachedAttack_Damage
CRStrengthDamageCalculation,144,GE_FM_Facestabber_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,145,GE_FM_FrenziedLooter_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,146,GE_FM_GoblinBrute_AutoAttack_Damage
CRStrengthDamageCalculation,147,GE_FM_GoblinCaster_AutoAttack_Damage
CRStrengthDamageCalculation,148,GE_FM_GoblinGrunt_AutoAttack_Damage
CRStrengthDamageCalculation,149,GE_FM_GravesnareKidnapper_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,150,GE_FM_OrcCaster_AutoAttack_Damage
CRStrengthDamageCalculation,151,GE_FM_OrcGrunt_AutoAttack_Damage
CRStrengthDamageCalculation,152,GE_FM_Pillager_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,153,GE_FM_RotheartRecluse_DotProjectile_DotDamage
CRStrengthDamageCalculation,154,GE_FM_RotheartRecluse_DotProjectile_EndDamage
CRStrengthDamageCalculation,155,GE_FM_RotheartRecluse_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,156,GE_FM_RotheartRecluse_MeleeDot
CRStrengthDamageCalculation,157,GE_FM_Shinchopper_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,158,GE_FM_Slaver_CastedMeleeKnockback_Damage
CRStrengthDamageCalculation,159,GE_FM_Slaver_Grip_Damage
CRStrengthDamageCalculation,160,GE_FM_Slaver_MeleeAutoAttack_Damage
CRStrengthDamageCalculation,161,GE_FM_Spiderling_AutoAttack_Damage
CRStrengthDamageCalculation,162,GE_FM_Stag_AutoAttack_Damage
CRStrengthDamageCalculation,163,GE_FM_Wolf_AutoAttack_Damage
CRStrengthDamageCalculation,164,GE_FM_Wolf_Bleed_Dot
CRStrengthDamageCalculation,165,GE_Gunde_AoeDamageAndStun_Damage
CRStrengthDamageCalculation,166,GE_Gunde_BasicSingleTargetAttack_Damage
CRStrengthDamageCalculation,167,GE_Gunde_BasicSingleTargetMelee_Damage
CRStrengthDamageCalculation,168,GE_Gunde_DashAttack_Damage
CRStrengthDamageCalculation,169,GE_Gunde_DurationalAoeDotAndBuff_Damage
