id,hero,numeric_id,name,description,tier_row,unlock_level,point_cost,icon_id,icon_kind,icon_width,icon_height,provenance_origin,provenance_dev_name,provenance_source
Talent.ID.Talent14,Ink,14,High Road,"When your <rt.absorb>Leap Smash</> ability does not hit an enemy, its <rt.bold>cooldown is reduced</> by <rt.bold>10 seconds</>.

When your <rt.absorb>Leap Smash</> ability hits at least 1 enemy, you gain <rt.mana>20 Fury</>.",2,0,1,Barbarian8,TalentIcon,256,256,datamine,,
Talent.ID.Talent15,Ink,15,Ace of Spades,"Each time your <rt.absorb>Skull Crusher</> and <rt.absorb>Hammer Storm</> deals damage to an enemy you have a <rt.bold>Chance</> (3.0 PPM) to cast a free <rt.absorb>Chain Lightning</> at them.

Your <rt.absorb>Chain Lightning</> now has <rt.bold>2 charges</>.",5,0,3,T_Nhance_RPG_Icons_GhostHand,TalentIcon,256,256,datamine,,
Talent.ID.Talent16,Ink,16,Crack the Sky,Your <bold>Lightning damage</> has <rt.warning>+20% increased critical strike chance</>.,6,0,1,Electromancer18,TalentIcon,256,256,datamine,,
Talent.ID.Talent17,Ink,17,Thunderstruck,Your <rt.absorb>Chain Lightning</> bounces <rt.warning>3</> additional times.,3,0,2,Electromancer1,TalentIcon,256,256,datamine,,
Talent.ID.Talent18,Ink,18,Square Hammer,"Your <rt.absorb>Heavy Strike</> grants you <rt.bold>1 stack</> of <rt.effect>Square Hammer</> for 20 seconds, stacking up to 5 times.

Your next <rt.absorb>Skull Crusher</> or <rt.absorb>Hammer Storm</> consumes all stacks, reducing the cooldown of your <rt.absorb>Thunder Call</> by <rt.bold>1 second per stack</>.

Each time you consume <rt.effect>Square Hammer</> you are granted <rt.warning>+5% Expertise</> for <rt.bold>4 seconds</>.",1,0,2,T_Ink_TimerAbility,TalentIcon,512,512,datamine,,
Talent.ID.Talent2,Ink,2,Left Hand Path,Your <rt.absorb>Face Breaker</> has <rt.warning>+40% increased Critical Strike chance</>.,1,0,2,T_Ink_Facebreaker,TalentIcon,256,256,datamine,,
Talent.ID.Talent3,Ink,3,Blood & Thunder,Your <rt.absorb>Heavy Strike</> has a <rt.bold>20% chance</> to cast a free <rt.absorb>Chain Lightning</> at the target.,2,0,1,Tex_SpellBook01_91,TalentIcon,256,256,datamine,,
Talent.ID.Talent4,Ink,4,Sledgehammer,Your <rt.absorb>Skull Crusher</> direct damage deals <rt.warning>10% of the damage dealt</> to enemies near your target. (Damage reduced beyond 8 targets).,4,0,1,T_Nhance_RPG_Icons_ChaoticSpikes,TalentIcon,256,256,datamine,,
Talent.ID.Talent5,Ink,5,Mouth for War,"When your <rt.absorb>Leap Smash</> ability deals damage, you are granted <rt.bold>1 stack</> of <rt.absorb>Focused Wrath</>.",3,0,2,T_Ink_FocusedWrath,TalentIcon,256,256,datamine,,
Talent.ID.Talent6,Ink,6,Bloodline,"You generate <rt.mana>1 Fury</> every 1 second and your <rt.bold>movement speed is increased by 20%</>.

You no longer lose <rt.mana>Fury</> while out of combat.",2,0,1,T_Icon_BloodCombat_141,TalentIcon,256,256,datamine,,
Talent.ID.Talent7,Ink,7,Ride the Lightning,Your <rt.absorb>Thunder Call</> generates <rt.mana>30</> Fury over its duration and grants you <rt.warning>+5% Haste</> while it is active.,1,0,2,T_Ink_Selfbuff,TalentIcon,256,256,datamine,,
Talent.ID.Talent8,Ink,8,Far Beyond Driven,"Each time you use <rt.absorb>Heavy Strike</> you gain 1 stack of <rt.effect>Far Beyond Driven</> for 20 seconds, <rt.warning>increasing your Spirit by +1.5%</>.

<rt.effect>Far Beyond Driven</> stacks up to 5 times.",4,0,1,T_Nhance_RPG_Energy_13,TalentIcon,256,256,datamine,,
Talent.ID.Talent9,Ink,9,Schism,"Your <rt.absorb>Skull Crusher</> has a <rt.bold>35% chance</> to make your next <rt.absorb>Hammer Storm</> deal <rt.warning>+150% increased damage</>.

Your <rt.absorb>Hammer Storm</> has a <rt.bold>35% chance</> to make your next <rt.absorb>Skull Crusher</> deal <rt.warning>+150% increased damage</>.

You can have up to <rt.bold>2 stacks</> of each <rt.effect>Schism</> at any one time.",5,0,3,T_Nhance_RPG_Icons_TwoFace,TalentIcon,256,256,datamine,,
Talent.ID.Talent93,Ink,28,Kill Em All (old),"Your <rt.bold>Swing Timer</> is faster, allowing you to perform a strong <rt.absorb>Heavy Strike</> as every 3rd ability, instead of every 4th ability.

Your <rt.absorb>Hammer Storm</> now spins 3 times per use for the same <rt.mana>Fury</> cost, but each consecutive spin deals <rt.warning>35% more damage</>.",5,0,3,Berserker6,TalentIcon,256,256,datamine,,
Talent.ID.Talent94,Ink,27,Spit It Out (old),Your <rt.warning>Critical Strike Power is increased by 10%</>.,6,0,1,T_Nhance_RPG_Icons_FieryHammer,TalentIcon,256,256,datamine,,
Talent.ID.Talent95,Ink,26,Kill 'Em All (old),"Your <rt.absorb>Hammer Storm</> now spins 3 times per use for the same <rt.mana>Fury</> cost, but each consecutive spin deals <rt.warning>35% more damage</>.",3,0,2,T_Ink_Hammerstorm,TalentIcon,256,256,datamine,,
Talent.ID.Talent96,Ink,22,Concatenation (old),"Your <rt.bold>Swing Timer</> is faster, allowing you to perform a strong <rt.absorb>Heavy Strike</> as every 3rd ability, instead of every 4th ability.",1,0,2,Berserker6,TalentIcon,256,256,datamine,,
Talent.ID.Talent97,Ink,23,Square Hammer (old),"<rt.absorb>Wild Swing</>, <rt.absorb>Face Breaker</>  & <rt.absorb>Chain Lightning</> each grant you 1 stack of <rt.effect>Square Hammer</>, up to <rt.bold>3</> stacks.

Your next <rt.absorb>Heavy Strike</> consumes all stacks of <rt.effect>Square Hammer</> and deals <rt.warning>8%</> more damage per stack consumed. Each stack of <rt.effect>Square Hammer</> that is consumed grants you a benefit.

While <rt.absorb>Thunder Call</> is active, you gain 1 stack of <rt.effect>Charged Up</> for every 1 <rt.effect>Square Hammer</> you consume. Once you have 5 stacks of <rt.effect>Charged Up</> your next <rt.absorb>Chain Lightning</> deals <rt.warning>200% more damage</>.

Outside of <rt.absorb>Thunder Call</>, each stack of <rt.effect>Square Hammer</> consumed grants you 0.4 seconds cooldown reduction on <rt.absorb>Thunder Call</>.",5,0,3,T_Ink_TimerAbility,TalentIcon,512,512,datamine,,
Talent.ID.Talent98,Ink,24,Pneuma (old),While <rt.absorb>Thunder Call</> is active you take <rt.bold>10%</> reduced damage and you passively restore health equal to <rt.heal>5% of any damage you deal</> for the duration.,4,0,1,T_Nhance_RPG_Energy_18,TalentIcon,256,256,datamine,,
Talent.ID.Talent99,Ink,25,Spirited Advance (old),Your <bold>Movement Speed</> is increased by 20%,4,0,1,Barbarian8,TalentIcon,256,256,datamine,,
Talent.ID.Talent1,Lisa,1,Entropic Burst,"When your <rt.absorb>Entropy's Claim</> expires it erupts, applying <rt.effect>Entropic Burst</> on all enemies near the target, dealing <rt.warning>246% Intellect magic damage over 9 seconds</> to them.

Damage is reduced beyond 5 targets.",1,0,2,Tex_SpellBook01_69,TalentIcon,256,256,datamine,,
Talent.ID.Talent10,Lisa,10,Echoes of Divinity,"Each time your <rt.absorb>Amend Fate</> or <rt.absorb>Restore Continuity</> cleanses <rt.effect>Stagger</> from an ally, they are granted <rt.effect>Echoes of Divinity</>. 

<rt.effect>Echoes of Divinity</> clears additional <rt.effect>Stagger</> equal to <rt.heal>10% of the target's max health</> over <rt.bold>4 seconds</>.",6,0,1,T_Lisa_BeaconOfTime,TalentIcon,256,256,datamine,,
Talent.ID.Talent11,Lisa,11,Edge of Ruin,"Your <rt.absorb>Fleeting Hour</> causes all enemies with <rt.absorb>Echoes of Ruin</> to languish in ruin, instantly taking damage equal to a full duration of <rt.absorb>Echoes of Ruin</>.

Damage is reduced beyond 3 targets.",3,0,2,T_Lisa_Burst,TalentIcon,256,256,datamine,,
Talent.ID.Talent12,Lisa,12,Resonant Fate,"When your <rt.effect>Deferred Fate: Relay</> or <rt.effect>Deferred Fate: Mass Relay</> overheals, you gain stacks of <rt.effect>Resonant Fate</> relative to the amount of overhealing.

Once you reach <rt.bold>100 stacks</> of <rt.effect>Resonant Fate</>, your next <rt.absorb>Amend Fate</> that removes Stagger on a player also grants that player <rt.heal>12% Damage Reduction</> for <rt.bold>15 seconds</>

<rt.effect>Resonant Fate</> cannot gain stacks for 20 seconds after it has been consumed.",4,0,1,T_Lisa_Stagger,TalentIcon,256,256,datamine,,
Talent.ID.Talent13,Lisa,13,Paradoxical Twist,"While <rt.absorb>Fleeting Hour</> is active on you, <rt.absorb>Temporal Barrage</> is empowered.

When targeting an enemy, <rt.absorb>Temporal Barrage</> deals <rt.warning>50% more damage to your primary target</> and causes <rt.warning>additional bolts to hit up to 2 enemies near the target for 40% of the power</>.

When targeting an ally, each bolt of <rt.absorb>Temporal Barrage</> <rt.heal>cleanses the target of 3% Stagger</>.",5,0,3,T_Lisa_Barrage,TalentIcon,512,512,datamine,,
Talent.ID.Talent14,Lisa,14,Oblivion's Embrace,"Any overhealing done by <rt.absorb>Oblivion</> on a player applies a shield to them <rt.heal>absorbing 25% of the overhealing amount</>, stacking up to 15% of their maximum health. <rt.effect>Oblivion's Embrace</> lasts for 8 seconds.

Damage absorbed by <rt.effect>Oblivion's Embrace</> is reduced by <rt.bold>50%</>.

<rt.absorb>Oblivion</> <rt.warning>critical strikes deal 20% more damage</>.",5,0,3,T_Nhance_RPG_Icons_ArcaneLoad,TalentIcon,256,256,datamine,,
Talent.ID.Talent15,Lisa,15,Continuum Shift,"Your <rt.absorb>Entropy's Claim</> deals <rt.warning>25% more damage</>.

When you cast <rt.absorb>Unfolding Doom</>, Your next <rt.absorb>Time Shard</>, <rt.absorb>Echoes of Ruin</>, or <rt.absorb>Entropy's Claim</> is enhanced.

<rt.absorb>Time Shard's</> cast time is doubled and <rt.warning>deals 900% more damage</>, <rt.mana>generates 900% increased Chrona</>, and <rt.heal>heals all allies affected by your</> <rt.absorb>Aura of Deferred Fate</> <rt.heal>for 100% of the damage dealt</>.

<rt.absorb>Echoes of Ruin</> Applies to up to 20 targets.

<rt.absorb>Entropy's Claim</> <rt.effect>Stuns</> the target while it is active.",5,0,3,Tex_SpellBook06_59,TalentIcon,256,256,datamine,,
Talent.ID.Talent16,Lisa,16,Synchronicity,"When you are <rt.mana>above 50% Chrona</> you <rt.warning>deal 15% more damage</> with your abilities that do not spend <rt.mana>Chrona</>.

When you are <rt.mana>below 50% Chrona</> you <rt.mana>generate 25% more Chrona</>.",3,0,2,Tex_SpellBook06_85,TalentIcon,256,256,datamine,,
Talent.ID.Talent17,Lisa,17,Vestige of Eternity,The <rt.heal>Healing</> caused by your <rt.effect>Deferred Fate: Relay</> and <rt.effect>Deferred Fate: Mass Relay</> <rt.heal>is increased by 10%</>.,6,0,1,T_Nhance_RPG_Arcane_10,TalentIcon,256,256,datamine,,
Talent.ID.Talent18,Lisa,18,Karmic Dispersion,"Your <rt.absorb>Entropy's Claim</> now has <rt.effect>Deferred Fate: Mass Relay</>, causing it to <rt.heal>heal up to 4 allies for 50% of any damage it deals</>.",6,0,1,T_Lisa_Wither,TalentIcon,256,256,datamine,,
Talent.ID.Talent2,Lisa,2,Erasure,"Each time your <rt.absorb>Oblivion</> deals damage, it deals an <rt.warning>additional 20% damage over 12 seconds</>, accumulatively.",1,0,2,T_Lisa_ChronaBlast,TalentIcon,256,256,datamine,,
Talent.ID.Talent3,Lisa,3,Kind Rewind,"Your <rt.absorb>Time Shard</> reduces the cooldown of <rt.absorb>Temporal Barrage</> by 2 seconds when cast toward an enemy with <rt.absorb>Echoes of Ruin</> active,",2,0,1,T_Lisa_FillerCast,TalentIcon,256,256,datamine,,
Talent.ID.Talent4,Lisa,4,Chrona Tap,"Each time you use <rt.mana>Chrona</> you gain 1 stack of <rt.effect>Chrona Tap</> for 9 seconds, up to 10 stacks.

<rt.effect>Chrona Tap</> replenishes <rt.mana>1.3% of your Maximum Mana per stack</> when it expires.

The duration is not refreshed when stacks are added.",2,0,1,Tex_p_30,TalentIcon,256,256,datamine,,
Talent.ID.Talent5,Lisa,5,Quickening,"Your <rt.absorb>Time Shard</> has a 25% chance to grant you <rt.effect>Quickening</>, causing your next <rt.absorb>Flash Revision</> to be <rt.mana>Free</>, <rt.bold>Instant Cast</>, and it does not apply <rt.effect>Stagger</>.",2,0,1,T_Lisa_TimeMend,TalentIcon,256,256,datamine,,
Talent.ID.Talent6,Lisa,6,Uchronia,"Each time you spend <rt.mana>Chrona</>, you are granted 1 stack of <rt.effect>Uchronia</>.

Once you have 3 stacks of <rt.effect>Uchronia</> your next <rt.absorb>Oblivion</>, <rt.absorb>Amend Fate</>, or <rt.absorb>Restore Continuity</> is <rt.mana>Free</>.",1,0,2,T_Nhance_RPG_Icons_ArcanePotion,TalentIcon,256,256,datamine,,
Talent.ID.Talent7,Lisa,7,Hastening Doom,"While <rt.absorb>Unfolding Doom</> is active on an enemy, your <rt.warning>Haste is increased by +20%</>.",3,0,2,T_Lisa_StrandsofTime,TalentIcon,256,256,datamine,,
Talent.ID.Talent8,Lisa,8,Surging Chrona,"When you cast <rt.absorb>Fleeting Hour</>, you gain <rt.mana>30 Chrona</>.",4,0,1,T_Nhance_RPG_Shadow_56,TalentIcon,256,256,datamine,,
Talent.ID.Talent89,Lisa,40,Vestige of Truth (old),Your <rt.heal>self-healing is increased by 20%</>.,6,0,1,T_Nhance_RPG_Arcane_10,TalentIcon,256,256,datamine,,
Talent.ID.Talent9,Lisa,9,Temporal Shift,"While channeling <rt.absorb>Temporal Barrage</>, each tick grants a benefit to <rt.absorb>Fleeting Hour</>.

While <rt.absorb>Fleeting Hour</> is <rt.bold>active</>, its duration is extended by 0.3 seconds.

While <rt.absorb>Fleeting Hour</> is <rt.bold>on cooldown</>, its cooldown is reduced by 0.3 seconds.",4,0,1,T_Lisa_TimeBuff,TalentIcon,256,256,datamine,,
Talent.ID.Talent90,Lisa,31,Magic Ward (old),You take <rt.bold>10% reduced Magic damage</>.,4,0,1,T_Arcane_Scroll,TalentIcon,256,256,datamine,,
Talent.ID.Talent91,Lisa,30,Improved Shifting Sands,Shifting Sands now has 2 charges and its critical strike chance is increased by 50%,5,0,3,T_Nhance_RPG_Arcane_11,TalentIcon,256,256,datamine,,
Talent.ID.Talent93,Lisa,28,Echoes of Time,"Rewind heals now also echoes its healing on a nearby ally, preferring low health allies.",3,0,2,Tex_SpellBook06_103,TalentIcon,256,256,datamine,,
Talent.ID.Talent95,Lisa,26,Temporal Protection,"When you use Chrono Barrage as healing, overhealing done by Chrono Barrage applies as an absorb shield to the target.",3,0,2,T_Nhance_RPG_Arcane_39,TalentIcon,256,256,datamine,,
Talent.ID.Talent96,Lisa,22,Wears of Time,Time Burn also decreases damage that target deals by 5%.,2,0,1,Tex_SpellBook06_105,TalentIcon,256,256,datamine,,
Talent.ID.Talent97,Lisa,23,Chrono Dynamic,"Time Slip also applies a buff to you for 4 seconds, causing you to take 15% less damage.",4,0,1,Tex_SpellBook06_52,TalentIcon,256,256,datamine,,
Talent.ID.Talent99,Lisa,25,Fractions of Time,Hold in cast: Splinter of Time; Casting it on up to 4 enemies near your target. But they generate 50% less resource and the DoT duration is 20% shorter.,1,0,2,T_Nhance_RPG_Icons_ArcaneSandWatch,TalentIcon,256,256,datamine,,
Talent.ID.Talent1,Mara,1,Red Ledger,"When your <rt.absorb>Hemorrhaging Strike</> bleed is applied to an enemy you gain <rt.warning>+5% Critical Strike chance</>.

You gain an additional <rt.warning>+1% Critical Strike chance</> for every additional enemy that has your <rt.absorb>Hemorrhaging Strike</> bleed applied, up to a maximum total of <rt.warning>+10% Critical Strike chance</>.",1,0,2,Mara_Bleed,TalentIcon,512,512,datamine,,
Talent.ID.Talent10,Mara,10,Seething Burst,"Each time your <rt.effect>Seething Poison</> deals damage to an enemy, it has a <rt.bold>20% chance</> to erupt, dealing <rt.warning>150% Agility</> poison damage to nearby enemies.

<rt.effect>CREEPING DEATH</>
<rt.absorb>Seething Burst</> deals <rt.warning>0.5% increased</> <rt.effect>Poison damage</> for every <rt.warning>1% Haste you have</>.",4,0,1,T_TurtleShield,TalentIcon,256,256,datamine,,
Talent.ID.Talent11,Mara,11,Caustic Wounds,"Your <rt.absorb>Backstab</> has a <rt.bold>30% chance</> to apply <rt.effect>Caustic Poison</> outside of <rt.absorb>Brooding Shadows</> if the target has <rt.effect>Hemorrhaging Strike's Bleed</> active on them.

<rt.effect>CREEPING DEATH</>
<rt.absorb>Caustic Poison</> deals <rt.warning>0.5% increased</> <rt.effect>Poison damage</> for every <rt.warning>1% Haste you have</>.",6,0,1,Mara_backstab,TalentIcon,512,512,datamine,,
Talent.ID.Talent12,Mara,12,Sinner's Pride,Each <rt.mana>Combo Point</> you spend reduces the cooldown of your <rt.absorb>Maiden of Death</> ability by <rt.bold>0.6 seconds</>.,5,0,3,T_Nhance_RPG_Icons_SoulDarkening,TalentIcon,256,256,datamine,,
Talent.ID.Talent13,Mara,13,Assassin's Guile,"After attacking from <rt.bold>Stealth</>, you gain <rt.effect>Assassin's Guile</> for 5 seconds, causing your <rt.absorb>Queen's Fang</> & <rt.absorb>Arachnid Assault</> to deal <rt.warning>40% more damage</>.",1,0,2,T_Icon_Shadow_121,TalentIcon,256,256,datamine,,
Talent.ID.Talent14,Mara,14,Hemotoxin,"Your <rt.absorb>Backstab</>, <rt.absorb>Widow's Bite</>, and <rt.absorb>Auto Attacks</> have a <rt.bold>12% chance</> to apply 1 stack of <rt.effect>Hemotoxin</> to the target. causing it to take <rt.warning>20% Agility</> poison damage <rt.bold>every 1.5 seconds</> over <rt.bold>9 seconds</>.

Using <rt.absorb>Hemorrhaging Strike</> on a target afflicted with <rt.effect>Hemotoxin</> consumes 1 stack, instantly dealing <rt.warning>100% of Hemorrhaging Strike's bleed damage</> to the target and <rt.warning>67% of Hemorrhaging Strike's bleed damage</> to other nearby targets as poison damage.

The damage is affected by the amount of combo points spent on the <rt.absorb>Hemorrhaging Strike</> that triggers <rt.effect>Hemotoxin</>.

<rt.absorb>Hemotoxin's</> area damage is reduced beyond 1 target.",5,0,3,T_PoisonBlister,TalentIcon,256,256,datamine,,
Talent.ID.Talent15,Mara,15,Feed the Queen,"Each time your <rt.absorb>Skittering Blades</> deals damage you are granted <rt.effect>Feed the Queen</>, causing the next <rt.absorb>Queen's Fang</> you perform to deal <rt.warning>12% more damage</> per stack.

<rt.effect>Feed the Queen</> stacks up to <rt.bold>6 times</>.",3,0,2,T_Nhance_RPG_Shadow_41,TalentIcon,256,256,datamine,,
Talent.ID.Talent16,Mara,16,Gushing Blood,"While <rt.absorb>Maiden of Death</> is active, your <rt.absorb>Hemorrhaging Strike</> applies it's bleed to up to <rt.bold>4 additional nearby enemies</>.

Your <rt.absorb>Hemorrhaging Strike's</> <rt.effect>Bleed</> deals <rt.warning>50% more damage</> to enemies that are afflicted by your <rt.effect>Seething Poison</>.",3,0,2,Berserker5,TalentIcon,256,256,datamine,,
Talent.ID.Talent17,Mara,17,Puncture,Your <rt.absorb>Widow's Bite</> has <rt.warning>+100% increased critical strike chance</>.,6,0,1,Mara_RegainEnergyHit,TalentIcon,512,512,datamine,,
Talent.ID.Talent18,Mara,18,Arachnid Onslaught,Your <rt.absorb>Arachnid Assault</> deals <rt.warning>20% more damage</> against enemies that have your <rt.absorb>Hemorrhaging Strike</> bleed active.,6,0,1,Mara_SpiderAOE,TalentIcon,256,256,datamine,,
Talent.ID.Talent19,Mara,19,Bloodrush,Your <rt.absorb>Hemorrhaging Strike</> bleed <rt.warning>ticks 20% faster</>.,2,0,1,T_Nhance_RPG_BloodCombat_24,TalentIcon,256,256,datamine,,
Talent.ID.Talent2,Mara,2,Malevolence,"Your <rt.absorb>Queen's Fang</> and <rt.absorb>Arachnid's Assault</> abilities grant you 1 stack of <rt.effect>Malevolence: Arachnid Assault</> or 1 stack of <rt.effect>Malevolence: Queen's Fang</> respectively for 20 seconds.

<rt.effect>Malevolence</> increases the damage of the matching ability by <rt.warning>100%</>.

Each <rt.effect>Malevolence</> buff type stacks up to 2 times.",5,0,3,Tex_violet_7,TalentIcon,256,256,datamine,,
Talent.ID.Talent3,Mara,3,Deadly Scheme,"For every <rt.mana>5 Energy</> you spend you gain 1 stack of <rt.effect>Deadly Scheme</>. At 40 stacks it activates for 12 seconds, causing your next <rt.absorb>Queen's Fang</> or <rt.absorb>Arachnid Assault</> to have <rt.warning>+100% Critical Strike chance</>.

<rt.absorb>Note:</><rt.mana>Mara has 200 max Energy baseline</>.",3,0,2,Tex_SpellBook08_71,TalentIcon,256,256,datamine,,
Talent.ID.Talent4,Mara,4,Corrosive Spill,"Each <rt.meikoability1>Combo Point</> you spend has a 3% chance to cause you to coat the ground in front of you with a <rt.effect>Corrosive Spill</> for 3 seconds.

Enemies that stand in <rt.effect>Corrosive Spill</> take <rt.warning>158% Agility</> poison damage <rt.bold>every 1.5 seconds</>.

<rt.effect>CREEPING DEATH</>
<rt.absorb>Corrosive Spill</> deals <rt.warning>0.5% increased</> <rt.effect>Poison damage</> for every <rt.warning>1% Haste you have</>.",1,0,2,T_Icon_Unholy_197,TalentIcon,256,256,datamine,,
Talent.ID.Talent5,Mara,5,Venomous Delight,Each time you deal <rt.absorb>Poison Damage</> to an enemy you have a 10% chance to generate <rt.mana>10 Energy</>.,2,0,1,Tex_green_23,TalentIcon,256,256,datamine,,
Talent.ID.Talent6,Mara,6,Efficient Killer,Each <rt.meikoability1>Combo Point</> you spend causes you to generate <rt.mana>1 Energy</>.,2,0,1,T_ShadowStab,TalentIcon,256,256,datamine,,
Talent.ID.Talent8,Mara,8,Macabre Stratagem,"Your <rt.absorb>Final Stratagem</> is replaced by <rt.absorb>Macabre Stratagem</>.

Upon use, <rt.absorb>Macabre Stratagem</> grants you 10 seconds of <rt.absorb>Matriarch Macabre</>.

If used while <rt.absorb>Matriarch Macabre</> is already active, its duration is extended by 10 seconds.",4,0,1,T_Nhance_RPG_Shadow_16,TalentIcon,256,256,datamine,,
Talent.ID.Talent9,Mara,9,Maiden's Doom,"When you deal damage to enemies with <rt.bold>30% or less health</>, the damage bonus of <rt.absorb>Maiden of Death</> is increased to <rt.warning>40%</>.",4,0,1,Mara_Maiden,TalentIcon,512,512,datamine,,
Talent.ID.Talent91,Mara,30,Hemotoxin (old),"When your <rt.absorb>Queen's Fang</> or <rt.absorb>Arachnid Assault</> deals direct damage to an enemy that has both one of your <rt.effect>Poisons</> and <rt.effect>Bleed</> active on them, you <rt.warning>instantly deal additional poison damage to them</>.

<rt.bold>Per Combo Point spent</>, <rt.absorb>Queen's Fang</> deals damage equal to <rt.warning>0.8 seconds of the active</> <rt.absorb>Hemorrhaging Strike's</> <rt.warning>Bleed</>.

<rt.bold>Per Combo Point spent</>, <rt.absorb>Arachnid Assault</> deals damage equal to <rt.warning>0.4 seconds of the active</> <rt.absorb>Hemorrhaging Strike's</> <rt.warning>Bleed</>.",5,0,3,T_PoisonBlister,TalentIcon,256,256,datamine,,
Talent.ID.Talent92,Mara,29,Veil of Shadows (old),Your <rt.absorb>Shadow Protection's</> duration is <rt.bold>increased to 8 seconds</> and reduces <rt.bold>Magic Damage</> you take by another <rt.bold>10%</> while active.,4,0,1,Mara_Defensive,TalentIcon,512,512,datamine,,
Talent.ID.Talent93,Mara,28,Spirited Fortitude (old),You take 10% less <bold>Area of Effect damage</>.,6,0,1,Barbarian3,TalentIcon,256,256,datamine,,
Talent.ID.Talent94,Mara,27,Magic Ward (old),You take 10% less <bold>Magic damage</>.,4,0,1,T_Arcane_Scroll,TalentIcon,256,256,datamine,,
Talent.ID.Talent95,Mara,26,Maiden's Doom (old),"Your <rt.absorb>Maiden of Death</> ability no longer increases your Energy Generation by 20%, but instead causes you to deal <rt.warning>20% more damage for the duration</>.

When dealing damage to an enemy with 30% or less health, you deal <rt.warning>40% more damage to them for the duration</>.",5,0,3,T_Nhance_RPG_Shadow_48,TalentIcon,256,256,datamine,,
Talent.ID.Talent96,Mara,22,Nightstalker (old),"When you use <rt.absorb>Stalker Step</> to teleport behind an enemy, that enemy takes <rt.warning>10% more damage from you for 10 seconds</>.

When you use <rt.absorb>Stalker Step</> to teleport to an ally, both you and that ally gain <rt.bold>50% movement speed for 5 seconds</>.",4,0,1,Mara_Stalkerstep,TalentIcon,512,512,datamine,,
Talent.ID.Talent97,Mara,23,Deep Cuts (old),Your <bold>Hemorrhaging Strike's</> bleed has 15% increased Critical Strike chance.,2,0,1,T_Icon_BloodCombat_126,TalentIcon,256,256,datamine,,
Talent.ID.Talent98,Mara,24,Widow's Malice (old),"Each combo point you spend has a 2% chance to grant you <bold>Widow's Malice,</> causing your next <bold>Widow's Bite</> to increase your Spirit by 20% and generate an additional 30 energy over 10 seconds.",3,0,2,T_Nhance_RPG_Shadow_36,TalentIcon,256,256,datamine,,
Talent.ID.Talent99,Mara,25,Spirited Advance (old),Your <bold>Movement Speed</> is increased by 20%,4,0,1,Barbarian8,TalentIcon,256,256,datamine,,
Talent.ID.Talent1,Meiko,1,Earthwell,"Each hit with <rt.absorb>Earthfist Barrage</> adds <rt.bold>1 stack</> to your <rt.absorb>Serenity</> ability.

<rt.absorb>Serenity</> now prevents your <rt.absorb>Stone Shield</> from losing health for 0.1 seconds per stack of <rt.absorb>Serenity</> consumed.",1,0,2,T_Icon_Cosmic_01,TalentIcon,256,256,datamine,,
Talent.ID.Talent10,Meiko,10,Whipping Apex,"When your <rt.absorb>Lashing Stormkick</> consumes a <rt.effect>Stormfall</>, it adds 1 stack to your <rt.absorb>Serenity</> ability per target hit, up to a maximum of 5 stacks per <rt.absorb>Lashing Stormkick</>.",2,0,1,T_Nhance_RPG_Tech_26,TalentIcon,256,256,datamine,,
Talent.ID.Talent11,Meiko,11,Shattering Obelisk,"The <rt.effect>Sibling of Earth</> created by your <rt.absorb>Twin Souls: Bulwark</> ability has <rt.bold>50% increased health and duration</>.

The <rt.effect>Sibling of Earth</> accumulates <rt.warning>15%</> of all damage it takes and pulses it out to nearby enemies <rt.bold>up to 3 times</>, when reaching <rt.bold>65% Health</>, <rt.bold>35% Health</>, and finally upon being <rt.bold>destroyed</>.

If <rt.effect>Sibling of Earth</> expires due to its duration, it deals <rt.warning>15%</> of any remaining health it has.

The pulses from <rt.effect>Shattering Obelisk</> deal <rt.meikoability2>Wind Damage</>.

Damage is reduced beyond 1 targets.",5,0,3,T_Meiko_TauntTotem,TalentIcon,256,256,datamine,,
Talent.ID.Talent12,Meiko,12,Harmonic Residual,"While your <rt.absorb>Twin Souls: Bulwark</> is on cooldown your <rt.effect>Stone Shield</> is reinforced, causing it to diminish by <rt.heal>85% of the normal value when soaking damage</>.",4,0,1,Tex_yellow_29,TalentIcon,256,256,datamine,,
Talent.ID.Talent13,Meiko,13,Stone Guard,"Any time you gain health from your self healing abilities, <rt.heal>10% of the healing amount</> also replenishes your <rt.absorb>Stone Shield's</> health.

When you have less than <rt.bold>3 stones</> active, fully replenishing a Stone will add a new one to your active <rt.absorb>Stone Shield</>",1,0,2,T_Nhance_RPG_Icons_EarthTranquility,TalentIcon,256,256,datamine,,
Talent.ID.Talent14,Meiko,14,Rumbling Stone,Your <bold>Earth abilities</> deal <rt.warning>20% more damage</>.,6,0,1,T_Nhance_RPG_Icons_NatureAmbush,TalentIcon,256,256,datamine,,
Talent.ID.Talent15,Meiko,15,Harsh Winds,"Your <rt.absorb>Spirited Vortex</> deals <rt.warning>20% more damage</>.

Each time you perform a finisher ability while <rt.effect>Spirited Vortex</> is active it grants you <rt.bold>+20% dodge chance</>, stacking up to 3 times.

All stacks of the <rt.bold>bonus dodge</> are consumed upon successfully dodging an attack.",3,0,2,Electromancer5,TalentIcon,256,256,datamine,,
