id,modifiers_ordinal,attribute,op,value_known,value_curve_ref,value_default,value_unresolved_reason,magnitude_type,detail,detail_kind,detail_data_tag,detail_data_name,detail_calculation_class,detail_coefficient,detail_backing_attribute,detail_pre_add,detail_post_add,detail_source
GE_DR_DangerousBrute_Cleave_Debuff,0,PhysicalIncomingDamageMultiplier,MultiplyCompound,1.05,,,,ScalableFloat,registry::DR_DangerousBrute.Cleave.Debuff.ReducedMaxHealthFraction,scalable_float_reference,,,,,,,,
GE_DR_HornedDemon_Enrage_Buff,0,Haste,Additive,0.3,,,,ScalableFloat,registry::DR_HornedDemon.Enrage.IncreasedHaste,scalable_float_reference,,,,,,,,
GE_DR_HornedDemon_Enrage_Buff,1,DamageScale,Multiplicitive,1.3,,,,ScalableFloat,registry::DR_HornedDemon.Enrage.DamageScaler,scalable_float_reference,,,,,,,,
GE_DR_HornedDemon_Enrage_Buff,2,SizeScale,Additive,0.33,,,,ScalableFloat,registry::DR_BossSummonedDemon.Enrage.IncreasedSize,scalable_float_reference,,,,,,,,
GE_DR_SlaughtervineArchephyte_SlowMovingAOE_Slow,0,MoveSpeed,Multiplicitive,0.45,,,,ScalableFloat,registry::DR_SlaughtervineArchephyte.SlowMovingAOE.MoveSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_DungeonModifier_AnomalousOrbs_BlockAllSkills_SelfDebuff,0,IncomingDamageMultiplier,MultiplyCompound,4.0,,,,ScalableFloat,registry::AnomalousOrbs.Orb.BlockAllSkills.IncomingDamageMultiplier,scalable_float_reference,,,,,,,,
GE_DungeonModifier_AnomalousOrbs_Buff_Amethyst,0,AmethystPower,Additive,480.0,,,,ScalableFloat,registry::AnomalousOrbs.Orb.Buff.AdditionalGemPowerPerStack,scalable_float_reference,,,,,,,,
GE_DungeonModifier_AnomalousOrbs_Buff_Diamond,0,DiamondPower,Additive,480.0,,,,ScalableFloat,registry::AnomalousOrbs.Orb.Buff.AdditionalGemPowerPerStack,scalable_float_reference,,,,,,,,
GE_DungeonModifier_AnomalousOrbs_Buff_Emerald,0,EmeraldPower,Additive,480.0,,,,ScalableFloat,registry::AnomalousOrbs.Orb.Buff.AdditionalGemPowerPerStack,scalable_float_reference,,,,,,,,
GE_DungeonModifier_AnomalousOrbs_Buff_Ruby,0,RubyPower,Additive,480.0,,,,ScalableFloat,registry::AnomalousOrbs.Orb.Buff.AdditionalGemPowerPerStack,scalable_float_reference,,,,,,,,
GE_DungeonModifier_AnomalousOrbs_Buff_Sapphire,0,SapphirePower,Additive,480.0,,,,ScalableFloat,registry::AnomalousOrbs.Orb.Buff.AdditionalGemPowerPerStack,scalable_float_reference,,,,,,,,
GE_DungeonModifier_AnomalousOrbs_Buff_Topaz,0,TopazPower,Additive,480.0,,,,ScalableFloat,registry::AnomalousOrbs.Orb.Buff.AdditionalGemPowerPerStack,scalable_float_reference,,,,,,,,
GE_DungeonModifier_BloodShardVolley_HeroStackingExpertiseBuff,0,Expertise,Additive,0.01,,,,ScalableFloat,,,,,,,,,,
GE_DungeonModifier_HolyTrinityNerf_EnemyHealthModifier,0,MaxHealth,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.HealthScale,None,,,,,,
GE_DungeonModifier_HolyTrinityNerf_EnemyPowerModifier,0,Strength,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.PowerScaler,None,,,,,,
GE_DungeonModifier_HolyTrinityNerf_EnemyPowerModifier,1,Agility,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.PowerScaler,None,,,,,,
GE_DungeonModifier_HolyTrinityNerf_EnemyPowerModifier,2,Intellect,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.PowerScaler,None,,,,,,
GE_DungeonModifier_HolyTrinityNerf_HeroDamageModifier,0,DamageScale,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.DamageScale,None,,,,,,
GE_DungeonModifier_HolyTrinityNerf_HeroIncomingHealingAndAbsorbModifier,0,IncomingHealMultiplier,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.IncomingHealScale,None,,,,,,
GE_DungeonModifier_HolyTrinityNerf_HeroIncomingHealingAndAbsorbModifier,1,IncomingAbsorptionMultiplier,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.IncomingAbsorbScale,None,,,,,,
GE_DungeonModifier_HolyTrinityNerf_HeroIncomingHealingAndAbsorbModifier,2,LifeSteal,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.LifeStealScale,None,,,,,,
GE_DungeonModifier_HolyTrinityNerf_NoDpsEnemyDebuff_IncomingDamageScaler,0,IncomingDamageMultiplier,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.IncomingDamageScale,None,,,,,,
GE_DungeonModifier_HolyTrinityNerf_NoHealerBuff,0,LifeSteal,Additive,0.25,,,,ScalableFloat,registry::HolyTrinityNerf.NoHealerBonus.PlayerLifeStealAdded,scalable_float_reference,,,,,,,,
GE_DungeonModifier_HolyTrinityNerf_NoTankBuff,0,PhysicalIncomingDamageMultiplier,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.PhysicalIncomingDamageMultiplier,None,,,,,,
GE_DungeonModifier_HolyTrinityNerf_NoTankBuff,1,MagicalIncomingDamageMultiplier,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.MagicalIncomingDamageMultiplier,None,,,,,,
GE_DungeonModifier_HolyTrinityNerf_NoTankBuff,2,AoeIncomingDamageMultiplier,MultiplyCompound,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.AoeIncomingDamageMultiplier,None,,,,,,
GE_DungeonModifier_ShadowLord_OnDeathGrantBuff_Buff,0,DamageScale,MultiplyCompound,1.2,,,,ScalableFloat,registry::Shadowlord.OnDeathGrantBuff.Buff.DamageMultiplier,scalable_float_reference,,,,,,,,
GE_DungeonModifier_ShadowLord_OnDeathGrantBuff_Buff,1,Haste,Multiplicitive,1.2,,,,ScalableFloat,registry::Shadowlord.OnDeathGrantBuff.Buff.HasteMultiplier,scalable_float_reference,,,,,,,,
GE_DungeonModifier_ShadowLord_OnDeathGrantBuff_Buff,2,PassiveMoveSpeed,Multiplicitive,1.2,,,,ScalableFloat,registry::Shadowlord.OnDeathGrantBuff.Buff.PassiveMoveSpeedIncrease,scalable_float_reference,,,,,,,,
GE_DungeonModifier_ShadowLord_TickingAoE_Debuff,0,IncomingDamageMultiplier,Multiplicitive,1.05,,,,ScalableFloat,registry::Shadowlord.TickingAoE.Debuff.IncomingAoEDamagePerStack,scalable_float_reference,,,,,,,,
GE_DungeonModifier_StoneSkin_EnemyMaxHealthbuff,0,MaxHealth,AddFinal,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_DungeonModifier_StoneSkin_HeroBuff,0,PhysicalIncomingDamageMultiplier,MultiplyCompound,1.0,,,,ScalableFloat,CT_DungeonModifiers::StoneSkin.PlayerBuff.PhysicalIncomingDamageMultiplier,scalable_float_reference,,,,,,,,
GE_DungeonModifier_StormShield_ShieldBuff_CritBonusBuff,0,CritChance,Additive,0.2,,,,ScalableFloat,registry::StormShield.CritBonusBuff.AdditionalCritChance,scalable_float_reference,,,,,,,,
GE_DungeonModifier_StormShield_ShieldBuff_DR,0,IncomingDamageMultiplier,MultiplyCompound,0.5,,,,ScalableFloat,registry::StormShield.ShieldBuff.IncomingDamageMultiplier,scalable_float_reference,,,,,,,,
GE_DungeonModifier_Truesight_PlayerBuff,0,DamageScale,MultiplyCompound,1.2,,,,ScalableFloat,registry::DM_Truesight.Buff.DamageScale,scalable_float_reference,,,,,,,,
GE_DungeonModifier_Truesight_PlayerBuff,1,HealScale,MultiplyCompound,1.2,,,,ScalableFloat,registry::DM_Truesight.Buff.HealScale,scalable_float_reference,,,,,,,,
GE_DungeonModifier_WinterWitch_BoonAoeBuff_DamageReduction,0,IncomingDamageMultiplier,MultiplyCompound,0.5,,,,ScalableFloat,registry::DM_WinterWitch.AoeBoon.Buff.IncomingDamageMultiplier,scalable_float_reference,,,,,,,,
GE_DungeonModifiers_EmpoweredMinions_EmpoweredEnemyBuff,0,MaxHealth,AddFinal,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_DungeonModifiers_EmpoweredMinions_EmpoweredEnemyBuff,1,Strength,Multiplicitive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_DungeonModifiers_EmpoweredMinions_EmpoweredEnemyBuff,2,Agility,Multiplicitive,1.5,,,,ScalableFloat,CT_DungeonModifiers::EmpoweredMinions.EnemyBuff.OutgoingDamageScale,scalable_float_reference,,,,,,,,
GE_DungeonModifiers_EmpoweredMinions_EmpoweredEnemyBuff,3,Intellect,Multiplicitive,1.5,,,,ScalableFloat,CT_DungeonModifiers::EmpoweredMinions.EnemyBuff.OutgoingDamageScale,scalable_float_reference,,,,,,,,
GE_DungeonModifiers_EmpoweredMinions_EmpoweredEnemyBuff,4,SizeScale,Multiplicitive,1.2,,,,ScalableFloat,,,,,,,,,,
GE_DungeonModifiers_EmpoweredMinions_EmpoweredEnemyBuff,5,KillScore,MultiplyCompound,3.0,,,,ScalableFloat,registry::EmpoweredMinions.EnemyBuff.KillscoreScale,scalable_float_reference,,,,,,,,
GE_DungeonModifiers_EmpoweredMinions_MinionKilledBuff_HasteAndMovespeedBuff,0,Haste,Additive,0.2,,,,ScalableFloat,CT_DungeonModifiers::EmpoweredMinions.MinionKilledBuff.HasteIncrease,scalable_float_reference,,,,,,,,
GE_DungeonModifiers_EmpoweredMinions_MinionKilledBuff_HasteAndMovespeedBuff,1,PassiveMoveSpeed,Additive,0.2,,,,ScalableFloat,CT_DungeonModifiers::EmpoweredMinions.MinionKilledBuff.PassiveMoveSpeedIncrease,scalable_float_reference,,,,,,,,
GE_DungeonModifiers_PathFinder_Buff,0,Haste,Additive,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.Haste,None,,,,,,
GE_DungeonModifiers_PromotedEnemies_EnemyBuff,0,DifficultyDamageScale,Additive,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.DamageScale,None,,,,,,
GE_DungeonModifiers_PromotedEnemies_EnemyBuff,1,DifficultyHealthScale,Additive,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.HealScale,None,,,,,,
GE_Environmental_IceColdWater_Slow,0,MoveSpeed,Multiplicitive,0.5,,,,ScalableFloat,registry::Environmental.Hazard.IceColdWater.SlowMultiplier,scalable_float_reference,,,,,,,,
GE_Environmental_IceColdWater_Slow_Linger,0,MoveSpeed,Multiplicitive,0.5,,,,ScalableFloat,registry::Environmental.Hazard.IceColdWater.SlowMultiplier,scalable_float_reference,,,,,,,,
GE_FK_BossElfDragon_EnragedPhaseHasteBuff,0,Haste,Additive,0.3,,,,ScalableFloat,registry::FK_BossElfDragon.EnragedPhase.HasteBuff.HasteAdded,scalable_float_reference,,,,,,,,
GE_FK_BossElfDragon_KnockbackConeRoot,0,MoveSpeed,Multiplicitive,0.2,,,,ScalableFloat,,,,,,,,,,
GE_FK_BossElfDragon_ShrinkingArenaDebuff_Slow,0,MoveSpeed,Multiplicitive,0.6,,,,ScalableFloat,registry::FK_BossElfDragon.ShrinkingArena.Debuff.MovementSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_FK_BossFreezingWaterLord_GreaterWaterNova_Dot_Slow,0,MoveSpeed,Multiplicitive,0.85,,,,ScalableFloat,,,,,,,,,,
GE_FK_Elf_Cleric_LifeLeech_SelfBuff,0,LifeSteal,Additive,0.35,,,,ScalableFloat,registry::FK_ElfCleric.LifeLeech.LeechFraction,scalable_float_reference,,,,,,,,
GE_FK_Elf_Duelist_IceBreaker_EnragedBuff,0,Haste,Additive,0.3,,,,ScalableFloat,registry::FK_ElfDuelist.EnragedBuff.HasteBonus,scalable_float_reference,,,,,,,,
GE_FK_Elf_Duelist_IceBreaker_EnragedBuff,1,SizeScale,Multiplicitive,1.2,,,,ScalableFloat,,,,,,,,,,
GE_FK_Elf_Duelist_SpinningIceSword_SelfSlow,0,MoveSpeed,MultiplyCompound,0.25,,,,ScalableFloat,registry::FK_ElfDuelist.SpinningIceSwordStorm.MoveSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_FK_Elf_Shardling_DeathExplosionSlowDebuff,0,MoveSpeed,Multiplicitive,0.9,,,,ScalableFloat,registry::FK_ElfShardling.DeathExplosion.Debuff.MovementSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_FK_MirroredRangerCaptain_BattleCry_Debuff,0,IncomingDamageMultiplier,MultiplyCompound,1.2,,,,ScalableFloat,registry::FK_BossMirroredRangerCaptain.BattleCry.Debuff.DamageIncrease,scalable_float_reference,,,,,,,,
GE_FM_BullyBasher_BuffAllies_Buff,0,IncomingDamageMultiplier,MultiplyCompound,0.5,,,,ScalableFloat,registry::FM_BullyBasher.BuffSelf.IncomingDamageMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Environmental_Spiderweb_Slow,0,MoveSpeed,Multiplicitive,0.5,,,,ScalableFloat,registry::FM_GravesnareKidnapper.ConeAoeProjectiles.Dot.MoveSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_FM_FrenziedLooter_DropTreasure_Buff,0,MoveSpeed,Multiplicitive,0.95,,,,ScalableFloat,registry::FM_FrenziedLooter.DropTreasure.Buff.MoveSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_FM_FrenziedLooter_DropTreasure_Buff,1,DamageScale,Multiplicitive,1.02,,,,ScalableFloat,registry::FM_FrenziedLooter.DropTreasure.Buff.DamageScale,scalable_float_reference,,,,,,,,
GE_FM_GravesnareKidnapper_CallChildren_ReducedMaxHealth,0,MaxHealth,MultiplyCompound,0.6,,,,ScalableFloat,registry::FM_GravesnareKidnapper.CallChildren.MaxHealthMultiplier,scalable_float_reference,,,,,,,,
GE_FM_GravesnareKidnapper_ConeAoeProjectiles_Slow,0,MoveSpeed,Multiplicitive,0.5,,,,ScalableFloat,registry::FM_GravesnareKidnapper.ConeAoeProjectiles.Dot.MoveSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_FM_PIllager_Enrage_Buff,0,AttackSpeed,Multiplicitive,1.1,,,,ScalableFloat,registry::FM_Pillager.Enrage.HasteIncrease,scalable_float_reference,,,,,,,,
GE_FM_PIllager_Enrage_Buff,1,DamageScale,Multiplicitive,1.1,,,,ScalableFloat,registry::FM_Pillager.Enrage.DamageScaler,scalable_float_reference,,,,,,,,
GE_FM_PIllager_Enrage_Buff,2,SizeScale,Additive,0.1,,,,ScalableFloat,registry::FM_Pillager.Enrage.SizeIncrease,scalable_float_reference,,,,,,,,
GE_FM_PIllager_Enrage_MaxHealthIncrease,0,MaxHealth,Multiplicitive,1.1,,,,ScalableFloat,registry::FM_Pillager.Enrage.MaxHealthIncrease,scalable_float_reference,,,,,,,,
GE_FM_RotheartRecluse_DotProjectile_Slow,0,MoveSpeed,Multiplicitive,0.8,,,,ScalableFloat,registry::FM_RotheartRecluse.DotProjectile.Slow.MoveSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_DpsBuff,0,MaxHealth,Multiplicitive,1.4,,,,ScalableFloat,registry::FM.Shared.NPCCombatBuff.Dps.MaxHealthMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_DpsBuff,1,DamageScale,Multiplicitive,1.1,,,,ScalableFloat,registry::FM.Shared.NPCCombatBuff.Dps.DamageScaleMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_Elite_DpsBuff,0,MaxHealth,Multiplicitive,1.1,,,,ScalableFloat,registry::FM.Shared.EliteCombatBuff.Dps.MaxHealthMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_Elite_DpsBuff,1,DamageScale,Multiplicitive,1.0,,,,ScalableFloat,registry::FM.Shared.EliteCombatBuff.Dps.DamageScaleMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_Elite_HealerBuff,0,MaxHealth,Multiplicitive,1.1,,,,ScalableFloat,registry::FM.Shared.EliteCombatBuff.Healer.MaxHealthMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_Elite_HealerBuff,1,DamageScale,Multiplicitive,1.4,,,,ScalableFloat,registry::FM.Shared.EliteCombatBuff.Healer.DamageScaleMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_Elite_TankBuff,0,MaxHealth,Multiplicitive,1.1,,,,ScalableFloat,registry::FM.Shared.EliteCombatBuff.Tank.MaxHealthMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_Elite_TankBuff,1,DamageScale,Multiplicitive,1.2,,,,ScalableFloat,registry::FM.Shared.EliteCombatBuff.Tank.DamageScaleMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_HealerBuff,0,MaxHealth,Multiplicitive,1.1,,,,ScalableFloat,registry::FM.Shared.NPCCombatBuff.Healer.MaxHealthMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_HealerBuff,1,DamageScale,Multiplicitive,1.4,,,,ScalableFloat,registry::FM.Shared.NPCCombatBuff.Healer.DamageScaleMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_TankBuff,0,MaxHealth,Multiplicitive,1.1,,,,ScalableFloat,registry::FM.Shared.NPCCombatBuff.Tank.MaxHealthMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Shared_NPCCombatBuff_TankBuff,1,DamageScale,Multiplicitive,1.4,,,,ScalableFloat,registry::FM.Shared.NPCCombatBuff.Tank.DamageScaleMultiplier,scalable_float_reference,,,,,,,,
GE_FM_Slaver_Grip_Slow,0,MoveSpeed,MultiplyCompound,0.35,,,,ScalableFloat,registry::FM_Slaver.Grip.Slow.MovementSpeedMultiplier,scalable_float_reference,,,,,,,,
GE_Finesse_CurrentSpiritToBuff_Buff,0,Expertise,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Finesse_CurrentSpiritToBuff_Buff,1,Haste,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Finesse_CurrentSpiritToBuff_Buff,2,CritChance,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Finesse_Passive_MajorToReducedControlCooldown_DamageBonusToLowHealth,0,DamageScale,MultiplyCompound,1.05,,,,ScalableFloat,registry::Finesse.MajorToReducedControlCooldown.DamageBonusAgainstLowHealthEnemies,scalable_float_reference,,,,,,,,
GE_Finesse_Passive_PowerIncreasedCritChanceAndPower,0,CritChance,Additive,0.01,,,,ScalableFloat,registry::Finesse.PowerIncreasedCritChanceAndPower.AdditionalCritChance,scalable_float_reference,,,,,,,,
GE_Finesse_Passive_PowerIncreasedCritChanceAndPower,1,CritMultiplier,Multiplicitive,1.05,,,,ScalableFloat,registry::Finesse.PowerIncreasedCritChanceAndPower.CritPowerMultiplier,scalable_float_reference,,,,,,,,
GE_Finesse_PeriodicHasteBuff_Buff,0,Haste,Additive,0.06,,,,ScalableFloat,registry::Finesse.PeriodicHasteBuff.Buff.AdditionalHaste,scalable_float_reference,,,,,,,,
GE_Finesse_PowerToIncreasedCritChance,0,CritChance,Additive,0.025,,,,ScalableFloat,registry::Finesse.PowerToIncreasedCritChance.AdditionalCritChance,scalable_float_reference,,,,,,,,
GE_Firemage_CastedSingleHeavyDot_Talent_BoostsIncomingDamage_Debuff_OwnerEffect,0,IncomingDamageMultiplier,MultiplyCompound,1.07,,,,ScalableFloat,registry::Firemage.CastedSingleHeavyDot.Talent.BoostsIncomingDamage.DamageMultiplier,scalable_float_reference,,,,,,,,
GE_Firemage_ChanneledForwardAoeDamage_Cost,0,SpiritPoints,Additive,,,,the magnitude is computed by a calculation class this dataset does not read,CustomCalc,,custom_calculation,,,,,,,,
GE_Firemage_ResourceGain_SetByCaller,0,Resources,Additive,,,,"the magnitude is supplied by whatever applies this effect, not by the effect",SetByCaller,,set_by_caller,SetByCaller.Resource,None,,,,,,
GE_Firemage_ResourceRemove,0,Resources,Additive,-1.0,,,,ScalableFloat,,,,,,,,,,
GE_Firemage_SelfDefenceBuff_SelfBuff,0,IncomingDamageMultiplier,Multiplicitive,0.6,,,,ScalableFloat,CT_AbilityConstants::Firemage.SelfDefenceBuff.IncomingDamageScaler,scalable_float_reference,,,,,,,,
GE_Firemage_Talent_InstantDotSpread_SpiritAndCritBuff,0,Spirit,Additive,0.3,,,,ScalableFloat,registry::Firemage.InstantDotSpread.Talent.SpiritAndCritBuff.SpiritIncrease,scalable_float_reference,,,,,,,,
GE_Firemage_Talent_InstantDotSpread_SpiritAndCritBuff,1,CritChance,Additive,0.3,,,,ScalableFloat,registry::Firemage.InstantDotSpread.Talent.SpiritAndCritBuff.CritChanceIncrease,scalable_float_reference,,,,,,,,
GE_Firemage_Talent_ReducedAoeDamage,0,Avoidance,Additive,0.1,,,,ScalableFloat,CT_AbilityConstants::Firemage.Talent.ReducedAoeDamage.AvoidanceIncrease,scalable_float_reference,,,,,,,,
GE_Firemage_Talent_ReducedMagicDamage,0,MagicalIncomingDamageMultiplier,MultiplyCompound,0.9,,,,ScalableFloat,CT_AbilityConstants::Firemage.Talent.ReducedMagicDamage.IncomingMagicDamageScaler,scalable_float_reference,,,,,,,,
GE_GemBonus_AddedMaxSpiritPointsMedium,0,MaxSpiritPoints,Additive,30.0,,,,ScalableFloat,registry::GemBonus.AddedMaxSpiritPoints.Medium,scalable_float_reference,,,,,,,,
GE_GemBonus_AddedMaxSpiritPointsSmall,0,MaxSpiritPoints,Additive,10.0,,,,ScalableFloat,registry::GemBonus.AddedMaxSpiritPoints.Small,scalable_float_reference,,,,,,,,
GE_GemBonus_CooldownReductionMedium,0,CooldownReduction,Additive,0.12,,,,ScalableFloat,CT_GemConstants::GemBonus.PassiveCooldownReduction.Medium.CooldownReduction,scalable_float_reference,,,,,,,,
GE_GemBonus_CooldownReductionSmall,0,CooldownReduction,Additive,0.04,,,,ScalableFloat,CT_GemConstants::GemBonus.PassiveCooldownReduction.Small.CooldownReduction,scalable_float_reference,,,,,,,,
GE_GemBonus_CritChanceBonusAgainstHalfHealthTargetMedium,0,CritChance,Additive,0.15,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalChanceBonusAgainstHealthyTarget.Medium.CriticalChancePercentageIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_CritChanceBonusAgainstHalfHealthTargetSmall,0,CritChance,Additive,0.05,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalChanceBonusAgainstHealthyTarget.Small.CriticalChancePercentageIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalChanceHasteExpertiseAndSpiritBonusMedium,0,CritChance,Additive,0.006,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Medium.CriticalChanceIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalChanceHasteExpertiseAndSpiritBonusMedium,1,Haste,Additive,0.006,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Medium.HasteIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalChanceHasteExpertiseAndSpiritBonusMedium,2,Expertise,Additive,0.006,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Medium.ExpertiseIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalChanceHasteExpertiseAndSpiritBonusMedium,3,Spirit,Additive,0.006,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Medium.SpiritIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalChanceHasteExpertiseAndSpiritBonusSmall,0,CritChance,Additive,0.006,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Small.CriticalChanceIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalChanceHasteExpertiseAndSpiritBonusSmall,1,Haste,Additive,0.006,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Small.HasteIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalChanceHasteExpertiseAndSpiritBonusSmall,2,Expertise,Additive,0.006,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Small.ExpertiseIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalChanceHasteExpertiseAndSpiritBonusSmall,3,Spirit,Additive,0.006,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalChanceHasteExpertiseSpiritPercentageBonus.Small.SpiritIncrease,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalPowerBonusPercentageMedium,0,CritMultiplier,Multiplicitive,1.06,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalPowerPercentageBonus.Medium.CriticalStrikeScaler,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalPowerBonusPercentageSmall,0,CritMultiplier,MultiplyCompound,1.02,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalPowerPercentageBonus.Small.CriticalStrikeScaler,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalStrikePercentageBonusMedium,0,CritChance,Additive,0.06,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalStrikePercentageBonus.Medium.CriticalStrikeScaler,scalable_float_reference,,,,,,,,
GE_GemBonus_CriticalStrikePercentageBonusSmall,0,CritChance,Additive,0.02,,,,ScalableFloat,CT_GemConstants::GemBonus.CriticalStrikePercentageBonus.Small.CriticalStrikeScaler,scalable_float_reference,,,,,,,,
GE_GemBonus_DamageHealingAbsorbBonusInBossBattleMedium,0,DamageScale,MultiplyCompound,1.15,,,,ScalableFloat,registry::GemBonus.DamageHealingAsborbBonusInBossBattle.Medium.Scaler,scalable_float_reference,,,,,,,,
GE_GemBonus_DamageHealingAbsorbBonusInBossBattleMedium,1,HealScale,MultiplyCompound,1.15,,,,ScalableFloat,registry::GemBonus.DamageHealingAsborbBonusInBossBattle.Medium.Scaler,scalable_float_reference,,,,,,,,
GE_GemBonus_DamageHealingAbsorbBonusInBossBattleMedium,2,OutgoingAbsorptionMultiplier,MultiplyCompound,1.15,,,,ScalableFloat,registry::GemBonus.DamageHealingAsborbBonusInBossBattle.Medium.Scaler,scalable_float_reference,,,,,,,,
GE_GemBonus_DamageHealingAbsorbBonusInBossBattleSmall,0,DamageScale,MultiplyCompound,1.05,,,,ScalableFloat,registry::GemBonus.DamageHealingAsborbBonusInBossBattle.Small.Scaler,scalable_float_reference,,,,,,,,
